label	est	plane	DT_eff_cm2s	DT_err	c_eff_mm	c_err	c2_mm2	c2_err	chi2	ndf	DT_model_cm2s	c_model_mm	DT_json	c_json
all	rms	U	6.96308	1.96286	1.34438	0.102084	1.80735	0.274479	4.23027	4	8.8	0.48359	6.96308e-07	1.34438
all	share	U	8.87198	1.35395	1.2036	0.0649697	1.44865	0.156395	4.64592	4	8.8	0.48359	8.87198e-07	1.2036
all	rms	V	9.3138	1.88938	1.14002	0.0864412	1.29965	0.19709	1.23954	4	8.8	0.80599	9.3138e-07	1.14002
all	share	V	8.18695	2.13921	1.24373	0.0931019	1.54686	0.231587	0.797501	4	8.8	0.80599	8.18695e-07	1.24373
all	rms	W	4.38874	1.01911	0.815898	0.0662888	0.665689	0.10817	1.10927	4	8.8	0.09403	4.38874e-07	0.815898
all	share	W	5.47353	1.09681	0.571476	0.109103	0.326585	0.124699	0.346846	4	8.8	0.09403	5.47353e-07	0.571476
all	rms	U(joint)	5.75167	0.815811	1.39997	0.0562332	1.9599	0.157449	12.303	14	8.8	0.48359	5.75167e-07	1.39997
all	rms	V(joint)	5.75167	0.815811	1.27051	0.0500923	1.61418	0.127285	12.303	14	8.8	0.80599	5.75167e-07	1.27051
all	rms	W(joint)	5.75167	0.815811	0.732187	0.062319	0.536098	0.0912583	12.303	14	8.8	0.09403	5.75167e-07	0.732187
all	share	U(joint)	7.00731	0.791739	1.27535	0.0455226	1.62652	0.116115	9.94657	14	8.8	0.48359	7.00731e-07	1.27535
all	share	V(joint)	7.00731	0.791739	1.28734	0.0536054	1.65724	0.138017	9.94657	14	8.8	0.80599	7.00731e-07	1.28734
all	share	W(joint)	7.00731	0.791739	0.403944	0.117491	0.163171	0.0949197	9.94657	14	8.8	0.09403	7.00731e-07	0.403944
