det	event	cluster	pass	row_a	row_b	nrows	length_cm	chord_cm	mx	my	mz	max_d_img	max_d_ridge	max_noff	class	chain	cov_own	cov_other	cov_any	dead_share	crawl_share	bridge_share	sbt_share	fit_share	seed_vertices	open_ended	seed_route_cm	onimage_route_cm	onimage_cost_ratio
pdhd	028084_10	52	0	4497	4503	7	4.69	4.33	-46.3	579.6	399.1	1.98	2.08	1	FIT	1	1.00	0.00	1.00	0.00	0.00	0.00	0.14	0.86	3live:i/1blank:t/3live:t/3live:i	0			
pdhd	028084_10	52	0	4508	4514	7	4.61	4.63	-44.0	575.4	395.6	1.60	1.83	3	FIT	0	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.86	3live:i/3live:t/3live:i/3live:t/3live:i/3live:i	0			
pdhd	029107_20	24	0	329	335	7	4.30	3.76	-345.8	549.1	97.2	1.72	1.86	1	FIT	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	3live:e/3live:t/3live:i/3live:t/3live:t	0			
pdhd	028084_21	120	0	5294	5298	5	3.03	3.25	220.2	494.2	245.1	1.11	2.30	1	FIT	1	1.00	0.00	1.00	0.00	1.00	0.00	0.00	1.00	1dead:t/1dead:i/1dead:i/1dead:i	0			
pdhd	028084_15	50	0	1854	1858	5	3.51	4.02	-77.7	385.8	385.6	0.79	1.72	1	FIT	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	3live:i/3live:i	0			
pdhd	028084_21	23	0	145	150	6	3.71	4.17	-45.2	273.1	13.0	1.23	1.34	2	FIT	1	1.00	0.00	1.00	0.00	0.33	0.00	1.00	0.83	3live:i/3live:t/3live:i	0			
pdhd	029107_20	31	0	528	531	4	2.79	3.26	-246.8	305.0	41.0	0.99	1.73	2	FIT	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	3live:t/3live:i/3live:i/3live:i	0			
pdhd	028084_27	26	0	211	214	4	2.54	1.34	-131.8	478.0	127.6	1.55	1.85	1	FIT	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	3live:i/3live:e	0			
pdhd	028084_4	114	0	6042	6044	3	2.16	2.74	245.8	378.2	429.3	0.91	1.77	1	FIT	1	1.00	0.00	1.00	0.00	1.00	0.00	0.00	1.00	3live:i/3live:i	0			
pdhd	029107_4	123	0	5772	5773	2	1.66	2.06	79.8	473.7	146.1	0.78	2.03	1	FIT	1	1.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	1dead:t/1dead:i/1dead:t/1dead:t	0			
pdhd	029107_13	36	0	1147	1149	3	1.79	6.27	-206.2	477.0	229.8	0.88	1.74	3	FIT	0	0.69	0.00	0.69	0.00	0.00	0.00	0.00	1.00	3live:t/3live:t/3live:i	0			
pdhd	028084_29	38	0	4	6	3	1.91	1.54	-115.0	601.3	206.6	0.89	1.52	1	FIT	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	3live:t/3live:t/3live:t	0			
pdhd	028084_24	136	0	7900	7902	3	1.92	2.44	12.8	34.1	304.1	0.65	1.46	1	FIT	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	3live:i/3live:i	0			
pdhd	028084_9	50	0	2625	2628	4	2.47	3.01	-265.1	133.7	461.6	1.32	1.07	1	FIT	1	1.00	0.00	1.00	1.00	0.00	0.00	0.00	1.00	1dead:i/1dead:t	0			
pdhd	029107_14	43	0	2135	2137	3	1.79	2.38	-88.0	601.1	305.8	1.08	1.47	1	FIT	1	1.00	0.00	1.00	0.00	0.67	0.00	0.00	1.00	3live:t/3live:i/3live:t/3live:t	0			
pdhd	028084_8	120	0	5691	5693	3	1.82	2.27	-89.6	388.1	281.5	0.84	1.43	1	FIT	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	3live:i/3live:t	0			
pdhd	028084_4	57	0	4911	4913	3	2.00	1.09	-193.3	532.8	386.2	1.46	1.28	1	FIT	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	3live:i/3live:t	0			
pdhd	029107_18	83	0	8011	8014	4	2.00	2.79	-7.0	43.7	261.6	0.75	1.27	3	FIT	1	1.00	0.00	1.00	0.00	0.25	0.00	0.25	1.00	3live:t/3live:i/3live:i	0			
pdhd	028084_18	42	0	1004	1006	3	2.06	2.43	-152.3	130.3	461.1	1.22	1.17	2	FIT	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	1dead:t/1dead:i/1dead:i	0			
pdhd	029107_4	124	0	5996	5997	2	1.56	2.08	25.3	97.5	15.4	0.98	1.51	1	FIT	0	1.00	0.00	1.00	1.00	0.00	0.00	0.00	1.00	1dead:i/1dead:i/1dead:i/1dead:t	0			
pdhd	029107_10	37	0	275	277	3	1.54	1.83	-49.4	444.9	154.4	0.87	1.49	1	FIT	1	1.00	0.00	1.00	0.00	0.00	0.00	0.33	1.00	3live:i/3live:t/3live:i	0			
pdhd	028084_2	8	0	52	53	2	1.51	2.18	-179.5	571.9	52.1	0.64	1.51	1	FIT	1	1.00	0.00	1.00	0.00	1.00	0.00	0.00	1.00	3live:i/3live:i	0			
pdhd	029107_15	26	0	1137	1138	2	1.47	1.87	-4.7	43.1	55.2	0.73	1.53	1	FIT	1	1.00	0.00	1.00	0.00	1.00	0.00	0.00	1.00	3live:i/3live:t/3live:i	0			
pdhd	029107_10	53	0	2521	2523	3	1.87	2.59	-33.5	53.8	176.0	0.85	1.12	2	FIT	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	3live:i/3live:i/3live:t	0			
pdhd	029107_15	43	0	3379	3380	2	1.26	2.05	-301.4	430.8	50.8	0.66	1.65	3	FIT	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	3live:t/3live:i/3live:i	0			
