label	est	plane	tbin	t_us	n_prof	q	rms_meas_mm	rms_pred_mm	sig_model_mm	sig2_eff_mm2	sig2_err	sig2_naive_mm2	extent	ceiling	centre_share	rms_truth_mm
all	rms	U	0	258.045	1806	3.2383e+07	4.13466	1.40892	0.650601	15.205	0.760251	15.5336	0.164433	0	0.483883	4.15361
all	rms	U	1	616.754	1782	3.23943e+07	4.21608	1.68964	1.00583	15.8849	0.794246	15.9321	0.164433	0	0.479616	4.23702
all	rms	U	2	971.106	1759	3.24009e+07	4.36135	1.87414	1.26212	17.131	0.929961	17.1019	0.164433	0	0.474729	4.38892
all	rms	U	3	1321.76	1755	3.24016e+07	4.37164	2.02505	1.47246	17.2209	0.984657	17.1786	0.164433	0	0.474534	4.39365
all	rms	U	4	1671	1740	3.23928e+07	4.46031	2.16065	1.6556	18.004	1.40044	17.9669	0.164433	0	0.469992	4.48933
all	rms	U	5	2022.19	1778	3.24079e+07	4.29401	2.28811	1.82128	16.5482	0.827408	16.5202	0.164433	0	0.477904	4.31392
all	share	U	0	258.045	1806	3.2383e+07	4.13466	1.40892	0.650601	10.8559	0.542795	15.5336	0.164433	0	0.483883	4.15361
all	share	U	1	616.754	1782	3.23943e+07	4.21608	1.68964	1.00583	11.124	0.556199	15.9321	0.164433	0	0.479616	4.23702
all	share	U	2	971.106	1759	3.24009e+07	4.36135	1.87414	1.26212	11.4398	0.571988	17.1019	0.164433	0	0.474729	4.38892
all	share	U	3	1321.76	1755	3.24016e+07	4.37164	2.02505	1.47246	11.4526	0.572631	17.1786	0.164433	0	0.474534	4.39365
all	share	U	4	1671	1740	3.23928e+07	4.46031	2.16065	1.6556	11.7552	0.587761	17.9669	0.164433	0	0.469992	4.48933
all	share	U	5	2022.19	1778	3.24079e+07	4.29401	2.28811	1.82128	11.2335	0.561677	16.5202	0.164433	0	0.477904	4.31392
all	truth	U	0	258.045	1806	3.2383e+07	4.13466	1.40892	0.650601	15.3621	0.768104	15.5336	0.164433	0	0.483883	4.15361
all	truth	U	1	616.754	1782	3.23943e+07	4.21608	1.68964	1.00583	16.0619	0.803096	15.9321	0.164433	0	0.479616	4.23702
all	truth	U	2	971.106	1759	3.24009e+07	4.36135	1.87414	1.26212	17.3722	0.967615	17.1019	0.164433	0	0.474729	4.38892
all	truth	U	3	1321.76	1755	3.24016e+07	4.37164	2.02505	1.47246	17.4137	1.00527	17.1786	0.164433	0	0.474534	4.39365
all	truth	U	4	1671	1740	3.23928e+07	4.46031	2.16065	1.6556	18.2637	1.48018	17.9669	0.164433	0	0.469992	4.48933
all	truth	U	5	2022.19	1778	3.24079e+07	4.29401	2.28811	1.82128	16.7196	0.835978	16.5202	0.164433	0	0.477904	4.31392
all	rms	V	0	255.345	1793	3.42893e+07	4.74361	1.40599	0.647188	20.6115	1.03057	20.9439	0.164433	0	0.448636	4.89246
all	rms	V	1	613.765	1765	3.42784e+07	4.7812	1.68784	1.00339	20.9695	1.11389	21.0179	0.164433	0	0.446284	4.90652
all	rms	V	2	968.268	1769	3.43037e+07	4.80602	1.87283	1.26027	21.2075	1.06037	21.1787	0.164433	0	0.448228	4.9133
all	rms	V	3	1315.81	1751	3.42888e+07	4.86405	2.02263	1.46914	21.7686	1.15125	21.7263	0.164433	0	0.446306	4.96383
all	rms	V	4	1666.94	1751	3.42836e+07	4.86732	2.15913	1.65359	21.8004	1.09002	21.7633	0.164433	0	0.442304	4.99497
all	rms	V	5	2020.32	1791	3.4309e+07	4.73912	2.28745	1.82044	20.5689	1.02844	20.5408	0.164433	0	0.452292	4.83012
all	share	V	0	255.345	1793	3.42893e+07	4.74361	1.40599	0.647188	13.3013	0.665065	20.9439	0.164433	0	0.448636	4.89246
all	share	V	1	613.765	1765	3.42784e+07	4.7812	1.68784	1.00339	13.4851	0.674253	21.0179	0.164433	0	0.446284	4.90652
all	share	V	2	968.268	1769	3.43037e+07	4.80602	1.87283	1.26027	13.333	0.666649	21.1787	0.164433	0	0.448228	4.9133
all	share	V	3	1315.81	1751	3.42888e+07	4.86405	2.02263	1.46914	13.4833	0.674167	21.7263	0.164433	0	0.446306	4.96383
all	share	V	4	1666.94	1751	3.42836e+07	4.86732	2.15913	1.65359	13.8026	0.690132	21.7633	0.164433	0	0.442304	4.99497
all	share	V	5	2020.32	1791	3.4309e+07	4.73912	2.28745	1.82044	13.0212	0.65106	20.5408	0.164433	0	0.452292	4.83012
all	truth	V	0	255.345	1793	3.42893e+07	4.74361	1.40599	0.647188	22.0458	1.10229	20.9439	0.164433	0	0.448636	4.89246
all	truth	V	1	613.765	1765	3.42784e+07	4.7812	1.68784	1.00339	22.1835	1.36976	21.0179	0.164433	0	0.446284	4.90652
all	truth	V	2	968.268	1769	3.43037e+07	4.80602	1.87283	1.26027	22.2501	1.13288	21.1787	0.164433	0	0.448228	4.9133
all	truth	V	3	1315.81	1751	3.42888e+07	4.86405	2.02263	1.46914	22.7492	1.47469	21.7263	0.164433	0	0.446306	4.96383
all	truth	V	4	1666.94	1751	3.42836e+07	4.86732	2.15913	1.65359	23.0593	1.24276	21.7633	0.164433	0	0.442304	4.99497
all	truth	V	5	2020.32	1791	3.4309e+07	4.73912	2.28745	1.82044	21.4397	1.07198	20.5408	0.164433	0	0.452292	4.83012
all	rms	W	0	254.252	1770	3.05853e+07	1.51869	1.44383	0.645802	0.543464	0.0286558	0.638839	0.197328	0	0.892802	1.73827
all	rms	W	1	608.287	1771	3.05989e+07	1.51255	1.7192	0.998898	0.532291	0.0279135	0.329965	0.197328	0	0.892074	1.7324
all	rms	W	2	962.336	1770	3.05836e+07	1.51776	1.90363	1.25641	0.541763	0.0298997	0.258335	0.197328	0	0.89286	1.73731
all	rms	W	3	1316.26	1770	3.0603e+07	1.5548	2.05521	1.46939	0.612299	0.0424089	0.352613	0.197328	0	0.891868	1.77119
all	rms	W	4	1669.92	1768	3.05858e+07	1.58061	2.19125	1.65507	0.664839	0.053696	0.435994	0.197328	0	0.890865	1.79566
all	rms	W	5	2023.76	1771	3.06081e+07	1.54369	2.31819	1.82199	0.590549	0.0344664	0.328609	0.197328	0	0.892859	1.76101
all	share	W	0	254.252	1770	3.05853e+07	1.51869	1.44383	0.645802	0.247989	0.0123995	0.638839	0.197328	0	0.892802	1.73827
all	share	W	1	608.287	1771	3.05989e+07	1.51255	1.7192	0.998898	0.253125	0.0126562	0.329965	0.197328	0	0.892074	1.7324
all	share	W	2	962.336	1770	3.05836e+07	1.51776	1.90363	1.25641	0.247586	0.0123793	0.258335	0.197328	0	0.89286	1.73731
all	share	W	3	1316.26	1770	3.0603e+07	1.5548	2.05521	1.46939	0.254583	0.0127291	0.352613	0.197328	0	0.891868	1.77119
all	share	W	4	1669.92	1768	3.05858e+07	1.58061	2.19125	1.65507	0.261737	0.0130869	0.435994	0.197328	0	0.890865	1.79566
all	share	W	5	2023.76	1771	3.06081e+07	1.54369	2.31819	1.82199	0.247591	0.0123795	0.328609	0.197328	0	0.892859	1.76101
all	truth	W	0	254.252	1770	3.05853e+07	1.51869	1.44383	0.645802	0.890608	0.052277	0.638839	0.197328	0	0.892802	1.73827
all	truth	W	1	608.287	1771	3.05989e+07	1.51255	1.7192	0.998898	0.869609	0.051363	0.329965	0.197328	0	0.892074	1.7324
all	truth	W	2	962.336	1770	3.05836e+07	1.51776	1.90363	1.25641	0.887171	0.0544155	0.258335	0.197328	0	0.89286	1.73731
all	truth	W	3	1316.26	1770	3.0603e+07	1.5548	2.05521	1.46939	1.00981	0.0723154	0.352613	0.197328	0	0.891868	1.77119
all	truth	W	4	1669.92	1768	3.05858e+07	1.58061	2.19125	1.65507	1.10001	0.0893009	0.435994	0.197328	0	0.890865	1.79566
all	truth	W	5	2023.76	1771	3.06081e+07	1.54369	2.31819	1.82199	0.972687	0.0604332	0.328609	0.197328	0	0.892859	1.76101
