det	event	cluster	pass	row_a	row_b	nrows	length_cm	chord_cm	mx	my	mz	max_d_img	max_d_ridge	max_noff	class	chain	cov_own	cov_other	cov_any	dead_share	crawl_share	bridge_share	sbt_share	fit_share	seed_vertices	open_ended	seed_route_cm	onimage_route_cm	onimage_cost_ratio
pdvd	039252_0	34	0	277	279	3	2.13	2.63	-310.1	12.6	134.0	1.36	1.11	1	GAP-dead	0	0.80	0.00	0.80	1.00	0.00	0.00	0.00	0.00	2blank+:i/1dead:i/1dead:i	0			
pdvd	039252_0	83	0	3570	3571	2	2.77	3.68	274.4	-309.8	298.1	2.40	0.14	3	GAP-live	0	0.43	0.00	0.43	0.00	0.00	0.00	0.00	0.00	2blank+:i/2blank+:i/2blank+:i/2blank+:i	0			
pdvd	039252_0	98	0	3898	3899	2	1.10	1.10	339.0	-66.0	184.1	1.88	2.31	1	GAP-live	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1dead:i/1dead:i	1			
pdvd	039252_0	98	0	3903	3904	2	1.30	1.82	336.4	-66.5	184.0	4.59	nan	2	GAP-live	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2blank+:i/2blank+:i/1blank:i	0			
pdvd	039252_0	98	0	3910	3913	4	2.67	2.91	331.7	-66.2	183.6	1.94	2.75	2	GAP-short	0	0.50	0.00	0.50	0.00	0.00	0.00	0.00	0.25	2blank+:i/2blank+:i/2blank+:i/2blank+:i/1dead:t/1dead:i	0			
pdvd	039252_0	98	0	3942	3946	5	3.16	3.78	315.5	-65.6	182.4	1.91	3.08	1	GAP-dead	0	0.75	0.00	0.75	0.80	0.00	0.00	0.00	0.00	1dead:i/2blank+:i/2blank+:i/2blank+:i/2blank+:i/2blank+:i	0			
pdvd	039252_0	98	0	4057	4058	2	1.20	1.73	248.1	-70.6	177.5	1.90	1.41	1	GAP-live	0	0.33	0.00	0.33	0.00	0.00	0.00	0.00	0.00	2blank+:i/1blank:i/1blank:i	0			
pdvd	039252_0	98	0	4070	4075	6	3.85	4.31	239.0	-71.8	176.5	2.37	1.11	2	GAP-live	0	0.44	0.00	0.44	0.00	0.00	0.00	0.00	0.00	2blank+:i/2blank+:i/2blank+:i/2blank+:i/2blank+:i/2blank+:i/2blank+:i/1blank:i	0			
pdvd	039252_1	36	0	842	844	3	1.88	3.01	-80.5	-326.9	109.7	2.37	1.65	2	GAP-live	0	0.33	0.00	0.33	0.00	0.00	0.00	0.00	0.00	2blank+:i/2blank+:i/2blank+:i	0			
pdvd	039252_1	36	1	865	867	3	2.51	3.14	-80.4	-326.9	109.7	2.44	2.04	2	GAP-live	0	0.33	0.00	0.33	0.00	0.00	0.00	0.00	0.00	2blank+:i/2blank+:i/2blank+:i	0			
pdvd	039252_1	36	1	1127	1129	3	1.88	2.12	-138.6	-315.6	254.5	1.16	1.90	1	D-blank-term	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1blank:t/1blank:i	0	1.62		
pdvd	039252_1	39	0	1481	1483	3	2.06	2.81	-320.2	-229.5	292.1	1.56	1.42	1	GAP-short	0	0.83	0.00	0.83	0.00	0.00	0.00	0.00	0.00	1blank:i/1blank:i/1blank:i	0			
pdvd	039252_1	81	0	2898	2903	6	3.35	3.33	211.3	31.6	50.1	2.84	4.28	1	GAP-live	0	0.14	0.00	0.14	0.00	0.00	0.00	0.17	0.00	1blank:t/1blank:i/1blank:i/3live:i	0			
pdvd	039252_1	81	0	2918	2921	4	2.21	2.78	212.6	23.6	52.9	3.12	0.42	1	GAP-live	0	0.17	0.00	0.17	0.00	0.00	0.00	0.00	0.00	1blank:i/1blank:t	0			
