label	est	plane	tbin	t_us	n_prof	q	rms_meas_mm	rms_pred_mm	sig_model_mm	sig2_eff_mm2	sig2_err	sig2_naive_mm2	extent	ceiling	centre_share	rms_truth_mm
all	rms	U	0	178.403	987	1.9283e+07	2.79379	1.01556	0.560347	7.03572	0.351786	7.08787	0.125037	0	0.571773	2.80227
all	rms	U	1	370.903	964	1.93154e+07	2.93784	1.19824	0.807954	7.86138	0.423574	7.84792	0.125036	0	0.562691	2.95034
all	rms	U	2	566.008	976	1.9287e+07	2.9346	1.33573	0.998085	7.84234	0.409731	7.82385	0.125036	0	0.567055	2.9456
all	rms	U	3	760.071	968	1.93146e+07	2.97345	1.45613	1.1566	8.0719	0.403595	8.05883	0.125036	0	0.563438	2.9865
all	rms	U	4	953.549	971	1.92944e+07	2.92837	1.56706	1.29547	7.80582	0.390291	7.7979	0.125036	0	0.566516	2.93902
all	rms	U	5	1148.37	1000	1.93063e+07	2.85742	1.67187	1.42166	7.3953	0.369765	7.39082	0.125037	0	0.572313	2.87768
all	share	U	0	178.403	987	1.9283e+07	2.79379	1.01556	0.560347	2.7161	0.135805	7.08787	0.125037	0	0.571773	2.80227
all	share	U	1	370.903	964	1.93154e+07	2.93784	1.19824	0.807954	2.86229	0.143115	7.84792	0.125036	0	0.562691	2.95034
all	share	U	2	566.008	976	1.9287e+07	2.9346	1.33573	0.998085	2.7912	0.13956	7.82385	0.125036	0	0.567055	2.9456
all	share	U	3	760.071	968	1.93146e+07	2.97345	1.45613	1.1566	2.85002	0.142501	8.05883	0.125036	0	0.563438	2.9865
all	share	U	4	953.549	971	1.92944e+07	2.92837	1.56706	1.29547	2.7999	0.139995	7.7979	0.125036	0	0.566516	2.93902
all	share	U	5	1148.37	1000	1.93063e+07	2.85742	1.67187	1.42166	2.70763	0.135381	7.39082	0.125037	0	0.572313	2.87768
all	truth	U	0	178.403	987	1.9283e+07	2.79379	1.01556	0.560347	7.0832	0.35416	7.08787	0.125037	0	0.571773	2.80227
all	truth	U	1	370.903	964	1.93154e+07	2.93784	1.19824	0.807954	7.935	0.4225	7.84792	0.125036	0	0.562691	2.95034
all	truth	U	2	566.008	976	1.9287e+07	2.9346	1.33573	0.998085	7.90705	0.412247	7.82385	0.125036	0	0.567055	2.9456
all	truth	U	3	760.071	968	1.93146e+07	2.97345	1.45613	1.1566	8.14966	0.407483	8.05883	0.125036	0	0.563438	2.9865
all	truth	U	4	953.549	971	1.92944e+07	2.92837	1.56706	1.29547	7.8683	0.393415	7.7979	0.125036	0	0.566516	2.93902
