label	est	plane	tbin	t_us	n_prof	q	rms_meas_mm	rms_pred_mm	sig_model_mm	sig2_eff_mm2	sig2_err	sig2_naive_mm2	extent	ceiling	centre_share	rms_truth_mm
all	truth	U	5	1148.37	1000	1.93063e+07	2.85742	1.67187	1.42166	7.5115	0.375575	7.39082	0.125037	0	0.572313	2.87768
all	rms	V	0	176.841	989	1.76934e+07	2.50839	1.01363	0.557889	5.5225	0.29591	5.57581	0.125037	0	0.601733	2.56499
all	rms	V	1	372.779	971	1.76835e+07	2.6298	1.1997	0.809995	6.14633	0.362548	6.13268	0.125037	0	0.591248	2.69389
all	rms	V	2	566.854	975	1.76918e+07	2.63214	1.33628	0.998831	6.15866	0.566287	6.14019	0.125037	0	0.588279	2.70686
all	rms	V	3	763.029	979	1.77072e+07	2.62275	1.45789	1.15885	6.10932	0.4981	6.09634	0.125037	0	0.591018	2.69561
all	rms	V	4	956.843	960	1.76944e+07	2.67252	1.56889	1.29771	6.37285	0.514115	6.365	0.125037	0	0.584565	2.73625
all	rms	V	5	1150.8	992	1.76973e+07	2.57643	1.67314	1.42317	5.86845	0.483202	5.864	0.125037	0	0.5997	2.62507
all	share	V	0	176.841	989	1.76934e+07	2.50839	1.01363	0.557889	2.27822	0.113911	5.57581	0.125037	0	0.601733	2.56499
all	share	V	1	372.779	971	1.76835e+07	2.6298	1.1997	0.809995	2.42422	0.121211	6.13268	0.125037	0	0.591248	2.69389
all	share	V	2	566.854	975	1.76918e+07	2.63214	1.33628	0.998831	2.46693	0.179904	6.14019	0.125037	0	0.588279	2.70686
all	share	V	3	763.029	979	1.77072e+07	2.62275	1.45789	1.15885	2.42751	0.150255	6.09634	0.125037	0	0.591018	2.69561
all	share	V	4	956.843	960	1.76944e+07	2.67252	1.56889	1.29771	2.52124	0.157394	6.365	0.125037	0	0.584565	2.73625
all	share	V	5	1150.8	992	1.76973e+07	2.57643	1.67314	1.42317	2.30596	0.115298	5.864	0.125037	0	0.5997	2.62507
all	truth	V	0	176.841	989	1.76934e+07	2.50839	1.01363	0.557889	5.80965	0.290483	5.57581	0.125037	0	0.601733	2.56499
all	truth	V	1	372.779	971	1.76835e+07	2.6298	1.1997	0.809995	6.48752	0.361906	6.13268	0.125037	0	0.591248	2.69389
all	truth	V	2	566.854	975	1.76918e+07	2.63214	1.33628	0.998831	6.55758	0.621445	6.14019	0.125037	0	0.588279	2.70686
all	truth	V	3	763.029	979	1.77072e+07	2.62275	1.45789	1.15885	6.49681	0.554552	6.09634	0.125037	0	0.591018	2.69561
all	truth	V	4	956.843	960	1.76944e+07	2.67252	1.56889	1.29771	6.71752	0.56807	6.365	0.125037	0	0.584565	2.73625
all	truth	V	5	1150.8	992	1.76973e+07	2.57643	1.67314	1.42317	6.12148	0.500698	5.864	0.125037	0	0.5997	2.62507
all	rms	W	0	174.392	967	1.58114e+07	1.17224	1.0321	0.554013	0.561707	0.0563596	0.615865	0.250069	0	0.81836	1.21091
all	rms	W	1	368.495	973	1.58255e+07	1.14431	1.21148	0.805327	0.503781	0.0395302	0.490331	0.250069	0	0.820656	1.18362
all	rms	W	2	563.306	976	1.5807e+07	1.11152	1.34781	0.9957	0.440206	0.0355759	0.410291	0.250069	0	0.822758	1.15359
all	rms	W	3	759.334	983	1.58293e+07	1.07886	1.46907	1.15604	0.381844	0.0214461	0.342222	0.250069	0	0.828631	1.12251
all	rms	W	4	955.911	983	1.58172e+07	1.09416	1.5813	1.29707	0.408556	0.0272889	0.379089	0.250069	0	0.828565	1.13664
all	rms	W	5	1152.64	984	1.58228e+07	1.10091	1.68651	1.4243	0.420696	0.0354992	0.396337	0.250069	0	0.83088	1.14295
all	share	W	0	174.392	967	1.58114e+07	1.17224	1.0321	0.554013	0.378178	0.0189089	0.615865	0.250069	0	0.81836	1.21091
all	share	W	1	368.495	973	1.58255e+07	1.14431	1.21148	0.805327	0.366821	0.0206179	0.490331	0.250069	0	0.820656	1.18362
all	share	W	2	563.306	976	1.5807e+07	1.11152	1.34781	0.9957	0.35656	0.0214879	0.410291	0.250069	0	0.822758	1.15359
all	share	W	3	759.334	983	1.58293e+07	1.07886	1.46907	1.15604	0.328598	0.01802	0.342222	0.250069	0	0.828631	1.12251
all	share	W	4	955.911	983	1.58172e+07	1.09416	1.5813	1.29707	0.328907	0.0212592	0.379089	0.250069	0	0.828565	1.13664
all	share	W	5	1152.64	984	1.58228e+07	1.10091	1.68651	1.4243	0.318163	0.0196869	0.396337	0.250069	0	0.83088	1.14295
all	truth	W	0	174.392	967	1.58114e+07	1.17224	1.0321	0.554013	0.626521	0.0630137	0.615865	0.250069	0	0.81836	1.21091
all	truth	W	1	368.495	973	1.58255e+07	1.14431	1.21148	0.805327	0.559154	0.045361	0.490331	0.250069	0	0.820656	1.18362
all	truth	W	2	563.306	976	1.5807e+07	1.11152	1.34781	0.9957	0.486826	0.0424239	0.410291	0.250069	0	0.822758	1.15359
all	truth	W	3	759.334	983	1.58293e+07	1.07886	1.46907	1.15604	0.414091	0.0266217	0.342222	0.250069	0	0.828631	1.12251
all	truth	W	4	955.911	983	1.58172e+07	1.09416	1.5813	1.29707	0.446893	0.0327848	0.379089	0.250069	0	0.828565	1.13664
all	truth	W	5	1152.64	984	1.58228e+07	1.10091	1.68651	1.4243	0.461693	0.0422124	0.396337	0.250069	0	0.83088	1.14295
