label	est	plane	DT_eff_cm2s	DT_err	c_eff_mm	c_err	c2_mm2	c2_err	chi2	ndf	DT_model_cm2s	c_model_mm	DT_json	c_json
all	rms	U	5.01915	1.92232	3.1951	0.0735509	10.2087	0.470006	0.169846	4	8.2017	0	5.01915e-07	3.1951
all	share	U	6.13993	1.91439	3.14965	0.0735068	9.92032	0.463042	0.1477	4	8.2017	0	6.13993e-07	3.14965
all	truth	U	5.05436	1.94782	3.21727	0.0740347	10.3508	0.476379	0.155473	4	8.2017	0	5.05436e-07	3.21727
all	rms	V	5.91068	1.88676	3.13421	0.073057	9.8233	0.457953	0.154042	4	8.2017	0	5.91068e-07	3.13421
all	share	V	6.3171	1.90369	3.13319	0.0734577	9.8169	0.460314	0.109482	4	8.2017	0	6.3171e-07	3.13319
all	truth	V	5.89142	1.91471	3.16141	0.07358	9.99451	0.465233	0.136018	4	8.2017	0	5.89142e-07	3.16141
all	rms	W	7.36035	0.26457	0.39101	0.0426788	0.152889	0.0333757	0.554818	4	8.2017	0	7.36035e-07	0.39101
all	share	W	7.24074	0.245829	0.270669	0.053369	0.0732618	0.0288907	1.31617	4	8.2017	0	7.24074e-07	0.270669
all	truth	W	7.13668	0.270084	0.457006	0.0392097	0.208854	0.0358381	1.52393	4	8.2017	0	7.13668e-07	0.457006
all	rms	U(joint)	7.2902	0.259607	3.11846	0.0380141	9.72481	0.237091	2.87933	14	8.2017	0	7.2902e-07	3.11846
all	rms	V(joint)	7.2902	0.259607	3.08744	0.0377289	9.53226	0.232971	2.87933	14	8.2017	0	7.2902e-07	3.08744
all	rms	W(joint)	7.2902	0.259607	0.399588	0.0413043	0.15967	0.0330094	2.87933	14	8.2017	0	7.2902e-07	0.399588
all	share	U(joint)	7.20827	0.241851	3.11381	0.0377182	9.69583	0.234895	2.12136	14	8.2017	0	7.20827e-07	3.11381
all	share	V(joint)	7.20827	0.241851	3.10318	0.0376377	9.62971	0.233593	2.12136	14	8.2017	0	7.20827e-07	3.10318
all	share	W(joint)	7.20827	0.241851	0.276022	0.0518378	0.0761883	0.0286168	2.12136	14	8.2017	0	7.20827e-07	0.276022
all	truth	U(joint)	7.0743	0.264951	3.14964	0.0381534	9.92026	0.24034	3.32584	14	8.2017	0	7.0743e-07	3.14964
all	truth	V(joint)	7.0743	0.264951	3.12164	0.0378955	9.74463	0.236592	3.32584	14	8.2017	0	7.0743e-07	3.12164
all	truth	W(joint)	7.0743	0.264951	0.463941	0.038188	0.215242	0.035434	3.32584	14	8.2017	0	7.0743e-07	0.463941
