label	est	plane	DT_eff_cm2s	DT_err	c_eff_mm	c_err	c2_mm2	c2_err	chi2	ndf	DT_model_cm2s	c_model_mm	DT_json	c_json
all	rms	U	5.65163	0.433959	0.520596	0.0535876	0.27102	0.055795	11.7989	4	8.8	0	5.65163e-07	0.520596
all	share	U	4.46323	0.298559	0.601238	0.0268183	0.361487	0.0322483	15.1142	4	8.8	0	4.46323e-07	0.601238
all	truth	U	5.96121	0.508534	0.565332	0.0616659	0.319601	0.0697235	11.2721	4	8.8	0	5.96121e-07	0.565332
all	rms	V	3.45407	0.456158	0.796738	0.0297068	0.634791	0.047337	3.9769	4	8.8	0	3.45407e-07	0.796738
all	share	V	3.00549	0.390654	0.797828	0.0258779	0.63653	0.0412922	4.76165	4	8.8	0	3.00549e-07	0.797828
all	truth	V	4.13147	0.521498	0.878429	0.0298721	0.771637	0.052481	3.31757	4	8.8	0	4.13147e-07	0.878429
all	rms	W	8.10969	0.337312	0.415156	0.0349898	0.172355	0.0290525	0.0442401	4	8.8	0	8.10969e-07	0.415156
all	share	W	8.08529	0.33018	0.387549	0.0360956	0.150194	0.0279776	0.26196	4	8.8	0	8.08529e-07	0.387549
all	truth	W	8.07074	0.339505	0.42551	0.0346315	0.181059	0.0294722	0.106285	4	8.8	0	8.07074e-07	0.42551
all	rms	U(joint)	6.23574	0.229992	0.4499	0.0392083	0.20241	0.0352796	85.6817	14	8.8	0	6.23574e-07	0.4499
all	rms	V(joint)	6.23574	0.229992	0.617324	0.0249632	0.381088	0.0308207	85.6817	14	8.8	0	6.23574e-07	0.617324
all	rms	W(joint)	6.23574	0.229992	0.549869	0.0213453	0.302356	0.0234743	85.6817	14	8.8	0	6.23574e-07	0.549869
all	share	U(joint)	5.3418	0.19265	0.529689	0.0230962	0.280571	0.0244676	133.604	14	8.8	0	5.3418e-07	0.529689
all	share	V(joint)	5.3418	0.19265	0.649466	0.0207927	0.421806	0.0270083	133.604	14	8.8	0	5.3418e-07	0.649466
all	share	W(joint)	5.3418	0.19265	0.581022	0.0181997	0.337587	0.0211489	133.604	14	8.8	0	5.3418e-07	0.581022
all	truth	U(joint)	6.67477	0.248302	0.478991	0.0432479	0.229432	0.0414307	57.3557	14	8.8	0	6.67477e-07	0.478991
all	truth	V(joint)	6.67477	0.248302	0.743615	0.0232879	0.552964	0.0346345	57.3557	14	8.8	0	6.67477e-07	0.743615
all	truth	W(joint)	6.67477	0.248302	0.528022	0.023306	0.278807	0.0246121	57.3557	14	8.8	0	6.67477e-07	0.528022
