det	event	cluster	pass	row_a	row_b	nrows	length_cm	chord_cm	mx	my	mz	max_d_img	max_d_ridge	max_noff	class	chain	cov_own	cov_other	cov_any	dead_share	crawl_share	bridge_share	sbt_share	fit_share	seed_vertices	open_ended	seed_route_cm	onimage_route_cm	onimage_cost_ratio
pdvd	039252_0	34	0	284	286	3	2.13	2.42	-310.1	12.6	134.0	1.36	1.11	1	GAP-dead	0	0.80	0.00	0.80	1.00	0.00	0.00	0.00	0.00	2blank+:i/1dead:i/1dead:i	0			
pdvd	039252_0	83	0	3582	3584	3	3.41	4.06	274.6	-309.8	298.1	2.39	0.14	3	GAP-short	0	0.50	0.00	0.50	0.00	0.00	0.00	0.00	0.00	2blank+:i/2blank+:i/2blank+:i/2blank+:i/2blank+:i	0			
pdvd	039252_0	98	0	3918	3919	2	1.10	1.10	339.0	-66.0	184.1	1.88	2.31	1	GAP-live	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1dead:i/1dead:i	1			
pdvd	039252_0	98	0	3923	3924	2	1.10	1.59	336.5	-66.6	184.0	4.47	nan	2	GAP-live	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2blank+:i/2blank+:i/1blank:i	0			
pdvd	039252_0	98	0	3930	3933	4	2.57	2.98	331.7	-66.4	183.6	1.91	2.34	2	GAP-short	0	0.50	0.00	0.50	0.00	0.00	0.00	0.00	0.00	2blank+:i/2blank+:i/2blank+:i/2blank+:i/1dead:t	0			
pdvd	039252_0	98	0	3972	3976	5	3.19	3.02	315.3	-65.7	182.4	2.21	3.77	1	GAP-dead	0	0.50	0.00	0.50	1.00	0.00	0.00	0.00	0.00	2blank+:i/2blank+:i	0			
pdvd	039252_0	98	0	4087	4088	2	1.20	1.73	248.1	-70.6	177.5	1.90	1.41	1	GAP-live	0	0.33	0.00	0.33	0.00	0.00	0.00	0.00	0.00	2blank+:i/1blank:i/1blank:i	0			
pdvd	039252_0	98	0	4101	4106	6	3.51	3.99	238.9	-71.7	176.5	2.37	1.11	2	GAP-live	0	0.38	0.00	0.38	0.00	0.00	0.00	0.00	0.00	2blank+:i/2blank+:i/2blank+:i/2blank+:i/2blank+:i/2blank+:i/1blank:i	0			
pdvd	039252_1	36	0	846	852	7	4.23	4.03	-80.2	-328.3	110.8	2.31	2.54	2	GAP-short	0	0.50	0.00	0.50	0.00	0.00	0.00	0.14	0.00	2blank+:i/3live:t/2blank+:i/3live:i	0			
pdvd	039252_1	36	1	872	882	11	6.49	3.62	-79.8	-328.7	110.9	2.90	3.16	2	GAP-live	0	0.43	0.00	0.43	0.00	0.00	0.00	0.18	0.00	2blank+:i/3live:t/2blank+:i/3live:i	0			
pdvd	039252_1	39	0	1510	1512	3	2.00	2.70	-320.1	-229.5	292.1	1.50	1.32	1	GAP-short	0	0.80	0.00	0.80	0.00	0.00	0.00	0.00	0.00	1blank:i/1blank:i/1blank:i/1blank:t	0			
