label	est	plane	DT_eff_cm2s	DT_err	c_eff_mm	c_err	c2_mm2	c2_err	chi2	ndf	DT_model_cm2s	c_model_mm	DT_json	c_json
all	rms	U	8.3629	5.42368	3.07036	0.160366	9.42713	0.984762	5.70762	4	7.9135	0.259	8.3629e-07	3.07036
all	share	U	7.77587	1.78278	2.25947	0.0761198	5.10518	0.34398	4.75185	4	7.9135	0.259	7.77587e-07	2.25947
all	rms	V	-1.08227	3.95992	3.29099	0.145477	10.8306	0.957526	2.01872	4	7.9135	0.4316	-1.08227e-07	3.29099
all	share	V	2.61733	1.67711	2.44842	0.0771606	5.99478	0.377844	1.90235	4	7.9135	0.4316	2.61733e-07	2.44842
all	rms	W	1.3143	2.02163	2.35179	0.109608	5.53091	0.515549	3.02594	4	7.9135	0.0575	1.3143e-07	2.35179
all	share	W	4.78628	0.675566	1.23998	0.0573432	1.53754	0.142209	1.48706	4	7.9135	0.0575	4.78628e-07	1.23998
all	rms	U(joint)	1.56772	1.70885	3.2418	0.0841632	10.5093	0.545681	12.7855	14	7.9135	0.259	1.56772e-07	3.2418
all	rms	V(joint)	1.56772	1.70885	3.20515	0.0925226	10.273	0.593097	12.7855	14	7.9135	0.4316	1.56772e-07	3.20515
all	rms	W(joint)	1.56772	1.70885	2.33967	0.0972513	5.47407	0.455072	12.7855	14	7.9135	0.0575	1.56772e-07	2.33967
all	share	U(joint)	4.84551	0.591181	2.36339	0.0435042	5.58561	0.205635	12.6158	14	7.9135	0.259	4.84551e-07	2.36339
all	share	V(joint)	4.84551	0.591181	2.35837	0.0473115	5.56191	0.223156	12.6158	14	7.9135	0.4316	4.84551e-07	2.35837
all	share	W(joint)	4.84551	0.591181	1.23573	0.0525259	1.52702	0.129816	12.6158	14	7.9135	0.0575	4.84551e-07	1.23573
