label	est	plane	DT_eff_cm2s	DT_err	c_eff_mm	c_err	c2_mm2	c2_err	chi2	ndf	DT_model_cm2s	c_model_mm	DT_json	c_json
all	rms	U	5.17956	0.887128	1.45794	0.0373444	2.12559	0.108892	1.77289	4	8.8	0	5.17956e-07	1.45794
all	share	U	5.82492	0.796231	1.34174	0.0356039	1.80027	0.0955422	3.37114	4	8.8	0	5.82492e-07	1.34174
all	truth	U	6.48324	0.966378	1.5146	0.039601	2.29401	0.119959	1.48868	4	8.8	0	6.48324e-07	1.5146
all	rms	V	-0.685807	1.22801	1.42752	0.0597265	2.03782	0.170522	3.92546	4	8.8	0	-6.85807e-08	1.42752
all	share	V	-0.508033	1.41925	1.42822	0.0474742	2.0398	0.135607	5.72221	4	8.8	0	-5.08033e-08	1.42822
all	truth	V	3.71706	2.021	1.5117	0.0630536	2.28525	0.190637	6.57394	4	8.8	0	3.71706e-07	1.5117
all	rms	W	7.99663	0.421054	0.668886	0.0315771	0.447408	0.0422429	0.563718	4	8.8	0	7.99663e-07	0.668886
all	share	W	8.48181	0.391011	0.544193	0.0333106	0.296146	0.0362548	0.0498942	4	8.8	0	8.48181e-07	0.544193
all	truth	W	7.81335	0.431592	0.701934	0.0315143	0.492712	0.0442419	0.161	4	8.8	0	7.81335e-07	0.701934
all	rms	U(joint)	6.76391	0.363351	1.39981	0.0243757	1.95947	0.0682426	54.8254	14	8.8	0	6.76391e-07	1.39981
all	rms	V(joint)	6.76391	0.363351	1.06832	0.0447708	1.14131	0.0956594	54.8254	14	8.8	0	6.76391e-07	1.06832
all	rms	W(joint)	6.76391	0.363351	0.740503	0.0259849	0.548344	0.0384838	54.8254	14	8.8	0	6.76391e-07	0.740503
all	share	U(joint)	7.47724	0.340711	1.27772	0.0240999	1.63256	0.0615857	51.7065	14	8.8	0	7.47724e-07	1.27772
all	share	V(joint)	7.47724	0.340711	1.19662	0.0359162	1.4319	0.0859563	51.7065	14	8.8	0	7.47724e-07	1.19662
all	share	W(joint)	7.47724	0.340711	0.609603	0.0272856	0.371616	0.0332668	51.7065	14	8.8	0	7.47724e-07	0.609603
all	truth	U(joint)	7.45023	0.386793	1.48019	0.0250161	2.19096	0.0740572	13.3449	14	8.8	0	7.45023e-07	1.48019
all	truth	V(joint)	7.45023	0.386793	1.41066	0.03838	1.98997	0.108282	13.3449	14	8.8	0	7.45023e-07	1.41066
all	truth	W(joint)	7.45023	0.386793	0.723372	0.0284803	0.523267	0.0412038	13.3449	14	8.8	0	7.45023e-07	0.723372
