det	event	cluster	pass	row_a	row_b	nrows	length_cm	chord_cm	mx	my	mz	max_d_img	max_d_ridge	max_noff	class	chain	cov_own	cov_other	cov_any	dead_share	crawl_share	bridge_share	sbt_share	fit_share	seed_vertices	open_ended	seed_route_cm	onimage_route_cm	onimage_cost_ratio
pdvd	039349_61	67	0	4544	4614	71	180.62	12.19	60.3	144.6	19.1	17.83	3.57	3	FIT	0	0.92	0.00	0.92	0.00	0.00	0.00	0.00	0.92	3live:t/3live:t/3live:t/3live:t/3live:i/3live:t/3live:i/3live:t/3live:i/1blank:t/3live:i/3live:t/3live:t/3live:t/3live:t/3live:t/3live:i/3live:i/3live:t/3live:i/3live:t/3live:t/3live:t	0			
pdvd	039253_9	71	0	2439	2458	20	11.78	11.54	244.3	27.9	88.5	4.57	3.67	2	FIT	0	0.09	0.00	0.09	0.00	0.00	0.00	0.00	1.00	3live:t/3live:i/3live:i/3live:i	0			
pdvd	039349_26	62	0	4480	4481	2	7.61	8.19	3.8	-257.1	232.1	1.16	2.76	3	FIT	0	0.44	0.00	0.44	0.00	0.00	0.00	0.00	1.00	3live:t/3live:t	0			
pdvd	039252_14	117	0	6952	6953	2	11.36	11.96	0.5	-318.8	59.2	0.83	1.57	3	FIT	0	0.25	0.00	0.25	0.00	0.00	0.00	0.00	1.00	3live:i/3live:i/3live:t/3live:i	0			
pdvd	039253_5	91	0	4015	4020	6	3.97	4.20	286.3	131.7	55.3	1.87	3.09	3	FIT	0	0.75	0.00	0.75	0.00	1.00	0.00	0.00	0.83	3live:i/3live:i/3live:i	0			
pdvd	039349_10	70	0	2369	2370	2	10.79	11.45	-4.0	144.9	69.8	1.07	1.10	1	FIT	0	0.30	0.00	0.30	0.00	0.00	0.00	0.00	1.00	3live:i/3live:t	0			
pdvd	039252_5	87	0	4922	4927	6	3.05	3.55	259.2	58.8	62.6	3.26	3.14	2	FIT	0	0.29	0.00	0.29	0.00	0.00	0.00	1.00	1.00	3live:e/3live:t	1			
pdvd	039253_7	36	0	1930	1931	2	4.04	4.62	-93.6	101.8	284.2	1.10	1.51	3	FIT	0	0.56	0.00	0.56	0.50	0.00	0.00	0.00	1.00	3live:t/3live:e	0			
pdvd	039349_31	70	0	7777	7781	5	2.46	2.85	220.6	-171.7	192.4	1.14	2.32	2	FIT	0	0.67	1.00	1.00	0.00	0.00	0.00	0.00	1.00	3live:t/3live:i/3live:i/3live:t	1			
pdvd	039252_12	116	0	3512	3515	4	2.49	2.68	335.1	88.6	47.6	0.67	1.52	1	FIT	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	3live:t/3live:i	0			
