# doc pdvd/42 d42_proj2d_resid.py det=pdvd files=120
det	event	block	cluster	pass	status	npts	length_cm	kink_num	exit_L	left_L	plane	Ncells	Nlive	Ndead	Nfoot	Q_all	Q_foot	f_off	U_all	U_foot	B_foot	chi2N_foot	uncov_foot	pull_rms	pull_tail3	Nfoot_pred	absx_med	fit_chi2_med	f_off_near	f_off_far
pdvd	039252_17_d42fit	730	73	0	3	427	273.9	427	274.5	0.0	ALL	17304	14992	2268	4342	71738060	41242842	0.4251	0.7110	0.4722	-0.2375	20.483	0.0631	2.781	0.3704	3580	240.8	2.922	0.0496	0.3755
pdvd	039252_17_d42fit	740	74	0	2	437	272.6	18	11.6	261.7	U	9015	7630	1363	594	67854172	20345688	0.7002	0.8334	0.4446	-0.1781	36.625	0.0499	4.442	0.5052	483	269.7	2.413	0.0535	0.6466
pdvd	039252_17_d42fit	740	74	0	2	437	272.6	18	11.6	261.7	V	11197	10224	940	1273	73416270	23308201	0.6825	0.8311	0.4724	-0.2290	10.732	0.0354	2.052	0.2426	1146	269.7	2.413	0.1329	0.5496
pdvd	039252_17_d42fit	740	74	0	2	437	272.6	18	11.6	261.7	W	7400	7275	125	1515	65268062	23418412	0.6412	0.7696	0.3609	-0.2315	22.153	0.0229	2.107	0.2895	1482	269.7	2.413	0.0984	0.5428
pdvd	039252_17_d42fit	740	74	0	2	437	272.6	18	11.6	261.7	ALL	27612	25129	2428	3382	206538504	67072301	0.6753	0.8124	0.4250	-0.2144	20.396	0.0354	2.315	0.3057	3111	269.7	2.413	0.0959	0.5793
pdvd	039252_17_d42fit	780	78	0	2	145	92.5	9	5.9	87.2	U	6300	4917	1363	587	21022037	6268563	0.7018	0.7783	0.2569	-0.1600	4.904	0.0157	1.554	0.1407	526	198.9	1.580	0.0046	0.6972
pdvd	039252_17_d42fit	780	78	0	2	145	92.5	9	5.9	87.2	V	7224	6252	940	460	18263020	4735156	0.7407	0.7723	0.3940	-0.2460	5.920	0.0565	1.473	0.1813	342	198.9	1.580	0.0906	0.6502
pdvd	039252_17_d42fit	780	78	0	2	145	92.5	9	5.9	87.2	W	3283	3138	145	608	14425444	6007594	0.5835	0.6708	0.2094	-0.1165	18.467	0.0123	2.595	0.2842	577	198.9	1.580	0.0071	0.5765
pdvd	039252_17_d42fit	780	78	0	2	145	92.5	9	5.9	87.2	ALL	16807	14307	2448	1655	53710501	17011313	0.6833	0.7474	0.2783	-0.1686	10.169	0.0259	1.931	0.2076	1445	198.9	1.580	0.0345	0.6488
pdvd	039252_17_d42fit	800	80	0	0	225	142.9	225	143.7	0.0	U	6091	4708	1363	192	29559739	13434890	0.5455	0.7943	0.5523	-0.0916	115.893	0.0034	6.718	0.7181	188	205.0	3.542	0.0408	0.5047
pdvd	039252_17_d42fit	800	80	0	0	225	142.9	225	143.7	0.0	V	7871	6875	962	536	23055564	9981152	0.5671	0.6915	0.3044	-0.1091	12.256	0.0026	2.597	0.2833	533	205.0	3.542	0.0451	0.5220
pdvd	039252_17_d42fit	800	80	0	0	225	142.9	225	143.7	0.0	W	3389	3228	161	572	15812106	6990154	0.5579	0.6906	0.3006	-0.1553	33.774	0.0000	5.511	0.6049	572	205.0	3.542	0.0198	0.5381
pdvd	039252_17_d42fit	800	80	0	0	225	142.9	225	143.7	0.0	ALL	17351	14811	2486	1300	68427409	30406196	0.5556	0.7357	0.4131	-0.1120	37.030	0.0024	4.326	0.4888	1293	205.0	3.542	0.0374	0.5182
pdvd	039252_17_d42fit	810	81	0	3	334	213.9	334	214.1	0.0	U	7380	5116	2243	728	22390031	7269564	0.6753	0.7770	0.3135	-0.1520	5.304	0.0320	1.961	0.2357	560	206.8	1.396	0.0131	0.6622
pdvd	039252_17_d42fit	810	81	0	3	334	213.9	334	214.1	0.0	V	8275	7277	962	1033	23873740	9722787	0.5927	0.6691	0.3247	-0.2139	6.504	0.0216	1.405	0.1494	917	206.8	1.396	0.0708	0.5219
pdvd	039252_17_d42fit	810	81	0	3	334	213.9	334	214.1	0.0	W	4702	4541	161	1620	19439452	10451482	0.4624	0.5717	0.2047	-0.0929	11.740	0.0038	2.136	0.2238	1604	206.8	1.396	0.0150	0.4474
pdvd	039252_17_d42fit	810	81	0	3	334	213.9	334	214.1	0.0	ALL	20357	16934	3366	3381	65703223	27443833	0.5823	0.6771	0.2760	-0.1514	8.755	0.0176	1.874	0.2038	3081	206.8	1.396	0.0346	0.5477
pdvd	039252_17_d42fit	820	82	0	3	145	93.6	145	94.2	0.0	U	7217	4954	2243	597	27483195	12532672	0.5440	0.7350	0.4194	-0.2272	8.800	0.1853	1.746	0.1970	335	245.2	1.418	0.0010	0.5430
pdvd	039252_17_d42fit	820	82	0	3	145	93.6	145	94.2	0.0	V	7833	6818	980	574	20910161	6318250	0.6978	0.7212	0.3193	-0.2202	5.297	0.0427	1.685	0.1568	440	245.2	1.418	0.0983	0.5996
pdvd	039252_17_d42fit	820	82	0	3	145	93.6	145	94.2	0.0	W	3622	3461	161	731	15017249	5727475	0.6186	0.6936	0.1973	-0.1256	15.848	0.0159	2.599	0.3289	672	245.2	1.418	0.0234	0.5952
pdvd	039252_17_d42fit	820	82	0	3	145	93.6	145	94.2	0.0	ALL	18672	15233	3384	1902	63410605	24578397	0.6124	0.7206	0.3419	-0.2017	10.452	0.1091	2.320	0.2460	1447	245.2	1.418	0.0384	0.5740
pdvd	039252_17_d42fit	840	84	0	3	635	414.4	635	410.1	0.0	U	10151	7795	2329	2642	46803983	29545881	0.3687	0.5737	0.3252	-0.2742	8.458	0.0278	1.427	0.1972	2368	170.9	1.671	0.0292	0.3395
pdvd	039252_17_d42fit	840	84	0	3	635	414.4	635	410.1	0.0	V	10316	9300	980	2126	45133067	22601646	0.4992	0.5625	0.3814	-0.1916	5.564	0.0428	1.743	0.1782	1740	170.9	1.671	0.2006	0.2986
pdvd	039252_17_d42fit	840	84	0	3	635	414.4	635	410.1	0.0	W	6484	6301	183	2863	34051536	22218543	0.3475	0.5199	0.2652	-0.0723	21.176	0.0336	2.851	0.3413	2473	170.9	1.671	0.0485	0.2990
pdvd	039252_17_d42fit	840	84	0	3	635	414.4	635	410.1	0.0	ALL	26951	23396	3492	7631	125988586	74366070	0.4097	0.5552	0.3243	-0.1888	12.423	0.0341	2.043	0.2463	6581	170.9	1.671	0.0958	0.3139
pdvd	039252_17_d42fit	860	86	0	2	198	127.8	10	6.0	122.4	U	8167	5815	2329	899	25134456	9336853	0.6285	0.7309	0.2756	-0.2179	3.905	0.0488	1.557	0.1161	629	161.4	1.291	0.0157	0.6128
pdvd	039252_17_d42fit	860	86	0	2	198	127.8	10	6.0	122.4	V	8436	7422	980	775	29872712	13062164	0.5627	0.5838	0.2822	-0.1959	3.630	0.0275	1.399	0.1134	635	161.4	1.291	0.1393	0.4234
pdvd	039252_17_d42fit	860	86	0	2	198	127.8	10	6.0	122.4	W	4102	3919	183	991	17087672	7401271	0.5669	0.6433	0.1764	-0.0546	7.753	0.0028	2.184	0.2239	929	161.4	1.291	0.0143	0.5526
pdvd	039252_17_d42fit	860	86	0	2	198	127.8	10	6.0	122.4	ALL	20705	17156	3492	2665	72094840	29800288	0.5867	0.6492	0.2539	-0.1677	5.256	0.0280	1.725	0.1610	2193	161.4	1.291	0.0666	0.5201
pdvd	039252_17_d42fit	880	88	0	0	109	70.7	98	64.2	7.1	U	7484	5134	2329	153	21246432	4618742	0.7826	0.9503	0.7722	-0.2781	226.682	0.0118	8.765	0.7063	143	202.4	6.394	0.0242	0.7585
pdvd	039252_17_d42fit	880	88	0	0	109	70.7	98	64.2	7.1	V	8046	7030	980	315	17936113	3969388	0.7787	0.8560	0.3809	-0.1860	16.068	0.0089	3.366	0.4013	299	202.4	6.394	0.0243	0.7544
pdvd	039252_17_d42fit	880	88	0	0	109	70.7	98	64.2	7.1	W	3447	3264	183	325	14448897	4493273	0.6890	0.7936	0.3450	-0.2404	46.955	0.0075	5.348	0.6395	319	202.4	6.394	0.0144	0.6746
pdvd	039252_17_d42fit	880	88	0	0	109	70.7	98	64.2	7.1	ALL	18977	15428	3492	793	53631442	13081403	0.7561	0.8765	0.5067	-0.2372	69.362	0.0095	4.880	0.5585	761	202.4	6.394	0.0216	0.7345
pdvd	039252_17_d42fit	900	90	0	0	311	198.3	301	192.9	6.1	U	8397	6043	2329	328	29034195	11538801	0.6026	0.9105	0.7773	-0.2846	302.463	0.0327	9.006	0.7086	302	315.3	5.658	0.0293	0.5733
pdvd	039252_17_d42fit	900	90	0	0	311	198.3	301	192.9	6.1	V	8979	7962	980	725	22488055	8157699	0.6372	0.8018	0.4646	-0.1501	56.004	0.0193	3.631	0.4267	696	315.3	5.658	0.0382	0.5990
pdvd	039252_17_d42fit	900	90	0	0	311	198.3	301	192.9	6.1	W	4134	3921	213	714	19337247	9055658	0.5317	0.7166	0.3996	-0.1014	396.008	0.0144	3.539	0.4383	689	315.3	5.658	0.0293	0.5024
pdvd	039252_17_d42fit	900	90	0	0	311	198.3	301	192.9	6.1	ALL	21510	17926	3522	1767	70859497	28752158	0.5942	0.8231	0.5696	-0.1887	239.140	0.0231	4.115	0.4819	1687	315.3	5.658	0.0321	0.5621
pdvd	039252_17_d42fit	910	91	0	0	47	29.2	8	5.3	24.5	U	7820	5468	2329	181	18688662	2003134	0.8928	0.9437	0.4751	-0.4142	14.244	0.1597	2.545	0.3704	108	328.0	3.099	0.0157	0.8771
pdvd	039252_17_d42fit	910	91	0	0	47	29.2	8	5.3	24.5	V	8077	7060	980	131	15496970	1428333	0.9078	0.9511	0.5282	-0.4326	10.281	0.2815	1.811	0.2121	66	328.0	3.099	0.0261	0.8818
pdvd	039252_17_d42fit	910	91	0	0	47	29.2	8	5.3	24.5	W	3315	3102	213	150	12004590	1736909	0.8553	0.9030	0.3302	-0.0725	46.629	0.0541	3.993	0.4787	94	328.0	3.099	0.0237	0.8316
pdvd	039252_17_d42fit	910	91	0	0	47	29.2	8	5.3	24.5	ALL	19212	15630	3522	462	46190222	5168376	0.8881	0.9356	0.4411	-0.3044	23.635	0.1579	2.684	0.3694	268	328.0	3.099	0.0213	0.8668
pdvd	039252_17_d42fit	920	92	0	3	36	21.7	36	22.3	0.0	U	7912	5560	2329	148	18378384	1230057	0.9331	0.9508	0.2668	-0.1351	5.782	0.0334	1.600	0.2049	122	331.7	5.935	0.0081	0.9250
pdvd	039252_17_d42fit	920	92	0	3	36	21.7	36	22.3	0.0	V	7971	6953	980	41	14333276	488577	0.9659	1.1893	5.0416	+4.8519	322.034	0.0588	3.986	0.9286	28	331.7	5.935	0.0061	0.9598
pdvd	039252_17_d42fit	920	92	0	3	36	21.7	36	22.3	0.0	W	3463	3250	213	165	12047186	1342195	0.8886	0.9059	0.1600	-0.0966	10.409	0.0141	2.392	0.2675	157	331.7	5.935	0.0171	0.8715
pdvd	039252_17_d42fit	920	92	0	3	36	21.7	36	22.3	0.0	ALL	19346	15763	3522	354	44758846	3060829	0.9316	1.0151	0.9821	+0.6778	44.567	0.0290	2.214	0.3029	307	331.7	5.935	0.0099	0.9217
pdvd	039252_17_d42fit	1040	104	0	0	302	198.8	302	189.9	0.0	U	9487	7101	2359	1100	36992623	15368731	0.5845	0.6506	0.2799	-0.1743	4.671	0.0041	1.593	0.1562	1069	33.5	1.368	0.0748	0.5098
pdvd	039252_17_d42fit	1040	104	0	0	302	198.8	302	189.9	0.0	V	9214	8197	980	1018	26329128	11506021	0.5630	0.6553	0.2535	-0.1255	5.515	0.0178	1.381	0.1122	980	33.5	1.368	0.0429	0.5201
pdvd	039252_17_d42fit	1040	104	0	0	302	198.8	302	189.9	0.0	W	4936	4723	213	1321	22563986	11830009	0.4757	0.5630	0.1677	-0.0653	11.580	0.0000	2.138	0.2356	1320	33.5	1.368	0.0099	0.4658
pdvd	039252_17_d42fit	1040	104	0	0	302	198.8	302	189.9	0.0	ALL	23637	20021	3552	3439	85885737	38704761	0.5493	0.6290	0.2378	-0.1265	7.575	0.0069	1.719	0.1745	3369	33.5	1.368	0.0480	0.5014
pdvd	039252_17_d42fit	1090	109	0	3	313	206.0	310	198.3	1.6	U	9684	7298	2359	1386	34530844	12749716	0.6308	0.6694	0.2774	-0.2107	3.675	0.0093	1.203	0.0991	1221	48.3	1.082	0.0788	0.5519
pdvd	039252_17_d42fit	1090	109	0	3	313	206.0	310	198.3	1.6	V	9489	8470	982	1255	33633831	16224694	0.5176	0.5701	0.2642	-0.1848	2.508	0.0060	0.909	0.0759	1172	48.3	1.082	0.1070	0.4106
pdvd	039252_17_d42fit	1090	109	0	3	313	206.0	310	198.3	1.6	W	5350	5137	213	1663	23366008	12296413	0.4737	0.5827	0.2072	-0.0692	12.820	0.0011	2.144	0.2363	1655	48.3	1.082	0.0151	0.4587
pdvd	039252_17_d42fit	1090	109	0	3	313	206.0	310	198.3	1.6	ALL	24523	20905	3554	4304	91530683	41270823	0.5491	0.6108	0.2513	-0.1584	6.868	0.0056	1.483	0.1485	4048	48.3	1.082	0.0729	0.4762
pdvd	039252_1_d42fit	290	29	0	3	290	186.1	290	186.7	0.0	U	1457	1419	38	1083	13213026	10256331	0.2238	0.4219	0.4535	-0.3783	6.321	0.1896	1.755	0.1979	581	245.7	1.742	0.2154	0.0084
pdvd	039252_1_d42fit	290	29	0	3	290	186.1	290	186.7	0.0	V	1409	1408	0	1277	18036525	17840156	0.0109	0.4256	0.4194	-0.2966	6.967	0.1147	1.971	0.2245	873	245.7	1.742	0.0039	0.0070
pdvd	039252_1_d42fit	290	29	0	3	290	186.1	290	186.7	0.0	W	2000	2000	0	1505	11162084	10761294	0.0359	0.2489	0.2210	-0.1032	12.357	0.0148	2.391	0.2804	1323	245.7	1.742	0.0207	0.0152
pdvd	039252_1_d42fit	290	29	0	3	290	186.1	290	186.7	0.0	ALL	4866	4827	38	3865	42411635	38857781	0.0838	0.3779	0.3735	-0.2646	8.885	0.1068	2.046	0.2456	2777	245.7	1.742	0.0742	0.0096
pdvd	039252_1_d42fit	300	30	0	0	231	145.3	211	133.0	12.9	U	968	663	305	458	10366765	9018601	0.1300	0.2648	0.2523	-0.2121	9.504	0.0162	1.779	0.2683	436	138.4	1.501	0.1067	0.0233
pdvd	039252_1_d42fit	300	30	0	0	231	145.3	211	133.0	12.9	V	1135	864	268	560	9583049	8737954	0.0882	0.3236	0.2584	-0.1035	12.093	0.0108	2.043	0.2000	540	138.4	1.501	0.0623	0.0259
pdvd	039252_1_d42fit	300	30	0	0	231	145.3	211	133.0	12.9	W	1874	1874	0	1125	10941572	10347473	0.0543	0.2218	0.1816	-0.1034	11.714	0.0000	1.630	0.1449	1125	138.4	1.501	0.0188	0.0355
pdvd	039252_1_d42fit	300	30	0	0	231	145.3	211	133.0	12.9	ALL	3977	3401	573	2143	30891386	28104028	0.0902	0.2678	0.2281	-0.1384	11.341	0.0086	1.914	0.1847	2101	138.4	1.501	0.0618	0.0284
pdvd	039252_1_d42fit	330	33	0	3	376	240.3	376	240.9	0.0	U	1818	1061	756	739	12551785	11570266	0.0782	0.3326	0.3036	-0.2157	14.292	0.0099	2.688	0.3904	648	291.7	1.929	0.0573	0.0209
pdvd	039252_1_d42fit	330	33	0	3	376	240.3	376	240.9	0.0	V	1871	1459	408	907	14806732	14017110	0.0533	0.3987	0.3654	-0.1378	12.523	0.0325	1.997	0.2684	827	291.7	1.929	0.0265	0.0268
pdvd	039252_1_d42fit	330	33	0	3	376	240.3	376	240.9	0.0	W	3234	3234	0	1787	14875934	13589344	0.0865	0.2489	0.1832	-0.0605	8.812	0.0033	2.079	0.2031	1782	291.7	1.929	0.0425	0.0440
pdvd	039252_1_d42fit	330	33	0	3	376	240.3	376	240.9	0.0	ALL	6923	5754	1164	3433	42234451	39176720	0.0724	0.3263	0.2839	-0.1340	10.972	0.0157	2.171	0.2570	3257	291.7	1.929	0.0413	0.0311
pdvd	039252_1_d42fit	331	33	1	3	380	241.9	372	237.0	5.4	U	1818	1061	756	742	12551785	11647272	0.0721	0.3227	0.2867	-0.2219	12.461	0.0048	2.729	0.3945	649	292.2	1.889	0.0512	0.0209
pdvd	039252_1_d42fit	331	33	1	3	380	241.9	372	237.0	5.4	V	1871	1459	408	923	14806732	14076802	0.0493	0.3680	0.3360	-0.1378	11.453	0.0188	1.911	0.2660	846	292.2	1.889	0.0225	0.0268
pdvd	039252_1_d42fit	331	33	1	3	380	241.9	372	237.0	5.4	W	3234	3234	0	1785	14875934	13641538	0.0830	0.2500	0.1885	-0.0726	9.828	0.0022	2.129	0.2010	1776	292.2	1.889	0.0398	0.0432
pdvd	039252_1_d42fit	331	33	1	3	380	241.9	372	237.0	5.4	ALL	6923	5754	1164	3450	42234451	39365612	0.0679	0.3129	0.2703	-0.1401	10.829	0.0089	2.184	0.2562	3271	292.2	1.889	0.0371	0.0308
pdvd	039252_1_d42fit	360	36	0	3	348	222.6	348	223.2	0.0	U	2351	1101	1247	639	12549895	11327217	0.0974	0.3804	0.3284	-0.1998	18.383	0.0260	2.561	0.3007	572	119.2	1.849	0.0731	0.0243
pdvd	039252_1_d42fit	360	36	0	3	348	222.6	348	223.2	0.0	V	2017	1477	534	793	14650747	13356504	0.0883	0.3950	0.3367	-0.1599	16.181	0.0143	2.427	0.3312	767	119.2	1.849	0.0537	0.0347
pdvd	039252_1_d42fit	360	36	0	3	348	222.6	348	223.2	0.0	W	3152	3152	0	1594	14613142	12998120	0.1105	0.2824	0.2022	-0.1078	12.753	0.0000	1.966	0.2158	1594	119.2	1.849	0.0603	0.0502
pdvd	039252_1_d42fit	360	36	0	3	348	222.6	348	223.2	0.0	ALL	7520	5730	1781	3026	41813784	37681841	0.0988	0.3513	0.2878	-0.1539	14.840	0.0129	2.237	0.2625	2933	119.2	1.849	0.0618	0.0370
pdvd	039252_1_d42fit	361	36	1	0	352	224.5	352	225.1	0.0	U	2351	1101	1247	633	12549895	11214987	0.1064	0.3791	0.3200	-0.2031	15.776	0.0176	2.569	0.3280	561	119.6	1.818	0.0821	0.0243
pdvd	039252_1_d42fit	361	36	1	0	352	224.5	352	225.1	0.0	V	2017	1477	534	797	14650747	13357818	0.0883	0.3710	0.3105	-0.1642	13.103	0.0061	2.278	0.2956	778	119.6	1.818	0.0537	0.0346
pdvd	039252_1_d42fit	361	36	1	0	352	224.5	352	225.1	0.0	W	3152	3152	0	1591	14613142	12906459	0.1168	0.2940	0.2094	-0.1038	12.876	0.0000	1.955	0.2168	1591	119.6	1.818	0.0672	0.0496
pdvd	039252_1_d42fit	361	36	1	0	352	224.5	352	225.1	0.0	ALL	7520	5730	1781	3021	41813784	37479264	0.1037	0.3465	0.2785	-0.1551	13.544	0.0074	2.212	0.2590	2930	119.6	1.818	0.0669	0.0367
pdvd	039252_1_d42fit	380	38	0	3	184	115.4	184	116.0	0.0	U	2396	1144	1247	593	8420891	5105948	0.3937	0.5398	0.4868	-0.4539	11.233	0.1147	2.689	0.3943	383	289.8	2.464	0.2586	0.1350
pdvd	039252_1_d42fit	380	38	0	3	184	115.4	184	116.0	0.0	V	1429	891	534	469	8788971	7046774	0.1982	0.8400	0.8015	+0.1660	14.168	0.1090	3.088	0.3540	322	289.8	2.464	0.0492	0.1491
pdvd	039252_1_d42fit	380	38	0	3	184	115.4	184	116.0	0.0	W	1611	1611	0	788	6600643	5407019	0.1808	0.4118	0.2827	-0.1704	23.049	0.0210	3.861	0.4548	609	289.8	2.464	0.0395	0.1413
pdvd	039252_1_d42fit	380	38	0	3	184	115.4	184	116.0	0.0	ALL	5436	3646	1781	1850	23810505	17559741	0.2625	0.6151	0.5502	-0.1178	17.010	0.0836	3.447	0.4125	1314	289.8	2.464	0.1206	0.1419
pdvd	039252_1_d42fit	800	80	0	4	336	205.7	336	206.3	0.0	U	4548	3293	1247	523	60505863	17569333	0.7096	0.9185	0.7266	-0.5652	20.130	0.0146	2.049	0.2962	503	202.3	3.146	0.4167	0.2929
pdvd	039252_1_d42fit	800	80	0	4	336	205.7	336	206.3	0.0	V	5557	4900	650	668	119199634	20037797	0.8319	0.9386	0.6510	-0.3308	11.189	0.0341	2.447	0.3285	627	202.3	3.146	0.3014	0.5305
pdvd	039252_1_d42fit	800	80	0	4	336	205.7	336	206.3	0.0	W	3679	3592	87	463	62671239	17903628	0.7143	0.9788	0.9298	-0.5307	178.514	0.0353	3.757	0.5102	441	202.3	3.146	0.2825	0.4318
pdvd	039252_1_d42fit	800	80	0	4	336	205.7	336	206.3	0.0	ALL	13784	11785	1984	1654	242376736	55510758	0.7710	0.9440	0.7648	-0.4694	60.855	0.0283	2.533	0.3692	1571	202.3	3.146	0.3253	0.4457
pdvd	039252_1_d42fit	840	84	0	7	37	22.6	37	23.2	0.0	U	2256	1004	1247	137	2897204	946766	0.6732	0.7600	0.2672	-0.1438	3.567	0.0141	1.210	0.0840	131	22.2	1.228	0.0195	0.6537
pdvd	039252_1_d42fit	840	84	0	7	37	22.6	37	23.2	0.0	V	2245	1589	650	126	6338767	757927	0.8804	0.9081	0.3578	-0.1085	3.887	0.0263	1.445	0.1441	111	22.2	1.228	0.0271	0.8533
pdvd	039252_1_d42fit	840	84	0	7	37	22.6	37	23.2	0.0	W	1246	1159	87	154	3323151	945365	0.7155	0.7828	0.2386	-0.1078	10.203	0.0000	1.717	0.2403	154	22.2	1.228	0.0178	0.6978
pdvd	039252_1_d42fit	840	84	0	7	37	22.6	37	23.2	0.0	ALL	5747	3752	1984	417	12559122	2650058	0.7890	0.8408	0.2829	-0.1208	6.114	0.0126	1.464	0.1616	396	22.2	1.228	0.0229	0.7661
pdvd	039252_1_d42fit	910	91	0	0	204	131.1	204	131.7	0.0	U	3375	2121	1247	845	12110791	8989981	0.2577	0.5692	0.4196	-0.3481	9.768	0.0657	1.939	0.2726	708	290.0	2.287	0.0598	0.1979
pdvd	039252_1_d42fit	910	91	0	0	204	131.1	204	131.7	0.0	V	2974	2292	676	660	19798600	11600805	0.4141	0.5611	0.3964	-0.2593	10.476	0.0549	2.704	0.3232	526	290.0	2.287	0.1330	0.2810
pdvd	039252_1_d42fit	910	91	0	0	204	131.1	204	131.7	0.0	W	1929	1842	87	734	9568561	7073031	0.2608	0.4575	0.2664	-0.0780	28.084	0.0320	4.264	0.4749	518	290.0	2.287	0.0112	0.2496
pdvd	039252_1_d42fit	910	91	0	0	204	131.1	204	131.7	0.0	ALL	8278	6255	2010	2239	41477952	27663817	0.3330	0.5396	0.3707	-0.2418	15.981	0.0525	2.790	0.3476	1752	290.0	2.287	0.0835	0.2495
pdvd	039252_1_d42fit	940	94	0	2	201	129.8	7	3.9	126.5	U	3556	2302	1247	976	19769722	15696511	0.2060	0.3690	0.2059	-0.1302	3.942	0.0099	1.368	0.1182	863	58.8	1.140	0.0198	0.1862
pdvd	039252_1_d42fit	940	94	0	2	201	129.8	7	3.9	126.5	V	3320	2637	676	799	18688592	9064413	0.5150	0.5263	0.2539	-0.1713	2.500	0.0079	0.934	0.0409	734	58.8	1.140	0.1520	0.3630
pdvd	039252_1_d42fit	940	94	0	2	201	129.8	7	3.9	126.5	W	2305	2218	87	1009	10366738	7045237	0.3204	0.4333	0.1679	-0.0323	8.487	0.0004	2.321	0.2315	1002	58.8	1.140	0.0341	0.2863
pdvd	039252_1_d42fit	940	94	0	2	201	129.8	7	3.9	126.5	ALL	9181	7157	2010	2784	48825052	31806161	0.3486	0.4429	0.2111	-0.1203	5.175	0.0072	1.581	0.1401	2599	58.8	1.140	0.0734	0.2751
pdvd	039252_1_d42fit	1020	102	0	3	341	222.6	341	223.2	0.0	U	4177	2920	1247	1331	15311800	11921787	0.2214	0.3769	0.1998	-0.0697	3.374	0.0030	1.407	0.0987	1266	143.0	1.142	0.0090	0.2124
pdvd	039252_1_d42fit	1020	102	0	3	341	222.6	341	223.2	0.0	V	3523	2839	676	1007	19402999	10400713	0.4640	0.4846	0.2684	-0.1877	2.675	0.0149	1.140	0.0651	829	143.0	1.142	0.1438	0.3201
pdvd	039252_1_d42fit	1020	102	0	3	341	222.6	341	223.2	0.0	W	3689	3590	99	1775	15917654	11679754	0.2662	0.3669	0.1395	-0.0469	5.686	0.0001	1.576	0.1297	1774	143.0	1.142	0.0162	0.2500
pdvd	039252_1_d42fit	1020	102	0	3	341	222.6	341	223.2	0.0	ALL	11389	9349	2022	4113	50632453	34002254	0.3284	0.4150	0.2001	-0.0980	4.200	0.0056	1.462	0.1057	3869	143.0	1.142	0.0629	0.2655
pdvd	039252_1_d42fit	1090	109	0	0	838	546.3	838	538.7	0.0	U	7597	6277	1304	3422	49873880	43382575	0.1302	0.3303	0.2477	-0.1495	6.803	0.0213	1.535	0.1569	3180	144.1	1.537	0.0420	0.0882
pdvd	039252_1_d42fit	1090	109	0	0	838	546.3	838	538.7	0.0	V	6614	5617	988	2663	42860934	29155958	0.3198	0.4338	0.3227	-0.2296	5.826	0.0339	1.326	0.1591	2344	144.1	1.537	0.1452	0.1746
pdvd	039252_1_d42fit	1090	109	0	0	838	546.3	838	538.7	0.0	W	6017	5918	99	3507	36394628	29741503	0.1828	0.3508	0.2065	-0.0521	15.047	0.0169	2.398	0.2531	3283	144.1	1.537	0.0333	0.1495
pdvd	039252_1_d42fit	1090	109	0	0	838	546.3	838	538.7	0.0	ALL	20228	17812	2391	9592	129129442	102280036	0.2079	0.3704	0.2571	-0.1440	9.546	0.0236	1.784	0.1934	8807	144.1	1.537	0.0738	0.1341
pdvd	039252_1_d42fit	1130	113	0	7	671	447.1	671	440.9	0.0	U	6641	5096	1529	2176	31266886	20311722	0.3504	0.4495	0.3577	-0.2223	5.413	0.0259	1.538	0.1500	1973	96.5	1.177	0.1802	0.1702
pdvd	039252_1_d42fit	1130	113	0	7	671	447.1	671	440.9	0.0	V	6085	5086	988	2425	33649369	23809616	0.2924	0.5058	0.3501	-0.1680	2.444	0.0567	0.888	0.0409	2079	96.5	1.177	0.0568	0.2356
pdvd	039252_1_d42fit	1130	113	0	7	671	447.1	671	440.9	0.0	W	6343	6244	99	3521	29446044	23085376	0.2160	0.3634	0.1885	-0.0547	11.596	0.0092	1.723	0.1745	3427	96.5	1.177	0.0322	0.1838
pdvd	039252_1_d42fit	1130	113	0	7	671	447.1	671	440.9	0.0	ALL	19069	16426	2616	8122	94362299	67206714	0.2878	0.4427	0.2969	-0.1455	7.207	0.0311	1.469	0.1309	7479	96.5	1.177	0.0900	0.1978
pdvd	039252_1_d42fit	1160	116	0	3	624	410.7	624	405.2	0.0	U	6690	5147	1529	2266	28438953	17362482	0.3895	0.4690	0.3592	-0.2568	3.341	0.0582	1.307	0.0751	1811	97.9	1.132	0.1969	0.1926
pdvd	039252_1_d42fit	1160	116	0	3	624	410.7	624	405.2	0.0	V	6276	5278	988	2370	30575433	18466200	0.3960	0.5099	0.3250	-0.1968	1.400	0.0367	0.778	0.0316	1991	97.9	1.132	0.1253	0.2708
pdvd	039252_1_d42fit	1160	116	0	3	624	410.7	624	405.2	0.0	W	5582	5483	99	3101	28240467	20905246	0.2597	0.4614	0.2725	-0.1507	12.058	0.0040	2.213	0.2402	3018	97.9	1.132	0.0527	0.2071
pdvd	039252_1_d42fit	1160	116	0	3	624	410.7	624	405.2	0.0	ALL	18548	15908	2616	7737	87254853	56733928	0.3498	0.4809	0.3161	-0.1982	6.240	0.0312	1.365	0.1355	6820	97.9	1.132	0.1251	0.2247
pdvd	039252_2_d42fit	370	37	0	3	691	447.0	691	444.4	0.0	U	2953	2223	728	1509	32477035	21839325	0.3275	0.4832	0.5259	-0.4208	11.741	0.2097	2.129	0.2682	1014	171.0	1.500	0.3199	0.0077
pdvd	039252_2_d42fit	370	37	0	3	691	447.0	691	444.4	0.0	V	3691	3586	98	2703	31828298	29315093	0.0790	0.3493	0.2938	-0.1660	6.010	0.0172	1.508	0.1732	2518	171.0	1.500	0.0450	0.0339
