label	est	plane	DT_eff_cm2s	DT_err	c_eff_mm	c_err	c2_mm2	c2_err	chi2	ndf	DT_model_cm2s	c_model_mm	DT_json	c_json
all	rms	U	2.33714	0.612994	1.66128	0.0454001	2.75984	0.150844	3.24458	4	7.9135	0	2.33714e-07	1.66128
all	share	U	3.49146	0.487955	1.40528	0.0397185	1.97481	0.111631	6.6467	4	7.9135	0	3.49146e-07	1.40528
all	truth	U	0.644827	0.675482	1.87048	0.0455675	3.49868	0.170466	4.67012	4	7.9135	0	6.44827e-08	1.87048
all	rms	V	3.00362	0.600497	1.61041	0.0441291	2.59343	0.142132	0.780347	4	7.9135	0	3.00362e-07	1.61041
all	share	V	3.15897	0.507642	1.43432	0.041276	2.05728	0.118406	1.50289	4	7.9135	0	3.15897e-07	1.43432
all	truth	V	1.29772	0.675499	1.83199	0.0459609	3.35618	0.1684	0.147979	4	7.9135	0	1.29772e-07	1.83199
all	rms	W	6.88953	0.323678	0.596808	0.0440619	0.35618	0.0525929	0.807078	4	7.9135	0	6.88953e-07	0.596808
all	share	W	6.48568	0.270727	0.403498	0.0502735	0.16281	0.0405705	1.80397	4	7.9135	0	6.48568e-07	0.403498
all	truth	W	6.23701	0.344299	0.736246	0.041067	0.542059	0.0604708	4.0287	4	7.9135	0	6.23701e-07	0.736246
all	rms	U(joint)	5.36134	0.258376	1.44841	0.0307776	2.09788	0.0891568	66.878	14	7.9135	0	5.36134e-07	1.44841
all	rms	V(joint)	5.36134	0.258376	1.45096	0.0300527	2.10528	0.0872104	66.878	14	7.9135	0	5.36134e-07	1.45096
all	rms	W(joint)	5.36134	0.258376	0.750167	0.0303359	0.562751	0.045514	66.878	14	7.9135	0	5.36134e-07	0.750167
all	share	U(joint)	5.31258	0.214549	1.26988	0.0274578	1.61259	0.069736	60.6565	14	7.9135	0	5.31258e-07	1.26988
all	share	V(joint)	5.31258	0.214549	1.27046	0.0279831	1.61408	0.071103	60.6565	14	7.9135	0	5.31258e-07	1.27046
all	share	W(joint)	5.31258	0.214549	0.555494	0.0315043	0.308574	0.0350009	60.6565	14	7.9135	0	5.31258e-07	0.555494
all	truth	U(joint)	4.4365	0.279301	1.62419	0.0301127	2.638	0.0978177	89.2943	14	7.9135	0	4.4365e-07	1.62419
all	truth	V(joint)	4.4365	0.279301	1.63228	0.0306012	2.66434	0.0998994	89.2943	14	7.9135	0	4.4365e-07	1.63228
all	truth	W(joint)	4.4365	0.279301	0.899687	0.0292118	0.809437	0.0525629	89.2943	14	7.9135	0	4.4365e-07	0.899687
