label	est	plane	tbin	t_us	n_prof	q	rms_meas_mm	rms_pred_mm	sig_model_mm	sig2_eff_mm2	sig2_err	sig2_naive_mm2	extent	ceiling	centre_share
apa:apa0	rms	W	3	1320.58	223	1.29765e+07	6.27139	2.7661	1.93659	35.3842	4.94178	35.4294	0.982636	0	0.289102
apa:apa0	rms	W	4	1625.92	236	1.30255e+07	5.56395	2.26428	2.03093	29.044	4.77485	29.9553	1.45519e-11	0	0.382089
apa:apa0	rms	W	5	1897.87	211	1.30227e+07	6.19044	2.51094	2.1114	36.408	3.37137	36.4748	1.45519e-11	0	0.369899
apa:apa0	share	W	0	119.836	188	1.29879e+07	6.69923	1.57216	1.50947	29.8617	7.42299	44.6865	1.45519e-11	0	0.32807
apa:apa0	share	W	1	369.984	226	1.29896e+07	6.15648	1.90355	1.60783	28.9286	8.02101	36.8639	1.45519e-11	0	0.332662
apa:apa0	share	W	2	1018.41	215	1.30336e+07	6.76745	2.65219	1.83847	33.0716	6.12315	42.1442	0.921382	0	0.307363
apa:apa0	share	W	3	1320.58	223	1.29765e+07	6.27139	2.7661	1.93659	37.8793	5.26461	35.4294	0.982636	0	0.289102
apa:apa0	share	W	4	1625.92	236	1.30255e+07	5.56395	2.26428	2.03093	20.91	4.22529	29.9553	1.45519e-11	0	0.382089
apa:apa0	share	W	5	1897.87	211	1.30227e+07	6.19044	2.51094	2.1114	22.5941	5.24624	36.4748	1.45519e-11	0	0.369899
apa:apa1	rms	U	0	180.011	144	1.9359e+07	4.44681	2.93136	3.24419	17.9572	3.56261	21.7059	1.45519e-11	0	0.425082
apa:apa1	rms	U	1	421.892	132	1.94694e+07	4.50218	3.15841	3.28957	18.4528	2.84861	21.1154	1.45519e-11	0	0.41988
apa:apa1	rms	U	2	695.738	128	1.94446e+07	4.21083	3.0407	3.3402	15.9142	2.6779	19.6422	1.45519e-11	0	0.43899
apa:apa1	rms	U	3	929.461	126	1.94037e+07	4.0782	2.9539	3.38281	14.8148	1.41032	19.3496	1.45519e-11	0	0.441835
apa:apa1	rms	U	4	1372.28	138	1.93803e+07	4.45192	3.14424	3.46211	18.0027	4.89989	21.9195	1.45519e-11	0	0.414647
apa:apa1	rms	U	5	2035.57	137	1.95031e+07	4.19103	2.72811	3.57761	15.7479	2.35305	22.9215	1.45519e-11	0	0.454415
apa:apa1	share	U	0	180.011	144	1.9359e+07	4.44681	2.93136	3.24419	15.262	2.1636	21.7059	1.45519e-11	0	0.425082
apa:apa1	share	U	1	421.892	132	1.94694e+07	4.50218	3.15841	3.28957	15.7441	2.1752	21.1154	1.45519e-11	0	0.41988
apa:apa1	share	U	2	695.738	128	1.94446e+07	4.21083	3.0407	3.3402	14.0552	3.83262	19.6422	1.45519e-11	0	0.43899
apa:apa1	share	U	3	929.461	126	1.94037e+07	4.0782	2.9539	3.38281	13.8221	1.87691	19.3496	1.45519e-11	0	0.441835
apa:apa1	share	U	4	1372.28	138	1.93803e+07	4.45192	3.14424	3.46211	16.2474	4.72092	21.9195	1.45519e-11	0	0.414647
apa:apa1	share	U	5	2035.57	137	1.95031e+07	4.19103	2.72811	3.57761	12.8428	0.784407	22.9215	1.45519e-11	0	0.454415
apa:apa1	rms	V	0	79.4779	61	1.08938e+07	4.07946	2.39886	2.73487	14.8251	3.09673	18.367	1.45519e-11	0	0.465499
apa:apa1	rms	V	1	173.23	92	1.11274e+07	3.47779	2.37976	2.7558	10.278	1.70729	14.0262	1.45519e-11	0	0.533662
apa:apa1	rms	V	2	322.85	82	1.11835e+07	4.05591	2.72054	2.78888	14.6335	2.48878	16.8269	1.45519e-11	0	0.473264
apa:apa1	rms	V	3	488.14	65	1.11e+07	4.43417	2.71607	2.82497	17.845	1.24115	20.2653	1.45519e-11	0	0.453398
apa:apa1	rms	V	4	778.955	91	1.10248e+07	3.9684	2.76614	2.88737	13.9313	3.00874	16.4336	1.45519e-11	0	0.479027
apa:apa1	rms	V	5	1604.07	93	1.11791e+07	4.09907	3.11144	3.05751	14.9855	1.0667	16.4697	1.45519e-11	0	0.442573
apa:apa1	share	V	0	79.4779	61	1.08938e+07	4.07946	2.39886	2.73487	12.044	1.74024	18.367	1.45519e-11	0	0.465499
apa:apa1	share	V	1	173.23	92	1.11274e+07	3.47779	2.37976	2.7558	8.15877	1.53307	14.0262	1.45519e-11	0	0.533662
apa:apa1	share	V	2	322.85	82	1.11835e+07	4.05591	2.72054	2.78888	11.517	2.22539	16.8269	1.45519e-11	0	0.473264
apa:apa1	share	V	3	488.14	65	1.11e+07	4.43417	2.71607	2.82497	12.919	1.32059	20.2653	1.45519e-11	0	0.453398
apa:apa1	share	V	4	778.955	91	1.10248e+07	3.9684	2.76614	2.88737	11.1421	2.16671	16.4336	1.45519e-11	0	0.479027
apa:apa1	share	V	5	1604.07	93	1.11791e+07	4.09907	3.11144	3.05751	13.7624	1.05201	16.4697	1.45519e-11	0	0.442573
apa:apa1	rms	W	0	202.724	300	1.28815e+07	2.35572	1.23132	1.54276	3.60202	2.34588	6.41336	1.45519e-11	0	0.782549
apa:apa1	rms	W	1	485.737	232	1.29147e+07	2.48712	1.30506	1.65137	4.24904	3.3812	7.20959	1.45519e-11	0	0.764898
apa:apa1	rms	W	2	651.75	180	1.28917e+07	2.42903	1.35495	1.71187	3.95905	1.31252	6.99483	1.45519e-11	0	0.756774
apa:apa1	rms	W	3	848.854	228	1.28979e+07	2.26742	1.55903	1.78105	3.18582	2.1213	5.88276	1.45519e-11	0	0.76774
apa:apa1	rms	W	4	1063.47	252	1.28924e+07	3.87096	1.92241	1.85343	13.0707	7.16043	14.7239	1.45519e-11	0	0.583959
apa:apa1	rms	W	5	1743.38	324	1.29189e+07	2.96513	2.38439	2.06607	6.87454	2.22687	7.37531	1.45519e-11	0	0.648251
apa:apa1	share	W	0	202.724	300	1.28815e+07	2.35572	1.23132	1.54276	1.48162	2.21692	6.41336	1.45519e-11	0	0.782549
apa:apa1	share	W	1	485.737	232	1.29147e+07	2.48712	1.30506	1.65137	1.76606	3.94339	7.20959	1.45519e-11	0	0.764898
apa:apa1	share	W	2	651.75	180	1.28917e+07	2.42903	1.35495	1.71187	1.90541	0.761573	6.99483	1.45519e-11	0	0.756774
apa:apa1	share	W	3	848.854	228	1.28979e+07	2.26742	1.55903	1.78105	1.71857	0.925898	5.88276	1.45519e-11	0	0.76774
apa:apa1	share	W	4	1063.47	252	1.28924e+07	3.87096	1.92241	1.85343	6.42694	4.64583	14.7239	1.45519e-11	0	0.583959
apa:apa1	share	W	5	1743.38	324	1.29189e+07	2.96513	2.38439	2.06607	4.33348	1.11004	7.37531	1.45519e-11	0	0.648251
apa:apa2	rms	U	0	173.554	392	4.17168e+07	3.75375	1.93924	3.24297	12.2738	1.15127	20.8469	1.45519e-11	0	0.48723
apa:apa2	rms	U	1	436.302	426	4.16726e+07	3.96183	2.11395	3.29225	13.8793	1.74426	22.0663	1.45519e-11	0	0.471533
apa:apa2	rms	U	2	648.331	301	4.18534e+07	4.65967	2.22502	3.33149	19.8957	5.4603	27.8606	1.45519e-11	0	0.413349
apa:apa2	rms	U	3	856.753	434	4.16769e+07	3.9461	2.35929	3.36962	13.7548	1.02853	21.3598	1.45519e-11	0	0.459906
apa:apa2	rms	U	4	1143.03	340	4.18452e+07	4.17648	2.49979	3.42129	15.6262	2.14833	22.8993	1.45519e-11	0	0.432507
apa:apa2	rms	U	5	1694.39	488	4.17553e+07	4.16099	2.79638	3.51868	15.497	1.45122	21.8752	1.45519e-11	0	0.441291
apa:apa2	share	U	0	173.554	392	4.17168e+07	3.75375	1.93924	3.24297	10.6309	0.761864	20.8469	1.45519e-11	0	0.48723
apa:apa2	share	U	1	436.302	426	4.16726e+07	3.96183	2.11395	3.29225	11.6323	4.96214	22.0663	1.45519e-11	0	0.471533
apa:apa2	share	U	2	648.331	301	4.18534e+07	4.65967	2.22502	3.33149	16.3752	5.87992	27.8606	1.45519e-11	0	0.413349
apa:apa2	share	U	3	856.753	434	4.16769e+07	3.9461	2.35929	3.36962	12.44	0.805718	21.3598	1.45519e-11	0	0.459906
apa:apa2	share	U	4	1143.03	340	4.18452e+07	4.17648	2.49979	3.42129	14.6034	2.08711	22.8993	1.45519e-11	0	0.432507
apa:apa2	share	U	5	1694.39	488	4.17553e+07	4.16099	2.79638	3.51868	13.8664	1.01395	21.8752	1.45519e-11	0	0.441291
apa:apa2	rms	V	0	152.336	183	1.53627e+07	4.26228	2.79933	2.75115	16.3502	3.00298	17.8996	1.45519e-11	0	0.46291
apa:apa2	rms	V	1	402.636	205	1.53165e+07	4.18403	3.03795	2.80636	15.6892	1.97608	16.1526	1.45519e-11	0	0.459252
apa:apa2	rms	V	2	649.433	210	1.54558e+07	4.09635	3.42348	2.85975	13.2042	1.30544	13.238	0.935921	0	0.455352
apa:apa2	rms	V	3	917.397	214	1.53684e+07	4.32377	3.58914	2.91661	14.2839	3.60159	14.3197	1.14613	0	0.44814
apa:apa2	rms	V	4	1166.37	167	1.53157e+07	4.55795	3.16489	2.96847	18.9581	2.57493	19.5702	1.45519e-11	0	0.393388
apa:apa2	rms	V	5	1786.61	286	1.55222e+07	4.46776	3.63831	3.09388	16.2624	1.95272	16.2957	0.970301	0	0.422909
apa:apa2	share	V	0	152.336	183	1.53627e+07	4.26228	2.79933	2.75115	12.2255	1.15885	17.8996	1.45519e-11	0	0.46291
apa:apa2	share	V	1	402.636	205	1.53165e+07	4.18403	3.03795	2.80636	12.4872	1.15689	16.1526	1.45519e-11	0	0.459252
apa:apa2	share	V	2	649.433	210	1.54558e+07	4.09635	3.42348	2.85975	11.2499	1.16342	13.238	0.935921	0	0.455352
apa:apa2	share	V	3	917.397	214	1.53684e+07	4.32377	3.58914	2.91661	10.8836	2.76163	14.3197	1.14613	0	0.44814
apa:apa2	share	V	4	1166.37	167	1.53157e+07	4.55795	3.16489	2.96847	18.5006	2.95662	19.5702	1.45519e-11	0	0.393388
apa:apa2	share	V	5	1786.61	286	1.55222e+07	4.46776	3.63831	3.09388	13.8122	1.90261	16.2957	0.970301	0	0.422909
apa:apa2	rms	W	0	169.44	405	1.50739e+07	3.03666	1.29497	1.52948	7.30486	4.51967	9.88363	1.45519e-11	0	0.732159
apa:apa2	rms	W	1	455.602	329	1.51463e+07	2.11342	1.48767	1.64015	2.49945	0.432447	4.94344	1.45519e-11	0	0.791534
apa:apa2	rms	W	2	639.965	248	1.51267e+07	2.32377	1.53323	1.70765	3.44966	0.710939	5.96518	1.45519e-11	0	0.74576
apa:apa2	rms	W	3	820.454	325	1.50977e+07	2.45768	1.72501	1.77125	4.1013	0.909131	6.20185	1.45519e-11	0	0.733807
apa:apa2	rms	W	4	1062.12	358	1.51252e+07	3.60116	2.05307	1.85298	11.0546	2.83095	12.1868	1.45519e-11	0	0.569374
apa:apa2	rms	W	5	1603.24	413	1.51517e+07	3.45247	2.40396	2.02407	10.0056	2.88935	10.2374	1.45519e-11	0	0.606886
apa:apa2	share	W	0	169.44	405	1.50739e+07	3.03666	1.29497	1.52948	2.36084	1.48837	9.88363	1.45519e-11	0	0.732159
apa:apa2	share	W	1	455.602	329	1.51463e+07	2.11342	1.48767	1.64015	1.34643	0.313676	4.94344	1.45519e-11	0	0.791534
apa:apa2	share	W	2	639.965	248	1.51267e+07	2.32377	1.53323	1.70765	2.10296	0.386202	5.96518	1.45519e-11	0	0.74576
apa:apa2	share	W	3	820.454	325	1.50977e+07	2.45768	1.72501	1.77125	2.32877	0.336249	6.20185	1.45519e-11	0	0.733807
apa:apa2	share	W	4	1062.12	358	1.51252e+07	3.60116	2.05307	1.85298	6.99844	3.51727	12.1868	1.45519e-11	0	0.569374
apa:apa2	share	W	5	1603.24	413	1.51517e+07	3.45247	2.40396	2.02407	5.60727	1.86346	10.2374	1.45519e-11	0	0.606886
apa:apa3	rms	U	0	447.707	294	2.82907e+07	4.76791	2.84131	3.29437	20.9161	4.82167	25.5129	1.45519e-11	0	0.421078
apa:apa3	rms	U	1	1002.54	244	2.86077e+07	4.56845	3.24085	3.39603	19.0539	2.15155	21.9007	1.45519e-11	0	0.416648
apa:apa3	rms	U	2	1448.16	192	2.82662e+07	4.10354	3.01961	3.47552	15.0222	1.50367	19.8003	1.45519e-11	0	0.441651
apa:apa3	rms	U	3	1644.17	196	2.8628e+07	4.49294	2.90814	3.50992	18.3696	5.90476	24.0487	1.45519e-11	0	0.433674
apa:apa3	rms	U	4	1824.4	155	2.81659e+07	4.49306	3.35345	3.54125	18.3708	2.05735	21.4825	1.45519e-11	0	0.416213
apa:apa3	rms	U	5	2074.28	222	2.87721e+07	4.51141	3.28004	3.58424	18.5359	2.40929	22.4409	1.45519e-11	0	0.408905
apa:apa3	share	U	0	447.707	294	2.82907e+07	4.76791	2.84131	3.29437	15.6315	3.51526	25.5129	1.45519e-11	0	0.421078
apa:apa3	share	U	1	1002.54	244	2.86077e+07	4.56845	3.24085	3.39603	16.0527	1.96148	21.9007	1.45519e-11	0	0.416648
apa:apa3	share	U	2	1448.16	192	2.82662e+07	4.10354	3.01961	3.47552	13.8371	1.67014	19.8003	1.45519e-11	0	0.441651
apa:apa3	share	U	3	1644.17	196	2.8628e+07	4.49294	2.90814	3.50992	14.503	4.217	24.0487	1.45519e-11	0	0.433674
apa:apa3	share	U	4	1824.4	155	2.81659e+07	4.49306	3.35345	3.54125	16.0948	1.63442	21.4825	1.45519e-11	0	0.416213
apa:apa3	share	U	5	2074.28	222	2.87721e+07	4.51141	3.28004	3.58424	16.8218	1.67252	22.4409	1.45519e-11	0	0.408905
apa:apa3	rms	V	0	482.267	375	4.61679e+07	3.92452	2.61551	2.82369	13.585	2.17034	16.5342	1.45519e-11	0	0.487414
apa:apa3	rms	V	1	1008.63	445	4.62911e+07	4.00803	2.78586	2.93572	14.2475	1.99399	16.9218	1.45519e-11	0	0.471923
apa:apa3	rms	V	2	1279.5	394	4.62359e+07	4.07108	2.88348	2.99174	14.7568	3.10803	17.2098	1.45519e-11	0	0.465342
apa:apa3	rms	V	3	1501.78	398	4.62207e+07	3.79163	2.88216	3.03693	12.5595	0.809122	15.2925	1.45519e-11	0	0.46938
apa:apa3	rms	V	4	1685.36	303	4.6316e+07	3.75357	2.91366	3.07376	12.2724	1.05272	15.0479	1.45519e-11	0	0.472578
apa:apa3	rms	V	5	1952.16	333	4.6342e+07	3.85975	3.13977	3.12651	13.0808	1.12426	14.8145	1.45519e-11	0	0.461632
apa:apa3	share	V	0	482.267	375	4.61679e+07	3.92452	2.61551	2.82369	10.6196	1.30389	16.5342	1.45519e-11	0	0.487414
apa:apa3	share	V	1	1008.63	445	4.62911e+07	4.00803	2.78586	2.93572	11.6063	0.9896	16.9218	1.45519e-11	0	0.471923
apa:apa3	share	V	2	1279.5	394	4.62359e+07	4.07108	2.88348	2.99174	12.055	1.37696	17.2098	1.45519e-11	0	0.465342
apa:apa3	share	V	3	1501.78	398	4.62207e+07	3.79163	2.88216	3.03693	11.7774	0.674941	15.2925	1.45519e-11	0	0.46938
apa:apa3	share	V	4	1685.36	303	4.6316e+07	3.75357	2.91366	3.07376	11.5626	0.818407	15.0479	1.45519e-11	0	0.472578
apa:apa3	share	V	5	1952.16	333	4.6342e+07	3.85975	3.13977	3.12651	12.3163	0.968867	14.8145	1.45519e-11	0	0.461632
apa:apa3	rms	W	0	440.328	417	1.99861e+07	2.34489	1.56491	1.63443	3.55017	2.11033	5.72092	1.45519e-11	0	0.770638
apa:apa3	rms	W	1	890.249	492	2.00425e+07	2.56867	2.0522	1.79523	4.66671	1.36029	5.60938	1.45519e-11	0	0.719716
apa:apa3	rms	W	2	1304.29	443	2.00375e+07	2.86262	2.29961	1.93143	6.27507	0.933855	6.63681	1.45519e-11	0	0.65298
apa:apa3	rms	W	3	1603.69	439	2.00049e+07	2.7385	2.30446	2.0242	5.57615	0.880305	6.28628	1.45519e-11	0	0.673532
apa:apa3	rms	W	4	1846.29	349	2.00481e+07	2.80404	2.38797	2.09637	5.94153	2.26817	6.55499	1.45519e-11	0	0.672598
apa:apa3	rms	W	5	2068.04	409	2.00286e+07	2.70923	2.46165	2.16023	5.41554	0.938768	5.9468	1.45519e-11	0	0.660293
apa:apa3	share	W	0	440.328	417	1.99861e+07	2.34489	1.56491	1.63443	1.67082	3.07932	5.72092	1.45519e-11	0	0.770638
apa:apa3	share	W	1	890.249	492	2.00425e+07	2.56867	2.0522	1.79523	2.61061	0.535547	5.60938	1.45519e-11	0	0.719716
apa:apa3	share	W	2	1304.29	443	2.00375e+07	2.86262	2.29961	1.93143	4.20236	0.587363	6.63681	1.45519e-11	0	0.65298
apa:apa3	share	W	3	1603.69	439	2.00049e+07	2.7385	2.30446	2.0242	3.66294	0.561167	6.28628	1.45519e-11	0	0.673532
apa:apa3	share	W	4	1846.29	349	2.00481e+07	2.80404	2.38797	2.09637	3.68644	1.01736	6.55499	1.45519e-11	0	0.672598
apa:apa3	share	W	5	2068.04	409	2.00286e+07	2.70923	2.46165	2.16023	4.00489	0.689963	5.9468	1.45519e-11	0	0.660293
