det	event	cluster	pass	row_a	row_b	nrows	length_cm	chord_cm	mx	my	mz	max_d_img	max_d_ridge	max_noff	class	chain	cov_own	cov_other	cov_any	dead_share	crawl_share	bridge_share	sbt_share	fit_share	seed_vertices	open_ended	seed_route_cm	onimage_route_cm	onimage_cost_ratio
pdvd	039252_0	34	0	284	287	4	2.44	2.74	-310.1	12.6	134.0	1.33	1.12	1	GAP-dead	0	0.80	0.00	0.80	1.00	0.00	0.00	0.00	0.00	2blank+:i/1dead:i/1dead:i	0			
pdvd	039252_0	83	0	3581	3585	5	3.11	3.60	274.1	-309.7	298.1	2.37	0.86	3	GAP-short	0	0.57	0.00	0.57	0.00	0.20	0.00	0.00	0.00	1blank:t/1blank:i/2blank+:i/2blank+:i/1blank:t/3live:i	0			
pdvd	039252_0	98	0	3926	3927	2	1.10	1.10	339.0	-66.0	184.1	1.88	2.31	1	GAP-live	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1dead:i/1dead:i	1			
pdvd	039252_0	98	0	3931	3932	2	1.10	1.59	336.5	-66.6	184.0	4.47	nan	2	GAP-live	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2blank+:i/2blank+:i/1blank:i	0			
pdvd	039252_0	98	0	3938	3941	4	2.57	2.98	331.7	-66.4	183.6	1.91	2.34	2	GAP-short	0	0.50	0.00	0.50	0.00	0.00	0.00	0.00	0.00	2blank+:i/2blank+:i/2blank+:i/2blank+:i/1dead:t	0			
pdvd	039252_0	98	0	3978	3982	5	3.19	3.02	315.3	-65.7	182.4	2.21	3.77	1	GAP-dead	0	0.50	0.00	0.50	1.00	0.00	0.00	0.00	0.00	2blank+:i/2blank+:i	0			
pdvd	039252_0	98	0	4030	4031	2	1.01	1.80	285.0	-67.7	180.5	1.29	1.16	1	GAP-short	0	0.75	0.00	0.75	0.00	0.00	0.00	0.00	0.00	2blank+:i/2blank+:i	0			
pdvd	039252_0	98	0	4093	4094	2	1.20	1.73	248.1	-70.6	177.5	1.90	1.41	1	GAP-live	0	0.33	0.00	0.33	0.00	0.00	0.00	0.00	0.00	2blank+:i/1blank:i/1blank:i	0			
pdvd	039252_0	98	0	4106	4111	6	3.79	4.52	239.2	-71.8	176.5	2.53	1.05	2	GAP-short	0	0.56	0.00	0.56	0.00	0.00	0.00	0.00	0.00	2blank+:i/2blank+:i/2blank+:i/2blank+:i/2blank+:i/2blank+:i/2blank+:i	0			
pdvd	039252_1	36	0	577	578	2	0.97	1.67	-139.3	-315.9	255.3	0.62	1.30	1	D-blank-term	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1blank:i/1blank:t/1blank:i	0	2.21		
pdvd	039252_1	36	0	841	844	4	2.40	2.95	-80.3	-327.6	110.1	2.32	2.39	2	GAP-live	0	0.33	0.00	0.33	0.00	0.00	0.00	0.25	0.00	2blank+:i/3live:t/2blank+:i	0			
pdvd	039252_1	36	1	864	867	4	2.29	2.86	-80.5	-327.0	110.0	2.41	2.13	2	GAP-live	0	0.33	0.00	0.33	0.00	0.00	0.00	0.00	0.25	2blank+:i/2blank+:i/3live:i/3live:t	0			
pdvd	039252_1	36	1	1122	1125	4	2.58	2.70	-138.8	-315.5	254.8	1.20	1.80	1	D-blank-term	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1blank:i/1blank:t/1blank:i	0	2.21		
pdvd	039252_1	39	0	1479	1482	4	2.58	3.02	-320.4	-229.6	292.2	1.50	1.32	2	GAP-short	0	0.83	0.00	0.83	0.00	0.00	0.00	0.00	0.00	1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:t	0			
pdvd	039252_1	81	0	2848	2852	5	3.29	3.39	211.2	39.4	64.0	4.36	3.61	2	GAP-live	0	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1blank:i/1blank:i/3live:i/1blank:i/1blank:i	0			
pdvd	039252_1	81	0	2863	2870	8	4.89	5.12	212.1	32.4	67.0	5.49	0.99	1	GAP-live	0	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1blank:i/3live:i/1blank:i/1blank:i	0			
pdvd	039252_1	81	0	2897	2904	8	4.59	3.68	213.5	24.7	53.2	2.90	2.00	2	GAP-live	0	0.43	0.00	0.43	0.00	0.00	0.00	0.00	0.00	1blank:i/1blank:i/1blank:t	0			
pdvd	039252_1	81	0	2906	2914	9	5.74	6.35	211.9	19.6	51.4	4.55	4.25	2	GAP-live	0	0.31	0.00	0.31	0.00	0.22	0.00	0.00	0.11	1blank:i/1blank:t/3live:t/3live:i	0			
pdvd	039252_1	81	0	2919	2921	3	1.67	1.67	209.0	16.8	49.5	1.54	2.16	1	GAP-short	0	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1blank:t/1blank:i	0			
pdvd	039252_1	81	0	2932	2940	9	36.32	36.66	193.3	6.0	44.0	3.61	2.58	3	GAP-live	0	0.04	0.00	0.04	0.11	0.00	0.00	0.00	0.00	3live:i/3live:t/1blank:t/1blank:i	0			
pdvd	039252_1	81	0	2944	2947	4	2.58	3.23	174.4	-5.9	40.9	1.83	2.39	3	GAP-short	0	0.83	0.00	0.83	0.00	0.00	0.25	0.00	0.50	3live:i/1blank:i/3live:t/3live:i/3live:t	0			
pdvd	039252_1	93	0	3576	3593	18	10.97	11.02	235.6	-89.0	297.5	5.35	2.79	2	GAP-live	0	0.27	0.00	0.27	0.00	0.00	0.06	0.00	0.17	3live:i/3live:i/3live:i/3live:t	0			
pdvd	039252_1	103	0	3794	3799	6	4.16	1.60	76.9	317.4	294.9	1.98	2.57	2	D-crawl	1	1.00	0.00	1.00	0.00	1.00	0.00	0.00	0.00	1blank:t/1blank:i/1blank:i	0	0.30	0.30	1.000
pdvd	039252_1	116	0	4952	4953	2	1.20	6.02	91.2	333.5	59.5	1.19	1.72	3	GAP-live	0	0.33	0.00	0.33	0.00	0.00	0.00	0.00	0.00	2blank+:i/1blank:i/3live:t	0			
pdvd	039252_1	116	0	5116	5118	3	10.85	11.75	0.3	315.3	101.6	0.90	2.20	3	FIT	0	0.29	0.00	0.29	0.00	0.00	0.00	0.00	1.00	3live:t/3live:i/3live:t/3live:i	0			
pdvd	039252_1	116	0	5431	5433	3	2.61	3.19	-185.7	287.5	182.9	1.61	1.45	1	GAP-short	0	0.83	0.00	0.83	0.00	0.00	0.00	0.00	0.00	1blank:i/1blank:i/1blank:i/1blank:t	0			
pdvd	039252_1	119	0	5655	5657	3	1.53	1.82	146.2	334.3	286.4	0.83	1.12	2	FIT	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	3live:i/3live:t/3live:t/3live:t	0			
pdvd	039252_1	119	0	5890	5891	2	12.08	12.69	-1.2	317.1	276.3	1.35	1.20	3	GAP-live	0	0.20	0.00	0.20	0.00	0.00	0.00	0.00	0.50	3live:i/3live:i/1blank:i/3live:i	0			
pdvd	039252_10	32	0	326	327	2	1.18	1.80	-320.6	-44.1	215.3	1.40	2.21	1	GAP-dead	0	0.75	0.00	0.75	1.00	0.00	0.00	0.00	0.50	2blank+:i/1dead:i/1dead:t	0			
pdvd	039252_10	32	0	473	474	2	1.12	1.65	-249.0	-0.9	238.2	0.41	1.17	1	FIT	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	3live:t/3live:i/3live:t/3live:i	0			
pdvd	039252_10	90	0	3763	3764	2	1.11	1.15	-89.4	302.0	175.9	1.32	1.73	2	D-blank-int	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	2blank+:i/2blank+:i/1blank:i	0	1.59		
pdvd	039252_10	90	0	3962	3966	5	9.94	10.01	-2.6	216.4	211.6	2.29	1.34	3	GAP-live	0	0.35	0.00	0.35	0.00	0.00	0.00	0.00	0.20	3live:t/3live:t/1blank:t/1blank:i	0			
pdvd	039252_10	95	0	4451	4454	4	10.58	11.16	-1.9	103.9	199.2	1.48	1.28	3	GAP-live	0	0.18	0.00	0.18	0.00	0.00	0.00	0.00	0.00	2blank+:i/3live:i/3live:t/3live:i	0			
pdvd	039252_10	95	0	4470	4475	6	3.22	3.72	-12.7	102.6	190.9	2.29	2.65	3	GAP-live	0	0.43	0.00	0.43	0.00	0.00	0.00	0.00	0.00	3live:i/3live:i/3live:i/3live:i/3live:i/3live:i	0			
pdvd	039252_10	97	0	4593	4594	2	17.95	18.55	55.1	52.1	15.0	1.36	1.48	3	GAP-live	0	0.08	0.00	0.08	0.00	0.00	0.00	0.00	0.00	3live:t/3live:i/1blank:i/3live:i	0			
pdvd	039252_10	98	0	5376	5378	3	10.07	10.59	-2.7	190.2	151.9	1.26	3.25	3	GAP-live	0	0.29	0.00	0.29	0.00	0.00	0.00	0.00	0.00	1blank:i/3live:i/3live:t/1blank:t	0			
pdvd	039252_11	27	0	383	385	3	1.65	2.38	-149.4	-302.4	288.7	1.57	0.75	1	GAP-short	0	0.80	0.00	0.80	0.00	0.00	0.00	0.00	0.00	2blank+:i/2blank+:i/2blank+:i/2blank+:i	0			
pdvd	039252_11	27	0	444	451	8	4.97	5.14	-188.2	-299.2	280.8	2.68	4.04	3	GAP-live	0	0.40	0.00	0.40	0.38	0.00	0.00	0.00	0.25	3live:i/3live:t	0			
pdvd	039252_11	27	0	559	576	18	20.15	20.48	-259.0	-293.4	262.1	10.49	1.53	3	GAP-live	0	0.07	0.00	0.07	0.00	0.00	0.06	0.00	0.06	1dead:i/3live:i/1dead:t/1dead:i	0			
pdvd	039252_11	85	0	2719	2723	5	4.45	5.11	321.5	-35.7	231.5	2.01	2.13	3	GAP-short	0	0.60	0.00	0.60	0.20	0.00	0.00	0.00	0.00	2blank+:i/2blank+:i/2blank+:i/2blank+:i/2blank+:i/2blank+:i	0			
pdvd	039252_11	85	0	2725	2727	3	1.64	3.94	315.5	-35.7	231.4	1.80	2.21	1	GAP-dead	0	0.38	0.00	0.38	1.00	0.00	0.00	0.00	0.00	2blank+:i/2blank+:i/2blank+:i	0			
pdvd	039252_11	85	0	2737	2746	10	6.68	6.06	311.0	-30.0	235.1	2.81	2.54	2	GAP-dead	0	0.17	0.00	0.17	1.00	0.00	0.00	0.00	0.00	2blank+:i/2blank+:i/1dead:t/2blank+:i/2blank+:i/2blank+:i/2blank+:i/2blank+:i/1dead:i/1dead:e	0			
pdvd	039252_11	85	0	2749	2752	4	2.40	2.96	306.4	-31.1	236.3	1.45	1.64	2	GAP-dead	0	0.83	0.00	0.83	1.00	0.00	0.00	0.00	0.25	1dead:t/1dead:i/2blank+:i/2blank+:i/2blank+:i/2blank+:i	0			
pdvd	039252_11	94	0	3011	3015	5	2.70	2.12	247.8	268.1	82.3	1.70	2.28	2	D-crawl	1	1.00	0.00	1.00	0.00	1.00	0.00	0.00	0.00	2blank+:i/2blank+:i/2blank+:i	0	5.99	5.45	0.595
pdvd	039252_11	106	0	3184	3185	2	1.53	2.21	-90.1	-243.5	8.1	1.84	0.42	1	GAP-short	0	0.50	0.00	0.50	0.00	0.00	0.00	0.00	0.00	1blank:i/1blank:i/1blank:i/1blank:i	0			
pdvd	039252_11	106	0	3334	3336	3	8.54	9.15	1.2	-221.6	38.8	1.56	1.12	3	GAP-live	0	0.28	0.00	0.28	0.00	0.00	0.00	0.00	0.00	3live:i/2blank+:i/1dead:t/1dead:i	0			
pdvd	039252_12	36	0	685	686	2	1.38	2.29	-24.8	-5.7	256.7	1.28	1.11	1	D-blank-term	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1blank:i/1blank:t	0	3.58		
pdvd	039252_12	36	0	715	717	3	2.13	2.29	-39.5	-11.6	247.6	2.21	2.19	1	GAP-live	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3live:i/3live:i/1blank:i/1blank:i	0			
pdvd	039252_12	96	0	2468	2470	3	1.75	2.31	182.1	-310.0	170.8	1.36	0.41	1	GAP-dead	0	1.00	0.00	1.00	1.00	0.00	0.00	0.00	0.33	1dead:t/1dead:i/2blank+:i/1dead:i/1dead:t	0			
pdvd	039252_12	113	0	2762	2811	50	30.32	25.18	195.1	53.0	7.7	12.58	2.76	3	GAP-live	0	0.04	0.00	0.04	0.00	0.00	0.04	0.42	0.02	3live:i/3live:t/1dead:i/1dead:t	0			
pdvd	039252_12	113	0	2823	2827	5	2.88	3.14	183.1	66.2	14.1	1.70	1.36	3	GAP-short	0	0.83	0.00	0.83	0.00	0.00	0.00	0.00	0.40	3live:t/3live:i/3live:i	0			
pdvd	039252_12	113	0	2830	2975	146	89.28	81.47	190.1	87.7	50.8	19.25	2.39	3	GAP-live	0	0.02	0.00	0.02	0.00	0.00	0.02	0.51	0.00	1blank:i/1blank:t/3live:i/3live:i	0			
pdvd	039252_12	113	0	2978	2982	5	2.97	3.18	196.3	108.7	84.9	1.31	1.18	1	D-blank-term	1	1.00	0.00	1.00	0.00	0.00	0.00	0.20	0.00	1blank:i/1blank:t/3live:i	0	6.06		
pdvd	039252_12	113	0	3000	3001	2	1.19	1.68	195.6	120.4	86.3	1.65	1.24	2	GAP-short	0	0.67	0.00	0.67	0.00	0.00	0.00	0.00	0.00	3live:i/3live:i	0			
pdvd	039252_12	113	0	3003	3090	88	53.68	48.74	194.6	141.8	99.3	18.82	3.29	3	GAP-live	0	0.02	0.00	0.02	0.00	0.00	0.01	0.00	0.01	3live:i/3live:i/3live:i/3live:t	0			
pdvd	039252_12	115	0	3098	3100	3	1.65	1.18	203.8	140.1	10.0	1.69	2.06	3	FIT	0	1.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	3live:e	1			
pdvd	039252_12	115	0	3247	3248	2	1.34	1.70	126.8	118.1	49.3	1.89	1.53	2	FIT	0	0.33	0.00	0.33	0.00	0.00	0.00	0.00	1.00	3live:i/3live:t	0			
pdvd	039252_12	115	0	3276	3286	11	7.00	5.75	109.9	112.5	57.6	5.30	0.96	3	GAP-live	0	0.27	0.00	0.27	0.00	0.00	0.00	0.00	0.45	3live:i/3live:i/3live:t	0			
pdvd	039252_12	116	0	3426	3430	5	3.38	1.57	335.0	85.5	7.5	1.94	2.86	1	GAP-short	0	0.67	0.00	0.67	0.00	1.00	0.00	0.00	0.00	3live:i/3live:i	0			
pdvd	039252_12	116	0	3512	3515	4	2.49	2.68	335.1	88.6	47.6	0.67	1.52	1	FIT	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	3live:t/3live:i	0			
pdvd	039252_12	116	0	3517	3522	6	4.53	4.48	335.7	89.8	50.7	3.05	3.65	1	GAP-live	0	0.11	0.00	0.11	0.00	0.00	0.00	0.00	0.00	3live:i/3live:t/3live:i/3live:i	0			
pdvd	039252_12	116	0	3526	3539	14	8.79	8.59	336.3	90.7	58.7	1.72	2.26	1	GAP-short	0	0.71	0.00	0.71	0.00	0.00	0.00	0.07	0.14	1blank:i/3live:t/3live:i/1blank:t/3live:i/3live:i/3live:i	0			
pdvd	039252_12	116	0	3546	3567	22	13.41	10.04	333.1	88.6	67.6	6.33	4.46	3	GAP-live	0	0.05	0.00	0.05	0.00	0.00	0.00	0.00	0.05	1blank:i/1blank:t/3live:i/3live:t	0			
pdvd	039252_12	116	0	3572	3574	3	1.69	1.68	326.8	88.4	70.0	1.19	2.26	2	GAP-short	0	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.67	3live:i/3live:t	0			
pdvd	039252_12	116	0	3580	3583	4	2.55	3.22	325.4	93.3	70.8	1.17	1.33	1	D-3live	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1dead:t/1dead:i	0	2.94		
pdvd	039252_12	116	0	3600	3610	11	6.40	6.79	325.6	107.1	75.4	2.60	3.65	2	GAP-live	0	0.36	0.00	0.36	0.00	0.00	0.00	0.00	0.09	3live:i/1blank:i/3live:t/1blank:t/3live:i	0			
pdvd	039252_12	117	0	4024	4027	4	2.50	3.10	19.7	261.4	164.3	2.12	2.10	2	GAP-short	0	0.50	0.00	0.50	0.00	0.00	0.00	0.50	0.00	1blank:t/1blank:i/1blank:t	0			
pdvd	039252_12	126	0	4179	4180	2	10.57	11.27	-0.2	287.8	27.5	1.44	1.14	3	GAP-live	0	0.17	0.00	0.17	0.00	0.00	0.00	0.00	0.50	1blank:t/3live:i/3live:t/1dead:i	0			
pdvd	039252_13	31	0	144	145	2	1.10	1.68	-81.5	-13.5	268.4	1.58	1.39	1	GAP-live	0	0.33	0.00	0.33	0.00	0.00	0.00	0.00	0.00	1blank:i/1blank:i/1blank:t/2blank+:i	0			
pdvd	039252_13	35	0	550	554	5	3.37	3.78	-173.0	204.9	1.5	1.80	1.34	3	GAP-short	0	0.62	0.00	0.62	0.00	0.00	0.00	0.00	0.00	3live:t/3live:i/2blank+:i/2blank+:i/2blank+:i/1blank:i	0			
pdvd	039252_13	70	0	2441	2444	4	2.40	3.03	188.9	-144.2	107.8	1.42	2.09	2	GAP-short	0	0.83	0.00	0.83	0.00	0.00	0.25	0.00	0.25	3live:i/1dead:t/3live:t	0			
pdvd	039252_13	71	0	2570	2578	9	5.29	5.82	289.5	271.1	2.0	5.85	0.24	2	GAP-live	0	0.08	0.00	0.08	0.00	0.00	0.00	0.00	0.00	3live:i/3live:i	0			
pdvd	039252_13	71	0	2581	2589	9	5.36	6.00	289.5	264.3	2.0	12.54	nan	1	GAP-live	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3live:i/3live:i	0			
pdvd	039252_13	71	0	2595	2598	4	3.03	3.53	289.5	257.0	2.0	16.18	nan	1	GAP-live	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3live:i/3live:i	0			
pdvd	039252_13	71	0	2604	2607	4	2.27	2.93	289.6	250.8	2.0	11.23	nan	2	GAP-live	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3live:i/3live:i	0			
pdvd	039252_13	71	0	2616	2619	4	2.41	2.98	289.6	243.6	2.0	4.89	nan	1	GAP-live	0	0.00	0.00	0.00	0.00	0.00	0.25	0.75	0.00	1blank:i/1blank:t/3live:i	0			
pdvd	039252_13	71	0	2627	2630	4	2.52	3.15	289.5	237.1	2.0	1.84	nan	2	GAP-short	0	0.00	0.50	0.50	0.00	0.00	0.00	1.00	0.00	1blank:i/1blank:t	0			
pdvd	039252_13	71	0	2649	2652	4	2.85	3.56	289.6	222.5	2.1	5.66	nan	1	GAP-live	0	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	1blank:i/1blank:t	0			
pdvd	039252_13	71	0	2678	2729	52	31.89	31.88	289.6	196.3	15.3	16.33	2.90	2	GAP-live	0	0.02	0.00	0.02	0.02	0.00	0.02	0.00	0.00	1blank:i/3live:i/3live:i/1dead:i	0			
pdvd	039252_13	71	0	2737	2762	26	17.46	14.54	289.6	176.8	30.1	8.77	3.93	2	GAP-live	0	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	1blank:i/1blank:t/1blank:i/1blank:t	0			
pdvd	039252_13	71	0	3159	3162	4	2.30	2.79	293.0	-34.3	150.4	1.08	1.66	2	D-bridge	1	1.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1blank:i/1blank:i	0	0.68		
pdvd	039252_13	71	1	4016	4017	2	1.16	1.76	292.1	-34.7	150.4	1.35	1.02	2	D-bridge	1	1.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1blank:i/1blank:i	0	0.68		
