label	est	plane	DT_eff_cm2s	DT_err	c_eff_mm	c_err	c2_mm2	c2_err	chi2	ndf	DT_model_cm2s	c_model_mm	DT_json	c_json
all	rms	U	4.36063	3.63822	2.9324	0.120875	8.59898	0.708911	4.51948	4	7.9135	0.259	4.36063e-07	2.9324
all	share	U	5.91311	1.62905	2.19657	0.0734032	4.82493	0.322471	4.23223	4	7.9135	0.259	5.91311e-07	2.19657
all	rms	V	0.651978	3.03356	2.96163	0.108365	8.77126	0.641873	3.61221	4	7.9135	0.4316	6.51978e-08	2.96163
all	share	V	2.73155	1.47305	2.27635	0.067347	5.18175	0.30661	2.05308	4	7.9135	0.4316	2.73155e-07	2.27635
all	rms	W	3.40461	1.68005	2.14873	0.0904221	4.61704	0.388585	1.70809	4	7.9135	0.0575	3.40461e-07	2.14873
all	share	W	5.33156	0.730616	1.36273	0.0560878	1.85705	0.152866	3.70464	4	7.9135	0.0575	5.33156e-07	1.36273
all	rms	U(joint)	2.98327	1.36272	2.97209	0.0699958	8.83334	0.416068	10.6366	14	7.9135	0.259	2.98327e-07	2.97209
all	rms	V(joint)	2.98327	1.36272	2.88818	0.0697818	8.34158	0.403085	10.6366	14	7.9135	0.4316	2.98327e-07	2.88818
all	rms	W(joint)	2.98327	1.36272	2.16868	0.0766873	4.70318	0.332621	10.6366	14	7.9135	0.0575	2.98327e-07	2.16868
all	share	U(joint)	4.97041	0.607341	2.23258	0.0440004	4.9844	0.196468	12.8792	14	7.9135	0.259	4.97041e-07	2.23258
all	share	V(joint)	4.97041	0.607341	2.1865	0.0435333	4.78078	0.190371	12.8792	14	7.9135	0.4316	4.97041e-07	2.1865
all	share	W(joint)	4.97041	0.607341	1.38619	0.0485443	1.92151	0.134583	12.8792	14	7.9135	0.0575	4.97041e-07	1.38619
