tag	est	plane	window	n_bins	sig_mean_mm	sig_err_mm	q_frac	c_fit_mm	DT_fit_cm2s	chi2_ndf	sig_artefact_old_mm	sig_artefact_true_mm
sim_sbnd_S3_truth	share	U	q2	6	1.64118	0.0167512	0.246261	1.66175	-0.529935	0.61128	1.47721	1.69069
sim_sbnd_S3_truth	share	U	q3	6	1.52218	0.0155367	0.259918	1.52581	-0.100213	0.317091	1.47721	1.69069
sim_sbnd_S3_truth	share	U	q4	6	1.80089	0.0194698	0.249818	1.79404	0.136362	0.283443	1.88999	1.69069
sim_sbnd_S3_truth	share	U	centre	6	1.57895	0.016116	0.506179	1.59254	-0.33974	0.326442	1.47721	1.69069
sim_sbnd_S3_truth	share	U	edge	6	1.8845	0.0192346	0.493821	1.89262	-0.250235	0.252739	1.88999	1.69069
sim_sbnd_S3_truth	share	V	full	6	1.56812	0.0205766	1	1.57088	-0.315705	0.288882	1.66265	1.67928
sim_sbnd_S3_truth	share	V	q1	6	1.79254	0.0315314	0.258664	1.75118	0.124806	0.88255	1.8804	1.67928
sim_sbnd_S3_truth	share	V	q2	6	1.5557	0.0204199	0.243297	1.56311	-0.529935	0.61128	1.46383	1.67928
sim_sbnd_S3_truth	share	V	q3	6	1.44578	0.0147569	0.246999	1.44972	-0.100213	0.317091	1.46383	1.67928
sim_sbnd_S3_truth	share	V	q4	6	1.55817	0.0211945	0.25104	1.54985	0.136362	0.283443	1.8804	1.67928
sim_sbnd_S3_truth	share	V	centre	6	1.49934	0.017874	0.490296	1.50794	-0.33974	0.326442	1.46383	1.67928
sim_sbnd_S3_truth	share	V	edge	6	1.67559	0.0236791	0.509704	1.6702	-0.250235	0.252739	1.8804	1.67928
sim_sbnd_S3_truth	share	W	full	6	0.607891	0.00664415	1	0.641134	-0.315705	0.288882	1.13254	1.14678
sim_sbnd_S3_truth	share	W	q1	6	1.26299	0.0636863	0.230845	1.25771	0.124806	0.88255	1.47371	1.14678
sim_sbnd_S3_truth	share	W	q2	6	0.692026	0.00910415	0.263792	0.740329	-0.529935	0.61128	0.80098	1.14678
sim_sbnd_S3_truth	share	W	q3	6	0.6358	0.00673626	0.267635	0.644804	-0.100213	0.317091	0.80098	1.14678
sim_sbnd_S3_truth	share	W	q4	6	0.221324	0.0216839	0.237727	0.16324	0.136362	0.283443	1.47371	1.14678
sim_sbnd_S3_truth	share	W	centre	6	0.664399	0.00678382	0.531427	0.697451	-0.33974	0.326442	0.80098	1.14678
sim_sbnd_S3_truth	share	W	edge	6	0.602595	0.00905321	0.468572	0.62922	-0.250235	0.252739	1.47371	1.14678
sim_sbnd_S3_centroid	share	U	full	6	1.68592	0.0172078	1	1.69768	-0.315705	0.288882	1.6742	1.69069
sim_sbnd_S3_centroid	share	U	q1	6	1.93095	0.0341157	0.181458	1.89392	0.313713	0.977029	1.88999	1.69069
sim_sbnd_S3_centroid	share	U	q2	6	1.72378	0.0211311	0.314013	1.72766	-0.358674	0.603334	1.47721	1.69069
sim_sbnd_S3_centroid	share	U	q3	6	1.60827	0.0164159	0.294105	1.61251	-0.130932	0.479971	1.47721	1.69069
sim_sbnd_S3_centroid	share	U	q4	6	1.85016	0.01889	0.210423	1.85722	-0.32685	2.80526	1.88999	1.69069
sim_sbnd_S3_centroid	share	U	centre	6	1.66671	0.0170121	0.608119	1.67183	-0.153219	0.477651	1.47721	1.69069
sim_sbnd_S3_centroid	share	U	edge	6	1.88721	0.0203303	0.391881	1.88165	0.0134851	0.90185	1.88999	1.69069
sim_sbnd_S3_centroid	share	V	full	6	1.56812	0.0205766	1	1.57088	-0.315705	0.288882	1.66265	1.67928
sim_sbnd_S3_centroid	share	V	q1	6	1.21935	0.0218515	0.428501	1.19959	0.313713	0.977029	1.8804	1.67928
sim_sbnd_S3_centroid	share	V	q2	6	1.47965	0.0332562	0.17888	1.4531	-0.358674	0.603334	1.46383	1.67928
sim_sbnd_S3_centroid	share	V	q3	6	1.76549	0.0180232	0.252283	1.76751	-0.130932	0.479971	1.46383	1.67928
sim_sbnd_S3_centroid	share	V	q4	6	1.98636	0.0380693	0.140337	1.91454	-0.32685	2.80526	1.8804	1.67928
sim_sbnd_S3_centroid	share	V	centre	6	1.6403	0.0176504	0.431163	1.6432	-0.153219	0.477651	1.46383	1.67928
sim_sbnd_S3_centroid	share	V	edge	6	1.40266	0.0255308	0.568838	1.3839	0.0134851	0.90185	1.8804	1.67928
sim_sbnd_S3_centroid	share	W	full	6	0.607891	0.00664415	1	0.641134	-0.315705	0.288882	1.13254	1.14678
sim_sbnd_S3_centroid	share	W	q1	6	1.19061	0.0692252	0.173895	1.16649	0.313713	0.977029	1.47371	1.14678
sim_sbnd_S3_centroid	share	W	q2	6	0.720032	0.0126922	0.236731	0.745099	-0.358674	0.603334	0.80098	1.14678
sim_sbnd_S3_centroid	share	W	q3	6	0.787413	0.00831542	0.524774	0.798216	-0.130932	0.479971	0.80098	1.14678
sim_sbnd_S3_centroid	share	W	q4	6	1.47499	0.142471	0.0645986	1.68094	-0.32685	2.80526	1.47371	1.14678
sim_sbnd_S3_centroid	share	W	centre	6	0.766951	0.00782848	0.761505	0.779706	-0.153219	0.477651	0.80098	1.14678
sim_sbnd_S3_centroid	share	W	edge	6	1.26726	0.0669979	0.238494	1.27229	0.0134851	0.90185	1.47371	1.14678
sim_sbnd_S3_jitter026	share	U	full	6	1.68592	0.0172078	1	1.69768	-0.315679	0.321596	1.6742	1.69069
sim_sbnd_S3_jitter026	share	U	q1	6	1.54426	0.0171222	0.248923	1.55045	-0.20492	0.776407	1.88999	1.69069
sim_sbnd_S3_jitter026	share	U	q2	6	1.80486	0.0184214	0.2504	1.79723	0.193961	0.238144	1.47721	1.69069
sim_sbnd_S3_jitter026	share	U	q3	6	1.75313	0.0178944	0.250242	1.76806	-0.423812	0.600976	1.47721	1.69069
sim_sbnd_S3_jitter026	share	U	q4	6	1.53453	0.0206663	0.250434	1.53329	-0.16659	0.809121	1.88999	1.69069
sim_sbnd_S3_jitter026	share	U	centre	6	1.77873	0.0181548	0.500643	1.78433	-0.162145	0.219159	1.47721	1.69069
sim_sbnd_S3_jitter026	share	U	edge	6	1.53937	0.0158237	0.499357	1.54549	-0.196053	0.609185	1.88999	1.69069
sim_sbnd_S3_jitter026	share	V	full	6	1.56812	0.0181468	1	1.57473	-0.315679	0.321596	1.66265	1.67928
sim_sbnd_S3_jitter026	share	V	q1	6	1.37756	0.0220719	0.253064	1.36798	-0.20492	0.776407	1.8804	1.67928
sim_sbnd_S3_jitter026	share	V	q2	6	1.69977	0.0179213	0.240794	1.69038	0.193961	0.238144	1.46383	1.67928
sim_sbnd_S3_jitter026	share	V	q3	6	1.66813	0.0206018	0.252841	1.68169	-0.423812	0.600976	1.46383	1.67928
sim_sbnd_S3_jitter026	share	V	q4	6	1.36662	0.0249431	0.253301	1.35507	-0.16659	0.809121	1.8804	1.67928
sim_sbnd_S3_jitter026	share	V	centre	6	1.6835	0.0179643	0.493635	1.68746	-0.162145	0.219159	1.46383	1.67928
sim_sbnd_S3_jitter026	share	V	edge	6	1.37209	0.0217904	0.506365	1.36336	-0.196053	0.609185	1.8804	1.67928
sim_sbnd_S3_jitter026	share	W	full	6	0.607891	0.00646562	1	0.641247	-0.315679	0.321596	1.13254	1.14678
sim_sbnd_S3_jitter026	share	W	q1	6	0.299761	0.0103216	0.244283	0.343075	-0.20492	0.776407	1.47371	1.14678
sim_sbnd_S3_jitter026	share	W	q2	6	0.910447	0.00933745	0.262536	0.895737	0.193961	0.238144	0.80098	1.14678
sim_sbnd_S3_jitter026	share	W	q3	6	0.883578	0.0101478	0.249723	0.912316	-0.423812	0.600976	0.80098	1.14678
sim_sbnd_S3_jitter026	share	W	q4	6	0.307745	0.0129264	0.243457	0.338034	-0.16659	0.809121	1.47371	1.14678
sim_sbnd_S3_jitter026	share	W	centre	6	0.897451	0.00916024	0.512259	0.908988	-0.162145	0.219159	0.80098	1.14678
sim_sbnd_S3_jitter026	share	W	edge	6	0.303774	0.0074444	0.48774	0.344829	-0.196053	0.609185	1.47371	1.14678
sim_pdhd_S1_published_old	share	U	q1	6	3.10472	0.0317553	3.08355e+16	2.79459	8.12808	11.2839		
sim_pdhd_S1_published_old	share	U	q2	6	2.73043	0.0278697	3.11358e+16	2.70854	0.555621	85.3864		
sim_pdhd_S1_published_old	share	U	q3	6	2.78545	0.0284294	3.03461e+16	2.78346	0.043109	108.604		
sim_pdhd_S1_published_old	share	U	q4	6	3.18252	0.0335097	3.0225e+16	2.93261	6.57304	10.1455		
sim_pdhd_S1_published_old	share	V	q1	6	3.1896	0.032639	3.49909e+16	2.8824	8.12808	11.2839		
sim_pdhd_S1_published_old	share	V	q2	6	2.82223	0.0288059	3.45628e+16	2.8005	0.555621	85.3864		
sim_pdhd_S1_published_old	share	V	q3	6	2.90988	0.0314561	3.48594e+16	2.90968	0.043109	108.604		
sim_pdhd_S1_published_old	share	V	q4	6	3.2998	0.0337205	3.43864e+16	3.0392	6.57304	10.1455		
sim_pdhd_S1_published_old	share	W	q1	6	1.91854	0.019868	4.38171e+16	1.28222	8.12808	11.2839		
sim_pdhd_S1_published_old	share	W	q2	6	0.612891	0.00782321	4.49039e+16	-0.139526	0.555621	85.3864		
sim_pdhd_S1_published_old	share	W	q3	6	0.612038	0.00769558	4.54485e+16	0.0770317	0.043109	108.604		
sim_pdhd_S1_published_old	share	W	q4	6	1.99142	0.020545	4.46707e+16	1.52081	6.57304	10.1455		
sim_pdvd_S1_published_old	share	U	q1	6	2.76431	0.0282706	3.57545e+16	2.31954	10.3167	0.842014		
sim_pdvd_S1_published_old	share	U	q2	6	0.347985	0.0159685	2.8266e+16	0.297063	0.10675	110.185		
sim_pdvd_S1_published_old	share	U	q3	6	0.448229	0.0135502	2.99874e+16	0.390372	0.119834	125.199		
sim_pdvd_S1_published_old	share	U	q4	6	2.79836	0.0286448	3.59172e+16	2.30742	11.2476	1.21981		
sim_pdvd_S1_published_old	share	V	q1	6	2.68518	0.027487	3.52868e+16	2.21589	10.3167	0.842014		
sim_pdvd_S1_published_old	share	V	q2	6	0.354756	0.00910413	2.78738e+16	0.268499	0.10675	110.185		
sim_pdvd_S1_published_old	share	V	q3	6	0.401402	0.0110864	2.82336e+16	0.298811	0.119834	125.199		
sim_pdvd_S1_published_old	share	V	q4	6	2.82299	0.0289055	3.53571e+16	2.32897	11.2476	1.21981		
sim_pdvd_S1_published_old	share	W	q1	6	2.03342	0.0209649	3.3133e+16	1.35093	10.3167	0.842014		
sim_pdvd_S1_published_old	share	W	q2	6	0.501708	0.00641116	3.17434e+16	-0.0149057	0.10675	110.185		
sim_pdvd_S1_published_old	share	W	q3	6	0.506087	0.00625052	3.23167e+16	-0.0278053	0.119834	125.199		
sim_pdvd_S1_published_old	share	W	q4	6	1.97029	0.0203522	3.3132e+16	1.18694	11.2476	1.21981		
sim_sbnd_S1_published_old	share	U	q1	6	1.99251	0.0203719	2.4516e+16	1.78177	5.97495	0.785207		
sim_sbnd_S1_published_old	share	U	q2	6	1.49855	0.0154219	2.46757e+16	1.0821	8.32052	0.484979		
sim_sbnd_S1_published_old	share	U	q3	6	1.45277	0.0149621	2.49144e+16	1.067	7.26788	1.88293		
sim_sbnd_S1_published_old	share	U	q4	6	1.86742	0.0190902	2.4667e+16	1.65644	5.69598	0.873614		
sim_sbnd_S1_published_old	share	V	q1	6	1.92916	0.0197108	2.49814e+16	1.71639	5.97495	0.785207		
sim_sbnd_S1_published_old	share	V	q2	6	1.50355	0.0163174	2.44935e+16	1.09252	8.32052	0.484979		
sim_sbnd_S1_published_old	share	V	q3	6	1.46106	0.0150392	2.44429e+16	1.07831	7.26788	1.88293		
sim_sbnd_S1_published_old	share	V	q4	6	1.8286	0.0186833	2.475e+16	1.61362	5.69598	0.873614		
sim_sbnd_S1_published_old	share	W	q1	6	1.7	0.0391939	2.35443e+16	1.49091	5.97495	0.785207		
sim_sbnd_S1_published_old	share	W	q2	6	0.895857	0.0148679	2.41444e+16	-0.427776	8.32052	0.484979		
sim_sbnd_S1_published_old	share	W	q3	6	0.775643	0.01391	2.41777e+16	-0.490313	7.26788	1.88293		
sim_sbnd_S1_published_old	share	W	q4	6	1.29839	0.0398275	2.36789e+16	1.00009	5.69598	0.873614		
