idx	ev	subrun	wall_s	maxrss_kb	rc	node_exec_s
0	6501	130	12	1954760	0	nan
1	6505	130	12	1866484	0	nan
2	6512	130	15	1776848	0	nan
3	6520	130	18	1836132	0	nan
4	6528	130	13	1958692	0	nan
5	6529	130	12	1870584	0	nan
6	6532	130	19	2200180	0	nan
7	6536	130	12	1897928	0	nan
8	6545	130	16	1951848	0	nan
9	6550	130	11	1739184	0	nan
10	6570	131	22	2166256	0	nan
11	6588	131	10	1778380	0	nan
12	6604	132	28	2304952	0	nan
13	6606	132	13	2049316	0	nan
14	6612	132	15	2162424	0	nan
15	6642	132	18	2192080	0	nan
16	6650	132	14	2096732	0	nan
17	6711	134	11	1839556	0	nan
18	6748	134	14	1852512	0	nan
19	6775	135	12	1823704	0	nan
20	6786	135	19	2074456	0	nan
21	6804	136	14	1896112	0	nan
22	6805	136	13	2020432	0	nan
23	6806	136	13	2091440	0	nan
24	6821	136	13	1855148	0	nan
25	6822	136	18	2248184	0	nan
26	6837	136	14	2146828	0	nan
27	6844	136	15	2083532	0	nan
28	6852	137	15	1916468	0	nan
29	6867	137	13	1854444	0	nan
30	6874	137	23	2247700	0	nan
31	6878	137	18	2020388	0	nan
32	6887	137	12	1841996	0	nan
33	6888	137	23	2129768	0	nan
34	6898	137	12	1816648	0	nan
