# retire_20260823.sh  tiers=A
# started              2026-08-23T00:36:34-07:00
# wcp-porting-img HEAD feb839c
# toolkit HEAD         b5c9f43a
# broken symlinks pre  0
# du -sh sbnd_xin pre  206G
# df /nfs/data/1 pre   822G avail
iso_ts	dir	tier	MB	archive_tarball	dir_mtime	citations
2026-08-23T00:36:35-07:00	work-d74r1-bare-mc50	A	166	work-d74r1-bare-mc50.tar.gz	2026-08-20T19:37:42-07:00	0
2026-08-23T00:36:35-07:00	work-d74r1-bare-ncpi0	A	102	work-d74r1-bare-ncpi0.tar.gz	2026-08-20T19:36:46-07:00	0
2026-08-23T00:36:35-07:00	work-d74r1-bare-nuecc48	A	273	work-d74r1-bare-nuecc48.tar.gz	2026-08-20T19:35:59-07:00	0
2026-08-23T00:36:35-07:00	work-d74r1-flipchk-ncpi0	A	102	work-d74r1-flipchk-ncpi0.tar.gz	2026-08-20T19:56:01-07:00	0
2026-08-23T00:36:35-07:00	work-d74r1-off1-mc50	A	166	work-d74r1-off1-mc50.tar.gz	2026-08-20T19:47:33-07:00	0
2026-08-23T00:36:35-07:00	work-d74r1-off1-ncpi0	A	102	work-d74r1-off1-ncpi0.tar.gz	2026-08-20T19:46:36-07:00	0
2026-08-23T00:36:35-07:00	work-d74r1-off1-nuecc48	A	273	work-d74r1-off1-nuecc48.tar.gz	2026-08-20T19:46:00-07:00	0
2026-08-23T00:36:35-07:00	work-d74r1-on1-mc50	A	166	work-d74r1-on1-mc50.tar.gz	2026-08-20T19:51:37-07:00	0
2026-08-23T00:36:35-07:00	work-d74r1-on1-ncpi0	A	102	work-d74r1-on1-ncpi0.tar.gz	2026-08-20T19:50:42-07:00	0
2026-08-23T00:36:35-07:00	work-d74r1-on1-nuecc48	A	273	work-d74r1-on1-nuecc48.tar.gz	2026-08-20T19:50:06-07:00	0
2026-08-23T00:36:35-07:00	work-d75r1-bare-enriched	A	127	work-d75r1-bare-enriched.tar.gz	2026-08-20T20:34:35-07:00	0
2026-08-23T00:36:35-07:00	work-d75r1-bare-mc50	A	166	work-d75r1-bare-mc50.tar.gz	2026-08-20T20:32:31-07:00	0
2026-08-23T00:36:35-07:00	work-d75r1-bare-ncpi0	A	102	work-d75r1-bare-ncpi0.tar.gz	2026-08-20T20:29:19-07:00	0
2026-08-23T00:36:35-07:00	work-d75r1-bare-nuecc48	A	273	work-d75r1-bare-nuecc48.tar.gz	2026-08-20T20:27:38-07:00	0
2026-08-23T00:36:35-07:00	work-d75r1-flipchk-ncpi0	A	102	work-d75r1-flipchk-ncpi0.tar.gz	2026-08-20T21:15:06-07:00	0
2026-08-23T00:36:35-07:00	work-d75r1-off1-enriched	A	127	work-d75r1-off1-enriched.tar.gz	2026-08-20T20:47:19-07:00	0
2026-08-23T00:36:35-07:00	work-d75r1-off1-mc50	A	166	work-d75r1-off1-mc50.tar.gz	2026-08-20T20:46:36-07:00	0
2026-08-23T00:36:35-07:00	work-d75r1-off1-ncpi0	A	102	work-d75r1-off1-ncpi0.tar.gz	2026-08-20T20:45:33-07:00	0
2026-08-23T00:36:35-07:00	work-d75r1-off1-nuecc48	A	273	work-d75r1-off1-nuecc48.tar.gz	2026-08-20T20:44:56-07:00	0
2026-08-23T00:36:35-07:00	work-d75r1-onflag-enriched	A	127	work-d75r1-onflag-enriched.tar.gz	2026-08-20T20:52:08-07:00	0
2026-08-23T00:36:36-07:00	work-d75r1-onflag-mc50	A	166	work-d75r1-onflag-mc50.tar.gz	2026-08-20T21:23:01-07:00	0
2026-08-23T00:36:36-07:00	work-d75r1-onflag-ncpi0	A	102	work-d75r1-onflag-ncpi0.tar.gz	2026-08-20T21:16:33-07:00	0
2026-08-23T00:36:36-07:00	work-d75r1-onflag-nuecc48	A	273	work-d75r1-onflag-nuecc48.tar.gz	2026-08-20T21:22:04-07:00	0
2026-08-23T00:36:36-07:00	work-d75r1-onfv-mc50	A	166	work-d75r1-onfv-mc50.tar.gz	2026-08-20T20:51:27-07:00	0
2026-08-23T00:36:36-07:00	work-d75r1-onfv-ncpi0	A	102	work-d75r1-onfv-ncpi0.tar.gz	2026-08-20T20:50:30-07:00	0
2026-08-23T00:36:36-07:00	work-d75r1-onfv-nuecc48	A	273	work-d75r1-onfv-nuecc48.tar.gz	2026-08-20T20:49:54-07:00	0
2026-08-23T00:36:36-07:00	work-mcp1k-cb0805	A	3376	work-mcp1k-cb0805.tar.gz	2026-08-11T17:00:01-07:00	0
2026-08-23T00:36:36-07:00	work-mcp1k-prod0819	A	1778	work-mcp1k-prod0819.tar.gz	2026-08-19T23:02:40-07:00	0
2026-08-23T00:36:37-07:00	work-mcp2k-prod0819	A	3394	work-mcp2k-prod0819.tar.gz	2026-08-19T23:45:19-07:00	0
2026-08-23T00:36:37-07:00	work-ncpi0-cb0805	A	71	work-ncpi0-cb0805.tar.gz	2026-08-11T17:00:01-07:00	0
2026-08-23T00:36:37-07:00	work-ncpi0-prod0819	A	97	work-ncpi0-prod0819.tar.gz	2026-08-19T22:52:14-07:00	0
2026-08-23T00:36:37-07:00	work-nuecc48-cb0805	A	190	work-nuecc48-cb0805.tar.gz	2026-08-11T17:00:01-07:00	0
2026-08-23T00:36:37-07:00	work-nuecc48-prod0819	A	261	work-nuecc48-prod0819.tar.gz	2026-08-19T22:51:45-07:00	0
2026-08-23T00:36:37-07:00	work-pr101-a-mcp1k	A	171	work-pr101-a-mcp1k.tar.gz	2026-08-20T17:49:55-07:00	0
2026-08-23T00:36:37-07:00	work-pr101-a-mcp2k	A	62	work-pr101-a-mcp2k.tar.gz	2026-08-20T17:50:24-07:00	0
2026-08-23T00:36:37-07:00	work-pr101-a-ncpi0	A	102	work-pr101-a-ncpi0.tar.gz	2026-08-20T17:46:19-07:00	0
2026-08-23T00:36:37-07:00	work-pr101-a-nuecc48	A	273	work-pr101-a-nuecc48.tar.gz	2026-08-20T17:48:53-07:00	0
2026-08-23T00:36:37-07:00	work-pr101-all-mcp1k	A	171	work-pr101-all-mcp1k.tar.gz	2026-08-20T17:37:35-07:00	0
2026-08-23T00:36:37-07:00	work-pr101-all-mcp2k	A	62	work-pr101-all-mcp2k.tar.gz	2026-08-20T17:38:03-07:00	0
2026-08-23T00:36:37-07:00	work-pr101-all-ncpi0	A	102	work-pr101-all-ncpi0.tar.gz	2026-08-20T17:34:03-07:00	0
2026-08-23T00:36:37-07:00	work-pr101-all-nuecc48	A	273	work-pr101-all-nuecc48.tar.gz	2026-08-20T17:36:38-07:00	0
2026-08-23T00:36:37-07:00	work-pr101-all2-mcp1k	A	171	work-pr101-all2-mcp1k.tar.gz	2026-08-20T17:44:18-07:00	0
2026-08-23T00:36:37-07:00	work-pr101-all2-mcp2k	A	62	work-pr101-all2-mcp2k.tar.gz	2026-08-20T17:44:45-07:00	0
2026-08-23T00:36:37-07:00	work-pr101-all2-ncpi0	A	102	work-pr101-all2-ncpi0.tar.gz	2026-08-20T17:40:45-07:00	0
2026-08-23T00:36:37-07:00	work-pr101-all2-nuecc48	A	273	work-pr101-all2-nuecc48.tar.gz	2026-08-20T17:43:18-07:00	0
2026-08-23T00:36:37-07:00	work-pr101-all3-mcp1k	A	171	work-pr101-all3-mcp1k.tar.gz	2026-08-20T17:55:58-07:00	0
2026-08-23T00:36:37-07:00	work-pr101-all3-mcp2k	A	62	work-pr101-all3-mcp2k.tar.gz	2026-08-20T17:56:27-07:00	0
2026-08-23T00:36:37-07:00	work-pr101-all3-ncpi0	A	102	work-pr101-all3-ncpi0.tar.gz	2026-08-20T17:52:26-07:00	0
2026-08-23T00:36:37-07:00	work-pr101-all3-nuecc48	A	273	work-pr101-all3-nuecc48.tar.gz	2026-08-20T17:54:56-07:00	0
2026-08-23T00:36:37-07:00	work-pr101-b-mcp1k	A	171	work-pr101-b-mcp1k.tar.gz	2026-08-20T17:49:53-07:00	0
2026-08-23T00:36:37-07:00	work-pr101-b-mcp2k	A	62	work-pr101-b-mcp2k.tar.gz	2026-08-20T17:50:20-07:00	0
2026-08-23T00:36:37-07:00	work-pr101-b-ncpi0	A	102	work-pr101-b-ncpi0.tar.gz	2026-08-20T17:46:18-07:00	0
2026-08-23T00:36:37-07:00	work-pr101-b-nuecc48	A	273	work-pr101-b-nuecc48.tar.gz	2026-08-20T17:48:51-07:00	0
2026-08-23T00:36:37-07:00	work-pr101-b2-mcp1k	A	171	work-pr101-b2-mcp1k.tar.gz	2026-08-20T18:00:49-07:00	0
2026-08-23T00:36:37-07:00	work-pr101-b2-mcp2k	A	62	work-pr101-b2-mcp2k.tar.gz	2026-08-20T18:01:17-07:00	0
2026-08-23T00:36:37-07:00	work-pr101-b2-ncpi0	A	102	work-pr101-b2-ncpi0.tar.gz	2026-08-20T17:57:10-07:00	0
2026-08-23T00:36:37-07:00	work-pr101-b2-nuecc48	A	273	work-pr101-b2-nuecc48.tar.gz	2026-08-20T17:59:52-07:00	0
2026-08-23T00:36:37-07:00	work-pr101-c-mcp1k	A	171	work-pr101-c-mcp1k.tar.gz	2026-08-20T18:00:47-07:00	0
2026-08-23T00:36:37-07:00	work-pr101-c-mcp2k	A	62	work-pr101-c-mcp2k.tar.gz	2026-08-20T18:01:13-07:00	0
2026-08-23T00:36:37-07:00	work-pr101-c-ncpi0	A	102	work-pr101-c-ncpi0.tar.gz	2026-08-20T17:57:10-07:00	0
2026-08-23T00:36:37-07:00	work-pr101-c-nuecc48	A	273	work-pr101-c-nuecc48.tar.gz	2026-08-20T17:59:47-07:00	0
2026-08-23T00:36:37-07:00	work-pr101-d-mcp1k	A	171	work-pr101-d-mcp1k.tar.gz	2026-08-20T18:04:27-07:00	0
2026-08-23T00:36:37-07:00	work-pr101-d-mcp2k	A	62	work-pr101-d-mcp2k.tar.gz	2026-08-20T18:04:49-07:00	0
2026-08-23T00:36:37-07:00	work-pr101-d-ncpi0	A	102	work-pr101-d-ncpi0.tar.gz	2026-08-20T18:01:45-07:00	0
2026-08-23T00:36:37-07:00	work-pr101-d-nuecc48	A	273	work-pr101-d-nuecc48.tar.gz	2026-08-20T18:03:44-07:00	0
2026-08-23T00:36:37-07:00	work-pr101-flip-mcp1k	A	9	work-pr101-flip-mcp1k.tar.gz	2026-08-20T18:05:47-07:00	0
2026-08-23T00:36:38-07:00	work-pr101-flip-mcp2k	A	9	work-pr101-flip-mcp2k.tar.gz	2026-08-20T18:05:46-07:00	0
2026-08-23T00:36:38-07:00	work-pr101-flip-ncpi0	A	12	work-pr101-flip-ncpi0.tar.gz	2026-08-20T18:05:53-07:00	0
2026-08-23T00:36:38-07:00	work-pr101-flip-nuecc48	A	12	work-pr101-flip-nuecc48.tar.gz	2026-08-20T18:05:56-07:00	0
2026-08-23T00:36:38-07:00	work-pr101-floff-mcp1k	A	9	work-pr101-floff-mcp1k.tar.gz	2026-08-20T18:05:47-07:00	0
2026-08-23T00:36:38-07:00	work-pr101-floff-mcp2k	A	9	work-pr101-floff-mcp2k.tar.gz	2026-08-20T18:05:45-07:00	0
2026-08-23T00:36:38-07:00	work-pr101-floff-ncpi0	A	12	work-pr101-floff-ncpi0.tar.gz	2026-08-20T18:05:53-07:00	0
2026-08-23T00:36:38-07:00	work-pr101-floff-nuecc48	A	12	work-pr101-floff-nuecc48.tar.gz	2026-08-20T18:05:56-07:00	0
2026-08-23T00:36:38-07:00	work-pr101-off-mcp1k	A	171	work-pr101-off-mcp1k.tar.gz	2026-08-20T17:37:31-07:00	0
2026-08-23T00:36:38-07:00	work-pr101-off-mcp2k	A	62	work-pr101-off-mcp2k.tar.gz	2026-08-20T17:37:59-07:00	0
2026-08-23T00:36:38-07:00	work-pr101-off-ncpi0	A	102	work-pr101-off-ncpi0.tar.gz	2026-08-20T17:34:01-07:00	0
2026-08-23T00:36:38-07:00	work-pr101-off-nuecc48	A	273	work-pr101-off-nuecc48.tar.gz	2026-08-20T17:36:35-07:00	0
2026-08-23T00:36:38-07:00	work-pr101-off2-mcp1k	A	171	work-pr101-off2-mcp1k.tar.gz	2026-08-20T17:44:16-07:00	0
2026-08-23T00:36:38-07:00	work-pr101-off2-mcp2k	A	62	work-pr101-off2-mcp2k.tar.gz	2026-08-20T17:44:43-07:00	0
2026-08-23T00:36:38-07:00	work-pr101-off2-ncpi0	A	102	work-pr101-off2-ncpi0.tar.gz	2026-08-20T17:40:42-07:00	0
2026-08-23T00:36:38-07:00	work-pr101-off2-nuecc48	A	273	work-pr101-off2-nuecc48.tar.gz	2026-08-20T17:43:16-07:00	0
