event	moved_cm	dA_cm	dB_cm	verdict	b1_cm	nue	numu	cosmict
84229	98.758	98.63	0.36	toward	98.63	0.69->-15.00	0.32->0.76	=
506746	19.643	0.00	19.64	ADVERSE	0.00	-15.00->-2.18	1.11->0.79	=
56982	4.730	11.10	9.28	toward	11.10	-15.00->3.54	-0.36->0.44	=
