event	moved_cm	dA_cm	dB_cm	verdict	b1_cm	nue	numu	cosmict
389538	213.645	213.47	0.33	toward	213.47	4.30->-15.00	0.78->4.30	=
46363	45.057	45.06	0.00	toward	45.06	=	-1.04->-0.73	=
111412	41.972	40.53	2.45	toward	40.53	0.04->4.30	0.07->-0.46	=
30504	37.906	74.75	36.87	toward	74.75	-1.39->-2.19	-0.99->-0.05	=
52672	30.873	30.60	57.75	ADVERSE	30.60	-4.30->-15.00	-1.45->-0.75	=
235435	30.820	30.82	0.00	toward	30.82	=	0.69->-0.21	=
163543	26.456	37.41	10.97	toward	37.41	-1.39->1.27	-0.64->-0.07	=
10550	11.663	47.37	35.79	toward	47.37	4.30->-0.13	-0.97->-0.41	=
433451	6.278	0.00	6.28	ADVERSE	0.00	4.30->-15.00	-1.93->-1.78	=
