idx	ev	subrun	wall_s	maxrss_kb	rc	node_exec_s
0	6501	130	12	1965744	0	nan
1	6505	130	13	1866372	0	nan
2	6512	130	14	1789304	0	nan
3	6520	130	18	1849096	0	nan
4	6528	130	13	1965556	0	nan
5	6529	130	12	1887608	0	nan
6	6532	130	19	2203600	0	nan
7	6536	130	13	1902660	0	nan
8	6545	130	15	1963848	0	nan
9	6550	130	12	1737388	0	nan
10	6570	131	23	2165388	0	nan
11	6588	131	10	1781372	0	nan
12	6604	132	28	2308364	0	nan
13	6606	132	13	2057156	0	nan
14	6612	132	15	2163512	0	nan
15	6642	132	19	2187832	0	nan
16	6650	132	14	2090188	0	nan
17	6711	134	11	1837544	0	nan
18	6748	134	14	1844848	0	nan
19	6775	135	12	1823548	0	nan
20	6786	135	18	2072472	0	nan
21	6804	136	13	1896100	0	nan
22	6805	136	13	2016032	0	nan
23	6806	136	14	2086768	0	nan
24	6821	136	14	1862312	0	nan
25	6822	136	17	2249128	0	nan
26	6837	136	15	2150092	0	nan
27	6844	136	14	2086796	0	nan
28	6852	137	15	1920612	0	nan
29	6867	137	14	1852036	0	nan
30	6874	137	23	2238632	0	nan
31	6878	137	17	2020084	0	nan
32	6887	137	13	1842692	0	nan
33	6888	137	23	2127732	0	nan
34	6898	137	12	1828080	0	nan
