sample	flavour	cut	n_eff_num	n_eff_den	n_pur_num	n_pur_den	eff	pur_or_rate
cv-tfull	numu	-3.0	455	557	455	704	0.8169	0.6463
cv-tfull	numu	-2.9	455	557	455	702	0.8169	0.6481
cv-tfull	numu	-2.8	455	557	455	700	0.8169	0.6500
cv-tfull	numu	-2.7	455	557	455	699	0.8169	0.6509
cv-tfull	numu	-2.6	455	557	455	697	0.8169	0.6528
cv-tfull	numu	-2.5	454	557	454	695	0.8151	0.6532
cv-tfull	numu	-2.4	454	557	454	682	0.8151	0.6657
cv-tfull	numu	-2.3	454	557	454	680	0.8151	0.6676
cv-tfull	numu	-2.2	454	557	454	679	0.8151	0.6686
cv-tfull	numu	-2.1	454	557	454	676	0.8151	0.6716
cv-tfull	numu	-2.0	454	557	454	671	0.8151	0.6766
cv-tfull	numu	-1.9	454	557	454	664	0.8151	0.6837
cv-tfull	numu	-1.8	454	557	454	656	0.8151	0.6921
cv-tfull	numu	-1.7	454	557	454	650	0.8151	0.6985
cv-tfull	numu	-1.6	454	557	454	645	0.8151	0.7039
cv-tfull	numu	-1.5	453	557	453	634	0.8133	0.7145
cv-tfull	numu	-1.4	452	557	452	626	0.8115	0.7220
cv-tfull	numu	-1.3	452	557	452	622	0.8115	0.7267
cv-tfull	numu	-1.2	450	557	450	617	0.8079	0.7293
cv-tfull	numu	-1.1	449	557	449	603	0.8061	0.7446
cv-tfull	numu	-1.0	448	557	448	598	0.8043	0.7492
cv-tfull	numu	-0.9	448	557	448	589	0.8043	0.7606
cv-tfull	numu	-0.8	446	557	446	585	0.8007	0.7624
cv-tfull	numu	-0.7	445	557	445	576	0.7989	0.7726
cv-tfull	numu	-0.6	444	557	444	570	0.7971	0.7789
cv-tfull	numu	-0.5	436	557	436	556	0.7828	0.7842
cv-tfull	numu	-0.4	432	557	432	542	0.7756	0.7970
cv-tfull	numu	-0.3	429	557	429	535	0.7702	0.8019
cv-tfull	numu	-0.2	427	557	427	526	0.7666	0.8118
cv-tfull	numu	-0.1	425	557	425	521	0.7630	0.8157
cv-tfull	numu	0.0	423	557	423	515	0.7594	0.8214
cv-tfull	numu	0.1	420	557	420	508	0.7540	0.8268
cv-tfull	numu	0.2	417	557	417	504	0.7487	0.8274
cv-tfull	numu	0.3	413	557	413	498	0.7415	0.8293
cv-tfull	numu	0.4	408	557	408	488	0.7325	0.8361
cv-tfull	numu	0.5	405	557	405	483	0.7271	0.8385
cv-tfull	numu	0.6	401	557	401	471	0.7199	0.8514
cv-tfull	numu	0.7	399	557	399	467	0.7163	0.8544
cv-tfull	numu	0.8	396	557	396	460	0.7110	0.8609
cv-tfull	numu	0.9	390	557	390	450	0.7002	0.8667
cv-tfull	numu	1.0	383	557	383	439	0.6876	0.8724
cv-tfull	numu	1.1	377	557	377	428	0.6768	0.8808
cv-tfull	numu	1.2	368	557	368	415	0.6607	0.8867
cv-tfull	numu	1.3	364	557	364	409	0.6535	0.8900
cv-tfull	numu	1.4	358	557	358	400	0.6427	0.8950
cv-tfull	numu	1.5	352	557	352	392	0.6320	0.8980
cv-tfull	numu	1.6	345	557	345	384	0.6194	0.8984
cv-tfull	numu	1.7	341	557	341	378	0.6122	0.9021
cv-tfull	numu	1.8	333	557	333	369	0.5978	0.9024
cv-tfull	numu	1.9	327	557	327	359	0.5871	0.9109
cv-tfull	numu	2.0	322	557	322	350	0.5781	0.9200
cv-tfull	numu	2.1	312	557	312	339	0.5601	0.9204
cv-tfull	numu	2.2	306	557	306	331	0.5494	0.9245
cv-tfull	numu	2.3	298	557	298	323	0.5350	0.9226
cv-tfull	numu	2.4	290	557	290	311	0.5206	0.9325
cv-tfull	numu	2.5	284	557	284	302	0.5099	0.9404
cv-tfull	numu	2.6	275	557	275	291	0.4937	0.9450
cv-tfull	numu	2.7	261	557	261	275	0.4686	0.9491
cv-tfull	numu	2.8	250	557	250	263	0.4488	0.9506
cv-tfull	numu	2.9	245	557	245	257	0.4399	0.9533
cv-tfull	numu	3.0	239	557	239	250	0.4291	0.9560
cv-tfull	numu	3.1	227	557	227	237	0.4075	0.9578
cv-tfull	numu	3.2	220	557	220	230	0.3950	0.9565
cv-tfull	numu	3.3	204	557	204	214	0.3662	0.9533
cv-tfull	numu	3.4	194	557	194	202	0.3483	0.9604
cv-tfull	numu	3.5	180	557	180	188	0.3232	0.9574
cv-tfull	numu	3.6	174	557	174	182	0.3124	0.9560
cv-tfull	numu	3.7	169	557	169	175	0.3034	0.9657
cv-tfull	numu	3.8	160	557	160	163	0.2873	0.9816
cv-tfull	numu	3.9	144	557	144	146	0.2585	0.9863
cv-tfull	numu	4.0	136	557	136	137	0.2442	0.9927
cv-tfull	numu	4.1	127	557	127	128	0.2280	0.9922
cv-tfull	numu	4.2	112	557	112	113	0.2011	0.9912
