sample	flavour	cut	n_eff_num	n_eff_den	n_pur_num	n_pur_den	eff	pur_or_rate
cv-cs	numu	-3.0	461	557	461	711	0.8276	0.6484
cv-cs	numu	-2.9	461	557	461	710	0.8276	0.6493
cv-cs	numu	-2.8	461	557	461	706	0.8276	0.6530
cv-cs	numu	-2.7	461	557	461	702	0.8276	0.6567
cv-cs	numu	-2.6	461	557	461	698	0.8276	0.6605
cv-cs	numu	-2.5	461	557	461	695	0.8276	0.6633
cv-cs	numu	-2.4	461	557	461	691	0.8276	0.6671
cv-cs	numu	-2.3	461	557	461	685	0.8276	0.6730
cv-cs	numu	-2.2	461	557	461	678	0.8276	0.6799
cv-cs	numu	-2.1	461	557	461	675	0.8276	0.6830
cv-cs	numu	-2.0	461	557	461	669	0.8276	0.6891
cv-cs	numu	-1.9	461	557	461	667	0.8276	0.6912
cv-cs	numu	-1.8	461	557	461	662	0.8276	0.6964
cv-cs	numu	-1.7	460	557	460	656	0.8259	0.7012
cv-cs	numu	-1.6	460	557	460	650	0.8259	0.7077
cv-cs	numu	-1.5	460	557	460	645	0.8259	0.7132
cv-cs	numu	-1.4	460	557	460	638	0.8259	0.7210
cv-cs	numu	-1.3	460	557	460	633	0.8259	0.7267
cv-cs	numu	-1.2	459	557	459	624	0.8241	0.7356
cv-cs	numu	-1.1	459	557	459	617	0.8241	0.7439
cv-cs	numu	-1.0	455	557	455	605	0.8169	0.7521
cv-cs	numu	-0.9	454	557	454	596	0.8151	0.7617
cv-cs	numu	-0.8	452	557	452	586	0.8115	0.7713
cv-cs	numu	-0.7	449	557	449	580	0.8061	0.7741
cv-cs	numu	-0.6	448	557	448	573	0.8043	0.7818
cv-cs	numu	-0.5	446	557	446	562	0.8007	0.7936
cv-cs	numu	-0.4	440	557	440	550	0.7899	0.8000
cv-cs	numu	-0.3	436	557	436	542	0.7828	0.8044
cv-cs	numu	-0.2	434	557	434	534	0.7792	0.8127
cv-cs	numu	-0.1	432	557	432	530	0.7756	0.8151
cv-cs	numu	0.0	429	557	429	522	0.7702	0.8218
cv-cs	numu	0.1	427	557	427	516	0.7666	0.8275
cv-cs	numu	0.2	423	557	423	507	0.7594	0.8343
cv-cs	numu	0.3	422	557	422	502	0.7576	0.8406
cv-cs	numu	0.4	419	557	419	492	0.7522	0.8516
cv-cs	numu	0.5	410	557	410	480	0.7361	0.8542
cv-cs	numu	0.6	401	557	401	469	0.7199	0.8550
cv-cs	numu	0.7	397	557	397	459	0.7127	0.8649
cv-cs	numu	0.8	393	557	393	453	0.7056	0.8675
cv-cs	numu	0.9	385	557	385	442	0.6912	0.8710
cv-cs	numu	1.0	379	557	379	435	0.6804	0.8713
cv-cs	numu	1.1	373	557	373	425	0.6697	0.8776
cv-cs	numu	1.2	367	557	367	416	0.6589	0.8822
cv-cs	numu	1.3	359	557	359	407	0.6445	0.8821
cv-cs	numu	1.4	352	557	352	398	0.6320	0.8844
cv-cs	numu	1.5	347	557	347	391	0.6230	0.8875
cv-cs	numu	1.6	342	557	342	382	0.6140	0.8953
cv-cs	numu	1.7	333	557	333	372	0.5978	0.8952
cv-cs	numu	1.8	323	557	323	360	0.5799	0.8972
cv-cs	numu	1.9	319	557	319	353	0.5727	0.9037
cv-cs	numu	2.0	313	557	313	346	0.5619	0.9046
cv-cs	numu	2.1	304	557	304	335	0.5458	0.9075
cv-cs	numu	2.2	298	557	298	326	0.5350	0.9141
cv-cs	numu	2.3	291	557	291	317	0.5224	0.9180
cv-cs	numu	2.4	285	557	285	309	0.5117	0.9223
cv-cs	numu	2.5	280	557	280	302	0.5027	0.9272
cv-cs	numu	2.6	268	557	268	289	0.4811	0.9273
cv-cs	numu	2.7	258	557	258	277	0.4632	0.9314
cv-cs	numu	2.8	244	557	244	261	0.4381	0.9349
cv-cs	numu	2.9	240	557	240	256	0.4309	0.9375
cv-cs	numu	3.0	229	557	229	241	0.4111	0.9502
cv-cs	numu	3.1	220	557	220	232	0.3950	0.9483
cv-cs	numu	3.2	211	557	211	221	0.3788	0.9548
cv-cs	numu	3.3	203	557	203	212	0.3645	0.9575
cv-cs	numu	3.4	193	557	193	202	0.3465	0.9554
cv-cs	numu	3.5	183	557	183	192	0.3285	0.9531
cv-cs	numu	3.6	167	557	167	173	0.2998	0.9653
cv-cs	numu	3.7	157	557	157	163	0.2819	0.9632
cv-cs	numu	3.8	147	557	147	153	0.2639	0.9608
cv-cs	numu	3.9	132	557	132	138	0.2370	0.9565
cv-cs	numu	4.0	123	557	123	128	0.2208	0.9609
cv-cs	numu	4.1	115	557	115	118	0.2065	0.9746
cv-cs	numu	4.2	108	557	108	111	0.1939	0.9730
cv-cs	numu	4.3	95	557	95	98	0.1706	0.9694
cv-cs	numu	4.4	84	557	84	87	0.1508	0.9655
cv-cs	numu	4.5	74	557	74	76	0.1329	0.9737
cv-cs	numu	4.6	61	557	61	62	0.1095	0.9839
cv-cs	numu	4.7	53	557	53	54	0.0952	0.9815
cv-cs	numu	4.8	48	557	48	49	0.0862	0.9796
cv-cs	numu	4.9	40	557	40	40	0.0718	1.0000
cv-cs	numu	5.0	34	557	34	34	0.0610	1.0000
cv-cs	numu	5.1	32	557	32	32	0.0575	1.0000
cv-cs	numu	5.2	25	557	25	25	0.0449	1.0000
cv-cs	numu	5.3	22	557	22	22	0.0395	1.0000
cv-cs	numu	5.4	18	557	18	18	0.0323	1.0000
cv-cs	numu	5.5	16	557	16	16	0.0287	1.0000
cv-cs	numu	5.6	14	557	14	14	0.0251	1.0000
cv-cs	numu	5.7	12	557	12	12	0.0215	1.0000
cv-cs	numu	5.8	9	557	9	9	0.0162	1.0000
cv-cs	numu	5.9	8	557	8	8	0.0144	1.0000
cv-cs	numu	6.0	5	557	5	5	0.0090	1.0000
cv-cs	numu	6.1	5	557	5	5	0.0090	1.0000
cv-cs	numu	6.2	2	557	2	2	0.0036	1.0000
cv-cs	numu	6.3	1	557	1	1	0.0018	1.0000
cv-cs	numu	6.4	1	557	1	1	0.0018	1.0000
cv-cs	numu	6.5	1	557	1	1	0.0018	1.0000
cv-cs	numu	6.6	1	557	1	1	0.0018	1.0000
cv-cs	numu	6.7	1	557	1	1	0.0018	1.0000
cv-cs	numu	6.8	0	557	0	0	0.0000	
cv-cs	numu	6.9	0	557	0	0	0.0000	
cv-cs	numu	7.0	0	557	0	0	0.0000	
cv-cs	nue	-10.0	4	5	4	52	0.8000	0.0769
cv-cs	nue	-9.9	4	5	4	52	0.8000	0.0769
cv-cs	nue	-9.8	4	5	4	51	0.8000	0.0784
cv-cs	nue	-9.7	4	5	4	50	0.8000	0.0800
cv-cs	nue	-9.6	4	5	4	49	0.8000	0.0816
cv-cs	nue	-9.5	4	5	4	49	0.8000	0.0816
cv-cs	nue	-9.4	4	5	4	49	0.8000	0.0816
cv-cs	nue	-9.3	4	5	4	49	0.8000	0.0816
cv-cs	nue	-9.2	4	5	4	49	0.8000	0.0816
cv-cs	nue	-9.1	4	5	4	48	0.8000	0.0833
cv-cs	nue	-9.0	4	5	4	46	0.8000	0.0870
cv-cs	nue	-8.9	4	5	4	46	0.8000	0.0870
cv-cs	nue	-8.8	4	5	4	45	0.8000	0.0889
cv-cs	nue	-8.7	4	5	4	45	0.8000	0.0889
cv-cs	nue	-8.6	4	5	4	44	0.8000	0.0909
