sample	flavour	cut	n_eff_num	n_eff_den	n_pur_num	n_pur_den	eff	pur_or_rate
off-tfull	numu	-3.0			21	1000		0.02100
off-tfull	numu	-2.9			21	1000		0.02100
off-tfull	numu	-2.8			21	1000		0.02100
off-tfull	numu	-2.7			21	1000		0.02100
off-tfull	numu	-2.6			21	1000		0.02100
off-tfull	numu	-2.5			21	1000		0.02100
off-tfull	numu	-2.4			19	1000		0.01900
off-tfull	numu	-2.3			19	1000		0.01900
off-tfull	numu	-2.2			18	1000		0.01800
off-tfull	numu	-2.1			16	1000		0.01600
off-tfull	numu	-2.0			16	1000		0.01600
off-tfull	numu	-1.9			16	1000		0.01600
off-tfull	numu	-1.8			16	1000		0.01600
off-tfull	numu	-1.7			16	1000		0.01600
off-tfull	numu	-1.6			15	1000		0.01500
off-tfull	numu	-1.5			14	1000		0.01400
off-tfull	numu	-1.4			14	1000		0.01400
off-tfull	numu	-1.3			13	1000		0.01300
off-tfull	numu	-1.2			12	1000		0.01200
off-tfull	numu	-1.1			11	1000		0.01100
off-tfull	numu	-1.0			11	1000		0.01100
off-tfull	numu	-0.9			11	1000		0.01100
off-tfull	numu	-0.8			11	1000		0.01100
off-tfull	numu	-0.7			11	1000		0.01100
off-tfull	numu	-0.6			11	1000		0.01100
off-tfull	numu	-0.5			9	1000		0.00900
off-tfull	numu	-0.4			8	1000		0.00800
off-tfull	numu	-0.3			7	1000		0.00700
off-tfull	numu	-0.2			7	1000		0.00700
off-tfull	numu	-0.1			7	1000		0.00700
off-tfull	numu	0.0			7	1000		0.00700
off-tfull	numu	0.1			6	1000		0.00600
off-tfull	numu	0.2			6	1000		0.00600
off-tfull	numu	0.3			6	1000		0.00600
off-tfull	numu	0.4			6	1000		0.00600
off-tfull	numu	0.5			5	1000		0.00500
off-tfull	numu	0.6			5	1000		0.00500
off-tfull	numu	0.7			4	1000		0.00400
off-tfull	numu	0.8			4	1000		0.00400
off-tfull	numu	0.9			4	1000		0.00400
off-tfull	numu	1.0			4	1000		0.00400
off-tfull	numu	1.1			4	1000		0.00400
off-tfull	numu	1.2			4	1000		0.00400
off-tfull	numu	1.3			4	1000		0.00400
off-tfull	numu	1.4			4	1000		0.00400
off-tfull	numu	1.5			4	1000		0.00400
off-tfull	numu	1.6			4	1000		0.00400
off-tfull	numu	1.7			4	1000		0.00400
off-tfull	numu	1.8			4	1000		0.00400
off-tfull	numu	1.9			4	1000		0.00400
off-tfull	numu	2.0			4	1000		0.00400
off-tfull	numu	2.1			4	1000		0.00400
