sample	flavour	cut	n_eff_num	n_eff_den	n_pur_num	n_pur_den	eff	pur_or_rate
nuecc-p3bw	numu	-3.0	51	90	51	1519	0.5667	0.0336
nuecc-p3bw	numu	-2.9	51	90	51	1519	0.5667	0.0336
nuecc-p3bw	numu	-2.8	51	90	51	1519	0.5667	0.0336
nuecc-p3bw	numu	-2.7	51	90	51	1519	0.5667	0.0336
nuecc-p3bw	numu	-2.6	51	90	51	1518	0.5667	0.0336
nuecc-p3bw	numu	-2.5	51	90	51	1517	0.5667	0.0336
nuecc-p3bw	numu	-2.4	51	90	51	1516	0.5667	0.0336
nuecc-p3bw	numu	-2.3	51	90	51	1514	0.5667	0.0337
nuecc-p3bw	numu	-2.2	51	90	51	1512	0.5667	0.0337
nuecc-p3bw	numu	-2.1	51	90	51	1503	0.5667	0.0339
nuecc-p3bw	numu	-2.0	51	90	51	1497	0.5667	0.0341
nuecc-p3bw	numu	-1.9	51	90	51	1491	0.5667	0.0342
nuecc-p3bw	numu	-1.8	51	90	51	1486	0.5667	0.0343
nuecc-p3bw	numu	-1.7	51	90	51	1481	0.5667	0.0344
nuecc-p3bw	numu	-1.6	51	90	51	1469	0.5667	0.0347
nuecc-p3bw	numu	-1.5	50	90	50	1450	0.5556	0.0345
nuecc-p3bw	numu	-1.4	50	90	50	1429	0.5556	0.0350
nuecc-p3bw	numu	-1.3	50	90	50	1409	0.5556	0.0355
nuecc-p3bw	numu	-1.2	50	90	50	1384	0.5556	0.0361
nuecc-p3bw	numu	-1.1	50	90	50	1344	0.5556	0.0372
nuecc-p3bw	numu	-1.0	50	90	50	1296	0.5556	0.0386
nuecc-p3bw	numu	-0.9	50	90	50	1255	0.5556	0.0398
nuecc-p3bw	numu	-0.8	50	90	50	1209	0.5556	0.0414
nuecc-p3bw	numu	-0.7	50	90	50	1148	0.5556	0.0436
nuecc-p3bw	numu	-0.6	50	90	50	1094	0.5556	0.0457
nuecc-p3bw	numu	-0.5	50	90	50	1039	0.5556	0.0481
nuecc-p3bw	numu	-0.4	50	90	50	979	0.5556	0.0511
nuecc-p3bw	numu	-0.3	50	90	50	929	0.5556	0.0538
nuecc-p3bw	numu	-0.2	50	90	50	871	0.5556	0.0574
nuecc-p3bw	numu	-0.1	50	90	50	807	0.5556	0.0620
nuecc-p3bw	numu	0.0	50	90	50	738	0.5556	0.0678
nuecc-p3bw	numu	0.1	50	90	50	659	0.5556	0.0759
nuecc-p3bw	numu	0.2	49	90	49	583	0.5444	0.0840
nuecc-p3bw	numu	0.3	49	90	49	526	0.5444	0.0932
nuecc-p3bw	numu	0.4	49	90	49	480	0.5444	0.1021
nuecc-p3bw	numu	0.5	49	90	49	427	0.5444	0.1148
nuecc-p3bw	numu	0.6	49	90	49	386	0.5444	0.1269
nuecc-p3bw	numu	0.7	49	90	49	343	0.5444	0.1429
nuecc-p3bw	numu	0.8	49	90	49	307	0.5444	0.1596
nuecc-p3bw	numu	0.9	49	90	49	271	0.5444	0.1808
nuecc-p3bw	numu	1.0	49	90	49	243	0.5444	0.2016
nuecc-p3bw	numu	1.1	49	90	49	214	0.5444	0.2290
nuecc-p3bw	numu	1.2	49	90	49	192	0.5444	0.2552
nuecc-p3bw	numu	1.3	49	90	49	174	0.5444	0.2816
nuecc-p3bw	numu	1.4	49	90	49	161	0.5444	0.3043
nuecc-p3bw	numu	1.5	48	90	48	142	0.5333	0.3380
nuecc-p3bw	numu	1.6	48	90	48	131	0.5333	0.3664
nuecc-p3bw	numu	1.7	47	90	47	125	0.5222	0.3760
nuecc-p3bw	numu	1.8	47	90	47	113	0.5222	0.4159
nuecc-p3bw	numu	1.9	47	90	47	106	0.5222	0.4434
nuecc-p3bw	numu	2.0	47	90	47	96	0.5222	0.4896
nuecc-p3bw	numu	2.1	43	90	43	87	0.4778	0.4943
nuecc-p3bw	numu	2.2	42	90	42	79	0.4667	0.5316
nuecc-p3bw	numu	2.3	41	90	41	74	0.4556	0.5541
nuecc-p3bw	numu	2.4	40	90	40	72	0.4444	0.5556
nuecc-p3bw	numu	2.5	40	90	40	67	0.4444	0.5970
nuecc-p3bw	numu	2.6	40	90	40	67	0.4444	0.5970
