sample	flavour	cut	n_eff_num	n_eff_den	n_pur_num	n_pur_den	eff	pur_or_rate
nuecc-csp3bw	numu	-3.0	46	90	46	1520	0.5111	0.0303
nuecc-csp3bw	numu	-2.9	46	90	46	1520	0.5111	0.0303
nuecc-csp3bw	numu	-2.8	46	90	46	1519	0.5111	0.0303
nuecc-csp3bw	numu	-2.7	46	90	46	1519	0.5111	0.0303
nuecc-csp3bw	numu	-2.6	46	90	46	1518	0.5111	0.0303
nuecc-csp3bw	numu	-2.5	46	90	46	1517	0.5111	0.0303
nuecc-csp3bw	numu	-2.4	46	90	46	1517	0.5111	0.0303
nuecc-csp3bw	numu	-2.3	46	90	46	1517	0.5111	0.0303
nuecc-csp3bw	numu	-2.2	46	90	46	1515	0.5111	0.0304
nuecc-csp3bw	numu	-2.1	46	90	46	1511	0.5111	0.0304
nuecc-csp3bw	numu	-2.0	46	90	46	1504	0.5111	0.0306
nuecc-csp3bw	numu	-1.9	46	90	46	1499	0.5111	0.0307
nuecc-csp3bw	numu	-1.8	46	90	46	1496	0.5111	0.0307
nuecc-csp3bw	numu	-1.7	46	90	46	1487	0.5111	0.0309
nuecc-csp3bw	numu	-1.6	46	90	46	1473	0.5111	0.0312
nuecc-csp3bw	numu	-1.5	46	90	46	1456	0.5111	0.0316
nuecc-csp3bw	numu	-1.4	46	90	46	1437	0.5111	0.0320
nuecc-csp3bw	numu	-1.3	46	90	46	1417	0.5111	0.0325
nuecc-csp3bw	numu	-1.2	46	90	46	1393	0.5111	0.0330
nuecc-csp3bw	numu	-1.1	46	90	46	1359	0.5111	0.0338
nuecc-csp3bw	numu	-1.0	46	90	46	1315	0.5111	0.0350
nuecc-csp3bw	numu	-0.9	46	90	46	1272	0.5111	0.0362
nuecc-csp3bw	numu	-0.8	46	90	46	1232	0.5111	0.0373
nuecc-csp3bw	numu	-0.7	46	90	46	1181	0.5111	0.0390
nuecc-csp3bw	numu	-0.6	46	90	46	1118	0.5111	0.0411
nuecc-csp3bw	numu	-0.5	46	90	46	1057	0.5111	0.0435
nuecc-csp3bw	numu	-0.4	46	90	46	992	0.5111	0.0464
nuecc-csp3bw	numu	-0.3	46	90	46	940	0.5111	0.0489
nuecc-csp3bw	numu	-0.2	46	90	46	874	0.5111	0.0526
nuecc-csp3bw	numu	-0.1	46	90	46	806	0.5111	0.0571
nuecc-csp3bw	numu	0.0	46	90	46	727	0.5111	0.0633
nuecc-csp3bw	numu	0.1	46	90	46	672	0.5111	0.0685
nuecc-csp3bw	numu	0.2	45	90	45	601	0.5000	0.0749
nuecc-csp3bw	numu	0.3	45	90	45	534	0.5000	0.0843
nuecc-csp3bw	numu	0.4	45	90	45	471	0.5000	0.0955
nuecc-csp3bw	numu	0.5	45	90	45	414	0.5000	0.1087
nuecc-csp3bw	numu	0.6	45	90	45	376	0.5000	0.1197
nuecc-csp3bw	numu	0.7	45	90	45	336	0.5000	0.1339
nuecc-csp3bw	numu	0.8	45	90	45	306	0.5000	0.1471
nuecc-csp3bw	numu	0.9	45	90	45	274	0.5000	0.1642
nuecc-csp3bw	numu	1.0	45	90	45	252	0.5000	0.1786
nuecc-csp3bw	numu	1.1	44	90	44	228	0.4889	0.1930
nuecc-csp3bw	numu	1.2	44	90	44	209	0.4889	0.2105
nuecc-csp3bw	numu	1.3	44	90	44	182	0.4889	0.2418
nuecc-csp3bw	numu	1.4	43	90	43	164	0.4778	0.2622
nuecc-csp3bw	numu	1.5	43	90	43	151	0.4778	0.2848
nuecc-csp3bw	numu	1.6	43	90	43	137	0.4778	0.3139
nuecc-csp3bw	numu	1.7	43	90	43	130	0.4778	0.3308
nuecc-csp3bw	numu	1.8	43	90	43	118	0.4778	0.3644
nuecc-csp3bw	numu	1.9	43	90	43	109	0.4778	0.3945
nuecc-csp3bw	numu	2.0	42	90	42	105	0.4667	0.4000
nuecc-csp3bw	numu	2.1	42	90	42	100	0.4667	0.4200
nuecc-csp3bw	numu	2.2	41	90	41	94	0.4556	0.4362
nuecc-csp3bw	numu	2.3	40	90	40	88	0.4444	0.4545
nuecc-csp3bw	numu	2.4	40	90	40	79	0.4444	0.5063
nuecc-csp3bw	numu	2.5	39	90	39	72	0.4333	0.5417
nuecc-csp3bw	numu	2.6	38	90	38	65	0.4222	0.5846
nuecc-csp3bw	numu	2.7	37	90	37	59	0.4111	0.6271
nuecc-csp3bw	numu	2.8	37	90	37	55	0.4111	0.6727
nuecc-csp3bw	numu	2.9	36	90	36	51	0.4000	0.7059
nuecc-csp3bw	numu	3.0	34	90	34	46	0.3778	0.7391
nuecc-csp3bw	numu	3.1	32	90	32	44	0.3556	0.7273
nuecc-csp3bw	numu	3.2	29	90	29	40	0.3222	0.7250
nuecc-csp3bw	numu	3.3	27	90	27	34	0.3000	0.7941
nuecc-csp3bw	numu	3.4	23	90	23	28	0.2556	0.8214
nuecc-csp3bw	numu	3.5	21	90	21	25	0.2333	0.8400
nuecc-csp3bw	numu	3.6	21	90	21	24	0.2333	0.8750
nuecc-csp3bw	numu	3.7	20	90	20	23	0.2222	0.8696
nuecc-csp3bw	numu	3.8	20	90	20	22	0.2222	0.9091
nuecc-csp3bw	numu	3.9	20	90	20	22	0.2222	0.9091
nuecc-csp3bw	numu	4.0	18	90	18	20	0.2000	0.9000
nuecc-csp3bw	numu	4.1	17	90	17	19	0.1889	0.8947
nuecc-csp3bw	numu	4.2	14	90	14	16	0.1556	0.8750
nuecc-csp3bw	numu	4.3	13	90	13	15	0.1444	0.8667
