sample	flavour	cut	n_eff_num	n_eff_den	n_pur_num	n_pur_den	eff	pur_or_rate
nuecc-tfull	numu	-3.0	51	90	51	1530	0.5667	0.0333
nuecc-tfull	numu	-2.9	51	90	51	1529	0.5667	0.0334
nuecc-tfull	numu	-2.8	51	90	51	1529	0.5667	0.0334
nuecc-tfull	numu	-2.7	51	90	51	1528	0.5667	0.0334
nuecc-tfull	numu	-2.6	51	90	51	1528	0.5667	0.0334
nuecc-tfull	numu	-2.5	51	90	51	1525	0.5667	0.0334
nuecc-tfull	numu	-2.4	51	90	51	1524	0.5667	0.0335
nuecc-tfull	numu	-2.3	51	90	51	1523	0.5667	0.0335
nuecc-tfull	numu	-2.2	51	90	51	1520	0.5667	0.0336
nuecc-tfull	numu	-2.1	51	90	51	1514	0.5667	0.0337
nuecc-tfull	numu	-2.0	51	90	51	1509	0.5667	0.0338
nuecc-tfull	numu	-1.9	51	90	51	1502	0.5667	0.0340
nuecc-tfull	numu	-1.8	51	90	51	1495	0.5667	0.0341
nuecc-tfull	numu	-1.7	51	90	51	1488	0.5667	0.0343
nuecc-tfull	numu	-1.6	51	90	51	1478	0.5667	0.0345
nuecc-tfull	numu	-1.5	51	90	51	1471	0.5667	0.0347
nuecc-tfull	numu	-1.4	51	90	51	1452	0.5667	0.0351
nuecc-tfull	numu	-1.3	51	90	51	1423	0.5667	0.0358
nuecc-tfull	numu	-1.2	51	90	51	1400	0.5667	0.0364
nuecc-tfull	numu	-1.1	51	90	51	1367	0.5667	0.0373
nuecc-tfull	numu	-1.0	51	90	51	1334	0.5667	0.0382
nuecc-tfull	numu	-0.9	51	90	51	1293	0.5667	0.0394
nuecc-tfull	numu	-0.8	51	90	51	1246	0.5667	0.0409
nuecc-tfull	numu	-0.7	51	90	51	1204	0.5667	0.0424
nuecc-tfull	numu	-0.6	51	90	51	1148	0.5667	0.0444
nuecc-tfull	numu	-0.5	51	90	51	1090	0.5667	0.0468
nuecc-tfull	numu	-0.4	51	90	51	1037	0.5667	0.0492
nuecc-tfull	numu	-0.3	51	90	51	977	0.5667	0.0522
nuecc-tfull	numu	-0.2	51	90	51	927	0.5667	0.0550
nuecc-tfull	numu	-0.1	51	90	51	862	0.5667	0.0592
nuecc-tfull	numu	0.0	51	90	51	802	0.5667	0.0636
nuecc-tfull	numu	0.1	51	90	51	722	0.5667	0.0706
nuecc-tfull	numu	0.2	50	90	50	650	0.5556	0.0769
nuecc-tfull	numu	0.3	50	90	50	588	0.5556	0.0850
nuecc-tfull	numu	0.4	50	90	50	517	0.5556	0.0967
