sample	flavour	cut	n_eff_num	n_eff_den	n_pur_num	n_pur_den	eff	pur_or_rate
off-csp3bw	numu	-3.0			22	1000		0.02200
off-csp3bw	numu	-2.9			22	1000		0.02200
off-csp3bw	numu	-2.8			22	1000		0.02200
off-csp3bw	numu	-2.7			21	1000		0.02100
off-csp3bw	numu	-2.6			21	1000		0.02100
off-csp3bw	numu	-2.5			20	1000		0.02000
off-csp3bw	numu	-2.4			20	1000		0.02000
off-csp3bw	numu	-2.3			18	1000		0.01800
off-csp3bw	numu	-2.2			17	1000		0.01700
off-csp3bw	numu	-2.1			17	1000		0.01700
off-csp3bw	numu	-2.0			17	1000		0.01700
off-csp3bw	numu	-1.9			17	1000		0.01700
off-csp3bw	numu	-1.8			17	1000		0.01700
off-csp3bw	numu	-1.7			16	1000		0.01600
off-csp3bw	numu	-1.6			15	1000		0.01500
off-csp3bw	numu	-1.5			14	1000		0.01400
off-csp3bw	numu	-1.4			14	1000		0.01400
off-csp3bw	numu	-1.3			14	1000		0.01400
off-csp3bw	numu	-1.2			13	1000		0.01300
off-csp3bw	numu	-1.1			12	1000		0.01200
off-csp3bw	numu	-1.0			12	1000		0.01200
off-csp3bw	numu	-0.9			11	1000		0.01100
off-csp3bw	numu	-0.8			11	1000		0.01100
off-csp3bw	numu	-0.7			10	1000		0.01000
off-csp3bw	numu	-0.6			10	1000		0.01000
off-csp3bw	numu	-0.5			10	1000		0.01000
off-csp3bw	numu	-0.4			10	1000		0.01000
off-csp3bw	numu	-0.3			10	1000		0.01000
off-csp3bw	numu	-0.2			10	1000		0.01000
off-csp3bw	numu	-0.1			10	1000		0.01000
off-csp3bw	numu	0.0			9	1000		0.00900
off-csp3bw	numu	0.1			7	1000		0.00700
off-csp3bw	numu	0.2			7	1000		0.00700
off-csp3bw	numu	0.3			5	1000		0.00500
off-csp3bw	numu	0.4			5	1000		0.00500
off-csp3bw	numu	0.5			4	1000		0.00400
off-csp3bw	numu	0.6			4	1000		0.00400
off-csp3bw	numu	0.7			4	1000		0.00400
off-csp3bw	numu	0.8			4	1000		0.00400
off-csp3bw	numu	0.9			4	1000		0.00400
off-csp3bw	numu	1.0			3	1000		0.00300
off-csp3bw	numu	1.1			3	1000		0.00300
off-csp3bw	numu	1.2			3	1000		0.00300
off-csp3bw	numu	1.3			3	1000		0.00300
off-csp3bw	numu	1.4			3	1000		0.00300
off-csp3bw	numu	1.5			3	1000		0.00300
off-csp3bw	numu	1.6			3	1000		0.00300
off-csp3bw	numu	1.7			3	1000		0.00300
off-csp3bw	numu	1.8			3	1000		0.00300
off-csp3bw	numu	1.9			3	1000		0.00300
off-csp3bw	numu	2.0			2	1000		0.00200
off-csp3bw	numu	2.1			2	1000		0.00200
