idx	ev	subrun	wall_s	maxrss_kb	rc	node_exec_s
0	6501	130	11	1685160	0	nan
1	6505	130	12	1582872	0	nan
2	6512	130	13	1525296	0	nan
3	6520	130	16	1547804	0	nan
4	6528	130	11	1678208	0	nan
5	6529	130	11	1605268	0	nan
6	6532	130	18	2013024	0	nan
7	6536	130	11	1631504	0	nan
8	6545	130	14	1714824	0	nan
9	6550	130	10	1471872	0	nan
10	6570	131	21	1949864	0	nan
11	6588	131	10	1495476	0	nan
12	6604	132	25	2172656	0	nan
13	6606	132	12	1773576	0	nan
14	6612	132	14	1869908	0	nan
15	6642	132	17	1957464	0	nan
16	6650	132	13	1807492	0	nan
17	6711	134	10	1559912	0	nan
18	6748	134	13	1568496	0	nan
19	6775	135	11	1541404	0	nan
20	6786	135	17	1894508	0	nan
21	6804	136	12	1609984	0	nan
22	6805	136	12	1744608	0	nan
23	6806	136	12	1843408	0	nan
24	6821	136	13	1574216	0	nan
25	6822	136	16	1970620	0	nan
26	6837	136	13	1856372	0	nan
27	6844	136	13	1793516	0	nan
28	6852	137	14	1628496	0	nan
29	6867	137	12	1610748	0	nan
30	6874	137	21	2089956	0	nan
31	6878	137	16	1745592	0	nan
32	6887	137	11	1548520	0	nan
33	6888	137	21	1982464	0	nan
34	6898	137	11	1552240	0	nan
