sample	event	krow	nkrow	run	subrun	numu_score	nue_score	cosmic_flag	cosmict_flag	event_label	n_inbeam_bundle	nu_x	nu_y	nu_z	nu_len	Enu	exc	exc_main	exc_other	n_exc	flagged	pio_flag	pio_mass	pio_vtxdis	g1	gd1	g2	gd2	pio_angle	n_part	n_mu	e_mu	n_e	e_e	n_p	n_pi	n_nu_nodes	wall_s	maxrss	exc_frac	cathode_cross	mu_cathode_cross	x_min	x_max	trk_diag	trk_npts	final_state
mcp1k	53713	0	1	18255	1	-2.1603503	-15.0	1.0	0.0	nu-candidate	1	-137.63593	-79.7026	342.23972	2.3	33.05139923095703	4.190792083740234	0.0	4.190792083740234	3	9.46706485748291	1	1.985317587852478	0.0	12.490315437316895	251.3399658203125	3.542551279067993	15.327180862426758	17.16457748413086	8	0	0	6	12.490315437316895	2	0	1	None	None	0.1268	1	0	-158.367	130.3	439.0361470363915	46	gamma 12 + e- 12
mcp1k	54175	0	1	18255	1	4.6130776	-14.264394	1.0	0.0	nu-candidate	1	-72.72782	139.17635	53.958237	187.1	691.9395751953125	1.4051827192306519	0.0	1.4051827192306519	1	12.290090560913086	1	1.1801772117614746	182.45419311523438	0.7201039791107178	171.4930877685547	32.869544982910156	181.95687866210938	13.933045387268066	11	2	434.8915710449219	9	103.5481185913086	0	0	1	None	None	0.0020	0	0	-201.115	95.251	403.99429073868305	439	mu- 434 + e- 103 + gamma 32 + e- 32 + gamma 7 + e- 7
mcp1k	54341	0	1	18255	1	0.35204545	-15.0	1.0	0.0	nu-candidate	1	117.13523	164.5922	141.68398	40.6	699.6524047851562	220.4507598876953	0.0	220.4507598876953	15	14.300431251525879	1	22.627355575561523	0.0	47.667198181152344	81.78864288330078	233.07725524902344	12.13599967956543	12.323502540588379	10	1	81.57624053955078	7	233.07725524902344	2	0	1	None	None	0.3151	1	0	-121.207	135.687	504.25016644527744	428	gamma 233 + e- 233 + proton 231 + mu- 81 + e- 25 + neutron 6
mcp1k	54351	0	1	18255	1	0.46953228	-15.0	1.0	0.0	nu-candidate	1	-140.37035	81.27954	189.62549	68.2	710.5785522460938	1.9117714166641235	0.0	1.9117714166641235	2	2.3471999168395996	1	4.441941738128662	0.0	1.2659292221069336	37.298709869384766	3.9999399185180664	26.485851287841797	161.4932403564453	7	1	127.08203887939453	2	3.9999399185180664	2	2	1	None	None	0.0027	0	0	-184.084	108.418	312.2433267726029	230	pi+ 149 + proton 134 + mu- 127 + pi+ 39
mcp1k	55539	0	1	18255	1	-0.36586753	-15.0	1.0	1.0	nu-candidate	1	25.5864	144.37872	344.85287	196.0	619.3250122070312	465.6707763671875	15.931183815002441	449.7395935058594	4	1.7343864440917969	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3	1	464.309326171875	2	47.62293243408203	0	0	1	None	None	0.7519	1	0	-30.048	173.184	376.887602782169	679	mu- 464 + e- 47 + mu- 15
mcp1k	55595	0	1	18255	1	1.8503748	-15.0	1.0	0.0	nu-candidate	1	-178.7192	-54.23405	193.10686	190.4	730.1677856445312	2.6916632652282715	0.0	2.6916632652282715	3	4.341623306274414	1	2.381019115447998	0.0	1.711645245552063	32.975616455078125	2.414163827896118	5.613554954528809	71.69869995117188	7	1	470.62335205078125	4	2.414163827896118	2	0	1	None	None	0.0037	1	0	-194.453	181.231	430.8093439813138	414	mu- 470 + proton 120 + proton 18
mcp1k	55627	0	1	18255	1	5.805475	-15.0	1.0	0.0	nu-candidate	1	-80.61827	60.17239	182.06499	191.7	696.9189453125	0.9856930375099182	0.0	0.9856930375099182	1	6.533788681030273	1	3.6334946155548096	0.0	2.9392218589782715	65.78691864013672	2.383334159851074	38.56325149536133	86.69375610351562	6	1	438.1818542480469	3	2.9392218589782715	2	0	1	None	None	0.0014	0	0	-201.43	86.8163	447.0006385273404	360	mu- 438 + proton 137
mcp1k	55715	0	1	18255	1	1.1708792	-15.0	1.0	0.0	nu-candidate	1	-48.13503	-38.495422	482.0976	31.8	604.806396484375	10.96556282043457	0.0	10.96556282043457	6	58.96152114868164	1	5.067265510559082	19.78801155090332	2.7241106033325195	37.75410461425781	2.732814311981201	37.68043899536133	136.4336395263672	8	1	67.35166931152344	5	52.918861389160156	2	0	1	None	None	0.0181	1	0	-141.691	51.8647	417.92830360469725	170	proton 178 + proton 174 + mu- 67 + gamma 52 + e- 52
mcp1k	55957	0	1	18255	1	-2.5303316	-15.0	1.0	0.0	nu-candidate	1	132.67415	7.6587257	446.24017	2.2	15.826299667358398	0.0	0.0	0.0	0	1.9265670776367188	1	1.0205813646316528	0.0	1.200742244720459	21.0380802154541	0.7258248329162598	5.543169021606445	66.26937866210938	3	0	0	2	1.200742244720459	1	0	1	None	None	0.0000	0	0	130.485	137.035	22.09630303876419	12	proton 5
mcp1k	56211	0	1	18255	1	-1.1498477	-15.0	1.0	0.0	nu-candidate	1	89.62687	-33.368935	82.18089	23.1	302.44696044921875	0.0	0.0	0.0	0	4.242642402648926	1	2.350555658340454	0.0	1.8558564186096191	41.78562545776367	1.3745931386947632	29.99995231628418	94.75587463378906	5	1	35.78893280029297	3	1.8558564186096191	1	0	1	None	None	0.0000	0	0	27.4195	92.6981	94.79836290417941	53	proton 148 + mu- 35
mcp1k	56243	0	1	18255	1	4.364322	-15.0	1.0	0.0	nu-candidate	1	135.62057	-27.555494	109.4657	87.9	789.9329833984375	0.0	0.0	0.0	0	19.825260162353516	1	164.42526245117188	0.0	123.83148193359375	10.158374786376953	106.88383483886719	39.940101623535156	91.22193145751953	16	1	193.16876220703125	12	123.83148193359375	3	0	1	None	None	0.0000	0	0	53.112	201.434	220.6233411440639	388	proton 226 + mu- 193 + gamma 123 + e- 123 + gamma 106 + e- 106
mcp1k	56463	0	1	18255	1	4.675054	-15.0	1.0	0.0	no-bundle	0	130.80612	165.53973	186.07672	429.3	1431.793701171875	129.6293487548828	126.78707122802734	2.842282772064209	3	21.131103515625	1	4.5452165603637695	53.83723068237305	32.06066131591797	35.49457931518555	0.995206892490387	70.53402709960938	47.447750091552734	17	1	964.978759765625	13	32.06066131591797	2	1	1	None	None	0.0905	1	1	-165.844	189.479	547.0568117191851	937	mu- 964 + pi+ 168 + mu- 126 + gamma 32 + e- 32 + neutron 3
mcp1k	57441	0	1	18255	1	-1.2298411	-15.0	1.0	1.0	nu-candidate	1	-69.30596	-119.92245	408.5633	102.0	377.67730712890625	1.6835730075836182	0.0	1.6835730075836182	1	16.6260986328125	1	6.445230007171631	0.0	3.4416663646698	38.30886459350586	3.262821912765503	10.066130638122559	148.17138671875	9	1	255.39285278320312	8	3.4416663646698	0	0	1	None	None	0.0045	0	0	-110.922	89.1975	277.9522073422156	209	mu- 255
mcp1k	57485	0	1	18255	1	2.2069776	-15.0	1.0	0.0	nu-candidate	1	-9.294177	-106.40385	47.693176	80.8	604.4750366210938	4.172298908233643	0.0	4.172298908233643	4	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5	1	135.5708770751953	1	16.129268646240234	3	0	1	173.029	None	0.0069	1	0	-48.6328	160.256	354.49372096906035	191	proton 262 + mu- 135 + proton 29 + proton 29 + e- 16
mcp1k	57575	0	1	18255	1	3.9033356	-15.0	1.0	0.0	nu-candidate	1	-44.88039	-3.805876	234.06908	285.1	805.4186401367188	0.0	0.0	0.0	0	9.787284851074219	1	1.596436619758606	0.0	1.5971872806549072	20.777650833129883	1.6038633584976196	18.828350067138672	59.83120346069336	7	1	689.972900390625	6	4.096715927124023	0	0	1	None	None	0.0000	1	1	-65.344	32.6335	316.783927516675	533	mu- 689
mcp1k	57661	0	1	18255	1	3.0662718	-15.0	1.0	0.0	nu-candidate	1	94.0661	184.12987	135.73935	122.3	780.3919067382812	94.93639373779297	0.0	94.93639373779297	7	5.334686279296875	1	6.3448076248168945	0.0	16.4831485748291	203.60585021972656	1.1686553955078125	27.36202049255371	92.57420349121094	10	3	275.5480041503906	5	16.4831485748291	0	2	1	None	None	0.1217	1	0	-52.755	161.542	573.4008483618845	385	mu- 275 + pi+ 58 + mu- 36 + mu- 28 + gamma 16 + e- 16
mcp1k	57883	0	1	18255	1	2.3450286	-15.0	1.0	0.0	nu-candidate	1	105.13264	38.36851	266.85703	97.4	844.500732421875	3.511105537414551	0.0	3.511105537414551	2	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3	1	228.5310821533203	0	0	1	1	1	None	None	0.0042	1	0	-81.1455	114.893	265.0452040001101	299	mu- 228 + proton 194 + pi+ 167
mcp1k	57903	0	1	18255	1	1.717912	-15.0	1.0	0.0	nu-candidate	1	-16.514715	-58.22535	266.1444	97.3	562.4002685546875	11.420120239257812	0.0	11.420120239257812	7	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	1	154.51622009277344	0	0	1	0	1	None	None	0.0203	1	0	-36.7154	160.943	414.9015197079544	206	proton 293 + mu- 154
mcp1k	58321	0	1	18255	1	3.475675	-15.0	1.0	0.0	nu-candidate	1	-67.12488	105.32862	466.10904	177.8	999.7120361328125	0.0	0.0	0.0	0	3.7806899547576904	1	0.15229660272598267	143.6915283203125	4.519495964050293	37.135929107666016	0.43950849771499634	49.61205291748047	6.194350242614746	5	1	358.0633239746094	1	0.43950849771499634	3	0	1	None	None	0.0000	1	1	-114.006	94.1344	224.75064342137043	396	mu- 358 + proton 300 + proton 214 + neutron 3 + proton 3
mcp1k	58343	0	1	18255	1	-1.9416895	-15.0	1.0	0.0	cosmic-tagged	1	0.0	0.0	0.0	1.2	0.0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	None	None	nan	0	0					
mcp1k	58345	0	1	18255	1	2.0912006	-15.0	1.0	0.0	nu-candidate	1	84.480896	170.3755	93.029785	47.7	249.6216278076172	0.0	0.0	0.0	0	3.077077865600586	1	1.5563567876815796	0.0	1.2950164079666138	4.816120624542236	1.0941194295883179	7.621330261230469	81.64929962158203	4	1	140.8861846923828	3	1.2950164079666138	0	0	1	None	None	0.0000	0	0	80.2247	91.0207	97.08947953820743	96	mu- 140
mcp1k	58607	0	1	18255	1	-0.2740119	-15.0	1.0	0.0	nu-candidate	1	39.001884	31.534275	188.54976	15.7	518.743896484375	11.659786224365234	0.0	11.659786224365234	8	6.051775932312012	1	4.623010158538818	0.0	4.442502498626709	77.15092468261719	1.3486344814300537	27.844648361206055	141.59149169921875	8	1	61.280296325683594	4	1.3486344814300537	1	2	1	170.984	None	0.0225	0	0	2.88598	39.2733	286.96020253551256	111	mu- 61 + pi+ 58 + pi+ 7 + neutron 3 + proton 3
mcp1k	58653	0	1	18255	1	2.0466635	-15.0	1.0	0.0	nu-candidate	1	-137.9766	39.88389	91.40739	93.0	355.5546569824219	0.0	0.0	0.0	0	7.0385212898254395	1	3.5583455562591553	0.0	1.5321364402770996	27.464452743530273	6.094289302825928	9.849220275878906	71.21759796142578	8	1	236.76348876953125	7	6.094289302825928	0	0	1	None	None	0.0000	0	0	-201.357	-101.753	149.47312522527554	188	mu- 236 + gamma 6 + e- 6
mcp1k	58717	0	1	18255	1	-0.69416696	-15.0	1.0	0.0	nu-candidate	1	197.02637	80.269295	40.146946	21.4	301.6400451660156	4.192586421966553	0.0	4.192586421966553	2	2.6283838748931885	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4	1	12.432862281799316	2	13.4971284866333	1	0	1	None	None	0.0139	1	0	-200.746	201.234	552.9710896407153	61	proton 158 + gamma 13 + e- 13 + mu- 12
mcp1k	58755	0	1	18255	1	-0.25475731	-6.262483	1.0	0.0	cosmic-tagged	1	-18.615898	153.57239	185.64447	23.4	344.26824951171875	5.943325519561768	0.0	5.943325519561768	4	4.634913921356201	1	48.0650749206543	0.0	119.67503356933594	0.0	17.28445816040039	122.79558563232422	63.79600143432617	6	1	81.56211853027344	5	119.67503356933594	0	0	1	None	None	0.0173	0	0	-118.2	132.53	476.6708306305306	156	e- 119 + mu- 81 + gamma 17 + e- 17 + gamma 15 + e- 15
mcp1k	59003	0	1	18255	1	3.802232	-15.0	1.0	0.0	nu-candidate	1	42.225464	-15.400908	210.06314	298.4	843.00244140625	0.0	0.0	0.0	0	2.812199354171753	1	1.7176289558410645	0.0	1.0642298460006714	20.089143753051758	1.3792105913162231	9.946135520935059	90.2860336303711	4	1	734.5318603515625	3	1.3792105913162231	0	0	1	None	None	0.0000	1	1	-28.8741	51.9683	320.12590644036226	546	mu- 734
mcp1k	59025	0	1	18255	1	1.7864231	-15.0	1.0	0.0	nu-candidate	1	-164.07391	-25.833235	132.93839	299.7	1202.1207275390625	3.308415651321411	0.0	3.308415651321411	2	4.935637474060059	1	1.5374358892440796	0.0	0.4624333381652832	24.96829605102539	2.7646591663360596	57.64267349243164	85.66593933105469	5	1	613.3272094726562	3	2.7646591663360596	1	0	1	None	None	0.0028	1	1	-201.207	111.822	438.8524209131813	649	mu- 613 + proton 469
mcp1k	59047	0	1	18255	1	-1.9416895	-15.0	1.0	0.0	cosmic-tagged	1	0.0	0.0	0.0	1.1	0.0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	None	None	nan	0	0					
mcp1k	59085	0	1	18255	1	-1.765037	-15.0	1.0	0.0	nu-candidate	1	-10.665896	185.80504	49.164192	25.8	144.3968505859375	0.0	0.0	0.0	0	25.829811096191406	1	10.604452133178711	0.0	95.24516296386719	4.939745903015137	1.0462054014205933	5.297564506530762	64.168212890625	4	1	24.783605575561523	2	95.24516296386719	1	0	1	None	None	0.0000	0	0	-32.6335	-5.43974	38.5618528256566	77	gamma 95 + e- 95 + neutron 24 + mu- 24 + proton 14
mcp1k	59093	0	1	18255	1	2.7772565	-15.0	1.0	0.0	nu-candidate	1	-87.026794	-19.003584	182.70653	120.1	625.050048828125	1.0052833557128906	0.0	1.0052833557128906	1	16.895938873291016	1	4.708400249481201	0.0	2.9738614559173584	36.55646514892578	2.501962184906006	50.180999755859375	119.3245849609375	12	1	285.1878967285156	9	37.39752960205078	1	1	1	171.428	None	0.0016	0	0	-122.772	17.3291	227.84646593697698	283	mu- 285 + pi+ 40 + e- 37 + neutron 5 + proton 5
mcp1k	59179	0	1	18255	1	3.2975485	-15.0	1.0	0.0	nu-candidate	1	-81.43236	10.90857	174.4637	168.6	703.2904663085938	2.439094066619873	0.0	2.439094066619873	1	3.4488415718078613	1	1.499043345451355	0.0	2.254796028137207	35.95843505859375	0.6207275390625	163.47898864746094	78.62487030029297	6	2	354.7624816894531	3	2.254796028137207	1	0	1	None	None	0.0035	0	0	-201.367	110.231	347.9673515156845	326	mu- 354 + proton 185 + mu- 45
mcp1k	59247	0	1	18255	1	2.3586748	-15.0	1.0	1.0	nu-candidate	1	12.198554	160.29756	149.24174	159.4	491.62274169921875	4.721585750579834	0.0	4.721585750579834	1	1.3135713338851929	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	1	384.65081787109375	1	1.3135713338851929	0	0	1	None	None	0.0096	1	1	-121.284	88.2686	263.531331973202	283	mu- 384
mcp1k	59261	0	1	18255	1	1.7145482	-15.0	1.0	0.0	nu-candidate	1	47.027	184.18831	220.88441	94.5	326.54986572265625	1.7576974630355835	0.0	1.7576974630355835	3	7.4484100341796875	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6	1	240.56253051757812	4	2.614386796951294	1	0	1	None	None	0.0054	1	0	-201.632	108.43	604.9343270282817	204	mu- 240 + proton 69
mcp1k	59335	0	1	18255	1	1.7285229	-15.0	1.0	1.0	nu-candidate	1	-155.55278	86.92575	128.62	71.2	459.6419982910156	17.897863388061523	0.0	17.897863388061523	6	5.807168483734131	1	2.494131565093994	0.0	1.3108400106430054	18.891563415527344	1.7451776266098022	19.950056076049805	111.07720947265625	8	1	185.6418914794922	6	1.7451776266098022	0	1	1	None	None	0.0389	1	0	-172.62	96.4228	414.28961895396617	175	mu- 185 + pi+ 22
mcp1k	59371	0	1	18255	1	3.0284963	-15.0	1.0	0.0	nu-candidate	1	47.31816	130.51462	21.89451	107.8	567.7086791992188	1.555435061454773	0.0	1.555435061454773	2	6.05886173248291	1	4.780826568603516	0.0	2.6428868770599365	31.939302444458008	2.1705050468444824	12.68621826171875	172.84678649902344	7	1	255.4193572998047	4	2.1705050468444824	2	0	1	None	None	0.0027	0	0	-195.884	181.882	405.95571318237404	243	mu- 255 + proton 191
mcp1k	59553	0	1	18255	1	2.3704083	-15.0	1.0	1.0	nu-candidate	1	55.506313	-138.78215	383.43268	78.3	302.45361328125	2.5756545066833496	0.0	2.5756545066833496	2	8.719907760620117	1	3.4366941452026367	0.0	1.7544232606887817	32.34827423095703	1.9306492805480957	70.54876708984375	138.02769470214844	8	1	188.0753631591797	6	1.9306492805480957	1	0	1	None	None	0.0085	1	0	-83.3596	121.918	308.4320061527337	156	mu- 188
mcp1k	59685	0	1	18255	1	3.6124175	-15.0	1.0	0.0	nu-candidate	1	143.15875	-143.14656	195.2655	168.2	845.5157470703125	0.0	0.0	0.0	0	5.431704998016357	1	1.5789140462875366	0.0	5.017998218536377	16.48975372314453	0.4137066900730133	25.00775909423828	66.4488296508789	4	1	260.84002685546875	2	5.017998218536377	1	0	1	None	None	0.0000	0	0	93.1312	201.377	162.34076750850355	359	proton 464 + mu- 260 + gamma 5 + e- 5
mcp1k	59753	0	1	18255	1	-3.209424	-15.0	1.0	0.0	nu-candidate	1	68.1974	-170.61588	145.89694	3.1	29.55841064453125	0.0	0.0	0.0	0	16.212398529052734	1	3.059211492538452	0.0	2.3388454914093018	17.49825096130371	2.1333963871002197	25.02426528930664	86.43460845947266	14	0	0	12	2.3388454914093018	2	0	1	None	None	0.0000	0	0	50.0811	95.2013	102.52378052452028	56	proton 4
mcp1k	59899	0	1	18255	1	-1.7004381	-15.0	1.0	0.0	nu-candidate	1	-193.70395	-8.374906	17.957922	40.2	353.7332763671875	0.0	0.0	0.0	0	2.11208438873291	1	0.20026588439941406	0.0	0.1889089047908783	25.490774154663086	1.923175573348999	37.90761947631836	19.125469207763672	4	0	0	2	1.923175573348999	2	0	1	None	None	0.0000	0	0	-195.85	-157.79	55.60739380692913	81	proton 229 + proton 105
mcp1k	59929	0	1	18255	1	1.6467282	-15.0	1.0	0.0	nu-candidate	1	78.43407	177.22478	330.65778	137.6	571.935302734375	7.001802921295166	0.0	7.001802921295166	4	122.87916564941406	1	53.1678581237793	0.0	97.9425277709961	3.4706342220306396	7.247056484222412	138.7270050048828	172.43405151367188	10	1	334.0591125488281	7	7.247056484222412	2	0	1	None	None	0.0122	0	0	-106.259	201.434	396.16607850149154	305	mu- 334 + neutron 102 + proton 102 + gamma 7 + e- 7 + neutron 3
mcp1k	60017	0	1	18255	1	1.7245792	-15.0	1.0	0.0	nu-candidate	1	166.61679	113.92132	360.34875	46.7	247.21295166015625	0.0	0.0	0.0	0	4.842277526855469	1	0.8055016398429871	0.0	2.8320424556732178	36.975364685058594	2.010234832763672	7.3602471351623535	19.435691833496094	3	1	136.71229553222656	2	2.8320424556732178	0	0	1	None	None	0.0000	0	0	166.617	200.907	68.29417484207566	89	mu- 136
mcp1k	60669	0	1	18255	1	2.351012	-15.0	1.0	0.0	nu-candidate	1	-55.1689	68.40344	66.30417	81.0	641.4290771484375	1.946317434310913	0.0	1.946317434310913	1	2.3216209411621094	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5	1	193.4844970703125	2	18.849285125732422	2	0	1	None	None	0.0030	0	0	-81.7645	82.7345	408.2081506193623	207	mu- 193 + proton 178 + proton 125 + e- 18
mcp1k	60933	0	1	18255	1	3.8215463	-15.0	1.0	0.0	nu-candidate	1	-68.6826	25.436356	276.59793	145.3	762.4930419921875	0.0	0.0	0.0	0	8.175145149230957	1	2.8068997859954834	0.0	1.9033260345458984	25.850894927978516	1.8460357189178467	70.79335021972656	96.9594955444336	8	1	343.4790344238281	5	1.9033260345458984	1	1	1	None	None	0.0000	1	1	-73.1133	24.6674	204.05600371402943	302	mu- 343 + proton 83 + pi+ 73
mcp1k	61071	0	1	18255	1	-1.6381195	-15.0	1.0	0.0	nu-candidate	1	-127.8183	-195.28966	403.7892	3.1	71.59843444824219	0.0	0.0	0.0	0	4.230358600616455	1	1.001967191696167	0.0	2.7823147773742676	74.64720916748047	6.929767608642578	50.174564361572266	13.102689743041992	4	0	0	2	2.7823147773742676	2	0	1	None	None	0.0000	0	0	-148.628	-126.4	101.23235836924873	16	proton 58
mcp1k	61351	0	1	18255	1	3.5871851	-15.0	1.0	0.0	nu-candidate	1	-63.490574	-122.967995	190.64604	352.5	946.3351440429688	3.3555614948272705	0.0	3.3555614948272705	2	10.023956298828125	1	2.5294902324676514	0.0	2.2741637229919434	49.42513656616211	5.964300155639648	17.118772506713867	40.16948318481445	5	1	830.6527709960938	3	2.2741637229919434	1	0	1	None	None	0.0035	0	0	-201.371	25.4006	429.8718686544283	628	mu- 830 + neutron 4 + proton 4
mcp1k	61417	0	1	18255	1	4.1291304	-15.0	1.0	0.0	nu-candidate	1	81.89076	-84.12811	387.2196	157.3	684.0472412109375	1.1440263986587524	0.0	1.1440263986587524	1	6.393409252166748	1	4.0870747566223145	0.0	3.533881187438965	52.31632995605469	2.7177844047546387	8.96617603302002	82.50830078125	7	1	359.9867248535156	3	8.776692390441895	3	0	1	None	None	0.0017	0	0	-11.4431	141.852	519.4413390813057	325	mu- 359 + proton 194 + gamma 8 + e- 8
mcp1k	61461	0	1	18255	1	3.694136	-15.0	1.0	0.0	nu-candidate	1	105.116196	-92.59895	161.3648	137.5	911.336181640625	110.99472045898438	108.3825454711914	2.6121737957000732	4	6.817624568939209	1	6.809567451477051	12.009284019470215	5.002717971801758	8.013044357299805	2.9529764652252197	8.996440887451172	124.71076202392578	10	1	236.01475524902344	5	34.53007507324219	3	1	1	None	None	0.1218	1	0	-164.483	192.974	535.145807767612	356	proton 319 + mu- 236 + proton 108 + pi+ 61 + e- 34
mcp1k	61579	0	1	18255	1	4.6272545	-15.0	1.0	0.0	nu-candidate	1	17.117682	-118.578186	55.022305	156.2	855.0222778320312	2.665706157684326	0.0	2.665706157684326	1	10.852324485778809	1	2.448884963989258	0.0	2.8927738666534424	46.5444450378418	15.594608306884766	134.76693725585938	21.00786781311035	12	2	322.5476989746094	9	15.594608306884766	0	1	1	None	None	0.0031	1	1	-107.533	49.8945	262.830126529247	455	mu- 322 + neutron 157 + mu- 157 + pi+ 98 + gamma 15 + e- 15
mcp1k	61681	0	1	18255	1	3.6327398	-15.0	1.0	0.0	nu-candidate	2	-162.3593	-114.078766	200.8495	111.1	510.0337829589844	0.0	0.0	0.0	0	4.379994869232178	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4	1	262.8659973144531	2	4.379994869232178	1	0	1	None	None	0.0000	0	0	-167.827	-99.562	127.43064669850814	210	mu- 262 + proton 126
mcp1k	61843	0	1	18255	1	-0.11368332	-4.554877	1.0	0.0	nu-candidate	1	151.3287	173.78868	64.364784	41.7	633.3580322265625	4.19756555557251	0.0	4.19756555557251	3	18.82445526123047	1	15.127294540405273	0.0	10.88150405883789	80.714599609375	92.03173828125	0.0	19.002588272094727	9	1	93.19259643554688	7	92.03173828125	0	1	1	None	None	0.0066	1	0	-143.32	200.942	619.745215319457	274	mu- 93 + e- 92 + gamma 80 + e- 80 + pi+ 61 + gamma 18
mcp1k	62149	0	1	18255	1	4.4612904	-15.0	1.0	0.0	nu-candidate	1	113.98804	-61.966663	288.34442	128.0	699.7669677734375	0.0	0.0	0.0	0	6.750401973724365	1	1.9480931758880615	0.0	1.4013649225234985	26.89204978942871	3.1941115856170654	7.843295574188232	54.824989318847656	6	1	254.49009704589844	4	3.1941115856170654	1	0	1	None	None	0.0000	0	0	99.2763	190.199	125.86341002431801	287	proton 324 + mu- 254
mcp1k	62281	0	1	18255	1	2.920181	-15.0	1.0	0.0	nu-candidate	1	184.72969	-89.716095	320.8887	120.8	755.8424072265625	3.7420494556427	0.0	3.7420494556427	1	1.9281562566757202	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5	2	253.83306884765625	2	15.738896369934082	0	1	1	171.532	None	0.0050	0	0	-18.6749	184.845	359.4309185926692	253	mu- 253 + mu- 98 + pi+ 35 + e- 15
mcp1k	62459	0	1	18255	1	2.994232	-15.0	1.0	0.0	nu-candidate	1	65.704315	197.11964	405.3765	197.1	898.4290771484375	0.0	0.0	0.0	0	21.611099243164062	1	0.5491042137145996	190.94918823242188	0.3139251172542572	68.85260772705078	1.412322998046875	26.401714324951172	48.70254898071289	7	1	458.727294921875	4	16.779857635498047	1	1	1	None	None	0.0000	0	0	63.9572	200.132	203.2572645284788	395	mu- 458 + proton 88 + pi+ 75 + gamma 16 + e- 16
mcp1k	62495	0	1	18255	1	2.7555017	-15.0	1.0	0.0	nu-candidate	1	74.37596	152.64049	29.489853	76.4	517.3062133789062	0.0	0.0	0.0	0	10.820873260498047	1	1.137197732925415	30.739320755004883	3.2896690368652344	11.84957504272461	1.232500433921814	47.05166244506836	32.80479049682617	10	1	166.60211181640625	7	2.7646372318267822	2	0	1	None	None	0.0000	0	0	18.8013	90.3862	137.7814069661796	198	proton 222 + mu- 166
mcp1k	62561	0	1	18255	1	-1.1780332	-15.0	1.0	1.0	nu-candidate	1	3.271059	-79.22609	60.821278	2.4	134.86172485351562	0.8321565985679626	0.0	0.8321565985679626	1	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	29.20334815979004	0	0	0	0	1	None	None	0.0062	0	0	-153.849	3.43343	180.7523170163937	8	mu- 29
mcp1k	62583	0	2	18255	1	0.80305517	-15.0	1.0	0.0	cosmic-tagged	1	-81.1274	7.516002	146.09421	1.6	418.04888916015625	264.8725280761719	0.0	264.8725280761719	19	119.70037841796875	1	2.0391390323638916	0.0	30.630817413330078	72.30644989013672	60.87649154663086	73.94036102294922	2.705862522125244	14	1	64.96166229248047	10	11.277501106262207	3	0	1	None	None	0.6336	1	0	-156.697	180.22	504.36106958349797	230	proton 119 + neutron 77 + proton 77 + mu- 64 + neutron 13 + proton 13
mcp1k	62583	1	2	18255	1	0.80305517	-15.0	1.0	0.0	cosmic-tagged	1	-81.1274	7.516002	146.09421	1.6	0.0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	1	None	None	nan	1	0	-156.697	180.22	504.36106958349797	230	proton 119 + neutron 77 + proton 77 + mu- 64 + neutron 13 + proton 13
mcp1k	62613	0	1	18255	1	-4.122855	-15.0	1.0	1.0	nu-candidate	1	182.27835	103.175156	0.0053276075	279.7	805.413330078125	2.520124673843384	0.0	2.520124673843384	2	1.7030389308929443	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3	1	697.4169311523438	2	1.7030389308929443	0	0	1	None	None	0.0031	0	0	62.6302	197.178	373.54462920092647	525	mu- 697
mcp1k	62721	0	1	18255	1	-0.8366698	-15.0	1.0	0.0	nu-candidate	1	50.21597	15.5118885	137.47949	5.2	88.06885528564453	0.4800407886505127	0.0	0.4800407886505127	1	15.773783683776855	1	2.9112801551818848	0.0	3.221602201461792	57.63739776611328	3.262165069580078	16.868982315063477	53.361572265625	11	0	0	9	3.262165069580078	2	0	1	None	None	0.0055	0	0	-24.4612	81.1737	173.17880863344686	52	proton 63
