# doc 89 Phase 4a -- gzip -> zstd-19 re-encode of the record layer
# verified member-for-member (name,size,sha256) before the .gz was removed
rel	bytes_gz	bytes_zst	verdict	note
campaign-close-20260901b/doc114-emdisplay/work-em114c-prodnow-mcp1k.tar.gz	4546407	471630	OK	367 members
campaign-close-20260901b/doc114-emdisplay/work-em114c-prodnow-mcp2k.tar.gz	8029396	838530	OK	626 members
campaign-close-20260901b/other/work-87knob-def-mcp1k.tar.gz	16522865	902296	OK	1690 members
campaign-close-20260901b/other/work-87knob-def-ncpi0.tar.gz	2004056	285974	OK	136 members
campaign-close-20260901b/other/work-87knob-def-nuecc48.tar.gz	5509398	815092	OK	339 members
campaign-close-20260901b/other/work-87mrg-post-mcp1k.tar.gz	16522101	904106	OK	1690 members
campaign-close-20260901b/other/work-87mrg-post-ncpi0.tar.gz	2004667	284034	OK	136 members
campaign-close-20260901b/other/work-87mrg-post-nuecc48.tar.gz	5509397	816105	OK	339 members
campaign-close-20260901b/other/work-87scope-on-mcp1k.tar.gz	16538084	904906	OK	1690 members
campaign-close-20260901b/other/work-87scope-on-ncpi0.tar.gz	2005320	286330	OK	136 members
campaign-close-20260901b/other/work-87scope-on-nuecc48.tar.gz	5513265	815289	OK	339 members
campaign-close-20260901b/other/work-87tc-off-mcp1k.tar.gz	16521681	899832	OK	1690 members
campaign-close-20260901b/other/work-87tc-off-ncpi0.tar.gz	2003382	285377	OK	136 members
campaign-close-20260901b/other/work-87tc-off-nuecc48.tar.gz	5509466	815390	OK	339 members
campaign-close-20260901b/other/work-90pi0-r1.tar.gz	2008305	288378	OK	136 members
campaign-close-20260901b/other/work-90pi0-r2.tar.gz	2008355	287932	OK	136 members
campaign-close-20260901b/other/work-90pi0-r3.tar.gz	2008209	288323	OK	136 members
campaign-close-20260901b/other/work-90pi0-r4.tar.gz	2003780	288090	OK	136 members
campaign-close-20260901b/other/work-90pi0-r5.tar.gz	2005302	285782	OK	136 members
campaign-close-20260901b/other/work-90pi0-r6probe.tar.gz	2006342	285716	OK	136 members
campaign-close-20260901b/other/work-90pi0-wide-mcp1k.tar.gz	16550429	905446	OK	1690 members
campaign-close-20260901b/other/work-90pi0-wide-nuecc48.tar.gz	5518687	814572	OK	339 members
campaign-close-20260901b/other/work-img-r1qlmc.tar.gz	13341241	13220283	OK	28 members
campaign-close-20260901b/other/work-img-r2mc.tar.gz	14663504	14486084	OK	39 members
campaign-close-20260901b/pr117-family/work-pr117r1-onK1-mcp1k.tar.gz	1186493	160114	OK	101 members
