run	subrun	event	idx	flav	mode	ccnc	Etot	Edep	T	vx	vy	vz
711	20	2	0	numu	RES	CC	894.8	0.0	0.387	619.0200	10.7500	-411.0900
711	20	2	1	numu	RES	CC	1515.5	395.9	1.154	-132.2600	132.0300	440.7100
711	20	2	2	numu	QE	CC	328.4	0.0	1.095	-158.3200	-462.9000	412.9800
711	20	2	3	numu	RES	CC	1375.1	0.0	1.357	703.7000	-430.5500	809.0500
711	20	5	0	numu	QE	CC	1618.4	657.9	0.561	-126.5300	81.4200	226.5300
711	20	6	0	numu	MEC	NC	600.2	0.0	0.878	-698.0000	-598.8200	87.9100
711	20	6	1	numu	QE	CC	937.9	84.9	0.256	-107.6000	-216.4700	190.4000
711	20	6	2	numu	RES	CC	1398.6	168.2	0.282	-83.9500	-1.4400	-140.3300
711	20	6	3	numu	RES	NC	1524.1	0.0	0.587	179.3900	-81.5200	1006.0700
711	20	7	0	numu	QE	CC	663.6	0.0	0.996	145.3400	-498.5700	248.2600
711	20	7	1	numu	MEC	NC	1010.4	0.0	0.742	-250.7700	227.8200	-505.2800
711	20	7	2	numu	QE	CC	1290.8	141.0	1.130	-92.3800	159.7100	-299.8500
711	20	13	0	numu	DIS	CC	3450.4	0.0	0.289	-6.8600	585.9700	-447.0900
711	20	13	1	numu	MEC	CC	1262.3	1059.5	1.322	-30.3300	49.8700	346.2300
711	20	14	0	numu	QE	CC	879.8	533.6	1.308	-137.1800	228.9300	-22.4800
711	20	23	0	numu	MEC	CC	1525.4	443.1	1.347	-92.1600	1.7600	-27.0100
711	20	25	0	numu	DIS	CC	811.6	553.8	0.113	-159.0800	153.1100	351.6100
711	20	28	0	numu	DIS	CC	2843.1	0.0	0.726	-590.6000	-331.0000	658.7800
711	20	28	1	numu	RES	CC	1165.4	239.7	1.228	-200.2500	-88.2600	467.9600
711	20	30	0	numu	QE	NC	607.9	102.2	0.332	-45.0000	187.5300	275.4000
711	20	30	1	numu	RES	CC	1002.7	6.6	1.197	-148.9500	-141.3200	626.2900
711	20	38	0	numu	RES	NC	2799.9	0.2	1.538	-516.0800	-49.3900	575.2500
711	20	41	0	numu	RES	CC	1192.2	19.5	1.292	-19.7600	-126.2400	611.1400
711	20	41	1	numu	QE	NC	392.5	0.0	0.243	574.0100	-143.6600	898.5900
711	20	41	2	numu	RES	CC	1258.9	7.7	0.583	363.4500	-107.4700	351.0700
711	20	42	0	numu	DIS	CC	1072.7	40.4	0.211	6.9800	15.2100	-24.4000
711	20	42	1	numu	RES	CC	1005.5	0.0	0.352	-529.9300	487.6000	171.8000
711	20	46	0	numu	DIS	CC	3559.7	98.5	0.340	241.8600	-127.9700	376.7000
711	20	49	0	numu	QE	CC	232.4	0.0	0.202	-418.6500	588.6200	-283.8500
711	20	49	1	numu	RES	CC	1723.5	0.3	0.731	0.1900	-430.1900	273.0300
711	60	1	0	numu	QE	CC	1159.3	0.4	0.409	-320.1100	213.3500	207.1300
711	60	5	0	numu	DIS	NC	5328.7	1285.5	0.695	144.5800	-44.7000	308.8300
711	60	13	0	numu	QE	NC	810.2	5.0	0.152	47.3400	-53.3400	464.0500
711	60	16	0	numu	QE	CC	464.6	1.2	1.216	-162.6900	141.2200	633.6000
711	60	19	0	numu	DIS	CC	2496.2	0.8	0.268	-215.4100	39.7300	580.9200
711	60	19	1	numu	QE	CC	1000.4	1.4	1.093	257.6700	-183.2800	342.4800
711	60	31	0	numu	QE	NC	541.6	119.7	0.192	73.9500	177.3500	-14.0600
711	60	34	0	numu	QE	CC	324.8	96.1	1.265	203.6000	163.2000	332.0500
711	60	49	0	numu	QE	CC	1603.0	1144.8	0.836	71.0600	-110.4500	-32.3100
711	60	50	0	numu	QE	CC	398.6	0.0	1.277	-178.5100	-202.2200	-401.6400
711	60	50	1	numu	DIS	CC	3025.8	194.2	0.763	-228.1200	-91.5900	-465.7900
711	79	5	0	numu	RES	CC	808.8	19.8	0.783	217.3700	-192.1900	93.1800
711	79	5	1	numu	MEC	CC	677.0	0.0	0.261	-160.2200	-227.4500	972.6200
711	79	6	0	numu	RES	CC	496.6	261.7	0.370	2.6600	-1.9000	236.8600
711	79	7	0	numu	QE	CC	2049.0	281.0	0.738	-49.6400	131.7900	418.3000
711	79	10	0	numu	DIS	CC	3630.9	1048.2	0.587	112.1500	43.1400	453.5300
711	79	13	0	numu	RES	CC	1813.1	979.3	0.244	-42.2200	5.4100	-140.2300
711	79	16	0	numu	RES	NC	2262.9	828.3	1.047	76.9000	38.6200	55.5700
711	79	16	1	numu	QE	CC	1505.8	0.0	1.506	-443.0700	308.2400	-364.9500
711	79	16	2	numu	QE	NC	390.6	0.0	0.790	-2.0700	-577.5000	-257.6000
711	79	24	0	numu	RES	NC	1977.6	0.0	0.576	-135.6200	556.9600	-456.0100
711	79	24	1	numu	RES	CC	875.5	626.7	0.750	45.5600	49.3900	237.9500
711	79	26	0	numu	MEC	CC	1290.9	117.3	0.322	42.8700	-204.4800	476.7000
711	79	27	0	numu	QE	CC	1952.7	455.8	0.564	177.9100	-20.3700	354.8900
711	79	30	0	numu	QE	NC	2226.6	217.4	1.226	135.9100	-58.2400	377.6600
711	79	35	0	numu	MEC	CC	1332.6	423.4	1.088	-37.4500	-70.2800	-371.7400
711	79	35	1	numu	QE	NC	464.9	0.0	0.263	-72.2600	-28.0200	417.4200
711	79	36	0	numu	QE	NC	1093.0	0.3	1.385	-138.5400	-232.4900	544.0400
711	79	42	0	numu	RES	NC	1535.3	0.4	0.320	-315.2200	-99.3800	-116.8200
711	79	44	0	numu	DIS	CC	4373.4	2546.4	1.486	-188.3800	93.8000	157.8300
711	79	45	0	numu	RES	CC	814.3	633.2	1.294	148.7800	45.0700	68.3600
711	79	48	0	numu	RES	NC	920.6	255.6	0.927	-80.2500	-131.3800	454.5600
711	79	48	1	numu	QE	CC	909.3	0.0	0.300	-315.0800	41.2200	962.8300
711	90	4	0	numu	RES	CC	1596.2	0.0	1.002	-696.5300	-466.7900	998.8400
711	90	4	1	numu	MEC	CC	709.1	126.4	1.037	223.7700	147.5200	331.7200
711	90	6	0	numu	RES	CC	763.1	484.9	0.476	85.9600	-177.9200	8.8700
711	90	11	0	numu	QE	NC	564.3	2.7	0.171	236.6000	201.2800	436.5500
711	90	13	0	numu	QE	NC	612.8	25.0	0.249	6.7100	-211.7900	70.9700
711	90	13	1	nue	RES	CC	656.4	0.0	0.843	169.8200	150.3000	-367.5700
711	90	15	0	numu	RES	CC	1878.8	3.3	1.500	-204.7000	-192.5100	87.5200
711	90	18	0	numu	RES	CC	2900.7	1124.9	0.581	67.8100	-92.7000	-292.2400
711	90	18	1	numu	QE	CC	617.7	209.5	1.078	-24.3700	42.4400	444.1400
711	90	19	0	numu	QE	CC	673.0	10.2	1.259	-510.7100	93.8900	175.5400
711	90	19	1	numu	RES	NC	3154.8	1245.4	1.427	-103.4700	99.7400	143.1900
711	90	20	0	numu	QE	CC	567.5	0.0	0.731	-228.7600	-151.1900	-323.9700
711	90	20	1	numu	MEC	CC	278.6	0.0	0.693	631.5400	217.3800	245.3200
711	90	20	2	numu	RES	NC	784.3	1.1	1.396	294.4800	103.3700	-311.3900
711	90	20	3	numu	QE	NC	963.5	23.1	0.903	-19.7900	80.3100	305.8000
711	90	25	0	numu	RES	CC	1581.3	1146.0	0.994	118.9600	170.0200	141.5300
711	90	25	1	numu	QE	CC	1061.4	0.0	0.613	99.6200	-79.8800	-439.5400
711	90	25	2	numu	MEC	CC	691.3	0.0	0.511	-48.1200	-425.0800	1006.8300
711	90	27	0	numu	QE	NC	1133.4	183.1	0.351	-13.2500	-52.2100	227.7400
711	90	27	1	numu	RES	CC	703.0	0.0	0.607	-634.1400	333.1900	527.7700
711	90	30	0	numu	RES	CC	989.9	726.2	0.894	18.4300	53.9900	21.5500
711	90	32	0	numu	RES	CC	1298.3	739.0	0.310	67.4500	-201.8400	75.7200
711	90	35	0	numu	RES	CC	3619.6	0.0	0.730	341.6800	151.2100	1321.5400
711	90	35	1	numu	QE	NC	544.6	0.0	1.432	-111.1300	-196.6100	-357.1500
711	90	35	2	numu	RES	NC	635.6	494.8	0.717	-60.7300	95.1700	400.4100
711	90	36	0	numu	QE	CC	917.2	0.0	0.723	217.2500	149.6700	595.6600
711	90	36	1	numu	QE	CC	1488.1	961.3	0.903	-65.6500	115.5800	-306.5900
711	90	36	2	numu	RES	CC	1554.4	15.8	1.305	222.0900	40.7600	404.9900
711	90	36	3	numu	QE	CC	1184.1	0.0	0.133	349.3200	-580.3200	459.6000
711	90	38	0	numu	QE	NC	345.1	0.0	0.741	487.5700	404.4500	578.8500
711	90	38	1	numu	QE	NC	610.4	0.0	1.227	229.0900	490.7200	-298.3400
711	90	38	2	numu	QE	CC	886.7	483.1	1.556	221.9400	78.2600	13.0400
711	90	39	0	numu	DIS	CC	3763.9	9.9	0.485	-26.0200	-142.5400	-301.2800
711	90	40	0	numu	RES	CC	720.6	0.2	0.777	-84.8800	254.7900	997.2500
711	90	41	0	numu	RES	CC	1598.1	3.8	0.643	-190.8100	-216.6000	508.7700
711	90	43	0	numu	MEC	NC	443.9	0.0	1.376	-554.4100	-371.0100	220.4700
711	90	43	1	numu	RES	CC	465.9	0.8	0.636	-151.9500	-55.7200	-293.0500
711	90	44	0	numu	QE	NC	555.4	5.1	0.224	213.1200	176.4400	384.8700
711	90	49	0	numu	QE	NC	678.3	49.3	0.986	-166.2000	31.9200	-24.7400
711	99	4	0	numu	QE	CC	290.9	0.0	0.746	-378.2700	118.7700	-449.9900
711	99	4	1	numu	RES	CC	1166.3	0.2	0.951	56.9900	33.4900	641.0000
711	99	12	0	numu	MEC	CC	2087.7	25.0	0.072	-466.6500	-473.5000	-241.7100
711	99	12	1	numu	QE	CC	393.8	0.0	0.984	-323.3700	-499.3400	445.1300
711	99	15	0	numu	QE	NC	1350.5	320.0	1.464	-206.1600	88.6400	72.1500
711	99	16	0	numu	QE	NC	376.3	0.0	0.661	-318.0300	-74.5900	964.0700
711	99	16	1	numu	QE	CC	1435.7	0.0	0.520	144.3600	627.8500	-442.4500
711	99	16	2	numu	QE	CC	689.4	0.2	0.175	87.9400	220.7400	601.2000
711	99	23	0	numu	QE	CC	678.4	94.1	0.099	102.6600	-432.5500	3.8700
711	99	26	0	numu	RES	CC	2846.5	14.3	1.547	-479.7100	-17.9600	335.3900
711	99	27	0	numu	QE	CC	1658.3	394.8	1.521	109.5600	-14.8500	-484.9700
711	99	33	0	numu	RES	CC	802.8	534.3	0.178	-128.8800	-51.4900	146.4600
711	99	42	0	numu	QE	CC	407.5	294.8	0.509	68.0800	-131.5700	418.4800
711	99	45	0	numu	QE	CC	520.4	8.3	1.475	-244.8800	-158.0400	351.7300
711	99	50	0	numu	QE	CC	588.8	470.1	0.195	-181.5800	-108.7500	22.5000
712	6	2	0	numu	MEC	CC	1435.4	0.0	1.332	63.5400	-205.1400	628.3900
712	6	2	1	numu	RES	NC	1036.3	208.3	0.519	23.2900	157.7400	64.0700
712	6	4	0	numu	QE	CC	1154.8	0.0	1.568	250.9400	-525.3600	384.9500
712	6	4	1	numu	QE	CC	536.2	0.0	0.942	-152.4800	-548.9500	836.7000
712	6	4	2	numu	DIS	CC	4124.5	0.0	0.844	70.5300	241.7600	1371.5700
712	6	4	3	numu	RES	NC	947.4	516.9	1.170	44.3900	-54.6600	354.0100
712	6	5	0	numu	QE	NC	378.7	0.0	1.194	-665.8700	550.7700	474.3000
712	6	5	1	numu	RES	CC	1254.9	443.8	1.149	-120.6300	-213.1700	281.0600
712	6	6	0	numu	RES	CC	1073.8	66.2	0.580	90.8200	216.4300	269.9600
712	6	8	0	numu	QE	CC	717.5	640.9	0.860	27.7300	-118.7000	182.8900
712	6	8	1	numu	DIS	NC	2667.8	0.0	1.339	-512.1100	-181.1500	-233.1100
712	6	13	0	numu	QE	CC	627.5	0.0	0.756	129.1700	-380.2800	-89.6800
712	6	13	1	numu	QE	NC	346.8	4.1	0.193	-202.2700	148.3200	505.0200
712	6	15	0	numu	QE	CC	800.2	0.0	1.108	0.3900	-37.7900	-322.9700
712	6	15	1	numu	RES	CC	1371.3	747.8	0.791	69.0900	-157.7100	302.4900
712	6	16	0	numu	QE	NC	177.2	0.0	0.939	-641.8700	-657.7300	801.1100
712	6	16	1	numu	QE	CC	1106.1	785.5	1.154	4.7300	-68.9300	386.1600
712	6	21	0	numu	QE	CC	1121.7	1001.3	0.695	174.7200	74.8700	337.6000
712	6	27	0	numu	RES	CC	1618.9	1152.2	0.244	-73.6500	120.7400	369.9100
712	6	29	0	numu	QE	NC	564.5	6.7	1.079	101.3600	193.4600	451.8900
712	6	30	0	numu	QE	CC	2312.9	2.5	0.738	96.1300	249.4800	405.3200
712	6	31	0	numu	MEC	CC	1333.5	16.7	0.125	19.6700	-123.2300	-348.2100
712	6	31	1	numu	QE	CC	385.8	0.0	0.961	-696.1800	-215.2300	870.8800
712	6	31	2	numu	DIS	CC	3245.2	0.0	1.486	85.2600	323.6800	-967.1900
712	6	32	0	numu	RES	CC	1002.8	207.8	0.312	-300.3800	-159.3400	245.1200
712	6	32	1	numu	QE	CC	908.1	15.2	1.009	-145.1100	-248.2200	45.8900
712	6	33	0	nue	QE	CC	2013.6	1889.6	0.443	-119.8300	145.9400	57.6900
712	6	33	1	numu	QE	CC	318.0	0.0	1.434	545.6800	138.1300	-187.3600
712	6	33	2	numu	QE	NC	479.2	0.0	1.083	-535.3100	-72.2500	585.7600
712	6	35	0	numu	QE	CC	753.5	0.2	1.010	215.6900	-94.6200	189.0000
712	6	40	0	numu	QE	CC	808.8	0.0	1.542	-188.4100	289.6200	-427.9000
712	6	40	1	numu	QE	CC	595.2	509.1	0.219	-86.6200	130.5200	189.8300
712	6	40	2	numu	QE	NC	360.3	0.0	1.471	630.9300	244.5400	249.8800
712	12	17	0	numu	QE	NC	701.3	1.7	1.123	-198.5900	-268.0300	108.8300
712	12	21	0	numu	RES	CC	2100.0	0.0	1.291	42.5600	-451.4900	-576.9800
712	12	21	1	numu	QE	CC	405.1	1.0	1.484	493.2100	79.6900	109.9300
712	12	21	2	numu	DIS	CC	1994.7	0.0	1.294	-464.9700	-470.3800	-480.9400
712	12	22	0	numu	QE	NC	511.5	102.5	0.756	-72.3300	204.9500	419.0400
712	12	22	1	numu	QE	CC	487.3	0.0	0.927	25.4900	-561.5700	-133.1700
712	12	25	0	numu	DIS	CC	1279.9	1015.3	1.066	152.6300	-26.8800	110.5200
712	12	28	0	numu	RES	CC	1555.0	342.1	0.597	-57.0400	124.3500	-333.2400
712	12	28	1	numu	RES	CC	1755.9	0.0	0.468	-543.0100	453.9300	272.2800
712	12	32	0	numu	QE	CC	1791.3	809.6	0.124	-30.1500	-161.4900	191.7300
712	12	33	0	numu	DIS	NC	1155.5	731.0	0.670	-112.5100	38.1400	89.8400
712	12	33	1	numu	DIS	NC	782.4	0.9	0.252	-290.9900	-382.8700	98.7000
712	12	33	2	numu	RES	CC	1619.2	0.0	1.283	-344.9600	129.8000	349.9100
712	12	35	0	numu	QE	NC	675.1	135.5	0.277	-150.6400	-192.3700	241.4200
712	12	35	1	numu	QE	CC	1369.4	405.5	1.570	-184.5200	131.0200	417.9300
712	12	38	0	numu	RES	CC	718.1	537.5	0.642	-8.4600	-162.2700	365.2800
712	12	46	0	numu	QE	CC	1764.1	1104.6	0.592	-93.4100	-52.9200	36.8100
712	12	46	1	numu	QE	CC	1838.9	1103.8	0.259	-28.9300	-151.1500	-302.8300
712	18	9	0	numu	MEC	CC	849.6	679.9	0.144	166.3200	-91.0900	278.7700
712	18	16	0	numu	QE	CC	833.2	405.8	0.526	-259.1500	21.6400	-276.8600
712	18	16	1	numu	QE	CC	761.4	0.0	0.795	-22.1400	-450.2800	994.5600
712	18	16	2	numu	QE	CC	295.1	0.0	0.457	-631.8200	91.3200	-22.5600
712	18	20	0	numu	RES	CC	2959.0	1.8	1.117	484.6100	420.3400	-66.5900
712	18	24	0	numu	RES	CC	2884.6	0.0	0.223	-193.8500	-23.5800	1013.2700
712	18	24	1	numu	RES	CC	1615.5	2.4	0.536	221.3000	-453.5900	88.7000
712	18	27	0	numu	QE	CC	1735.9	88.8	1.424	193.1200	-126.5200	-533.7400
712	18	33	0	numu	RES	CC	1150.1	788.2	0.192	-44.3900	-76.6000	17.7000
712	18	33	1	numu	QE	CC	566.0	122.8	0.944	-204.8600	32.7200	382.7000
712	18	38	0	numu	MEC	NC	778.8	2.6	0.773	528.8100	153.1700	-148.8500
712	18	38	1	numu	QE	NC	455.2	0.0	0.888	-706.2400	511.1600	423.7100
712	18	39	0	numu	QE	CC	308.3	197.5	0.904	62.9100	-30.2700	383.4800
