run	subrun	event	idx	flav	mode	ccnc	Etot	Edep	T	vx	vy	vz
712	18	49	0	numu	DIS	CC	4401.1	9.8	0.362	229.0600	228.4000	526.4000
712	18	49	1	numu	QE	CC	1464.0	0.0	1.174	-242.4900	220.3800	492.8500
712	22	1	0	numu	QE	NC	454.1	0.1	0.147	-190.7300	-213.5000	-275.0200
712	22	1	1	numu	QE	NC	412.1	108.1	0.307	-162.3700	-80.0400	48.4500
712	22	1	2	numu	QE	CC	564.4	0.0	0.350	-178.4900	-221.3100	-437.7600
712	22	6	0	numu	RES	CC	4680.5	0.1	0.341	114.9600	-473.1500	-28.2400
712	22	13	0	numu	QE	CC	493.6	445.5	0.161	141.2200	64.5300	177.7700
712	22	13	1	numu	RES	NC	726.4	0.0	0.430	-499.8300	-270.5100	296.5000
712	22	13	2	numu	QE	CC	583.2	0.0	1.300	130.2400	-557.5500	264.2100
712	22	21	0	numu	QE	CC	299.7	0.0	1.163	-615.5100	24.6800	174.5600
712	22	21	1	numu	QE	CC	1042.7	456.7	0.572	56.7300	-148.8000	55.5900
712	22	22	0	numu	RES	CC	1223.0	845.9	0.659	-8.9500	62.9900	344.8300
712	22	22	1	numu	QE	CC	751.5	0.0	0.750	624.7200	309.6900	-304.5000
712	22	27	0	numu	QE	CC	743.7	321.9	0.785	164.9400	-132.1000	120.0300
712	22	27	1	numu	QE	NC	316.6	0.0	0.908	-245.6900	-595.1400	408.0400
712	22	29	0	numu	QE	NC	297.2	37.0	0.471	-24.1600	-124.1900	432.8500
712	22	34	0	numu	QE	CC	457.2	0.0	1.314	-508.1600	318.5300	702.7800
712	22	34	1	numu	MEC	CC	1645.3	871.2	0.486	-84.7600	58.4900	325.1200
712	22	37	0	numu	DIS	CC	3221.1	0.0	0.868	-568.8100	475.8900	-210.9100
712	22	37	1	nue	RES	CC	2142.6	23.2	0.299	-239.9100	217.6300	330.4100
712	22	37	2	numu	RES	NC	2620.5	0.0	1.100	359.7200	-630.1600	476.7700
712	22	46	0	numu	QE	CC	2932.2	702.7	0.085	-144.8400	-10.2300	230.1200
712	22	46	1	numu	QE	CC	288.0	0.0	0.213	476.5400	200.0000	594.3300
712	22	46	2	numu	QE	CC	520.2	0.0	0.431	-205.2200	-328.6600	-277.9800
712	22	47	0	numu	QE	CC	536.7	14.9	0.178	4.8400	-250.1900	164.6000
712	22	47	1	numu	MEC	CC	731.9	0.0	1.085	-81.5100	-472.4100	79.2800
712	25	5	0	numu	RES	NC	755.4	426.1	0.895	-129.2700	165.6000	44.2000
712	25	6	0	numu	QE	CC	470.0	0.0	1.026	268.7100	-315.4600	-481.0600
712	25	6	1	numu	DIS	CC	3562.0	0.4	0.932	-44.8700	-34.0100	588.4900
712	25	7	0	numu	RES	NC	1145.3	462.2	1.564	-137.2800	119.9700	172.3100
712	25	7	1	numu	RES	CC	2076.9	0.0	0.590	27.3400	154.5200	610.6500
712	25	8	0	numu	DIS	CC	3875.9	94.0	0.778	-63.3200	-253.7600	-36.3400
712	25	8	1	numu	QE	NC	1916.4	43.8	1.334	-208.0400	-44.5900	111.9400
712	25	10	0	numu	QE	NC	339.4	235.8	0.660	-187.0400	-60.9900	338.1600
712	25	11	0	numu	MEC	CC	1072.0	470.9	1.553	-193.0100	49.9300	-39.4300
712	25	11	1	numu	RES	NC	803.3	256.7	0.598	126.3300	-159.1100	192.0300
712	25	15	0	numu	QE	NC	938.8	0.0	1.279	-404.7300	-120.3900	-343.6200
712	25	15	1	numu	QE	CC	938.5	462.5	0.340	-223.9600	-460.0900	-140.3400
712	25	21	0	numu	QE	CC	616.5	0.0	0.745	-572.8100	-333.4900	-462.3700
712	25	21	1	numu	QE	CC	522.0	2.7	0.852	-55.1700	-254.8900	428.1600
712	25	22	0	numu	MEC	CC	704.5	3.7	0.703	194.3800	-92.8100	540.7200
712	25	23	0	numu	MEC	CC	1168.3	0.2	1.424	-10.4700	69.9600	593.7200
712	25	23	1	nue	RES	NC	984.5	416.8	0.902	-110.2700	-70.2500	292.3500
712	25	27	0	numu	QE	NC	226.1	0.0	1.512	34.4400	-538.5000	910.2500
712	25	27	1	numu	QE	CC	844.1	702.1	0.326	133.7200	89.8800	2.7100
712	25	40	0	numu	QE	NC	617.8	2.7	0.834	-32.2000	-455.3300	-33.7500
712	25	40	1	numu	QE	CC	584.1	0.0	1.562	-169.4700	345.6600	-278.7400
712	25	44	0	numu	MEC	CC	675.2	0.0	1.368	-207.8500	-189.5000	639.2900
712	25	44	1	numu	QE	CC	873.5	319.1	1.099	96.7400	-8.5600	-43.5300
712	25	45	0	numu	QE	CC	2130.3	0.0	1.323	568.1700	-558.4600	-113.3900
712	25	45	1	numu	QE	CC	681.8	2.3	0.935	369.5900	-255.9100	115.4100
712	25	47	0	numu	MEC	CC	995.4	50.6	1.442	167.2100	96.6700	567.7900
712	25	47	1	numu	QE	CC	198.8	0.0	0.727	-624.1300	574.9000	-459.2100
712	25	47	2	numu	RES	NC	1014.8	624.7	1.310	-52.9300	10.2700	65.0000
712	25	47	3	numu	DIS	CC	2685.8	0.0	1.545	-159.6100	31.5100	1318.0900
712	25	48	0	numu	DIS	NC	1592.4	501.8	0.449	172.8500	-175.4600	275.4900
712	31	1	0	numu	QE	CC	331.4	0.0	1.562	373.5500	40.5200	-325.2300
712	31	1	1	numu	RES	NC	947.8	728.8	1.191	-182.1800	9.0200	418.9200
712	31	4	0	numu	RES	CC	1185.2	76.4	0.606	-56.0800	101.3500	496.1700
712	31	6	0	numu	RES	CC	3203.1	0.1	1.426	86.5400	175.3400	-500.9200
712	31	6	1	numu	QE	NC	773.1	0.0	0.268	192.7700	242.7900	562.2500
712	31	9	0	numu	RES	CC	2206.1	10.4	1.269	-480.2900	164.0500	-156.7700
712	31	10	0	numu	MEC	NC	896.1	0.0	1.298	-268.7000	69.7100	-393.1100
712	31	10	1	numu	QE	NC	547.0	0.1	0.743	-99.5900	112.2000	612.1700
712	31	11	0	numu	RES	NC	1111.0	124.6	1.237	-55.3300	216.8100	-459.5600
712	31	11	1	numu	QE	CC	316.4	0.0	0.823	-679.0600	370.0500	-442.5900
712	31	12	0	numu	COH	CC	3434.8	1239.4	0.388	-110.3200	142.3400	-437.7400
712	31	12	1	numu	MEC	CC	3800.4	0.0	1.180	15.6400	-139.1700	1223.6100
712	31	15	0	numu	QE	CC	1161.7	1.8	0.325	-514.0200	-220.1500	583.6300
712	31	22	0	numu	RES	CC	1207.2	1053.3	0.959	-56.0800	-2.6400	291.6700
712	31	27	0	numu	QE	CC	903.9	785.3	0.067	20.2700	7.5900	261.5600
712	31	27	1	numu	DIS	NC	3482.9	0.0	0.484	-523.4700	-45.6900	849.2000
712	31	31	0	numu	QE	CC	1996.4	278.9	1.130	-76.0200	-94.6500	-294.3700
712	31	31	1	numu	QE	CC	304.4	0.0	0.158	187.9700	-460.5400	-413.5700
712	31	38	0	numu	QE	CC	388.5	0.0	1.508	-246.2000	535.7400	-334.3900
712	31	38	1	numu	QE	CC	539.6	1.3	0.089	401.5300	-140.6900	334.0200
712	31	40	0	numu	QE	NC	1197.5	60.9	1.125	-54.3300	-46.1100	106.4600
712	31	40	1	numu	QE	CC	2031.7	802.4	1.120	-84.4700	-4.5600	-2.8200
712	31	47	0	numu	RES	NC	697.3	105.5	0.794	151.8900	210.2900	439.2400
712	31	47	1	numu	QE	CC	1799.1	616.2	0.655	185.2600	-39.5800	250.5300
712	43	6	0	numu	QE	CC	691.2	292.5	0.472	-182.5300	-138.4700	400.0500
712	43	12	0	numu	RES	CC	1434.1	19.3	1.508	277.5600	27.5700	246.3700
712	43	14	0	numu	RES	CC	1708.3	862.8	0.242	-136.8100	162.3200	315.8600
712	43	14	1	numu	RES	NC	2218.2	43.5	0.759	52.7000	55.1400	-40.2800
712	43	14	2	numu	QE	CC	596.3	2.4	0.529	-93.9100	-227.1900	460.6100
712	43	14	3	numu	QE	CC	511.2	0.0	0.300	-413.3600	216.1900	1002.7400
712	43	19	0	nue	QE	CC	962.1	957.5	0.240	-72.7100	-98.0900	271.5500
712	43	19	1	numu	MEC	NC	1007.6	235.8	1.578	-130.8100	-120.5000	58.9800
712	43	25	0	numu	DIS	CC	2601.5	0.0	0.592	372.4300	108.1800	-484.7400
712	43	25	1	numu	QE	CC	740.6	616.3	0.215	111.4800	-139.1000	160.6100
712	43	25	2	numu	QE	NC	855.9	0.0	1.103	-107.5600	198.4200	-494.6500
712	43	27	0	numu	RES	NC	1087.8	1.9	0.134	260.0100	-32.1100	510.0800
712	43	27	1	numu	RES	CC	1038.1	26.0	0.360	-91.9500	-209.0000	554.4800
712	43	28	0	numu	QE	CC	405.8	114.4	0.671	-121.2600	186.9900	157.9500
712	43	30	0	numu	DIS	CC	754.5	1.2	0.475	13.7300	211.5500	-25.6500
712	43	31	0	numu	MEC	CC	951.2	779.9	1.391	56.9900	119.1600	184.4800
712	43	32	0	numu	QE	CC	430.1	0.0	0.232	371.8400	-472.3300	42.3900
712	43	32	1	numu	RES	NC	894.3	306.9	1.195	11.3900	-52.9900	29.0700
712	43	36	0	numu	QE	CC	682.7	0.6	0.315	190.3400	-224.5700	272.5300
712	43	36	1	numu	RES	CC	2184.2	0.0	0.145	-98.5800	-419.0900	-262.5300
712	43	45	0	numu	MEC	NC	518.7	6.5	1.375	-250.1100	-207.6700	-298.1800
712	43	45	1	numu	MEC	CC	662.1	551.3	1.526	-112.9800	-179.2500	243.9500
712	43	50	0	numu	RES	CC	631.4	364.4	0.553	88.4300	-110.5300	35.0500
712	92	7	0	numu	QE	NC	256.4	0.0	0.088	503.8500	626.4400	756.9900
712	92	7	1	numu	RES	CC	1305.0	3.2	1.014	-69.3400	32.6000	-387.1700
712	92	8	0	numu	RES	NC	887.7	0.8	1.141	-41.1200	61.5300	564.1400
712	92	10	0	numu	QE	NC	327.6	0.6	1.195	189.7300	129.8000	-12.7500
712	92	12	0	numu	DIS	CC	3209.4	638.7	0.876	203.3900	-93.9000	71.3100
712	92	14	0	numu	QE	NC	1260.5	20.6	0.410	-258.1100	48.1300	267.9600
712	92	14	1	numu	QE	CC	1541.7	1.0	0.469	-257.5500	-86.5600	318.6300
712	92	17	0	numu	QE	NC	308.9	0.0	1.332	-559.8200	-592.8600	83.1000
712	92	17	1	numu	RES	CC	2972.6	0.0	0.950	527.2900	-30.3800	-570.4300
712	92	17	2	numu	DIS	CC	5385.7	568.0	0.733	-120.0500	12.9100	-321.1800
712	92	20	0	numu	QE	CC	369.5	0.0	0.234	613.4900	41.0600	129.0400
712	92	20	1	numu	QE	NC	336.1	0.0	0.730	487.7400	358.3700	-361.5800
712	92	20	2	numu	DIS	CC	2097.9	21.7	0.467	-69.5100	74.7000	-293.3900
712	92	20	3	numu	QE	CC	818.1	576.4	0.504	-125.8100	157.2200	269.1300
712	92	26	0	numu	RES	NC	1363.8	0.0	0.119	-115.6400	233.0100	-506.3500
712	92	26	1	numu	RES	NC	812.0	16.5	0.417	88.7900	-42.4200	525.7500
712	92	28	0	numu	RES	CC	1105.6	808.8	1.011	-149.1000	19.3800	149.6000
