alive families after round D: 126 (work dirs released by the plan: 3059)

== pin: KEEP 42  FREE 5
  KEEP  d08_libpin/new                                               named by 3 file(s); survivors d08cap10 d08goff d08pv30off d08pv30on; non-.so 0 MiB
  KEEP  d08_libpin/new2                                              named by 7 file(s); survivors d08cap10 d08goff d08pv30off d08pv30on; non-.so 0 MiB
  KEEP  d08_libpin/ref                                               named by 3 file(s); survivors d08cap10 d08goff d08pv30off d08pv30on; non-.so 0 MiB
  KEEP  d09_libpin/pin                                               named by 67 file(s); survivors d09ctl d09ctl2; non-.so 1 MiB
  KEEP  d101/libpin                                                  named by 11 file(s); survivors d101hkf d101hnew d101vkf d101vnew d146sv25 p82bhoff; non-.so 6 MiB
  KEEP  d101/libpin_k                                                named by 18 file(s); survivors d101hkf d101hnew d101vkf d101vnew d146sv25 p82bhoff; non-.so 0 MiB
  KEEP  d101/libpin_new                                              named by 7 file(s); survivors d101hkf d101hnew d101vkf d101vnew d146sv25 p82bhoff; non-.so 0 MiB
  KEEP  d102/libpin_d102                                             the pin of BOTH production PR arms: PDHD d108hflip (doc pdvd/108 sec 3) and PDVD d103vflip (doc pdvd/103 sec 10.5)
  KEEP  d102m-libsnap                                                sbnd production pin: work-*-d102m / d102mpr (doc 102; sbnd PROTECTED)
  KEEP  d109-libsnap/base                                            named by 4 file(s); survivors d109prod pr130r1; non-.so 0 MiB
  FREE  d109-libsnap/new                                             named by 3 file(s), no surviving arm; non-.so 0 MiB
  KEEP  d109-libsnap/new2                                            named by 8 file(s); survivors d109prod; non-.so 0 MiB
  FREE  d110-libsnap/base                                            named by 1 file(s), no surviving arm; non-.so 240 MiB
  KEEP  d110-libsnap/new                                             named by 13 file(s); survivors pr130r1; non-.so 240 MiB
  KEEP  d111/libpin_d111                                             live/held prefix d111
  KEEP  d111/libpin_d111b                                            live/held prefix d111
  KEEP  d111/libpin_d111s                                            live/held prefix d111
  KEEP  d111/libpin_d111s2                                           live/held prefix d111
  KEEP  d113/libpin_d113                                             live/held prefix d113
  KEEP  d146_libpin                                                  named by 1 file(s); survivors d146sv25; non-.so 0 MiB
  KEEP  d146_libpin2                                                 named by 1 file(s); survivors d146sv25; non-.so 0 MiB
  KEEP  d146_libpin_pre                                              named by 1 file(s); survivors d146sv25; non-.so 0 MiB
  KEEP  d41_libpin/new6                                              named by 9 file(s); survivors d41prov; non-.so 0 MiB
  KEEP  d53/libpin                                                   named by 14 file(s); survivors d53h d53v; non-.so 0 MiB
  KEEP  d61/libpin_item1_before                                      named by 1 file(s); survivors d53h d67v; non-.so 240 MiB
  KEEP  d64/libpin                                                   named by 8 file(s); survivors d53h d53v; non-.so 240 MiB
  KEEP  d66/libpin                                                   named by 14 file(s); survivors d53h d53v d67v d68a3 d68d4; non-.so 240 MiB
  KEEP  d71/libpin_base                                              named by 3 file(s); survivors d68a3; non-.so 240 MiB
  KEEP  d71/libpin_p1                                                named by 6 file(s); survivors d68a3; non-.so 240 MiB
  KEEP  d97b-libsnap                                                 named by 31 file(s); survivors pr130r1; non-.so 240 MiB
  KEEP  h28/libpin_h28                                               named by 9 file(s); survivors p96vprod; non-.so 240 MiB
  KEEP  p100/libpin_p100b                                            named by 8 file(s); survivors p100bx p100bxp p100c p100flip p101q p96vprod; non-.so 240 MiB
  KEEP  p4/libpin_p4                                                 named by 10 file(s); survivors d68a3; non-.so 240 MiB
  KEEP  p65/libpin_p65                                               named by 15 file(s); survivors h23conf p82bhoff; non-.so 240 MiB
  KEEP  p72/libpin_p72                                               named by 8 file(s); survivors d68a3; non-.so 240 MiB
  KEEP  p82/libpin_p82                                               named by 48 file(s); survivors d53h h18b h18s p82bhoff p82hoff; non-.so 0 MiB
  KEEP  p83/libpin_p83                                               named by 11 file(s); survivors p82bhoff; non-.so 0 MiB
  KEEP  p84/libpin_p84                                               named by 11 file(s); survivors d67v d68a3 d68d4; non-.so 0 MiB
  KEEP  p85/libpin_p85                                               named by 11 file(s); survivors p85vprod p85vwh; non-.so 0 MiB
  KEEP  p87/libpin_p87                                               named by 10 file(s); survivors p85vprod p85vwh; non-.so 0 MiB
