idx	ev	subrun	wall_s	maxrss_kb	rc	node_exec_s
0	6501	130	11	1682408	0	nan
1	6505	130	12	1584648	0	nan
2	6512	130	13	1519996	0	nan
3	6520	130	16	1549020	0	nan
4	6528	130	12	1676900	0	nan
5	6529	130	11	1602436	0	nan
6	6532	130	18	2021960	0	nan
7	6536	130	11	1620436	0	nan
8	6545	130	14	1718220	0	nan
9	6550	130	10	1465948	0	nan
10	6570	131	21	1919088	0	nan
11	6588	131	10	1495716	0	nan
12	6604	132	26	2172112	0	nan
13	6606	132	12	1768996	0	nan
14	6612	132	14	1862668	0	nan
15	6642	132	17	1956408	0	nan
16	6650	132	13	1813320	0	nan
17	6711	134	10	1516656	0	nan
18	6748	134	13	1562568	0	nan
19	6775	135	11	1543052	0	nan
20	6786	135	17	1897732	0	nan
21	6804	136	13	1609628	0	nan
22	6805	136	12	1738500	0	nan
23	6806	136	12	1837048	0	nan
24	6821	136	12	1569912	0	nan
25	6822	136	16	1970208	0	nan
26	6837	136	13	1880712	0	nan
27	6844	136	13	1814772	0	nan
28	6852	137	13	1617588	0	nan
29	6867	137	12	1613536	0	nan
30	6874	137	21	2081324	0	nan
31	6878	137	16	1744984	0	nan
32	6887	137	11	1547108	0	nan
33	6888	137	21	1976428	0	nan
34	6898	137	11	1542244	0	nan
