sample	event	kind	gid	npts	Q	Qfrac	ext	rms	dvtx	dheld	cx	cy	cz	cluster	cl_class	cl_npts	cl_gid	dcand	n_cand_pts	Qcand
mcp1k	66272	NEARBY	-1	2	10814.1	0.0028	0.0	0.0	95.5	nan	201.7	194.0	384.0	12	UNMATCHED	2	1000002	0.5	288	3874693.7
mcp1k	68956	NEARBY	-1	14	77120.6	0.0069	1.1	0.43	1.9	nan	74.8	-182.2	87.9	39	UNMATCHED	14	1000002	0.7	1202	11203772.4
mcp1k	71640	NEARBY	-1	48978	271592664.4	10.2274	337.3	36.65	44.0	nan	-75.7	-1.7	256.3	5	OTHER	48978	4	0.2	3124	26555418.4
mcp1k	72586	NEARBY	-1	14	70938.8	0.0033	43.1	0.45	307.6	nan	0.5	20.4	265.5	5	COMPANION	14	3	0.3	4038	21561758.8
mcp1k	166738	NEARBY	-1	4	5271.3	0.0002	0.4	0.12	43.6	nan	-0.4	76.7	192.6	2	COMPANION	4	4	0.5	4149	30930197.8
mcp1k	168432	NEARBY	-1	6	37039.9	0.0008	21.7	0.25	42.5	nan	-100.0	-178.3	498.9	5	COMPANION	6	4	0.4	3406	43938058.4
mcp1k	168432	NEARBY	-1	11	146365.7	0.0033	3.3	0.38	27.0	nan	-106.1	-198.2	477.0	45	COMPANION	11	4	1.1	3406	43938058.4
mcp1k	168526	NEARBY	-1	11	79798.3	0.0014	2.1	0.39	25.6	nan	-157.9	-112.0	62.6	92	COMPANION	11	0	1.6	7999	57678865.1
mcp1k	168526	NEARBY	-1	55	357190.5	0.0062	5.0	0.53	20.7	nan	-163.6	-99.1	62.9	100	COMPANION	55	0	4.1	7999	57678865.1
mcp1k	168526	NEARBY	-1	12	56020.0	0.001	0.7	0.27	38.4	nan	-171.6	-106.1	73.7	101	COMPANION	12	0	0.6	7999	57678865.1
mcp1k	168526	NEARBY	-1	44	375443.7	0.0065	2.7	0.61	23.7	nan	-160.6	-110.6	61.6	103	COMPANION	44	0	2.0	7999	57678865.1
mcp1k	168526	NEARBY	-1	9	87457.0	0.0015	0.6	0.29	38.1	nan	-171.5	-104.5	73.8	104	COMPANION	9	0	1.3	7999	57678865.1
mcp1k	169356	NEARBY	-1	11	61753.4	0.0033	86.5	0.48	63.7	nan	201.6	144.8	234.8	6	UNMATCHED	11	1000001	0.3	2329	18584175.8
mcp1k	169356	NEARBY	-1	17	99920.0	0.0054	1.4	0.42	1.5	nan	141.2	150.0	179.7	66	UNMATCHED	17	1000001	1.1	2329	18584175.8
mcp1k	169598	NEARBY	-1	15	48937.2	0.0057	10.0	0.26	444.0	nan	210.3	-156.7	446.9	8	UNMATCHED	15	1000004	0.3	859	8649071.7
mcp1k	169598	NEARBY	-1	1	1142.0	0.0001	0.0	0.0	5.9	nan	160.2	199.9	190.8	12	UNMATCHED	1	1000004	0.6	859	8649071.7
mcp1k	169620	NEARBY	-1	15	86521.8	0.0042	1.0	0.39	6.3	nan	54.3	162.0	35.6	46	COMPANION	15	6	2.2	2492	20696107.9
mcp1k	169626	NEARBY	-1	5	26728.0	0.0007	0.9	0.18	269.6	nan	201.0	24.3	414.8	23	COMPANION	5	4	0.3	3636	38960293.1
mcp1k	169824	NEARBY	-1	4	3834.5	0.0001	0.4	0.12	63.6	nan	-0.4	-116.2	108.0	9	OTHER	4	0	1.0	3800	34437902.5
mcp1k	169890	NEARBY	-1	267	2036888.8	0.1518	18.4	0.61	180.2	nan	5.0	-187.1	491.4	30	COMPANION	267	7	0.4	2518	13421578.8
mcp1k	170808	NEARBY	-1	18	71124.0	0.0036	6.7	0.52	36.1	nan	202.9	70.7	376.1	9	UNMATCHED	18	1000003	0.4	2138	19618525.5
mcp1k	170880	NEARBY	-1	18	129420.6	0.02	1.3	0.42	9.0	nan	-129.2	-73.3	470.2	44	COMPANION	18	10	3.0	414	6477132.1
mcp1k	172266	NEARBY	-1	5	46339.5	0.0027	0.5	0.21	186.4	nan	-201.8	90.0	121.3	6	COMPANION	5	0	0.3	1876	16886491.3
mcp1k	172656	NEARBY	-1	67	403648.4	0.0178	53.2	10.85	76.7	nan	8.2	151.9	112.2	3	COMPANION	67	5	0.3	2927	22678364.1
mcp1k	172788	NEARBY	-1	21	127969.6	0.0029	1.8	0.76	97.9	nan	201.6	100.1	461.4	17	UNMATCHED	21	1000000	0.3	4630	43657028.4
mcp1k	172794	UNHELD	0	28	174773.1	0.0074	1.8	0.5	89.7	3.3	-5.8	93.3	245.0	-1	OWN	0	0	0.0	3583	23578024.2
mcp1k	172794	UNHELD	2	10	9611.0	0.0004	5.0	0.26	100.5	3.2	-10.1	85.6	256.9	-1	OWN	0	0	0.0	3583	23578024.2
mcp1k	172942	NEARBY	-1	4	9357.7	0.0006	1.3	0.21	49.2	nan	-140.2	138.5	223.1	73	COMPANION	4	3	3.3	2099	16520751.6
mcp1k	173058	NEARBY	-1	11	42599.8	0.0189	0.6	0.29	42.4	nan	-79.2	1.4	78.9	60	COMPANION	11	11	1.0	360	2251642.0
mcp1k	173146	NEARBY	-1	4	15282.0	0.0012	0.9	0.17	133.3	nan	-201.8	-105.4	350.1	2	COMPANION	4	1	0.5	1689	12683446.3
mcp1k	173498	NEARBY	-1	6	17786.5	0.001	0.5	0.25	163.3	nan	-145.3	145.5	500.7	5	COMPANION	6	6	0.3	2846	17529622.5
mcp1k	174114	NEARBY	-1	5177	37239240.4	2.4046	270.0	1.48	55.6	nan	46.5	20.8	244.6	16	UNMATCHED	5177	1000002	0.9	1057	15486788.8
mcp1k	174422	NEARBY	-1	59	428395.4	0.0776	18.5	0.43	0.4	nan	-15.4	171.9	181.7	8	UNMATCHED	59	1000003	0.5	706	5517497.1
mcp1k	174928	NEARBY	-1	4	18772.0	0.002	0.6	0.18	86.8	nan	201.8	140.8	248.5	8	UNMATCHED	4	1000004	0.4	1323	9205963.9
mcp1k	174928	NEARBY	-1	2	31250.0	0.0034	0.0	0.0	64.5	nan	159.2	144.5	121.9	29	UNMATCHED	2	1000004	1.6	1323	9205963.9
mcp1k	175808	NEARBY	-1	23	149980.8	0.016	2.8	0.55	125.1	nan	-201.7	-36.6	402.7	5	COMPANION	23	2	0.3	1537	9355231.7
mcp1k	175896	NEARBY	-1	4	19889.3	0.0019	1.2	0.29	53.7	nan	-97.6	-171.3	500.5	7	COMPANION	4	8	0.6	1187	10639716.3
mcp1k	278420	NEARBY	-1	18	105908.8	0.0022	0.7	0.39	59.9	nan	33.7	10.0	126.8	59	UNMATCHED	18	1000001	0.6	3820	47889221.8
mcp1k	278785	NEARBY	-1	13	152302.9	0.0081	1.6	0.35	4.3	nan	-86.6	-78.9	327.6	50	COMPANION	13	1	1.2	2366	18790235.1
mcp1k	278794	NEARBY	-1	4	42841.9	0.0026	0.4	0.15	66.4	nan	201.8	-25.4	44.3	6	UNMATCHED	4	1000000	0.3	1901	16440726.3
mcp1k	278794	NEARBY	-1	2	23894.6	0.0015	0.0	0.0	40.6	nan	136.0	-91.2	68.8	30	UNMATCHED	2	1000000	0.8	1901	16440726.3
mcp1k	279445	NEARBY	-1	7	18228.6	0.0026	0.7	0.2	123.2	nan	-201.9	-106.1	368.0	6	COMPANION	7	4	0.4	1160	7072918.9
mcp1k	280466	NEARBY	-1	3081	19706696.1	1.7229	173.7	3.28	26.9	nan	-30.9	-104.3	57.9	12	COMPANION	3081	2	0.5	1387	11437940.2
mcp1k	280598	UNHELD	0	20	124572.5	0.0086	1.3	0.44	10.5	3.0	-124.4	154.8	476.0	-1	OWN	0	0	0.0	1449	14537738.6
mcp1k	280598	NEARBY	-1	13	77586.9	0.0053	3.3	0.34	27.7	nan	-121.5	162.7	500.6	4	COMPANION	13	5	0.5	1449	14537738.6
mcp1k	280972	UNHELD	0	7	115096.0	0.0009	1.3	0.17	45.5	3.0	61.1	-152.4	123.0	-1	OWN	0	0	0.0	15117	124247689.7
mcp1k	280972	NEARBY	-1	1	831.8	0.0	0.0	0.0	471.6	nan	-168.3	-129.2	501.0	2	COMPANION	1	2	0.9	15117	124247689.7
mcp1k	280972	NEARBY	-1	367	2489372.7	0.02	6.1	2.48	50.1	nan	59.2	-149.7	133.7	75	COMPANION	367	2	2.5	15117	124247689.7
mcp1k	281485	NEARBY	-1	8	118253.2	0.0063	0.4	0.2	168.0	nan	-201.7	48.7	385.2	1	COMPANION	8	1	0.3	2172	18875061.4
mcp1k	281485	NEARBY	-1	6	44219.1	0.0023	0.7	0.32	32.5	nan	-201.6	175.0	256.7	2	COMPANION	6	1	0.3	2172	18875061.4
mcp1k	281485	NEARBY	-1	8	61100.0	0.0032	1.7	0.46	18.0	nan	-180.4	159.0	250.4	77	COMPANION	8	1	0.9	2172	18875061.4
mcp1k	281485	NEARBY	-1	1	4583.0	0.0002	0.0	0.0	19.7	nan	-177.1	156.6	249.6	80	COMPANION	1	1	4.0	2172	18875061.4
mcp1k	281485	NEARBY	-1	4	6329.5	0.0003	3.3	0.0	18.5	nan	-178.4	173.7	284.1	85	COMPANION	4	1	2.4	2172	18875061.4
mcp1k	281595	NEARBY	-1	1358	12995667.7	0.6495	80.8	0.57	304.3	nan	164.0	129.2	404.3	13	UNMATCHED	1358	1000006	4.8	3830	20008317.3
mcp1k	282057	NEARBY	-1	5	17852.1	0.009	0.9	0.23	15.3	nan	-177.0	-90.2	500.7	4	COMPANION	5	12	0.3	183	1983682.6
mcp1k	282217	NEARBY	-1	28	132755.4	0.0058	14.5	0.64	394.4	nan	202.6	74.9	386.8	4	UNMATCHED	28	1000000	0.4	4193	22968525.4
mcp1k	282231	NEARBY	-1	60	726028.0	0.0512	5.7	0.61	0.3	nan	-0.2	51.6	465.4	8	COMPANION	60	8	0.4	950	14176929.5
mcp1k	282385	NEARBY	-1	30	153233.4	0.0145	1.1	0.48	151.4	nan	201.8	-54.4	462.7	10	UNMATCHED	30	1000000	0.3	1512	10554117.7
mcp1k	282459	NEARBY	-1	7	28095.5	0.0037	0.9	0.3	90.2	nan	201.9	156.6	160.3	9	UNMATCHED	7	1000009	0.5	1065	7584440.7
mcp1k	282666	NEARBY	-1	10	155079.1	0.0107	0.9	0.28	127.5	nan	-201.7	-75.4	217.3	9	COMPANION	10	2	0.3	1979	14479862.9
mcp1k	283009	NEARBY	-1	3	11177.3	0.0004	0.6	0.13	244.3	nan	-153.4	134.4	500.7	11	COMPANION	3	3	0.2	3440	26441573.1
mcp1k	283229	NEARBY	-1	61	437821.4	0.0305	26.4	1.7	168.9	nan	229.9	107.2	238.1	5	UNMATCHED	61	1000001	0.4	1831	14360153.3
mcp1k	283463	NEARBY	-1	11	76597.0	0.0162	0.8	0.36	200.5	nan	-202.1	187.6	3.3	1	COMPANION	11	8	0.3	775	4736311.4
mcp1k	283463	NEARBY	-1	3	11851.3	0.0025	0.6	0.16	174.3	nan	51.9	173.6	0.5	9	UNMATCHED	3	1000010	0.3	775	4736311.4
mcp1k	283515	NEARBY	-1	2	2880.4	0.0001	0.0	0.0	6.1	nan	-98.2	180.7	91.6	59	COMPANION	2	5	2.6	2202	26893262.2
mcp1k	283595	NEARBY	-1	33	388844.7	0.0489	2.4	0.47	503.5	nan	-55.8	169.9	500.6	5	COMPANION	33	4	0.2	660	7946833.1
mcp1k	283713	UNHELD	1	30	328727.3	0.003	2.5	0.84	225.5	3.1	-97.1	88.6	262.6	-1	OWN	0	0	0.0	16762	110552419.8
mcp1k	283713	UNHELD	3	9	17642.0	0.0002	2.7	0.3	217.4	3.5	-96.2	93.3	251.9	-1	OWN	0	0	0.0	16762	110552419.8
mcp1k	283905	NEARBY	-1	5	16477.2	0.0029	1.0	0.27	0.4	nan	-201.7	108.7	160.1	3	COMPANION	5	5	0.3	1016	5742332.8
mcp1k	283905	NEARBY	-1	9596	92645706.8	16.1338	181.5	5.07	83.5	nan	-142.6	58.5	210.7	10	OTHER	9596	1	0.1	1016	5742332.8
mcp1k	283969	NEARBY	-1	4564	84683225.9	24.7907	240.4	1.26	24.3	nan	-61.8	-17.5	254.2	19	OTHER	4564	7	3.2	184	3415933.8
mcp1k	283991	NEARBY	-1	2	4668.9	0.0004	0.0	0.0	118.8	nan	201.5	-173.1	24.7	7	UNMATCHED	2	1000002	0.3	1338	10864358.5
mcp1k	284013	NEARBY	-1	3	39117.1	0.0038	0.6	0.28	8.5	nan	-47.1	-172.5	249.8	34	COMPANION	3	3	1.2	1554	10309164.9
mcp1k	284103	NEARBY	-1	28	172169.1	0.0072	2.7	0.73	156.9	nan	201.8	-105.0	337.4	6	UNMATCHED	28	1000000	0.3	2094	23907670.7
mcp1k	284145	NEARBY	-1	19	318739.0	0.0111	32.0	0.46	9.1	nan	201.8	36.3	297.6	10	UNMATCHED	19	1000000	0.3	2997	28633597.2
mcp1k	284200	NEARBY	-1	107	945234.6	0.0585	12.4	2.14	5.1	nan	201.7	-128.6	482.9	4	UNMATCHED	107	1000001	0.3	1523	16171477.8
mcp1k	284200	NEARBY	-1	28	290079.4	0.0179	1.9	0.54	12.1	nan	199.7	-121.7	484.2	26	UNMATCHED	28	1000001	1.7	1523	16171477.8
mcp1k	284211	NEARBY	-1	42	584298.5	0.0201	3.7	0.94	130.3	nan	-201.8	173.8	457.4	5	COMPANION	42	0	0.3	1732	29104978.0
mcp1k	284657	NEARBY	-1	2621	16755829.0	1.5281	168.5	0.91	14.2	nan	-71.0	108.1	399.6	25	OTHER	2621	10	3.2	1568	10965412.0
mcp1k	284657	NEARBY	-1	11	71283.1	0.0065	0.7	0.3	20.1	nan	-33.7	85.1	445.8	72	OTHER	11	10	3.4	1568	10965412.0
mcp1k	285253	NEARBY	-1	1355	11450648.0	1.9833	64.9	0.88	77.9	nan	-37.7	-146.7	482.6	10	COMPANION	1355	5	0.3	731	5773400.0
mcp1k	285366	NEARBY	-1	4	26719.4	0.0034	0.6	0.15	0.6	nan	201.9	-47.7	461.8	12	UNMATCHED	4	1000001	0.3	578	7798475.5
mcp1k	285467	NEARBY	-1	10	67287.1	0.0097	6.1	0.25	1.1	nan	-2.1	-49.5	0.6	7	UNMATCHED	10	1000009	0.5	991	6941924.1
mcp1k	285929	NEARBY	-1	21	121499.0	0.0074	194.1	34.13	14.7	nan	-185.3	141.8	339.9	6	COMPANION	21	2	0.3	2741	16331427.4
mcp1k	285971	NEARBY	-1	1	1554.0	0.0001	0.0	0.0	212.4	nan	-0.4	-25.6	269.4	2	COMPANION	1	4	0.5	2661	14962607.7
mcp1k	286180	NEARBY	-1	6	82763.0	0.0148	0.3	0.2	31.8	nan	201.7	-92.3	282.7	5	UNMATCHED	6	1000005	0.4	451	5594044.9
mcp1k	286191	NEARBY	-1	1913	28041436.0	2.938	70.1	1.44	115.2	nan	128.0	138.5	192.7	12	UNMATCHED	1913	1000002	0.2	1343	9544331.1
mcp1k	286191	NEARBY	-1	21	130690.1	0.0137	5.3	0.18	42.3	nan	134.3	148.9	118.0	62	UNMATCHED	21	1000009	2.6	1343	9544331.1
mcp1k	286527	NEARBY	-1	23	84567.1	0.0259	90.9	0.5	22.2	nan	207.3	176.4	266.3	15	UNMATCHED	23	1000005	0.3	392	3269959.5
mcp1k	286655	NEARBY	-1	6	19716.0	0.0012	1.0	0.3	66.3	nan	-41.5	29.8	65.5	70	COMPANION	6	10	1.3	2322	17143792.4
mcp1k	286681	UNHELD	0	74	773293.9	0.0064	2.3	1.17	53.7	3.0	-133.1	-24.0	463.5	-1	OWN	0	0	0.0	12663	120535529.1
mcp1k	286681	UNHELD	1	75	500387.9	0.0042	3.7	1.24	54.5	3.1	-137.9	-26.2	456.7	-1	OWN	0	0	0.0	12663	120535529.1
mcp1k	286681	UNHELD	4	26	216655.5	0.0018	1.7	0.5	7.2	3.0	-137.0	28.4	467.7	-1	OWN	0	0	0.0	12663	120535529.1
mcp1k	286681	UNHELD	6	16	112455.0	0.0009	1.6	0.58	50.6	3.1	-134.8	-17.7	447.1	-1	OWN	0	0	0.0	12663	120535529.1
mcp1k	286681	UNHELD	7	58	451366.0	0.0037	3.8	1.17	52.5	3.0	-137.5	-9.8	425.5	-1	OWN	0	0	0.0	12663	120535529.1
mcp1k	286681	UNHELD	9	9	56758.0	0.0005	1.9	0.36	15.4	3.1	-135.5	42.2	447.6	-1	OWN	0	0	0.0	12663	120535529.1
mcp1k	286681	UNHELD	11	43	672650.9	0.0056	2.6	0.68	16.0	3.0	-134.2	14.8	464.2	-1	OWN	0	0	0.0	12663	120535529.1
mcp1k	286681	UNHELD	13	28	255782.4	0.0021	5.3	0.52	42.3	3.0	-133.1	-4.5	489.7	-1	OWN	0	0	0.0	12663	120535529.1
mcp1k	286681	NEARBY	-1	61	432399.8	0.0036	46.2	4.91	44.7	nan	-137.1	-6.8	500.7	2	COMPANION	61	0	0.2	12663	120535529.1
mcp1k	286681	NEARBY	-1	41	326563.9	0.0027	1.6	0.62	57.7	nan	-131.6	-26.5	469.0	43	COMPANION	41	0	2.5	12663	120535529.1
mcp1k	286681	NEARBY	-1	42	273325.9	0.0023	3.7	0.48	25.2	nan	-135.9	18.7	483.8	70	COMPANION	42	0	2.9	12663	120535529.1
mcp1k	286681	NEARBY	-1	8	74347.6	0.0006	1.2	0.32	18.7	nan	-135.0	24.0	478.2	71	COMPANION	8	0	2.5	12663	120535529.1
mcp1k	286906	NEARBY	-1	7	34572.0	0.004	0.5	0.22	137.7	nan	-201.7	152.1	383.2	2	COMPANION	7	2	0.3	1434	8569099.1
mcp1k	287431	UNHELD	0	977	18640382.1	0.9782	27.9	3.87	nan	317.5	-201.8	-164.9	44.7	-1	OWN	0	0	0.0	1076	19055781.8
mcp1k	287431	UNHELD	2	74	288664.8	0.0151	4.7	1.18	nan	314.4	-202.4	-148.6	60.9	-1	OWN	0	0	0.0	1076	19055781.8
mcp1k	287431	NEARBY	-1	1007	30262194.5	1.5881	25.7	4.2	nan	nan	-201.0	-180.5	42.2	18	COMPANION	1007	0	0.3	1076	19055781.8
mcp1k	287517	NEARBY	-1	3873	25022167.9	1.3281	228.5	2.0	78.1	nan	89.7	42.1	400.2	14	UNMATCHED	3873	1000001	0.1	2171	18840851.0
mcp1k	287517	NEARBY	-1	2589	17946287.8	0.9525	143.8	10.37	7.1	nan	72.2	151.0	380.5	24	OTHER	2589	5	1.8	2171	18840851.0
mcp1k	287599	NEARBY	-1	17	94963.4	0.0196	55.5	0.32	30.9	nan	-218.9	123.4	461.9	5	COMPANION	17	10	0.3	672	4855108.7
mcp1k	287654	NEARBY	-1	7	19352.3	0.0012	48.0	0.3	16.9	nan	-2.7	67.8	476.4	1	COMPANION	7	8	0.3	2042	16412573.4
mcp1k	287654	NEARBY	-1	10	64486.8	0.0039	0.9	0.34	73.4	nan	28.8	33.4	481.6	90	COMPANION	10	8	1.2	2042	16412573.4
mcp1k	288287	NEARBY	-1	16	64478.0	0.0015	2.4	0.65	233.6	nan	-201.7	-33.6	310.1	2	COMPANION	16	0	0.3	5119	44369195.9
mcp1k	288287	NEARBY	-1	2	4400.6	0.0001	0.0	0.0	24.7	nan	-163.2	25.4	67.0	29	COMPANION	2	0	1.6	5119	44369195.9
