sample	event	kind	gid	npts	Q	Qfrac	ext	rms	dvtx	dheld	cx	cy	cz	cluster	cl_class	cl_npts	cl_gid	dcand	n_cand_pts	Qcand
mcp2k	396551	NEARBY	-1	4156	27715380.7	1.3394	250.2	1.11	53.4	nan	-112.9	-13.5	252.1	11	OTHER	4156	4	0.1	2402	20693154.8
mcp2k	396551	NEARBY	-1	115	577334.5	0.0279	49.6	1.31	133.6	nan	-206.1	186.4	280.0	12	COMPANION	115	3	0.3	2402	20693154.8
mcp2k	396551	NEARBY	-1	9	68285.0	0.0033	0.9	0.28	107.5	nan	-193.8	154.6	247.8	47	COMPANION	9	3	3.0	2402	20693154.8
mcp2k	396551	NEARBY	-1	4	42974.2	0.0021	0.7	0.16	9.5	nan	-179.3	102.2	160.2	66	COMPANION	4	3	1.5	2402	20693154.8
mcp2k	396761	NEARBY	-1	7	11187.3	0.0015	0.7	0.21	104.9	nan	-0.0	25.0	463.5	2	COMPANION	7	4	0.3	1459	7692178.8
mcp2k	396805	NEARBY	-1	19	107110.2	0.0124	33.3	0.36	20.5	nan	202.0	163.8	262.8	5	UNMATCHED	19	1000000	0.4	686	8656378.5
mcp2k	396816	NEARBY	-1	12	56165.0	0.0061	0.9	0.4	23.5	nan	-83.8	-72.6	26.0	56	COMPANION	12	8	4.2	972	9182050.3
mcp2k	396829	NEARBY	-1	9	165255.0	0.0109	0.6	0.29	83.9	nan	201.8	161.5	195.8	14	UNMATCHED	9	1000005	0.4	1647	15163180.4
mcp2k	396927	NEARBY	-1	3	29838.0	0.0032	0.6	0.16	506.0	nan	-201.8	108.3	8.8	2	COMPANION	3	5	0.3	1017	9441640.1
mcp2k	396927	NEARBY	-1	10	85353.2	0.009	0.9	0.33	14.3	nan	0.0	116.1	475.5	8	COMPANION	10	5	0.4	1017	9441640.1
mcp2k	397498	NEARBY	-1	4609	30687661.5	1.3238	292.5	2.11	49.2	nan	-52.6	30.9	136.5	24	COMPANION	4609	9	4.4	1147	23181393.8
mcp2k	397599	NEARBY	-1	8	54140.0	0.0246	0.4	0.24	19.1	nan	-180.8	180.8	500.6	7	COMPANION	8	7	0.3	263	2205149.0
mcp2k	397927	UNHELD	0	7	26252.7	0.0021	0.8	0.27	109.0	3.0	-137.2	-157.2	61.0	-1	OWN	0	0	0.0	1515	12801361.9
mcp2k	398191	UNHELD	0	5	18864.2	0.0002	2.6	0.0	138.2	3.9	-112.7	38.0	343.7	-1	OWN	0	0	0.0	11648	119752685.0
mcp2k	398191	UNHELD	1	15	85007.0	0.0007	4.5	0.18	35.3	3.1	-119.4	129.1	286.0	-1	OWN	0	0	0.0	11648	119752685.0
mcp2k	398191	UNHELD	2	13	66148.5	0.0006	3.8	0.15	123.0	3.6	-113.9	48.3	332.9	-1	OWN	0	0	0.0	11648	119752685.0
mcp2k	398191	UNHELD	3	399	3785324.9	0.0316	25.0	1.53	46.6	3.0	-119.8	80.3	269.3	-1	OWN	0	0	0.0	11648	119752685.0
mcp2k	398191	UNHELD	4	11	48057.0	0.0004	4.6	0.25	104.3	3.2	-115.6	57.2	317.8	-1	OWN	0	0	0.0	11648	119752685.0
mcp2k	398191	UNHELD	5	5	38773.8	0.0003	1.1	0.15	118.8	3.7	-114.3	49.5	327.1	-1	OWN	0	0	0.0	11648	119752685.0
mcp2k	398191	NEARBY	-1	15	60435.4	0.0005	4.1	0.35	374.8	nan	-73.7	-139.1	500.6	6	COMPANION	15	0	0.2	11648	119752685.0
mcp2k	398191	NEARBY	-1	2135	15439838.9	0.1289	145.5	2.42	16.4	nan	-123.1	117.1	249.2	21	OTHER	2135	2	0.2	11648	119752685.0
mcp2k	398225	NEARBY	-1	4884	52579264.3	1.3037	157.4	1.76	10.0	nan	-91.7	-66.6	35.6	11	COMPANION	4884	0	1.9	5279	40331100.5
mcp2k	398567	NEARBY	-1	20	96508.3	0.0049	151.0	0.38	161.2	nan	-3.8	-95.5	359.2	6	COMPANION	20	1	0.4	3838	19734687.8
mcp2k	399853	NEARBY	-1	10	37674.5	0.0052	0.6	0.31	131.2	nan	-116.5	18.0	500.7	3	COMPANION	10	3	0.3	1234	7181784.5
mcp2k	399853	NEARBY	-1	11	42510.9	0.0059	0.7	0.2	20.7	nan	-40.1	-85.8	449.3	49	COMPANION	11	3	1.4	1234	7181784.5
mcp2k	400029	NEARBY	-1	1840	18443951.1	0.3875	101.9	0.82	3.5	nan	35.6	-123.4	166.5	9	UNMATCHED	1840	1000002	0.1	6924	47596711.5
mcp2k	400185	NEARBY	-1	12	50290.9	0.0035	0.5	0.24	149.8	nan	-24.2	166.8	51.6	57	UNMATCHED	12	1000009	1.0	1447	14392711.0
mcp2k	400251	NEARBY	-1	63	441924.4	0.0258	3.9	0.66	9.4	nan	-64.2	129.4	61.6	57	COMPANION	63	5	2.3	753	17100379.5
mcp2k	400349	UNHELD	0	6	34317.9	0.0149	1.5	0.34	nan	88.9	-201.7	-66.0	130.8	-1	OWN	0	0	0.0	249	2308752.2
mcp2k	400349	UNHELD	1	31	145157.8	0.0629	3.2	0.29	nan	146.1	-218.6	-78.1	60.0	-1	OWN	0	0	0.0	249	2308752.2
mcp2k	400349	UNHELD	2	101	1096234.7	0.4748	6.0	0.48	nan	162.4	-203.6	-27.0	63.2	-1	OWN	0	0	0.0	249	2308752.2
mcp2k	400349	NEARBY	-1	822	7289344.7	3.1573	55.3	2.41	nan	nan	-187.5	-92.3	169.1	20	COMPANION	822	1	0.3	249	2308752.2
mcp2k	402209	NEARBY	-1	9	49579.0	0.0024	0.8	0.31	27.8	nan	201.9	-77.4	172.2	6	UNMATCHED	9	1000003	0.4	1782	20309460.6
mcp2k	405707	NEARBY	-1	4784	41380834.4	1.5283	229.7	1.62	129.4	nan	-109.3	11.5	385.2	2	OTHER	4784	0	0.2	4222	27076863.0
mcp2k	405707	NEARBY	-1	7646	54648418.5	2.0183	230.6	2.18	7.2	nan	1.8	47.5	134.6	18	UNMATCHED	7646	1000004	1.0	4222	27076863.0
mcp2k	405927	NEARBY	-1	10	6260.0	0.0011	6.0	0.0	334.7	nan	-0.2	19.5	407.3	3	OTHER	10	16	0.3	714	5857859.2
mcp2k	406125	NEARBY	-1	14	53510.1	0.0022	0.7	0.28	3.6	nan	-4.4	17.7	27.9	37	UNMATCHED	14	1000001	1.7	2481	24276122.0
mcp2k	406367	NEARBY	-1	2597	24268662.5	3.4989	135.3	2.37	58.2	nan	24.0	85.9	198.4	11	UNMATCHED	2597	1000005	1.4	871	6936077.5
mcp2k	406631	NEARBY	-1	12	79391.1	0.0032	51.5	0.4	80.5	nan	-211.5	64.9	289.8	3	COMPANION	12	1	0.4	3062	25039299.3
mcp2k	407798	NEARBY	-1	2	994.4	0.0001	0.0	0.0	3.8	nan	0.4	113.5	324.4	17	UNMATCHED	2	1000010	1.7	1632	14224314.0
mcp2k	407798	NEARBY	-1	4381	48103261.0	3.3818	257.8	0.98	277.2	nan	-9.8	-35.1	82.3	25	UNMATCHED	4381	1000002	0.3	1632	14224314.0
mcp2k	408678	UNHELD	0	17	195499.9	0.0094	1.6	0.83	36.3	3.0	-195.5	-25.9	460.6	-1	OWN	0	0	0.0	2038	20871093.3
mcp2k	408678	NEARBY	-1	4	8947.1	0.0004	0.4	0.12	42.1	nan	-201.7	10.2	450.0	2	COMPANION	4	0	0.3	2038	20871093.3
mcp2k	409052	NEARBY	-1	66	361603.1	0.0121	70.8	1.51	87.9	nan	202.6	-2.1	417.5	13	UNMATCHED	66	1000000	0.3	3162	29770445.3
mcp2k	409052	NEARBY	-1	36	212861.0	0.0072	1.8	0.6	12.1	nan	191.5	-108.3	334.4	22	OTHER	36	2	0.2	3162	29770445.3
mcp2k	409888	NEARBY	-1	40	290793.9	0.0118	1.7	0.54	20.9	nan	-65.7	-43.0	131.0	55	UNMATCHED	40	1000005	0.6	4316	24674391.1
mcp2k	410126	NEARBY	-1	8	49454.0	0.0183	1.1	0.42	43.8	nan	-201.6	121.2	181.2	6	COMPANION	8	9	0.5	425	2702413.5
mcp2k	410768	NEARBY	-1	14	60477.4	0.0293	1.8	0.3	286.4	nan	-202.5	154.3	448.1	3	COMPANION	14	4	0.3	190	2065355.9
mcp2k	412242	NEARBY	-1	20	129972.0	0.0027	1.7	0.35	47.2	nan	171.7	117.9	199.8	45	UNMATCHED	20	1000000	1.2	4901	48566757.6
mcp2k	412326	NEARBY	-1	1	7744.8	0.0014	0.0	0.0	36.5	nan	-201.8	83.5	472.2	2	COMPANION	1	3	0.3	495	5633594.0
mcp2k	412612	NEARBY	-1	9	135488.0	0.0119	1.4	0.29	0.5	nan	-0.1	-198.3	304.0	1	COMPANION	9	4	0.4	1482	11422658.2
mcp2k	415186	NEARBY	-1	6	20805.0	0.0023	0.5	0.17	283.0	nan	0.2	-174.7	222.1	1	COMPANION	6	1	0.3	867	8927910.7
mcp2k	415186	NEARBY	-1	6	56960.0	0.0064	0.5	0.26	81.0	nan	-201.6	33.2	222.7	3	COMPANION	6	1	0.4	867	8927910.7
mcp2k	415278	UNHELD	0	14	126028.0	0.0007	2.4	0.29	10.3	3.4	65.9	3.3	166.7	-1	OWN	0	0	0.0	18074	179776193.0
mcp2k	415278	UNHELD	1	30	300131.7	0.0017	1.7	0.56	38.3	3.0	60.5	-1.2	194.8	-1	OWN	0	0	0.0	18074	179776193.0
mcp2k	415278	UNHELD	2	197	2425463.3	0.0135	3.8	1.55	57.6	3.0	68.7	-2.5	217.8	-1	OWN	0	0	0.0	18074	179776193.0
mcp2k	415278	UNHELD	3	46	273315.8	0.0015	2.1	0.73	39.8	3.1	65.3	-2.4	196.7	-1	OWN	0	0	0.0	18074	179776193.0
mcp2k	415278	UNHELD	4	10	93260.3	0.0005	0.9	0.48	67.9	3.0	66.9	27.9	225.0	-1	OWN	0	0	0.0	18074	179776193.0
mcp2k	415278	UNHELD	5	12	73700.5	0.0004	1.1	0.33	59.2	3.0	71.8	17.1	217.6	-1	OWN	0	0	0.0	18074	179776193.0
mcp2k	415278	UNHELD	6	20	54773.0	0.0003	1.6	0.67	52.5	3.0	70.1	2.0	210.7	-1	OWN	0	0	0.0	18074	179776193.0
mcp2k	415278	UNHELD	7	60	675563.4	0.0038	2.7	1.02	60.2	3.0	67.1	15.8	220.7	-1	OWN	0	0	0.0	18074	179776193.0
mcp2k	415278	UNHELD	8	7	52972.1	0.0003	1.4	0.3	53.0	3.0	66.9	-0.7	210.4	-1	OWN	0	0	0.0	18074	179776193.0
mcp2k	415278	NEARBY	-1	10	20537.0	0.0001	1.9	0.45	50.2	nan	56.3	14.6	209.0	68	UNMATCHED	10	1000000	1.0	18074	179776193.0
mcp2k	415278	NEARBY	-1	11	59974.6	0.0003	0.7	0.37	55.9	nan	49.5	27.3	210.2	94	UNMATCHED	11	1000000	0.7	18074	179776193.0
mcp2k	417100	NEARBY	-1	7	49067.3	0.0037	0.8	0.21	155.5	nan	-149.7	-31.4	500.7	4	COMPANION	7	9	0.2	2328	13142213.8
mcp2k	473952	NEARBY	-1	19	110289.3	0.0052	1.8	0.31	146.6	nan	-92.8	69.9	500.7	3	COMPANION	19	9	0.2	3605	21349899.9
mcp2k	474612	NEARBY	-1	50	430886.4	0.1145	1.7	0.67	19.5	nan	69.1	185.7	250.6	23	UNMATCHED	50	1000006	1.5	340	3764671.2
mcp2k	475096	NEARBY	-1	6	63051.0	0.0074	0.6	0.26	17.2	nan	-201.8	109.7	40.9	1	COMPANION	6	2	0.4	931	8505361.8
mcp2k	475096	NEARBY	-1	31	291710.6	0.0343	5.4	1.08	79.4	nan	-201.8	142.9	101.7	7	COMPANION	31	2	0.3	931	8505361.8
mcp2k	475140	NEARBY	-1	3	4493.9	0.0003	0.6	0.13	136.5	nan	-159.8	-104.9	500.7	9	COMPANION	3	3	0.3	2167	12965436.1
mcp2k	478088	NEARBY	-1	3	20389.3	0.0011	0.6	0.13	107.5	nan	-178.4	61.6	500.7	9	COMPANION	3	1	0.3	1670	18631195.0
mcp2k	478088	NEARBY	-1	13	40861.8	0.0022	1.9	0.33	18.2	nan	-156.8	2.0	398.6	95	COMPANION	13	1	1.1	1670	18631195.0
mcp2k	480002	UNHELD	0	6	45072.6	0.0285	0.9	0.33	nan	43.3	-182.6	118.9	500.7	-1	OWN	0	0	0.0	306	1579576.5
mcp2k	480002	UNHELD	1	207	991014.2	0.6274	10.6	1.67	nan	17.4	-201.7	24.0	233.4	-1	OWN	0	0	0.0	306	1579576.5
mcp2k	480002	NEARBY	-1	6059	35171946.8	22.2667	160.6	2.55	nan	nan	-194.4	63.3	348.5	20	COMPANION	6059	4	0.0	306	1579576.5
mcp2k	480970	NEARBY	-1	3	24823.2	0.0024	0.9	0.13	72.8	nan	-201.5	184.3	410.5	2	COMPANION	3	3	0.3	1067	10533513.2
mcp2k	481014	UNHELD	0	17	78911.0	0.0308	4.6	0.17	nan	53.7	-201.7	-6.1	49.7	-1	OWN	0	0	0.0	199	2562768.3
mcp2k	481014	UNHELD	2	109	2055655.4	0.8021	5.5	1.42	nan	58.6	-202.0	-10.8	56.9	-1	OWN	0	0	0.0	199	2562768.3
mcp2k	481014	NEARBY	-1	1294	10736611.0	4.1895	83.5	5.5	nan	nan	-152.8	21.8	26.1	19	COMPANION	1294	0	0.3	199	2562768.3
mcp2k	494847	NEARBY	-1	1	7209.5	0.0006	0.0	0.0	135.9	nan	183.6	46.8	462.6	22	UNMATCHED	1	1000002	1.3	1598	12269013.8
mcp2k	495199	NEARBY	-1	9	70196.0	0.0049	0.9	0.33	243.6	nan	201.8	78.1	192.3	13	UNMATCHED	9	1000000	0.3	2324	14343076.5
mcp2k	497311	UNHELD	0	15	11516.0	0.0002	2.2	1.12	488.8	3.9	-39.9	-24.9	456.6	-1	OWN	0	0	0.0	12162	65139348.9
mcp2k	497311	UNHELD	1	15	9648.0	0.0001	4.5	0.15	481.4	3.1	-39.3	-20.9	446.7	-1	OWN	0	0	0.0	12162	65139348.9
mcp2k	497311	NEARBY	-1	6187	42168532.6	0.6474	198.9	2.15	209.6	nan	-30.7	99.6	283.2	14	OTHER	6187	2	4.4	12162	65139348.9
mcp2k	497355	NEARBY	-1	1	2350.0	0.0003	0.0	0.0	123.0	nan	201.7	196.6	269.7	4	UNMATCHED	1	1000001	0.6	1270	7729913.3
mcp2k	497399	NEARBY	-1	2	12410.7	0.0009	0.0	0.0	383.5	nan	-201.8	162.4	94.9	7	COMPANION	2	1	0.3	1269	14110727.6
mcp2k	497399	NEARBY	-1	4	7566.0	0.0005	0.7	0.14	45.7	nan	0.8	-162.5	246.0	104	COMPANION	4	1	0.3	1269	14110727.6
mcp2k	498675	NEARBY	-1	12	60127.4	0.0134	1.1	0.39	0.7	nan	201.9	157.2	237.9	14	UNMATCHED	12	1000001	0.3	634	4485026.8
mcp2k	498851	NEARBY	-1	4	20552.0	0.0027	0.6	0.18	20.0	nan	-201.8	-93.1	190.9	3	COMPANION	4	1	0.3	715	7547487.7
mcp2k	499115	NEARBY	-1	10	32252.0	0.013	0.9	0.31	27.1	nan	-201.8	-102.2	403.4	5	COMPANION	10	0	0.3	329	2487891.7
