sample	event	kind	gid	npts	Q	Qfrac	ext	rms	dvtx	dheld	cx	cy	cz	cluster	cl_class	cl_npts	cl_gid	dcand	n_cand_pts	Qcand
mcp2k	47916	NEARBY	-1	13	112968.1	0.0456	41.8	0.39	18.4	nan	3.4	148.7	306.2	9	UNMATCHED	13	1000006	0.6	304	2479394.2
mcp2k	48488	NEARBY	-1	13208	203606476.8	14.0379	225.4	7.89	28.8	nan	-154.1	16.7	261.9	18	OTHER	13208	1	2.6	2302	14504045.5
mcp2k	48488	NEARBY	-1	11	68157.7	0.0047	0.7	0.33	44.9	nan	-163.3	166.0	238.8	58	OTHER	11	1	1.0	2302	14504045.5
mcp2k	49742	NEARBY	-1	4155	42718866.1	5.279	168.6	1.68	5.9	nan	145.5	-61.3	72.2	19	UNMATCHED	4155	1000000	4.4	981	8092172.1
mcp2k	49987	NEARBY	-1	3561	48093598.9	4.447	172.6	4.28	115.7	nan	-55.9	81.8	436.3	4	OTHER	3561	2	0.2	1926	10814795.8
mcp2k	50801	NEARBY	-1	5576	62488852.2	5.8249	289.4	1.48	319.8	nan	41.9	18.7	29.8	14	COMPANION	5576	3	2.0	1002	10727798.0
mcp2k	51128	NEARBY	-1	5	6592.3	0.0006	0.5	0.21	315.6	nan	0.1	197.9	39.4	4	UNMATCHED	5	1000004	0.4	1097	11779480.7
mcp2k	51128	NEARBY	-1	2919	22080736.3	1.8745	160.0	1.89	314.0	nan	-95.7	115.0	81.6	19	OTHER	2919	2	3.0	1097	11779480.7
mcp2k	51219	NEARBY	-1	21	145954.3	0.0057	1.3	0.48	159.4	nan	-108.3	0.0	129.2	42	COMPANION	21	1	2.6	3499	25723054.2
mcp2k	51260	NEARBY	-1	59	327742.0	0.127	2.3	0.94	0.2	nan	-201.7	97.5	28.5	6	COMPANION	59	1	0.3	375	2579805.9
mcp2k	51546	NEARBY	-1	3	13408.0	0.0006	0.5	0.0	399.5	nan	0.1	62.9	71.1	2	COMPANION	3	2	0.3	2628	22133871.6
mcp2k	51722	NEARBY	-1	13	95993.3	0.0166	1.1	0.39	116.7	nan	-201.9	27.4	102.3	7	COMPANION	13	10	0.3	596	5778228.0
mcp2k	51964	NEARBY	-1	5	14093.0	0.0012	1.0	0.25	194.6	nan	-201.8	-9.8	462.4	1	COMPANION	5	0	0.4	2095	12141029.4
mcp2k	52044	NEARBY	-1	18	73537.5	0.005	0.9	0.45	69.3	nan	-38.3	-100.3	288.7	59	COMPANION	18	3	0.7	2104	14727385.2
mcp2k	52220	NEARBY	-1	7	22505.0	0.0024	1.2	0.24	170.7	nan	-201.8	-1.2	256.4	5	COMPANION	7	3	0.4	1564	9377201.7
mcp2k	52220	NEARBY	-1	4	14132.3	0.0015	0.6	0.15	165.5	nan	-198.6	-3.9	251.9	50	COMPANION	4	3	1.4	1564	9377201.7
mcp2k	52693	NEARBY	-1	1229	9767088.8	0.3276	70.5	0.79	63.5	nan	152.8	-15.5	29.4	15	UNMATCHED	1229	1000003	2.1	2833	29811866.6
mcp2k	53130	UNHELD	0	6	16183.0	0.0027	0.6	0.29	9.9	3.2	-107.4	-45.6	483.5	-1	OWN	0	0	0.0	829	6092729.1
mcp2k	54332	NEARBY	-1	8	54238.0	0.001	1.0	0.25	255.8	nan	201.8	147.8	198.3	6	UNMATCHED	8	1000000	0.3	6992	56220128.9
mcp2k	54332	NEARBY	-1	15	57568.1	0.001	1.0	0.4	49.3	nan	38.4	-12.1	131.8	127	UNMATCHED	15	1000000	1.1	6992	56220128.9
mcp2k	54508	NEARBY	-1	11	76142.2	0.0146	0.7	0.36	4.7	nan	20.5	-107.2	195.6	47	UNMATCHED	11	1000005	1.2	355	5220334.4
mcp2k	54629	NEARBY	-1	63	1508614.7	0.0723	10.2	0.35	216.5	nan	77.7	-111.0	0.3	9	UNMATCHED	63	1000007	0.5	2495	20869007.7
mcp2k	55278	NEARBY	-1	2	29278.0	0.0016	0.0	0.0	135.3	nan	-201.5	81.7	482.8	1	COMPANION	2	3	0.3	1976	17745524.3
mcp2k	56180	NEARBY	-1	4	149566.0	0.0053	0.6	0.15	86.5	nan	-201.7	121.1	215.9	5	COMPANION	4	1	0.3	2720	28288470.2
mcp2k	56763	NEARBY	-1	6	104308.4	0.0169	0.7	0.21	22.4	nan	201.9	138.2	115.3	8	UNMATCHED	6	1000002	0.4	612	6166641.6
mcp2k	56972	NEARBY	-1	13	77409.6	0.01	3.8	0.51	39.6	nan	201.8	45.8	109.6	8	UNMATCHED	13	1000004	0.3	973	7775713.7
mcp2k	57709	NEARBY	-1	21	183603.2	0.0084	1.0	0.49	56.9	nan	79.1	17.4	116.1	97	UNMATCHED	21	1000001	1.5	2548	21899550.1
mcp2k	66366	NEARBY	-1	8	19401.9	0.0011	0.6	0.24	287.7	nan	-66.4	-189.4	500.6	3	COMPANION	8	12	0.3	3032	17003212.2
mcp2k	66366	NEARBY	-1	8	51311.6	0.003	0.7	0.17	35.2	nan	30.8	-82.4	249.1	32	OTHER	8	4	1.8	3032	17003212.2
mcp2k	66652	UNHELD	0	9	35011.0	0.0014	2.1	0.45	23.5	3.0	-48.5	154.3	137.7	-1	OWN	0	0	0.0	4503	24305661.3
mcp2k	66652	NEARBY	-1	4632	34657151.2	1.4259	230.2	1.69	51.0	nan	45.2	76.7	135.0	17	UNMATCHED	4632	1000001	1.9	4503	24305661.3
mcp2k	66652	NEARBY	-1	4	1636.0	0.0001	1.9	0.0	45.0	nan	-46.8	151.5	158.6	100	COMPANION	4	6	2.4	4503	24305661.3
mcp2k	67026	NEARBY	-1	12	51739.2	0.0023	1.0	0.35	253.2	nan	-0.1	181.6	287.1	8	COMPANION	12	5	0.4	3484	22213885.9
mcp2k	67898	NEARBY	-1	8	25054.0	0.0015	1.3	0.35	202.2	nan	0.0	55.8	491.5	1	COMPANION	8	6	0.5	2491	17102624.1
mcp2k	68308	NEARBY	-1	4	10282.0	0.0007	0.6	0.15	102.8	nan	-201.9	135.7	158.8	5	COMPANION	4	1	0.4	2225	15745879.5
mcp2k	68308	NEARBY	-1	4205	87599350.6	5.5633	249.7	4.46	25.2	nan	-141.8	20.1	95.9	14	OTHER	4205	2	4.9	2225	15745879.5
mcp2k	68308	NEARBY	-1	14	114568.8	0.0073	0.8	0.27	61.7	nan	-177.4	123.1	128.4	38	COMPANION	14	1	1.1	2225	15745879.5
mcp2k	68830	NEARBY	-1	20	203129.2	0.0236	1.5	0.36	2.2	nan	-96.8	-148.7	283.0	41	COMPANION	20	6	0.9	1081	8624045.2
mcp2k	69144	NEARBY	-1	596	3989621.6	0.4332	38.0	0.66	106.0	nan	-45.7	98.1	482.6	3	OTHER	596	1	0.5	1542	9208819.5
mcp2k	69144	NEARBY	-1	6	17974.0	0.002	0.7	0.3	30.3	nan	-0.2	79.7	424.0	5	COMPANION	6	7	0.4	1542	9208819.5
mcp2k	69306	NEARBY	-1	6	35242.7	0.0046	0.6	0.21	93.3	nan	201.7	-69.7	17.8	8	UNMATCHED	6	1000004	0.5	979	7648959.0
mcp2k	69556	NEARBY	-1	26	179697.6	0.0595	12.5	0.7	14.1	nan	-201.7	116.5	146.2	5	COMPANION	26	6	0.4	281	3022615.7
mcp2k	70084	NEARBY	-1	19	131585.8	0.0087	19.5	0.71	15.1	nan	-201.8	9.7	134.0	7	COMPANION	19	6	0.3	1515	15131612.9
mcp2k	70178	NEARBY	-1	27	163165.6	0.0166	5.6	1.2	246.8	nan	1.1	87.8	96.6	5	COMPANION	27	1	0.3	813	9829734.0
mcp2k	70222	NEARBY	-1	3	3055.5	0.0002	0.6	0.13	44.4	nan	-176.1	-142.0	500.7	4	COMPANION	3	0	0.5	1616	17391142.2
mcp2k	70472	UNHELD	1	17	118479.3	0.0004	3.8	0.93	173.1	3.0	-85.0	-23.8	455.1	-1	OWN	0	0	0.0	16741	322546437.4
mcp2k	70472	UNHELD	2	26	280616.0	0.0009	4.2	0.87	184.9	3.1	-84.5	-5.2	419.5	-1	OWN	0	0	0.0	16741	322546437.4
mcp2k	70538	NEARBY	-1	5	9806.6	0.0016	1.0	0.14	6.0	nan	-0.2	187.2	10.3	3	COMPANION	5	10	0.3	836	5963624.0
mcp2k	70640	UNHELD	0	8	56162.0	0.0023	2.2	0.22	150.5	3.0	-174.9	73.0	290.6	-1	OWN	0	0	0.0	3323	24558972.4
mcp2k	70640	UNHELD	1	11	21782.6	0.0009	3.7	0.58	139.6	3.1	-173.6	78.5	283.6	-1	OWN	0	0	0.0	3323	24558972.4
mcp2k	70640	NEARBY	-1	39	383577.9	0.0156	2.7	0.65	1.5	nan	-143.2	129.8	155.2	54	COMPANION	39	0	1.0	3323	24558972.4
mcp2k	70713	NEARBY	-1	2	7639.3	0.0013	0.0	0.0	468.4	nan	-0.4	-20.5	40.3	2	COMPANION	2	2	0.3	809	5817655.5
mcp2k	70713	NEARBY	-1	10	351418.9	0.0604	75.8	0.48	4.7	nan	-187.6	140.7	460.1	10	COMPANION	10	2	0.3	809	5817655.5
mcp2k	70766	NEARBY	-1	17	173098.0	0.0034	1.1	0.32	0.8	nan	91.9	118.5	0.3	11	UNMATCHED	17	1000007	0.4	6073	50210424.7
mcp2k	70766	NEARBY	-1	4195	25691302.9	0.5117	248.6	4.05	161.0	nan	53.0	56.4	171.6	19	UNMATCHED	4195	1000004	2.0	6073	50210424.7
mcp2k	71642	NEARBY	-1	2	1089.0	0.0	0.0	0.0	55.5	nan	0.4	9.2	163.2	5	UNMATCHED	2	1000000	0.4	4830	39360710.5
mcp2k	71872	NEARBY	-1	14	100046.6	0.0039	0.7	0.24	384.8	nan	-194.5	-59.1	89.4	21	UNMATCHED	14	1000001	0.9	2751	25891566.1
mcp2k	72055	NEARBY	-1	188	1066501.1	0.0313	5.3	1.97	219.9	nan	-201.7	-161.7	232.7	3	COMPANION	188	0	0.3	4466	34081825.9
mcp2k	72196	NEARBY	-1	10	58696.4	0.0031	0.6	0.2	94.4	nan	-191.1	12.3	421.7	32	COMPANION	10	2	1.5	2977	19065992.5
mcp2k	72275	NEARBY	-1	264	2439536.5	0.0462	7.9	1.12	417.2	nan	-202.4	191.0	498.6	2	OTHER	264	10	0.3	8634	52843688.5
mcp2k	72742	NEARBY	-1	6	27653.1	0.0132	0.7	0.24	28.5	nan	-167.9	-119.8	500.7	5	COMPANION	6	3	0.3	288	2088745.6
mcp2k	72759	NEARBY	-1	16	104936.0	0.0058	1.5	0.41	108.5	nan	0.0	-161.2	354.1	4	COMPANION	16	2	0.4	3130	18072384.3
mcp2k	72786	UNHELD	0	10	40596.0	0.0007	2.7	0.35	94.7	3.2	-121.4	143.5	22.2	-1	OWN	0	0	0.0	9678	58055604.1
mcp2k	72786	UNHELD	3	6	35068.0	0.0006	1.9	0.29	92.0	3.5	-121.4	146.0	24.9	-1	OWN	0	0	0.0	9678	58055604.1
mcp2k	72786	UNHELD	5	8	67011.0	0.0012	3.3	0.29	89.4	3.2	-121.4	146.8	27.6	-1	OWN	0	0	0.0	9678	58055604.1
mcp2k	72786	NEARBY	-1	3	20278.0	0.0003	0.6	0.13	89.7	nan	-201.7	105.9	171.6	4	COMPANION	3	0	0.4	9678	58055604.1
mcp2k	72840	NEARBY	-1	1	821.9	0.0001	0.0	0.0	22.4	nan	-0.4	-130.8	477.9	3	COMPANION	1	7	0.5	982	8749005.9
mcp2k	73038	NEARBY	-1	216	1513143.6	0.9062	8.1	1.07	269.1	nan	0.1	20.6	380.1	1	OTHER	216	14	0.4	215	1669706.5
mcp2k	73054	NEARBY	-1	5	21311.5	0.0036	0.8	0.26	34.5	nan	-0.1	81.9	487.6	7	COMPANION	5	7	0.4	791	5880555.5
mcp2k	73412	NEARBY	-1	814	6675058.9	0.5945	53.0	2.42	81.7	nan	109.3	162.6	202.2	11	UNMATCHED	814	1000008	4.5	1801	11228833.1
mcp2k	73688	UNHELD	0	7	6981.0	0.0002	1.6	0.36	109.3	3.4	-50.3	79.7	282.0	-1	OWN	0	0	0.0	6486	42481645.1
mcp2k	73688	NEARBY	-1	9	24384.1	0.0006	1.2	0.38	307.3	nan	0.1	58.3	475.1	1	COMPANION	9	0	0.5	6486	42481645.1
mcp2k	73688	NEARBY	-1	5	4925.0	0.0001	2.6	0.0	119.6	nan	-45.8	69.1	291.2	82	COMPANION	5	0	1.3	6486	42481645.1
mcp2k	73727	NEARBY	-1	5680	54231400.1	4.7723	185.8	1.78	38.1	nan	3.5	-64.6	60.1	8	UNMATCHED	5680	1000006	0.0	2272	11363829.0
mcp2k	73991	NEARBY	-1	6	36295.3	0.0021	0.5	0.17	2.2	nan	2.8	-24.2	415.0	6	OTHER	6	7	0.2	1708	17668045.9
mcp2k	74326	NEARBY	-1	5	24742.0	0.0006	1.4	0.15	24.0	nan	51.6	107.7	413.3	46	UNMATCHED	5	1000000	1.6	5885	42253201.0
mcp2k	74326	NEARBY	-1	23	144908.0	0.0034	3.9	0.27	93.3	nan	14.1	187.1	409.2	81	UNMATCHED	23	1000000	1.4	5885	42253201.0
mcp2k	74854	NEARBY	-1	2	2809.6	0.0003	0.0	0.0	130.8	nan	-28.9	-176.8	500.5	1	COMPANION	2	9	0.7	1821	9209625.5
mcp2k	75206	NEARBY	-1	6	31586.7	0.0006	0.5	0.17	251.7	nan	-121.2	106.4	432.7	65	OTHER	6	1	2.0	14677	56718681.3
mcp2k	75206	NEARBY	-1	14	66573.9	0.0012	0.7	0.24	249.7	nan	-122.7	59.6	437.7	66	OTHER	14	1	0.7	14677	56718681.3
mcp2k	75678	NEARBY	-1	12	89041.2	0.0211	0.8	0.39	42.3	nan	-201.8	-138.6	393.6	3	COMPANION	12	4	0.4	594	4214692.8
mcp2k	75954	NEARBY	-1	10	134495.7	0.0052	0.7	0.28	68.0	nan	201.8	-159.9	179.4	16	UNMATCHED	10	1000003	0.3	2464	25748096.0
mcp2k	76038	NEARBY	-1	7	88928.8	0.0075	0.8	0.26	8.4	nan	201.8	-77.5	323.1	15	UNMATCHED	7	1000002	0.3	1911	11916870.5
mcp2k	76170	UNHELD	0	9	100618.0	0.0027	0.9	0.29	358.9	3.3	-60.8	-44.5	484.5	-1	OWN	0	0	0.0	7063	37871021.6
mcp2k	76280	NEARBY	-1	4	15284.1	0.0009	0.4	0.15	307.2	nan	201.6	-91.7	4.7	4	UNMATCHED	4	1000000	0.3	1183	16340401.3
mcp2k	76350	UNHELD	1	14	207641.0	0.0037	1.2	0.54	52.7	3.0	107.0	-183.9	354.1	-1	OWN	0	0	0.0	7455	55927834.4
mcp2k	76350	NEARBY	-1	51	235946.5	0.0042	2.2	0.79	66.6	nan	107.9	-155.4	344.0	73	UNMATCHED	51	1000005	1.4	7455	55927834.4
mcp2k	76350	NEARBY	-1	29	400509.0	0.0072	1.4	0.66	78.8	nan	107.8	-164.4	329.4	98	UNMATCHED	29	1000005	0.8	7455	55927834.4
mcp2k	76350	NEARBY	-1	11	58228.8	0.001	0.8	0.32	28.3	nan	106.9	-180.7	379.1	99	UNMATCHED	11	1000005	2.4	7455	55927834.4
mcp2k	76350	NEARBY	-1	33	779389.2	0.0139	1.5	0.77	80.7	nan	108.1	-169.2	326.7	102	UNMATCHED	33	1000005	1.0	7455	55927834.4
mcp2k	77702	NEARBY	-1	5	8328.7	0.0004	0.9	0.26	168.6	nan	-0.0	121.4	276.9	10	COMPANION	5	6	0.3	3383	20288111.6
mcp2k	78032	NEARBY	-1	7	35587.9	0.0011	1.2	0.38	385.9	nan	-0.2	72.1	448.6	4	COMPANION	7	1	0.3	6231	33724709.8
mcp2k	78242	NEARBY	-1	7829	77964446.1	3.0159	233.3	1.77	179.8	nan	23.5	-1.4	229.7	22	UNMATCHED	7829	1000001	0.7	4040	25851262.1
mcp2k	78242	NEARBY	-1	4225	34347261.0	1.3286	244.7	1.44	248.8	nan	46.3	9.6	274.0	23	UNMATCHED	4225	1000000	0.3	4040	25851262.1
mcp2k	78682	NEARBY	-1	8	20803.4	0.095	0.7	0.35	23.2	nan	176.3	-193.0	22.8	8	UNMATCHED	8	1000003	2.6	41	218975.4
mcp2k	79689	NEARBY	-1	6	38920.3	0.0069	0.6	0.28	85.7	nan	-0.2	-48.5	389.1	7	COMPANION	6	5	0.3	789	5606083.4
mcp2k	90751	NEARBY	-1	6520	62023107.1	2.5789	239.8	2.29	217.2	nan	20.5	-5.0	151.3	21	UNMATCHED	6520	1000002	2.2	3179	24050080.5
mcp2k	91367	NEARBY	-1	11	39644.0	0.0026	1.1	0.34	328.6	nan	-201.8	-142.1	447.5	6	COMPANION	11	4	0.4	2931	15481528.7
mcp2k	91609	NEARBY	-1	121	935631.0	1.001	119.0	13.83	76.8	nan	-202.1	128.5	184.3	3	COMPANION	121	3	0.3	136	934699.1
mcp2k	91697	NEARBY	-1	25	161476.6	0.0183	60.6	0.25	35.5	nan	-151.8	51.2	500.7	1	COMPANION	25	2	0.0	849	8801519.9
mcp2k	92225	NEARBY	-1	83	154421.5	0.0123	13.1	3.01	69.0	nan	-187.9	90.2	258.1	47	COMPANION	83	1	4.8	1590	12562391.9
mcp2k	93919	UNHELD	1	6	67717.0	0.0039	3.5	0.0	13.5	3.5	-87.8	157.5	139.6	-1	OWN	0	0	0.0	1613	17215877.6
mcp2k	93919	UNHELD	2	71	497825.0	0.0289	6.0	1.11	18.0	3.0	-86.1	150.1	148.7	-1	OWN	0	0	0.0	1613	17215877.6
mcp2k	94224	NEARBY	-1	32	162164.4	0.0091	57.7	0.65	37.3	nan	10.1	123.9	408.8	3	COMPANION	32	2	0.3	1673	17842805.5
mcp2k	94293	NEARBY	-1	12	60022.0	0.0019	1.0	0.29	189.5	nan	-108.2	81.1	206.1	64	COMPANION	12	1	0.8	5219	31580373.8
mcp2k	94392	UNHELD	0	15	10652.6	0.0002	2.0	0.95	91.0	3.2	-98.5	50.1	325.1	-1	OWN	0	0	0.0	3710	45096051.7
mcp2k	94678	UNHELD	0	107	425931.0	0.029	8.4	0.71	52.3	3.4	57.8	118.9	451.5	-1	OWN	0	0	0.0	3531	14689053.9
mcp2k	94942	NEARBY	-1	1456	16287377.6	1.6418	87.6	0.5	2.8	nan	157.0	68.0	406.1	8	UNMATCHED	1456	1000003	0.6	1362	9920331.1
mcp2k	94942	NEARBY	-1	3952	26150720.2	2.6361	60.1	2.95	82.4	nan	53.0	161.7	456.9	16	UNMATCHED	3952	1000008	3.6	1362	9920331.1
mcp2k	95151	NEARBY	-1	2	3162.8	0.0006	0.0	0.0	26.8	nan	-201.7	-172.6	222.1	5	COMPANION	2	2	0.4	575	4889154.1
mcp2k	95151	NEARBY	-1	1	2287.0	0.0005	0.0	0.0	23.2	nan	-190.2	-199.7	248.7	59	COMPANION	1	2	1.5	575	4889154.1
mcp2k	95151	NEARBY	-1	5	29200.0	0.006	1.3	0.14	25.3	nan	-190.7	-196.4	252.0	60	COMPANION	5	2	1.1	575	4889154.1
mcp2k	95170	NEARBY	-1	7	19993.0	0.0049	1.0	0.27	67.4	nan	-201.8	14.4	246.3	6	COMPANION	7	1	0.3	731	4091753.8
mcp2k	95405	NEARBY	-1	16	69228.2	0.0048	3.0	0.38	82.9	nan	-45.0	-191.9	500.7	10	COMPANION	16	11	0.2	1890	14402893.9
mcp2k	95899	NEARBY	-1	5	86901.0	0.0047	0.6	0.17	128.9	nan	-201.8	-27.1	196.1	6	COMPANION	5	0	0.4	2161	18358536.0
mcp2k	96306	NEARBY	-1	4	16557.0	0.0013	0.6	0.18	259.8	nan	-201.8	125.4	292.6	1	COMPANION	4	4	0.4	2479	12608434.3
mcp2k	96383	UNHELD	0	24	165730.6	0.0102	1.7	0.54	10.4	3.1	-98.7	65.9	58.0	-1	OWN	0	0	0.0	2101	16225664.2
mcp2k	96383	NEARBY	-1	8	53615.0	0.0033	1.7	0.3	22.9	nan	-92.7	39.6	51.7	39	COMPANION	8	3	4.9	2101	16225664.2
mcp2k	96680	NEARBY	-1	9718	525015181.7	75.1575	227.2	5.12	102.4	nan	-39.8	27.0	138.0	19	COMPANION	9718	5	0.6	812	6985536.0
mcp2k	97033	NEARBY	-1	43	676545.0	0.0891	4.7	0.84	17.9	nan	-0.3	176.9	87.1	4	COMPANION	43	7	0.3	559	7590517.3
mcp2k	98294	NEARBY	-1	33	164959.4	0.0135	48.9	0.67	26.9	nan	-201.7	55.2	438.1	4	COMPANION	33	1	0.3	1651	12248901.4
mcp2k	98294	NEARBY	-1	8	27096.0	0.0022	2.4	0.14	15.5	nan	-193.7	56.6	399.3	72	COMPANION	8	1	3.7	1651	12248901.4
mcp2k	98294	NEARBY	-1	14	64742.0	0.0053	0.7	0.35	2.5	nan	-190.0	53.3	382.8	73	COMPANION	14	1	0.9	1651	12248901.4
mcp2k	98298	NEARBY	-1	14	92882.6	0.1583	0.8	0.39	16.5	nan	-105.1	187.5	481.8	12	COMPANION	14	5	4.6	92	586788.7
mcp2k	98529	NEARBY	-1	8	29553.6	0.0026	0.6	0.31	84.9	nan	-201.7	160.0	173.0	3	COMPANION	8	3	0.4	1306	11218165.7
mcp2k	98844	UNHELD	0	30	280356.8	0.0073	1.8	0.62	24.0	3.0	-126.4	145.1	251.6	-1	OWN	0	0	0.0	4806	38609706.3
mcp2k	98844	NEARBY	-1	19	110618.0	0.0029	12.6	5.17	140.7	nan	-215.7	43.6	219.6	1	COMPANION	19	4	0.3	4806	38609706.3
mcp2k	98947	NEARBY	-1	151	1127018.8	0.131	60.5	13.9	24.3	nan	207.1	171.2	304.2	19	UNMATCHED	151	1000000	0.5	844	8600055.3
mcp2k	99563	NEARBY	-1	93	119466.0	0.0034	29.6	1.76	422.4	nan	-0.2	77.5	415.8	7	COMPANION	93	3	0.3	7016	35143783.1
mcp2k	99563	NEARBY	-1	8	12438.4	0.0004	20.4	0.69	441.7	nan	-0.2	54.9	434.1	8	OTHER	8	10	1.3	7016	35143783.1
mcp2k	99563	NEARBY	-1	3942	26936723.6	0.7665	165.1	2.42	392.8	nan	18.3	99.9	392.6	14	UNMATCHED	3942	1000010	0.3	7016	35143783.1
mcp2k	99563	NEARBY	-1	83	847746.7	0.0241	2.7	1.0	440.2	nan	-1.0	58.2	428.6	41	UNMATCHED	83	1000010	1.9	7016	35143783.1
mcp2k	99563	NEARBY	-1	63	555427.2	0.0158	2.4	0.81	440.3	nan	3.1	62.2	427.3	44	UNMATCHED	63	1000010	3.1	7016	35143783.1
mcp2k	99716	NEARBY	-1	1	556.7	0.0	0.0	0.0	89.3	nan	-0.4	30.0	138.9	7	COMPANION	1	4	0.4	4818	34401475.3
mcp2k	99782	NEARBY	-1	24	97674.0	0.0047	2.2	0.53	87.6	nan	201.9	-120.9	171.7	10	UNMATCHED	24	1000000	0.3	2180	20820899.6
mcp2k	100135	UNHELD	0	5	3350.0	0.0001	2.9	0.0	42.0	3.1	-160.9	149.6	155.3	-1	OWN	0	0	0.0	12401	61955832.0
mcp2k	100135	UNHELD	1	9	13829.0	0.0002	2.7	0.15	36.2	3.1	-160.9	152.9	149.4	-1	OWN	0	0	0.0	12401	61955832.0
mcp2k	100157	UNHELD	0	16	38332.8	0.0019	4.9	0.54	115.3	3.1	-157.9	-124.3	62.3	-1	OWN	0	0	0.0	1429	19886936.6
mcp2k	100157	NEARBY	-1	27	171653.3	0.0086	2.5	0.45	2.5	nan	-201.8	-11.6	82.9	4	COMPANION	27	0	0.3	1429	19886936.6
mcp2k	100222	UNHELD	0	83	403894.3	0.0024	2.1	0.88	138.5	3.0	4.6	48.3	309.8	-1	OWN	0	0	0.0	15541	164888940.0
mcp2k	100222	NEARBY	-1	7035	50556514.8	0.3066	160.3	2.57	38.7	nan	116.0	28.2	143.7	18	UNMATCHED	7035	1000001	1.1	15541	164888940.0
mcp2k	100222	NEARBY	-1	4	10705.4	0.0001	0.3	0.16	120.0	nan	19.0	39.6	295.3	70	UNMATCHED	4	1000000	1.5	15541	164888940.0
mcp2k	100222	NEARBY	-1	6	38334.1	0.0002	0.5	0.17	142.6	nan	31.1	96.6	304.9	71	UNMATCHED	6	1000000	0.9	15541	164888940.0
mcp2k	100222	NEARBY	-1	3	27164.0	0.0002	0.4	0.11	108.3	nan	20.0	32.7	283.4	117	UNMATCHED	3	1000000	2.6	15541	164888940.0
mcp2k	100245	NEARBY	-1	3433	24454224.9	1.7974	208.9	0.93	0.7	nan	108.2	78.6	255.3	13	UNMATCHED	3433	1000000	0.0	1158	13605069.1
mcp2k	100421	NEARBY	-1	206	1904875.2	0.0941	104.4	21.92	77.2	nan	-217.9	18.4	372.7	6	COMPANION	206	0	0.4	3187	20252740.9
mcp2k	100728	UNHELD	0	214	1236682.6	0.7021	6.9	1.98	nan	12.3	201.7	137.4	414.2	-1	OWN	0	0	0.0	318	1761486.1
mcp2k	100728	NEARBY	-1	3788	21806318.7	12.3795	85.3	2.25	nan	nan	194.9	139.2	340.7	9	UNMATCHED	3788	1000004	0.3	318	1761486.1
mcp2k	101224	NEARBY	-1	6	18698.6	0.0042	0.5	0.17	32.4	nan	97.4	-171.4	389.5	35	UNMATCHED	6	1000006	2.3	621	4454832.8
mcp2k	101675	NEARBY	-1	38	247042.2	0.0079	1.6	0.43	12.0	nan	-147.5	32.5	76.6	48	COMPANION	38	0	4.7	4397	31150513.8
mcp2k	101828	NEARBY	-1	3	61862.0	0.0013	0.4	0.13	112.8	nan	201.8	102.4	419.2	12	UNMATCHED	3	1000006	0.3	4200	48076822.3
mcp2k	101828	NEARBY	-1	11	49539.0	0.001	1.7	0.37	108.9	nan	87.8	62.5	488.7	35	UNMATCHED	11	1000006	0.5	4200	48076822.3
mcp2k	103391	NEARBY	-1	19	137168.0	0.0079	3.2	0.84	6.4	nan	101.5	-20.8	314.3	47	UNMATCHED	19	1000003	3.3	1707	17442363.0
mcp2k	104172	UNHELD	0	33	492584.0	0.0163	3.5	0.61	50.3	3.0	-131.5	140.9	447.8	-1	OWN	0	0	0.0	3192	30259086.7
mcp2k	104172	NEARBY	-1	4969	42802857.7	1.4145	54.0	15.1	6.6	nan	-136.6	175.5	451.2	17	COMPANION	4969	0	3.0	3192	30259086.7
mcp2k	104172	NEARBY	-1	6	31924.0	0.0011	0.5	0.17	103.4	nan	-143.3	114.9	500.0	62	COMPANION	6	0	0.9	3192	30259086.7
mcp2k	104260	NEARBY	-1	7	38757.0	0.0028	0.9	0.29	196.2	nan	-201.6	-185.7	304.2	1	COMPANION	7	1	0.3	2205	13638023.4
mcp2k	105316	NEARBY	-1	8	36704.0	0.0021	0.9	0.35	93.0	nan	78.9	-3.3	258.6	74	UNMATCHED	8	1000000	1.3	1482	17249007.9
mcp2k	157215	UNHELD	0	44	358797.2	0.446	6.8	0.4	nan	365.1	-141.4	2.2	500.7	-1	OWN	0	0	0.0	107	804408.2
mcp2k	157215	UNHELD	1	51	381726.0	0.4745	9.3	0.41	nan	358.4	-142.0	-14.8	500.7	-1	OWN	0	0	0.0	107	804408.2
mcp2k	157215	NEARBY	-1	8335	57058783.1	70.9326	166.9	6.59	nan	nan	-146.6	-80.3	416.1	14	COMPANION	8335	1	0.2	107	804408.2
mcp2k	158227	NEARBY	-1	1734	8899795.5	0.396	63.8	1.28	13.6	nan	-13.4	-159.1	52.7	5	OTHER	1734	2	4.9	4576	22474985.3
mcp2k	159569	NEARBY	-1	6	64070.9	0.0036	0.5	0.17	80.1	nan	-201.8	53.8	350.5	3	COMPANION	6	4	0.4	1876	17984695.7
mcp2k	162143	NEARBY	-1	23	132254.3	0.0016	1.6	0.47	83.5	nan	24.7	10.7	194.9	74	UNMATCHED	23	1000003	0.6	10399	83628791.1
mcp2k	164576	NEARBY	-1	3	52991.0	0.0055	0.5	0.0	104.7	nan	201.8	107.2	408.9	9	UNMATCHED	3	1000007	0.5	1177	9641144.1
