run	subrun	event	row	nu_index	gid	cluster_id	sel_cluster_id	cid_relation	n_act	sel_demoted	sel_fc	sel_length_cm	bundle_has_vetoed	n_vetoed	nu_x	nu_y	nu_z	vertex_default	reco_Enu	numu_score	nue_score	neutrino_type	nt_cosmic	nt_numucc	nt_nc	nt_nue	cosmict_flag	n_truth	t_idx	t_flav	t_mode	t_ccnc	t_Etot	t_Edep	t_T	t_dist_cm	mc_reco_Enu	flash_time_us	flash_pe	flash_tpc	flash_group	has_vertex	vertex_moved_cluster	br_filled	mip_filled	n_act_all_roles	n_companion
18255	1	56982	0	0	7	19	19	same	5	0	1	73.0	1	1	-102.26	-168.47	365.91	0	1109.6	0.2297	2.8254	8	0	0	1	0	0	0	-1				-1	-1	-1	-1		1.8735	24198.9	0	7	1	0	1	1	47	42
18255	1	71372	0	0	9	92	22	not_in_act	44	0	0	62.6	0	0	-166.23	-156.25	224.30	0	2290.5	1.8040	-15.0000	4	0	1	0	0	0	0	-1				-1	-1	-1	-1		2.0145	75388.4	0	9	1	1	0	0	76	32
18255	1	114446	0	0	8	106	23	not_in_act	2	0	1	51.6	1	1	-133.57	-92.36	266.48	0	753.0	-0.6363	-15.0000	4	0	1	0	0	0	0	-1				-1	-1	-1	-1		1.2371	43474.8	0	8	1	1	0	0	44	42
18255	1	142421	0	0	1000008	14	14	same	2	0	0	263.9	0	0	118.03	-68.98	211.14	0	2110.7	2.6940	-15.0000	4	0	1	0	0	0	0	-1				-1	-1	-1	-1		1.1661	80710.2	1	8	1	0	0	0	54	52
18255	1	180801	0	0	14	116	21	not_in_act	5	0	1	70.9	1	1	-20.34	-14.48	367.60	0	1229.3	-0.1052	-15.0000	8	0	0	1	0	0	0	-1				-1	-1	-1	-1		0.7386	25521.6	0	14	1	1	0	0	37	32
18255	1	314838	0	0	1000008	18	13	in_act_not_selected	9	0	0	36.8	0	0	25.84	154.99	140.36	0	1092.6	-0.0639	-15.0000	8	0	0	1	0	0	0	-1				-1	-1	-1	-1		1.6021	18945.7	1	7	1	1	0	0	32	23
18255	1	359980	0	0	1000006	21	21	same	4	0	1	47.5	0	0	112.86	155.90	275.70	0	693.2	-1.1088	-15.0000	10	1	0	1	0	1	0	-1				-1	-1	-1	-1		1.6203	17141.8	1	6	1	0	0	0	42	38
18255	1	399860	0	0	13	16	16	same	3	0	1	56.4	0	0	-31.15	-84.33	406.50	0	1164.6	-0.8912	8.9956	8	0	0	1	0	0	0	-1				-1	-1	-1	-1		1.9883	25223.0	0	13	1	0	1	1	26	23
18255	1	463565	0	0	1000010	14	14	same	2	0	1	58.2	0	0	48.31	-132.41	279.62	0	1266.1	-0.0318	-1.6912	8	0	0	1	0	0	0	-1				-1	-1	-1	-1		1.3769	37387.9	1	9	1	0	1	1	44	42
18255	1	506114	0	0	1000006	29	19	in_act_not_selected	5	0	1	93.0	0	0	118.22	-13.83	167.51	0	2247.2	-0.9185	-15.0000	8	0	0	1	0	0	0	-1				-1	-1	-1	-1		1.7287	81130.7	1	6	1	1	0	0	47	42
18255	1	506746	0	0	1000008	24	17	in_act_not_selected	8	0	1	47.9	0	0	53.37	-12.62	40.28	0	1728.4	0.5799	-15.0000	4	0	1	0	0	0	0	-1				-1	-1	-1	-1		1.7344	37108.7	1	8	1	1	0	0	36	28
18255	1	521075	0	0	6	94	22	not_in_act	8	0	0	52.2	1	2	-87.48	-35.38	445.46	0	491.4	-0.4223	-15.0000	8	0	0	1	0	0	0	-1				-1	-1	-1	-1		1.1956	13850.5	0	6	1	1	0	0	18	10
18259	1	18625	0	0	1000010	14	14	same	2	0	1	119.4	0	0	146.65	84.49	165.84	0	1502.5	0.5861	-15.0000	8	0	0	1	0	0	0	-1				-1	-1	-1	-1		1.7057	49850.2	1	1000010	1	0	0	0	23	21
18259	1	18625	1	1	9	27	19	in_act_not_selected	5	0	0	15.3	1	1	-189.84	130.65	403.01	0	330.7	-1.0242	-15.0000	8	0	0	1	0	0	0	-1				-1	-1	-1	-1		1.8345	49803.7	0	9	1	1	0	0	13	8
18259	1	37112	0	0	4	83	1	not_in_act	1	0	1	54.3	0	0	-166.06	71.92	7.62	0	1119.5	0.6396	-2.7454	8	0	0	1	0	0	0	-1				-1	-1	-1	-1		0.9040	39000.5	0	4	1	1	1	1	40	39
18259	1	105946	0	0	7	16	16	same	8	0	1	50.1	0	0	-135.76	-148.87	402.39	0	1098.6	-0.2289	-15.0000	8	0	0	1	0	0	0	-1				-1	-1	-1	-1		0.8823	37038.6	0	7	1	0	0	0	33	25
18261	1	285567	0	0	1000004	11	11	same	5	0	0	118.0	0	0	60.11	-178.26	272.56	0	1631.5	0.7907	-7.2340	8	0	0	1	0	0	0	-1				-1	-1	-1	-1		0.9793	57442.6	1	4	1	0	1	1	40	35
18345	1	21073	0	0	9	59	11	not_in_act	4	0	1	102.2	0	0	-32.75	26.17	366.11	0	1400.5	0.5625	-7.3575	8	0	0	1	0	0	0	-1				-1	-1	-1	-1		1.8531	30511.0	0	9	1	1	1	1	43	39
18345	1	259542	0	0	1000011	21	21	same	2	0	1	51.3	0	0	109.59	10.37	52.89	0	1378.8	0.3762	-15.0000	8	0	0	1	0	0	0	-1				-1	-1	-1	-1		1.5732	68896.6	1	12	1	0	0	0	57	55
18364	1	84229	0	0	1000006	20	11	in_act_not_selected	17	0	1	96.4	0	0	97.54	122.74	384.49	0	1305.2	0.5001	-15.0000	8	0	0	1	0	0	0	-1				-1	-1	-1	-1		0.6758	29171.4	1	7	1	1	0	0	36	19
