direction	kind	run	subrun	event	idx	cls	Edep	vx	vy	vz	klass	d_other	d_main	d_main_candidate	d_any_vertex	route_own	route_other	flav	cut	stage	score_own	score_other	dEnu	tagger_changed
LOST	vertex	291	19	3726	0	nueCC	738.3	147.2	186.7	348.0	CHOICE	21.3	21.3	1.4	1.4	dl-dual-snap-accept/dl	dl-dual-snap-reject-accept/dl							
LOST	vertex	291	19	562	1	nueCC	831.3	124.0	85.8	320.0	CHOICE	102.0	102.0	1.0	1.0	dl-dual-snap-reject/nodl	dl-dual-snap-accept/dl							
LOST	vertex	291	45	540	0	nueCC	1313.1	-30.3	-105.4	33.1	CHOICE	5.9	5.9	3.6	2.0	dl-dual-snap-reject-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	291	45	9852	0	nueCC	961.4	139.4	-110.5	100.2	CHOICE	10.4	10.4	3.9	3.9	dl-dual-snap-accept/dl	dl-dual-snap-reject-accept/dl							
LOST	vertex	291	52	8141	1	nueCC	147.0	-69.1	-184.5	416.3	CHOICE	17.4	17.5	1.7	1.7	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	292	26	339	0	nueCC	1992.7	-178.2	58.0	143.1	CHOICE	5.0	5.0	0.3	0.3	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	292	26	6733	1	nueCC	755.0	-173.5	178.4	415.8	STRUCTURE	45.2	45.2	5.8	5.8	dl-dual-snap-reject/nodl	dl-dual-snap-accept/dl							
LOST	vertex	292	49	6739	1	nueCC	1038.9	-113.8	97.4	435.5	CHOICE	50.3	50.3	1.5	0.8	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	293	11	2913	0	nueCC	1523.1	90.2	161.9	264.9	CHOICE	39.4	39.4	2.0	2.0	dl-dual-snap-accept/dl	dl-dual-snap-reject-accept/dl							
LOST	vertex	293	15	3181	0	nueCC	3305.6	121.5	-98.5	313.6	CHOICE	6.3	6.3	1.1	1.1	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	293	16	2863	0	nueCC	833.7	48.5	-80.4	57.7	CHOICE	29.5	29.5	1.6	1.6	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	293	46	1088	0	nueCC	2049.5	-163.3	135.6	301.0	CHOICE	7.1	7.1	1.1	1.1	dl-dual-snap-accept/dl	dl-dual-snap-reject-accept/dl							
LOST	vertex	293	46	861	0	nueCC	245.5	24.4	-25.2	327.9	STRUCTURE-near	17.9	17.9	8.7	0.7	dl-dual-snap-reject/nodl	dl-dual-snap-reject/nodl							
LOST	vertex	293	47	8324	0	nueCC	1322.1	-33.4	152.2	403.1	CHOICE	30.2	30.2	2.5	2.5	dl-dual-snap-reject/nodl	dl-dual-snap-reject-accept/dl							
LOST	vertex	293	49	4491	0	nueCC	576.1	-109.5	-40.8	61.8	CHOICE	16.5	16.5	0.8	0.8	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
