direction	kind	run	subrun	event	idx	cls	Edep	vx	vy	vz	klass	d_other	d_main	d_main_candidate	d_any_vertex	route_own	route_other	flav	cut	stage	score_own	score_other	dEnu	tagger_changed
GAINED	vertex	713	24	40	0	numuCC	554.0	165.8	189.8	114.3	CHOICE	7.0	7.0	0.4	0.4	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
GAINED	vertex	713	35	17	0	numuCC	321.7	-66.2	178.2	231.3	CHOICE	85.8	85.8	1.7	1.7	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
GAINED	vertex	713	48	18	0	numuCC	1065.5	163.9	-37.6	326.7	CHOICE	7.3	7.4	1.2	0.6	dl-dual-snap-reject-accept/dl	dl-dual-snap-accept/dl							
GAINED	vertex	713	50	32	0	numuCC	1183.7	-138.5	169.8	214.9	CHOICE	63.8	63.8	2.0	2.0	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
GAINED	vertex	713	54	23	0	numuCC	875.9	-126.2	161.9	118.5	CHOICE	90.4	90.4	0.9	0.9	dl-dual-snap-reject-accept/dl	dl-dual-snap-accept/dl							
GAINED	vertex	713	66	15	0	numuCC	1351.2	37.0	150.1	29.7	CHOICE	9.8	9.8	2.0	2.0	dl-dual-snap-accept/dl	dl-dual-snap-reject/nodl							
GAINED	vertex	713	67	36	1	numuCC	131.9	-187.8	6.6	430.1	no candidate	-1.0	-1.0	-1.0	-1.0	dl-dual-snap-accept/dl	-							
GAINED	vertex	713	7	22	0	numuCC	769.4	92.5	-87.3	304.6	CHOICE	37.6	37.6	0.5	0.5	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
GAINED	vertex	713	7	28	1	numuCC	1091.9	60.2	4.3	170.2	CHOICE	8.5	8.5	0.9	0.9	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
GAINED	vertex	713	7	6	0	NC	60.9	159.0	-59.4	157.0	STRUCTURE	38.0	38.0	8.8	8.8	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
GAINED	vertex	713	70	5	0	numuCC	593.5	-169.9	-146.0	56.2	STRUCTURE	112.8	112.8	19.0	19.0	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
GAINED	vertex	713	72	48	2	NC	242.2	-24.1	152.2	148.7	CHOICE	6.3	6.3	3.4	2.2	dl-dual-snap-reject-accept/dl	dl-dual-snap-accept/dl							
GAINED	vertex	713	93	49	0	numuCC	440.9	24.8	-181.3	112.1	CHOICE	5.5	5.5	4.4	4.4	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
GAINED	vertex	714	18	19	1	numuCC	920.4	53.0	98.7	185.0	CHOICE	52.3	52.3	2.7	2.7	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
GAINED	vertex	714	23	32	0	numuCC	917.8	-12.4	-36.7	46.4	CHOICE	27.4	27.5	2.4	2.4	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
GAINED	vertex	715	17	14	0	numuCC	1064.3	-23.5	-102.7	207.7	CHOICE	11.4	11.4	1.1	1.1	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
GAINED	vertex	715	47	27	0	numuCC	647.8	-130.1	-73.5	84.0	STRUCTURE	7.8	7.8	7.8	7.8	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
GAINED	vertex	715	49	41	0	NC	264.9	-166.6	36.5	62.2	CHOICE	6.0	6.0	0.2	0.2	dl-veto-protected/nodl	dl-dual-snap-accept/dl							
GAINED	vertex	717	45	48	0	NC	25.6	186.9	-6.7	122.0	STRUCTURE	-1.0	-1.0	999.0	999.0	dl-dual-snap-accept/dl	dl-not-run/nodl							
GAINED	vertex	717	50	12	1	numuCC	1486.8	-25.6	-36.7	258.9	CHOICE	6.6	6.6	0.9	0.9	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
GAINED	vertex	717	88	33	0	NC	124.7	145.5	-18.5	198.3	CHOICE	10.8	10.8	1.0	1.0	dl-veto-protected/nodl	dl-dual-snap-accept/dl							
GAINED	vertex	719	0	48	0	numuCC	638.5	162.3	161.6	122.5	STRUCTURE	14.2	14.2	14.2	14.2	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
GAINED	vertex	719	1	17	0	numuCC	1096.0	-69.6	138.8	212.1	STRUCTURE	-1.0	-1.0	999.0	999.0	dl-dual-snap-accept/dl	dl-not-run/nodl							
GAINED	vertex	719	32	34	0	numuCC	310.3	7.2	-173.3	32.2	STRUCTURE	36.9	36.9	12.7	12.7	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
GAINED	vertex	719	54	5	0	numuCC	526.1	-22.3	26.9	389.0	STRUCTURE-near	5.7	5.7	5.7	0.8	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
GAINED	vertex	719	74	49	1	numuCC	648.7	50.7	150.2	389.5	CHOICE	134.7	134.7	1.4	1.4	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
GAINED	vertex	720	17	32	0	NC	1177.8	-157.2	-166.6	33.5	CHOICE	20.5	20.5	1.2	1.2	dl-dual-snap-accept/dl	dl-dual-snap-reject-accept/dl							
GAINED	vertex	720	17	43	1	numuCC	226.2	147.6	-103.0	444.7	CHOICE	22.9	22.9	0.4	0.4	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
GAINED	vertex	720	20	37	0	numuCC	225.0	123.1	-93.1	45.9	CHOICE	9.8	9.8	4.3	4.3	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
GAINED	vertex	720	36	17	0	numuCC	1375.7	156.9	-82.1	408.3	CHOICE	5.1	5.1	2.0	2.0	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
GAINED	vertex	720	38	9	1	numuCC	796.9	-57.2	-2.6	180.2	CHOICE	208.1	208.1	1.0	1.0	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
GAINED	vertex	720	39	9	1	numuCC	801.3	-173.3	3.0	20.6	STRUCTURE	17.4	17.4	17.4	17.4	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
GAINED	vertex	720	46	3	0	numuCC	498.9	25.0	6.2	432.8	CHOICE	9.2	9.3	0.2	0.2	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
GAINED	vertex	720	5	28	1	numuCC	233.7	18.8	-15.0	228.0	CHOICE	40.5	40.4	0.7	0.7	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
GAINED	vertex	720	55	11	0	NC	608.7	48.0	24.8	417.3	CHOICE	44.0	44.0	0.6	0.6	dl-dual-snap-reject-accept/dl	dl-dual-snap-accept/dl							
GAINED	vertex	720	80	14	1	numuCC	372.0	161.7	-6.5	18.1	CHOICE	10.7	10.7	0.6	0.6	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	sel_numu0.9	711	79	44	0	numuCC	2546.4	-188.4	93.8	157.8		1.9				dl-dual-snap-accept/dl	dl-dual-snap-accept/dl	numu	0.9	score below cut	0.964	0.344	-517.9	br3_3_score,lol_1_score,lol_2_score,nue_score,numu_1_score,numu_2_score,numu_3_score,numu_score,pio_2_score,sig_1_score,sig_2_score,stw_2_score,stw_3_score,stw_4_score,tro_1_score,tro_4_score
LOST	sel_numu0.9	712	22	22	0	numuCC	845.9	-8.9	63.0	344.8		0.4				dl-dual-snap-accept/dl	dl-dual-snap-accept/dl	numu	0.9	score below cut	1.965	0.651	-3.8	br3_3_score,cosmict_2_filled,cosmict_4_filled,lol_1_score,lol_2_score,nue_score,numu_1_score,numu_score,pio_2_score,sig_2_score,stw_2_score,tro_1_score,tro_4_score
LOST	sel_numu0.9	712	6	15	1	numuCC	747.8	69.1	-157.7	302.5		13.8				dl-dual-snap-accept/dl	dl-dual-snap-accept/dl	numu	0.9	not matched (< 5 cm)	2.731	nan		
LOST	sel_numu0.9	712	94	14	0	numuCC	456.9	-180.9	-173.5	326.0		1.1				dl-dual-snap-accept/dl	dl-dual-snap-accept/dl	numu	0.9	score below cut	2.060	0.371	-47.0	cosmict_2_filled,cosmict_3_filled,cosmict_4_filled,cosmict_5_filled,cosmict_flag_4,cosmict_flag_5,numu_1_score,numu_2_score,numu_score
LOST	sel_numu0.9	713	23	11	0	numuCC	1158.9	-54.6	-56.1	91.4		31.7				dl-dual-snap-accept/dl	dl-dual-snap-reject-accept/dl	numu	0.9	not matched (< 5 cm)	4.473	nan		
LOST	sel_numu0.9	713	23	49	0	numuCC	1150.4	-67.4	-80.7	442.2		0.8				dl-dual-snap-accept/dl	dl-dual-snap-accept/dl	numu	0.9	score below cut	1.266	0.590	-33.2	numu_1_score,numu_score
LOST	sel_numu0.9	713	24	14	0	numuCC	1019.2	-35.1	-74.3	267.1		7.6				dl-dual-snap-accept/dl	dl-dual-snap-reject/nodl	numu	0.9	not matched (< 5 cm)	4.531	nan		
LOST	sel_numu0.9	713	45	26	0	numuCC	569.5	-76.5	-147.9	334.5		-1.0				dl-dual-snap-accept/dl	dl-not-run/nodl	numu	0.9	not matched (< 5 cm)	3.042	nan		
LOST	sel_numu0.9	713	48	42	0	numuCC	577.3	-104.5	-80.5	212.7		3.3				dl-dual-snap-accept/dl	dl-dual-snap-accept/dl	numu	0.9	score below cut	2.422	-0.465	118.3	numu_1_score,numu_score
LOST	sel_numu0.9	713	62	7	1	numuCC	1010.2	-159.3	-50.8	165.8		4.2				dl-dual-snap-accept/dl	dl-dual-snap-accept/dl	numu	0.9	score below cut	1.364	-0.405	-51.3	br3_3_score,br3_5_score,br3_6_score,lol_1_score,nue_score,numu_1_score,numu_3_score,numu_score,pio_2_score,sig_1_score,sig_2_score,stw_2_score,stw_3_score,stw_4_score,tro_1_score,tro_4_score,tro_5_score
LOST	sel_numu0.9	713	67	7	0	numuCC	438.3	74.9	43.0	330.2		0.8				dl-dual-snap-accept/dl	dl-dual-snap-accept/dl	numu	0.9	score below cut	3.543	0.341	-171.4	br3_3_score,br3_5_score,br3_6_score,cosmict_2_filled,cosmict_4_filled,cosmict_8_filled,lol_1_score,lol_2_score,nue_score,numu_1_score,numu_3_score,numu_score,pio_2_score,sig_2_score,stw_2_score,tro_1_score,tro_2_score,tro_4_score,tro_5_score
LOST	sel_numu0.9	713	75	37	0	numuCC	638.1	-44.2	81.2	370.7		23.4				dl-dual-snap-accept/dl	dl-dual-snap-accept/dl	numu	0.9	not matched (< 5 cm)	4.328	nan		
LOST	sel_numu0.9	713	85	26	0	numuCC	763.0	-21.5	59.7	344.6		19.1				dl-dual-snap-accept/dl	dl-dual-snap-accept/dl	numu	0.9	not matched (< 5 cm)	4.045	nan		
LOST	sel_numu0.9	713	87	5	0	numuCC	838.1	-34.0	-4.8	285.8		0.7				dl-dual-snap-accept/dl	dl-dual-snap-accept/dl	numu	0.9	score below cut	1.047	0.866	-65.9	cosmict_8_filled,numu_1_score,numu_3_score,numu_score
LOST	sel_numu0.9	713	93	25	1	numuCC	540.1	90.5	39.1	406.5		1.2				dl-dual-snap-accept/dl	dl-dual-snap-accept/dl	numu	0.9	score below cut	3.378	0.668	72.7	cosmict_2_filled,cosmict_4_filled,cosmict_8_filled,numu_1_score,numu_score
LOST	sel_numu0.9	713	98	45	2	numuCC	288.7	-132.0	-142.8	432.7		15.0				dl-dual-snap-accept/dl	dl-dual-snap-accept/dl	numu	0.9	not matched (< 5 cm)	3.201	nan		
LOST	sel_numu0.9	714	12	35	1	numuCC	1169.7	-92.3	-116.9	122.3		17.3				dl-dual-snap-accept/dl	dl-dual-snap-accept/dl	numu	0.9	not matched (< 5 cm)	4.324	nan		
LOST	sel_numu0.9	714	73	2	0	numuCC	316.2	-64.5	97.8	156.1		0.7				dl-dual-snap-accept/dl	dl-dual-snap-accept/dl	numu	0.9	score below cut	1.770	-0.105	-9.9	numu_1_score,numu_score
LOST	sel_numu0.9	714	9	34	0	numuCC	575.1	-168.0	-186.3	84.2		23.6				dl-dual-snap-accept/dl	dl-dual-snap-reject/nodl	numu	0.9	not matched (< 5 cm)	4.041	nan		
LOST	sel_numu0.9	714	9	41	0	numuCC	301.8	-100.2	-71.3	73.4		1.1				dl-dual-snap-accept/dl	dl-dual-snap-accept/dl	numu	0.9	score below cut	1.046	0.890	-0.4	numu_1_score,numu_score
LOST	sel_numu0.9	714	97	3	0	numuCC	1106.4	128.4	-121.6	26.9		3.9				dl-dual-snap-accept/dl	dl-dual-snap-accept/dl	numu	0.9	score below cut	2.377	0.570	-354.5	br3_3_score,lol_1_score,lol_2_score,nue_score,numu_1_score,numu_3_score,numu_score,pio_2_score,sig_2_score,stw_4_score,tro_1_score,tro_4_score
LOST	sel_numu0.9	715	22	1	0	numuCC	317.3	-123.6	113.2	292.4		1.8				dl-dual-snap-accept/dl	dl-dual-snap-reject/nodl	numu	0.9	score below cut	2.753	0.630	78.7	cosmict_6_filled,cosmict_7_filled,cosmict_8_filled,cosmict_flag,cosmict_flag_7,numu_1_score,numu_score
LOST	sel_numu0.9	715	25	49	0	numuCC	568.0	44.5	-129.6	213.8		1.5				dl-dual-snap-accept/dl	dl-dual-snap-accept/dl	numu	0.9	score below cut	1.342	-0.413	-170.7	br3_3_score,br3_5_score,br3_6_score,cosmict_2_filled,cosmict_4_filled,lol_1_score,lol_2_score,nue_score,numu_1_score,numu_score,pio_2_score,sig_2_score,tro_1_score,tro_2_score,tro_4_score,tro_5_score
LOST	sel_numu0.9	715	6	5	0	numuCC	453.1	151.3	176.2	159.5		2.1				dl-dual-snap-accept/dl	dl-dual-snap-accept/dl	numu	0.9	score below cut	3.265	0.724	-262.3	cosmict_6_filled,cosmict_7_filled,cosmict_8_filled,numu_1_score,numu_score
LOST	sel_numu0.9	715	76	42	0	numuCC	286.2	51.4	-15.8	436.3		-1.0				dl-dual-snap-accept/dl	dl-not-run/nodl	numu	0.9	not matched (< 5 cm)	3.334	nan		
LOST	sel_numu0.9	715	87	32	0	numuCC	3687.9	-146.5	103.8	45.1		28.9				dl-dual-snap-accept/dl	dl-dual-snap-accept/dl	numu	0.9	not matched (< 5 cm)	4.330	nan		
LOST	sel_numu0.9	715	89	1	1	numuCC	247.3	106.4	-166.0	333.9		38.7				dl-dual-snap-accept/dl	dl-dual-snap-accept/dl	numu	0.9	not matched (< 5 cm)	1.948	nan		
LOST	sel_numu0.9	715	94	33	1	numuCC	679.3	-23.9	-57.9	314.8		0.7				dl-dual-snap-accept/dl	dl-dual-snap-accept/dl	numu	0.9	score below cut	2.153	-0.892	19.2	cosmict_flag,cosmict_flag_2,numu_1_score,numu_score
LOST	sel_numu0.9	717	11	23	1	numuCC	482.3	-116.9	-54.5	416.3		5.5				dl-dual-snap-accept/dl	dl-dual-snap-accept/dl	numu	0.9	not matched (< 5 cm)	3.050	nan		
LOST	sel_numu0.9	717	83	36	2	numuCC	723.3	-160.1	-155.0	12.9		1.2				dl-dual-snap-accept/dl	dl-dual-snap-accept/dl	numu	0.9	score below cut	1.186	0.050	135.9	br3_3_score,lol_1_score,lol_2_score,nue_score,numu_1_score,numu_score,pio_2_score,sig_1_score,sig_2_score,stw_2_score,stw_4_score,tro_1_score,tro_4_score
LOST	sel_numu0.9	717	83	40	1	numuCC	873.4	162.1	-25.3	216.7		-1.0				dl-dual-snap-accept/dl	-	numu	0.9	no candidate	4.186	nan		
LOST	sel_numu0.9	717	88	38	0	numuCC	426.2	-70.0	-75.6	43.2		136.6				dl-dual-snap-accept/dl	dl-dual-snap-accept/dl	numu	0.9	not matched (< 5 cm)	2.139	nan		
LOST	sel_numu0.9	719	29	28	0	numuCC	1697.5	-66.8	185.7	359.8		4.3				dl-dual-snap-accept/dl	dl-dual-snap-accept/dl	numu	0.9	score below cut	1.504	0.513	198.2	br3_3_score,cosmict_2_filled,cosmict_4_filled,lol_1_score,lol_2_score,nue_score,numu_1_score,numu_3_score,numu_score,pio_2_score,sig_1_score,sig_2_score,stw_3_score,stw_4_score,tro_1_score,tro_4_score
LOST	sel_numu0.9	719	4	35	2	numuCC	244.7	-97.3	-55.5	265.2		3.1				dl-dual-snap-accept/dl	dl-dual-snap-accept/dl	numu	0.9	score below cut	1.242	0.867	-88.4	cosmict_6_filled,numu_1_score,numu_score
LOST	sel_numu0.9	719	43	26	1	numuCC	310.9	-189.7	-174.1	220.6		0.2				dl-dual-snap-accept/dl	dl-dual-snap-accept/dl	numu	0.9	score below cut	1.432	0.883	2.5	numu_1_score,numu_score
LOST	sel_numu0.9	719	5	38	0	numuCC	328.9	70.5	-9.3	44.9		1.5				dl-dual-snap-accept/dl	dl-dual-snap-accept/dl	numu	0.9	score below cut	1.528	-0.396	51.9	numu_1_score,numu_score
LOST	sel_numu0.9	719	84	44	1	numuCC	1150.1	-10.3	-51.0	354.9		1.6				dl-dual-snap-accept/dl	dl-dual-snap-accept/dl	numu	0.9	score below cut	2.065	-0.001	847.3	br3_3_score,br3_5_score,br3_6_score,cosmict_7_filled,lol_1_score,lol_2_score,nue_score,numu_1_score,numu_3_score,numu_score,pio_2_score,sig_2_score,stw_2_score,tro_1_score,tro_2_score,tro_4_score,tro_5_score
LOST	sel_numu0.9	719	93	13	0	numuCC	890.2	-139.8	104.3	383.7		0.1				dl-dual-snap-accept/dl	dl-dual-snap-accept/dl	numu	0.9	score below cut	1.277	0.472	-13.3	cosmict_8_filled,match_isFC,numu_1_score,numu_score
LOST	sel_numu0.9	720	10	25	0	numuCC	927.0	-146.4	-0.6	388.1		29.8				dl-dual-snap-accept/dl	dl-dual-snap-accept/dl	numu	0.9	not matched (< 5 cm)	2.786	nan		
LOST	sel_numu0.9	720	46	4	0	numuCC	396.0	-62.7	-99.1	124.8		21.3				dl-dual-snap-accept/dl	dl-dual-snap-accept/dl	numu	0.9	not matched (< 5 cm)	1.591	nan		
