direction	kind	run	subrun	event	idx	cls	Edep	vx	vy	vz	klass	d_other	d_main	d_main_candidate	d_any_vertex	route_own	route_other	flav	cut	stage	score_own	score_other	dEnu	tagger_changed
LOST	vertex	712	25	11	1	NC	256.7	126.3	-159.1	192.0	CHOICE	7.6	7.6	0.9	0.9	dl-veto-protected/nodl	dl-dual-snap-accept/dl							
LOST	vertex	712	25	23	1	NC	416.8	-110.3	-70.2	292.4	CHOICE	22.1	22.1	0.4	0.4	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	712	25	5	0	NC	426.1	-129.3	165.6	44.2	CHOICE	20.0	20.0	4.7	4.7	dl-dual-snap-reject/nodl	dl-dual-snap-accept/dl							
LOST	vertex	712	43	19	0	nueCC	957.5	-72.7	-98.1	271.6	CHOICE	32.8	32.8	2.0	0.7	dl-dual-snap-accept/dl	dl-dual-snap-reject/nodl							
LOST	vertex	712	43	28	0	numuCC	114.4	-121.3	187.0	157.9	CHOICE	16.2	16.2	2.2	2.2	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	712	43	32	1	NC	306.9	11.4	-53.0	29.1	CHOICE	24.6	24.6	2.6	2.6	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	713	20	1	3	numuCC	661.9	-118.5	-102.0	100.8	CHOICE	22.4	22.4	2.7	2.7	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	713	24	43	0	numuCC	435.3	-171.1	-13.9	310.3	CHOICE	57.5	57.5	0.6	0.6	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	713	30	37	0	NC	273.3	88.9	90.1	115.5	CHOICE	48.6	48.6	0.8	0.8	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	713	40	21	0	NC	67.1	173.3	-24.5	139.8	CHOICE	48.8	48.8	0.1	0.1	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	713	45	26	0	numuCC	569.5	-76.5	-147.9	334.5	STRUCTURE	-1.0	-1.0	999.0	999.0	dl-dual-snap-accept/dl	dl-not-run/nodl							
LOST	vertex	713	48	22	0	NC	344.5	-177.1	165.2	440.3	CHOICE	19.1	19.1	0.5	0.5	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	713	48	42	0	numuCC	577.3	-104.5	-80.5	212.7	CHOICE	5.2	5.2	0.9	0.9	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	713	70	3	0	NC	399.7	130.2	-118.8	164.6	CHOICE	5.3	5.3	1.3	0.5	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	713	72	24	0	numuCC	489.4	-164.6	67.8	39.5	CHOICE	10.4	10.4	0.6	0.6	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	713	75	37	0	numuCC	638.1	-44.2	81.2	370.7	STRUCTURE	23.3	23.3	23.3	23.3	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	713	89	8	0	numuCC	265.7	85.5	-100.2	170.1	CHOICE	8.3	8.3	0.8	0.8	dl-dual-snap-reject/nodl	dl-dual-snap-accept/dl							
LOST	vertex	713	93	2	0	numuCC	713.1	125.6	-186.6	351.8	STRUCTURE-near	7.8	7.8	7.8	0.9	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	713	93	27	0	numuCC	584.3	17.9	-28.4	221.7	CHOICE	176.2	176.2	0.7	0.7	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
