direction	kind	run	subrun	event	idx	cls	Edep	vx	vy	vz	klass	d_other	d_main	d_main_candidate	d_any_vertex	route_own	route_other	flav	cut	stage	score_own	score_other	dEnu	tagger_changed
LOST	vertex	294	48	2118	0	nueCC	964.8	-153.1	179.3	101.0	STRUCTURE	5.4	5.4	5.4	5.4	dl-dual-snap-reject-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	294	51	10373	1	nueCC	417.5	-77.4	-40.0	268.6	STRUCTURE-near	30.9	30.9	40.1	0.6	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	294	52	2698	0	nueCC	442.4	75.8	78.1	98.8	CHOICE	20.0	20.0	0.9	0.9	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	294	52	3595	0	nueCC	4524.8	-13.0	60.6	296.8	CHOICE	79.0	79.0	1.7	1.7	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	294	53	6016	2	nueCC	682.0	-81.6	-35.2	372.4	CHOICE	24.6	24.6	1.4	1.4	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	294	58	3861	1	nueCC	2431.0	-22.5	-85.0	40.6	STRUCTURE	94.7	94.7	51.6	6.4	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	294	58	6352	0	nueCC	890.9	18.3	67.8	440.1	STRUCTURE-near	23.4	23.4	34.2	1.6	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	294	59	11287	0	nueCC	1145.6	145.0	-159.8	399.4	CHOICE	44.1	44.2	0.4	0.4	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	294	59	240	1	nueCC	1613.3	-132.0	43.5	274.3	STRUCTURE	6.4	6.4	6.4	6.4	dl-dual-snap-accept/dl	dl-dual-snap-reject-accept/dl							
LOST	vertex	294	59	642	0	nueCC	1505.0	144.5	40.0	309.4	CHOICE	19.0	19.0	0.5	0.5	dl-dual-snap-accept/dl	dl-dual-snap-reject-accept/dl							
LOST	vertex	294	59	9595	0	nueCC	883.7	-74.2	-49.7	338.1	STRUCTURE-near	59.3	59.3	16.0	0.6	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	294	68	10591	0	nueCC	489.9	144.2	-173.3	422.8	CHOICE	44.2	44.2	3.7	3.7	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	294	68	11004	0	nueCC	1450.0	-134.8	28.2	354.3	CHOICE	43.0	43.0	0.3	0.3	dl-dual-snap-accept/dl	dl-dual-snap-reject-accept/dl							
LOST	vertex	294	70	11747	0	nueCC	1053.7	-173.3	179.9	144.0	CHOICE	22.2	22.2	3.5	3.5	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	294	71	3055	1	nueCC	487.6	-90.9	42.5	346.4	CHOICE	7.8	7.8	1.3	1.3	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	294	75	4003	1	nueCC	1016.9	-127.2	0.4	444.7	STRUCTURE	5.6	5.6	13.0	5.6	dl-dual-snap-accept/dl	dl-dual-snap-reject-accept/dl							
LOST	vertex	294	76	6849	0	nueCC	343.6	-55.8	74.8	153.6	CHOICE	15.2	15.3	0.5	0.5	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	294	78	2753	0	nueCC	440.2	-42.9	57.0	130.0	CHOICE	28.2	28.2	1.0	1.0	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	294	80	11081	1	nueCC	1746.7	102.5	-89.8	205.1	CHOICE	5.9	5.9	2.9	1.3	dl-dual-snap-accept/dl	dl-dual-snap-reject-accept/dl							
LOST	vertex	294	84	9218	0	nueCC	1315.6	27.1	12.3	308.7	STRUCTURE-near	5.3	5.3	38.7	0.6	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	294	96	450	0	numuCC	624.6	-37.9	104.3	65.9	STRUCTURE	69.2	69.2	29.9	29.9	dl-dual-snap-reject-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	294	96	450	2	nueCC	236.4	145.0	-11.5	409.9	STRUCTURE	39.0	437.4	387.7	372.5	dl-dual-snap-reject-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	294	96	5902	2	nueCC	1399.6	-174.0	101.0	392.6	CHOICE	167.5	167.5	0.3	0.3	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	294	96	9324	1	nueCC	3265.0	-148.5	20.1	28.1	STRUCTURE-near	30.4	30.4	20.7	0.3	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	294	97	10584	0	nueCC	2198.5	-162.7	21.1	48.1	STRUCTURE-near	7.0	7.0	7.5	0.8	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	295	11	11262	1	nueCC	1286.3	106.8	-135.5	55.0	CHOICE	25.9	25.9	0.8	0.8	dl-dual-snap-accept/dl	dl-dual-snap-reject/nodl							
LOST	vertex	295	15	2517	1	nueCC	928.4	67.5	-163.3	47.4	CHOICE	40.1	40.1	2.1	2.1	dl-dual-snap-reject-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	295	15	437	0	nueCC	1058.2	-39.0	64.5	303.0	STRUCTURE-near	28.9	28.9	25.6	0.5	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	295	22	4612	0	nueCC	787.6	64.7	-99.7	332.8	CHOICE	119.8	119.8	0.8	0.8	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	295	32	2786	0	nueCC	503.3	-95.5	47.8	66.6	STRUCTURE-near	46.3	46.3	9.1	0.5	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	295	33	10318	0	nueCC	369.7	-6.8	-41.2	83.1	CHOICE	12.5	12.5	0.8	0.8	dl-dual-snap-reject/nodl	dl-dual-snap-accept/dl							
LOST	vertex	295	33	2036	0	nueCC	344.1	-171.1	-26.3	152.0	STRUCTURE-near	11.5	11.5	9.3	0.2	dl-dual-snap-accept/dl	dl-dual-snap-reject/nodl							
LOST	vertex	295	33	9146	0	nueCC	1338.0	157.5	-183.9	31.6	STRUCTURE	6.0	6.0	5.8	5.8	dl-dual-snap-accept/dl	dl-dual-snap-reject-accept/dl							
LOST	vertex	295	37	3827	1	nueCC	1688.4	7.0	-37.3	100.4	CHOICE	156.5	156.5	1.1	1.1	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	295	4	3220	0	nueCC	1249.1	-58.4	-121.0	295.3	CHOICE	61.6	61.6	3.9	0.8	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	295	5	305	1	nueCC	622.5	-40.5	-111.3	147.8	CHOICE	20.0	20.0	0.8	0.8	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	295	51	1636	0	nueCC	277.1	45.6	-10.1	353.0	CHOICE	20.4	20.4	0.6	0.6	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	295	56	7785	1	nueCC	648.2	73.3	118.0	414.2	CHOICE	81.3	81.3	1.0	1.0	dl-dual-snap-accept/dl	dl-dual-snap-reject-accept/dl							
LOST	vertex	295	56	875	0	nueCC	431.5	50.8	167.6	274.7	CHOICE	77.4	77.4	2.5	2.5	dl-dual-snap-reject/nodl	dl-dual-snap-accept/dl							
LOST	vertex	295	63	3115	1	nueCC	1992.1	164.1	-51.5	30.1	CHOICE	28.2	28.2	2.2	2.2	dl-dual-snap-accept/dl	dl-dual-snap-reject-accept/dl							
LOST	vertex	295	65	10796	1	nueCC	1238.6	31.1	4.9	24.3	CHOICE	12.6	12.6	2.7	2.7	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	295	65	2307	0	nueCC	922.9	151.7	-188.7	183.7	CHOICE	5.2	5.2	0.5	0.5	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	295	65	9067	0	nueCC	2860.3	79.6	-111.4	302.0	CHOICE	38.2	38.2	2.9	2.9	dl-dual-snap-reject-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	295	68	6468	1	nueCC	756.2	142.7	-21.4	111.3	CHOICE	7.2	7.2	4.0	0.4	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	295	76	9610	0	nueCC	681.0	-21.2	161.3	150.7	STRUCTURE-near	9.9	9.9	9.9	2.0	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	295	79	539	0	nueCC	1717.1	94.3	-144.3	21.9	CHOICE	18.3	18.3	1.6	1.6	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	295	81	10273	0	nueCC	1991.6	-88.5	18.7	384.2	CHOICE	16.5	16.5	0.7	0.7	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	295	82	1317	0	nueCC	1483.6	183.9	24.3	169.7	CHOICE	23.6	23.6	1.0	0.7	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	295	83	1960	0	nueCC	3001.4	-150.6	-119.0	202.0	STRUCTURE-near	7.3	7.3	17.6	4.2	dl-dual-snap-accept/dl	dl-dual-snap-reject-accept/dl							
LOST	vertex	295	83	9499	0	nueCC	633.7	-126.6	-123.9	278.9	CHOICE	8.0	8.0	4.8	4.8	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	295	86	9681	0	nueCC	479.9	5.6	52.6	258.3	CHOICE	23.9	23.9	0.5	0.5	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	295	87	7805	1	nueCC	397.5	-179.6	-73.4	245.6	CHOICE	13.0	13.0	4.3	0.8	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	296	0	8496	0	nueCC	419.5	139.8	-160.4	420.9	CHOICE	506.7	506.7	0.5	0.5	dl-dual-snap-reject/nodl	dl-dual-snap-reject-accept/dl							
LOST	vertex	296	13	1471	0	nueCC	1117.3	-117.9	115.0	241.8	CHOICE	23.9	23.8	0.4	0.4	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	296	35	4140	0	nueCC	246.3	-139.7	126.0	347.8	CHOICE	38.5	38.5	0.2	0.2	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	296	38	8871	0	nueCC	228.0	-166.8	-124.5	329.6	STRUCTURE-near	27.9	27.9	27.9	4.5	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	296	42	267	0	nueCC	423.3	83.8	156.1	309.3	CHOICE	30.9	30.9	1.3	1.3	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	296	42	5112	0	nueCC	2899.5	79.5	4.2	119.6	STRUCTURE-near	69.3	69.3	28.6	3.5	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	296	45	8270	0	nueCC	2620.8	51.9	-103.7	50.5	CHOICE	19.6	19.6	1.7	1.7	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	296	52	2905	0	nueCC	691.7	27.6	-61.0	398.2	CHOICE	5.0	5.0	0.9	0.9	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	296	52	6298	1	nueCC	1200.0	21.9	28.6	188.1	CHOICE	120.8	120.8	0.6	0.6	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	296	54	10747	1	nueCC	455.3	-133.8	-79.2	274.9	CHOICE	33.2	33.2	2.6	2.6	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	296	56	263	0	nueCC	366.4	141.2	122.3	161.8	CHOICE	26.0	26.0	1.4	1.4	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	296	58	4068	0	nueCC	1761.9	-38.2	89.5	114.0	CHOICE	7.1	7.1	1.8	1.8	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	296	58	5836	1	nueCC	920.4	-114.4	180.0	179.2	STRUCTURE	6.8	6.8	6.8	6.8	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	296	6	3649	0	nueCC	928.7	-36.7	27.8	300.2	CHOICE	70.3	70.3	1.1	1.1	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	296	6	6087	1	nueCC	746.3	160.3	-3.5	429.3	STRUCTURE	9.3	9.3	11.8	9.3	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	296	71	206	0	nueCC	751.6	90.0	-101.2	164.4	CHOICE	102.7	102.7	2.1	2.1	dl-dual-snap-accept/dl	dl-dual-snap-reject/nodl							
LOST	vertex	296	71	2069	1	nueCC	1556.9	-118.5	36.9	351.5	STRUCTURE	8.2	8.2	8.2	5.5	dl-dual-snap-reject-accept/dl	dl-dual-snap-reject-accept/dl							
LOST	vertex	296	72	12035	0	nueCC	1632.3	-177.6	134.7	136.9	CHOICE	32.6	32.6	0.5	0.5	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	296	75	7926	0	nueCC	1023.9	50.5	174.3	190.8	CHOICE	32.3	32.3	2.5	2.5	dl-dual-snap-reject/nodl	dl-dual-snap-reject-accept/dl							
LOST	vertex	296	76	11246	1	nueCC	737.6	-139.2	-60.7	398.8	CHOICE	19.3	19.3	0.2	0.2	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	296	76	2476	0	nueCC	2945.2	-103.5	135.2	351.2	STRUCTURE-near	23.3	23.3	5.1	0.9	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	296	85	3173	0	nueCC	919.4	106.1	146.5	375.3	STRUCTURE-near	5.5	5.5	5.5	1.0	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	296	85	7582	0	nueCC	1508.2	49.7	155.7	177.3	CHOICE	10.9	10.9	2.0	2.0	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	296	85	8349	0	nueCC	1130.8	151.6	-48.1	395.6	CHOICE	36.7	36.7	0.5	0.5	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	296	86	1150	0	nueCC	189.4	138.7	-16.1	238.0	CHOICE	15.5	15.5	0.3	0.3	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	296	86	7158	0	numuCC	1943.9	-18.1	76.5	88.5	CHOICE	6.0	6.0	3.7	3.7	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	296	88	1166	0	nueCC	1291.3	-110.8	0.6	178.8	CHOICE	22.7	22.7	0.8	0.5	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	296	9	4164	1	nueCC	1480.1	152.5	59.8	427.6	CHOICE	72.2	72.2	2.3	2.3	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	296	9	4541	1	numuCC	334.3	-22.1	-151.6	397.9	CHOICE	257.9	257.9	1.2	1.2	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	296	91	3191	0	nueCC	990.1	79.7	125.7	449.4	CHOICE	37.3	37.3	1.1	1.1	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	297	41	3189	0	nueCC	1345.5	-112.0	-30.6	230.7	CHOICE	42.8	42.8	0.9	0.9	dl-dual-snap-accept/dl	dl-dual-snap-reject-accept/dl							
LOST	vertex	297	58	5522	0	nueCC	408.3	91.9	99.2	353.5	CHOICE	31.6	31.6	1.0	1.0	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	297	87	9204	0	nueCC	297.2	-121.4	136.4	128.1	CHOICE	50.1	50.1	0.4	0.4	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	297	89	8361	0	nueCC	781.4	41.2	110.2	266.7	CHOICE	31.4	31.4	1.8	1.8	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	298	57	9776	0	nueCC	358.3	184.0	-144.3	122.9	CHOICE	54.4	54.4	0.1	0.1	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	298	65	1642	0	nueCC	2632.4	-72.8	32.1	271.8	CHOICE	54.0	54.0	0.6	0.6	dl-dual-snap-accept/dl	dl-dual-snap-reject-accept/dl							
LOST	vertex	298	66	160	0	nueCC	1469.6	-117.0	-31.1	220.3	STRUCTURE-near	64.9	64.9	12.4	3.3	dl-dual-snap-accept/dl	dl-dual-snap-reject-accept/dl							
LOST	vertex	298	67	3640	2	nueCC	747.1	-46.7	44.1	54.6	CHOICE	83.0	83.0	1.4	1.4	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	298	97	5918	0	nueCC	459.5	-185.1	128.4	357.2	STRUCTURE-near	62.6	62.6	39.1	0.3	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	299	12	841	0	nueCC	790.0	59.2	-136.3	228.5	CHOICE	27.9	27.9	1.3	1.3	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	299	12	9511	0	nueCC	1491.1	87.6	127.7	176.3	STRUCTURE-near	30.6	30.6	27.7	1.3	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	299	47	10303	0	nueCC	1740.9	-107.9	12.9	15.4	CHOICE	41.1	41.1	2.5	1.0	dl-dual-snap-accept/dl	dl-dual-snap-reject-accept/dl							
LOST	vertex	299	50	10437	0	nueCC	1931.0	-15.6	-132.4	349.9	STRUCTURE-near	19.9	19.9	22.9	1.3	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	299	57	7198	0	nueCC	359.8	50.6	89.5	79.8	CHOICE	82.8	82.8	1.4	1.4	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	299	57	8625	0	nueCC	733.0	145.6	-133.6	11.2	STRUCTURE	6.0	6.0	34.6	6.0	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	299	79	11098	0	nueCC	647.3	64.4	146.8	217.0	CHOICE	24.2	24.3	1.7	1.7	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	299	89	11884	0	nueCC	910.3	11.6	76.7	138.6	STRUCTURE	5.2	5.2	5.2	5.2	dl-dual-snap-accept/dl	dl-dual-snap-reject-accept/dl							
LOST	vertex	299	93	11114	1	nueCC	1229.1	86.5	-14.0	276.1	CHOICE	231.7	231.7	0.8	0.8	dl-veto-protected/nodl	dl-dual-snap-accept/dl							
LOST	vertex	300	20	11515	0	nueCC	2240.6	-112.7	-114.4	53.8	CHOICE	65.3	65.3	0.7	0.7	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	300	20	6354	0	nueCC	652.0	94.1	104.8	380.7	CHOICE	10.0	10.0	1.0	1.0	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	300	41	8498	1	nueCC	1165.6	13.8	-20.3	204.4	CHOICE	9.6	9.6	3.5	3.5	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	300	6	12011	0	nueCC	945.3	-30.1	108.4	210.8	STRUCTURE-near	18.5	18.5	9.7	4.0	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	300	86	8703	2	numuCC	559.4	92.9	-103.7	331.3	CHOICE	6.5	6.5	0.9	0.9	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
