direction	kind	run	subrun	event	idx	cls	Edep	vx	vy	vz	klass	d_other	d_main	d_main_candidate	d_any_vertex	route_own	route_other	flav	cut	stage	score_own	score_other	dEnu	tagger_changed
LOST	vertex	712	12	35	1	numuCC	405.5	-184.5	131.0	417.9	no candidate	-1.0	-1.0	-1.0	-1.0	dl-dual-snap-reject-accept/dl	-							
LOST	vertex	712	43	45	1	numuCC	551.3	-113.0	-179.2	243.9	STRUCTURE-near	5.6	5.6	5.6	0.7	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	713	20	13	0	numuCC	309.3	-185.5	51.1	317.7	CHOICE	5.6	5.6	0.9	0.9	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	713	35	18	1	numuCC	808.6	34.6	-132.5	268.4	STRUCTURE	5.4	5.4	19.1	5.4	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	713	45	26	0	numuCC	569.5	-76.5	-147.9	334.5	STRUCTURE	-1.0	-1.0	999.0	999.0	dl-dual-snap-accept/dl	dl-not-run/nodl							
LOST	vertex	713	48	12	0	numuCC	535.2	99.4	-126.0	257.0	CHOICE	20.0	20.0	1.1	1.1	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	713	48	22	0	NC	344.5	-177.1	165.2	440.3	CHOICE	18.6	18.6	0.2	0.2	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	713	7	36	0	NC	470.9	-54.2	76.9	363.5	STRUCTURE-near	6.0	6.0	6.0	0.4	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	713	70	3	0	NC	399.7	130.2	-118.8	164.6	CHOICE	5.4	5.4	1.4	0.4	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	713	75	37	0	numuCC	638.1	-44.2	81.2	370.7	STRUCTURE	23.6	23.6	23.6	23.6	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	713	83	43	0	numuCC	772.0	-45.6	90.5	59.0	CHOICE	8.1	8.1	1.1	1.1	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	713	84	47	0	NC	396.1	-155.8	190.0	27.4	CHOICE	13.5	13.5	0.5	0.5	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	713	89	13	0	numuCC	727.0	-161.2	-130.1	228.1	STRUCTURE-near	115.0	115.0	5.1	1.6	dl-dual-snap-reject-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	713	9	35	3	numuCC	406.6	159.6	-9.6	438.8	CHOICE	11.3	11.3	2.5	2.5	dl-dual-snap-accept/dl	dl-dual-snap-reject-accept/dl							
LOST	vertex	713	98	22	0	NC	384.2	148.8	133.7	261.9	CHOICE	33.0	33.0	0.4	0.4	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	713	98	45	2	numuCC	288.7	-132.0	-142.8	432.7	no candidate	-1.0	-1.0	-1.0	-1.0	dl-dual-snap-accept/dl	-							
LOST	vertex	714	12	35	1	numuCC	1169.7	-92.3	-116.9	122.3	CHOICE	130.2	130.1	0.6	0.6	dl-dual-snap-accept/dl	dl-dual-snap-accept/dl							
LOST	vertex	714	40	13	0	numuCC	225.5	-26.4	111.7	247.8	CHOICE	44.8	44.8	1.0	1.0	dl-dual-snap-accept/dl	dl-dual-snap-reject/nodl							
