idx	ev	subrun	wall_s	maxrss_kb	rc	node_exec_s
0	6501	130	12	2021960	0	9.54871895071119
1	6505	130	13	1917124	0	10.551732043735683
2	6512	130	13	1831584	0	10.694061307236552
3	6520	130	19	1926812	0	16.707461988553405
4	6528	130	13	2024080	0	10.643452848307788
5	6529	130	12	1947796	0	10.324668129906058
6	6532	130	20	2269092	0	18.252734696492553
7	6536	130	12	1980148	0	10.268631782382727
8	6545	130	16	1988516	0	14.097503306344151
9	6550	130	11	1778084	0	8.893712074495852
10	6570	131	22	2263168	0	19.79865757189691
11	6588	131	10	1825528	0	8.454217253252864
12	6604	132	28	2407228	0	25.69224925339222
13	6606	132	14	2130112	0	11.765427133999765
14	6612	132	16	2241272	0	13.432258813641965
15	6642	132	19	2235484	0	16.872291365638375
16	6650	132	14	2162120	0	11.569832845591009
17	6711	134	11	1874348	0	9.286568781360984
18	6748	134	14	1862740	0	11.9137221314013
19	6775	135	12	1884596	0	10.020030008628964
20	6786	135	20	2179848	0	17.686092348769307
21	6804	136	14	1964284	0	11.428556066937745
22	6805	136	13	2092976	0	11.048636915162206
23	6806	136	13	2169764	0	10.962412734515965
24	6821	136	14	1942220	0	11.586808339692652
25	6822	136	18	2291828	0	15.75807148590684
26	6837	136	15	2235004	0	12.620747042819858
27	6844	136	15	2145572	0	12.759000153280795
28	6852	137	16	1981220	0	13.741360037587583
29	6867	137	14	1908808	0	11.803559708409011
30	6874	137	24	2316076	0	22.142263300716877
31	6878	137	18	2084096	0	15.69809549022466
32	6887	137	13	1900856	0	10.525847814977169
33	6888	137	23	2214340	0	21.10113590117544
34	6898	137	12	1887660	0	10.362126102671027
