run	subrun	event	row	nu_index	gid	cluster_id	sel_cluster_id	cid_relation	n_act	sel_demoted	sel_fc	sel_length_cm	bundle_has_vetoed	n_vetoed	nu_x	nu_y	nu_z	vertex_default	reco_Enu	numu_score	nue_score	neutrino_type	nt_cosmic	nt_numucc	nt_nc	nt_nue	cosmict_flag	n_truth	t_idx	t_flav	t_mode	t_ccnc	t_Etot	t_Edep	t_T	t_dist_cm	mc_reco_Enu	flash_time_us	flash_pe	flash_tpc	flash_group	has_vertex	vertex_moved_cluster	br_filled	mip_filled	n_act_all_roles	n_companion
711	20	2	0	0	13	2	2	same	1	0	0	97.3	0	0	-132.28	131.90	440.40	0	645.3	3.2825	-15.0000	4	0	1	0	0	0	4	1	numu	RES	CC	1515.5	395.9	1.154	0.34		1.2960	6520.0	0	13	1	0	0	0	1	0
711	20	5	0	0	16	5	5	same	1	0	0	282.8	0	0	-126.20	81.27	226.68	0	804.2	3.7886	-15.0000	4	0	1	0	0	0	1	0	numu	QE	CC	1618.4	657.9	0.561	0.39		0.7052	15223.7	0	16	1	0	0	0	13	12
711	20	13	0	0	5	70	2	not_in_act	1	0	1	168.1	0	0	-30.29	49.66	345.93	0	1378.6	0.7410	-15.0000	8	0	0	1	0	0	2	1	numu	MEC	CC	1262.3	1059.5	1.322	0.37		1.4688	18311.7	0	5	1	1	0	0	10	9
711	20	25	0	0	9	8	8	same	1	0	1	34.5	0	0	-158.18	152.62	351.33	0	571.3	-0.4768	-15.0000	8	0	0	1	0	0	1	0	numu	DIS	CC	811.6	553.8	0.113	1.06		0.2520	12261.1	0	9	1	0	0	0	7	6
711	20	28	0	0	19	3	3	same	2	0	0	34.4	0	0	-195.60	-106.72	453.58	0	490.0	0.1267	-15.0000	4	0	1	0	0	0	2	1	numu	RES	CC	1165.4	239.7	1.228	23.86		1.3600	25642.7	0	19	1	0	0	0	3	1
711	20	42	0	0	9	19	19	same	4	0	0	19.0	0	0	-44.57	192.32	92.45	0	480.8	-1.8108	-15.0000	6	1	1	0	0	1	2	0	numu	DIS	CC	1072.7	40.4	0.211	218.35		0.3608	2042.8	0	9	1	0	0	0	30	26
711	20	46	0	0	1000009	14	14	same	2	0	1	2.4	0	0	155.22	-125.77	454.95	0	27.1	-1.9710	-15.0000	8	0	0	1	0	0	1	0	numu	DIS	CC	3559.7	98.5	0.34	116.76		0.4780	30985.8	1	1000009	1	0	0	0	13	11
711	60	5	0	0	1000012	16	16	same	2	0	0	155.4	0	0	156.35	-76.45	359.97	0	1262.5	1.5669	-15.0000	4	0	1	0	0	0	1	0	numu	DIS	NC	5328.7	1285.5	0.695	61.33		0.8330	47139.9	1	1000012	1	0	0	0	30	28
711	79	6	0	0	1000009	7	7	same	2	0	1	16.7	0	0	0.86	-6.21	229.33	0	111.6	-1.5454	-7.3410	8	0	0	1	0	0	1	0	numu	RES	CC	496.6	261.7	0.37	8.86		0.5130	3689.9	1	6	1	0	1	1	4	2
711	79	7	0	0	9	14	14	same	2	0	0	84.0	0	0	-49.42	130.99	417.81	0	329.4	2.8226	-15.0000	4	0	1	0	0	0	1	0	numu	QE	CC	2049.0	281.0	0.738	0.97		0.8866	4523.0	0	9	1	0	0	0	4	2
711	79	10	0	0	1000009	15	15	same	2	0	0	61.8	0	0	111.92	43.50	452.83	0	746.9	1.7865	-1.2641	4	0	1	0	0	0	1	0	numu	DIS	CC	3630.9	1048.2	0.587	0.82		0.7300	25840.5	1	6	1	0	1	1	15	13
711	79	13	0	0	1000013	14	14	same	2	0	1	102.8	0	0	0.64	-14.37	494.66	0	368.2	2.3120	-15.0000	6	1	1	0	0	1	1	0	numu	RES	CC	1813.1	979.3	0.244	636.64		0.6075	5004.8	1	1000013	1	0	0	0	3	1
711	79	16	0	0	1000007	18	18	same	1	0	1	83.2	0	0	77.16	38.43	57.39	0	658.7	0.2133	-15.0000	8	0	0	1	0	0	3	0	numu	RES	NC	2262.9	828.3	1.047	1.84		1.1916	16927.4	1	8	1	0	0	0	19	18
711	79	24	0	0	1000011	27	27	same	14	0	1	136.3	0	0	45.03	49.27	238.20	0	677.6	3.1334	-15.0000	4	0	1	0	0	0	2	1	numu	RES	CC	875.5	626.7	0.75	0.60		0.8965	8453.2	1	8	1	0	0	0	15	1
711	79	27	0	0	1000007	5	5	same	1	0	0	147.9	0	0	177.55	-20.52	354.78	0	479.9	2.9056	-15.0000	4	0	1	0	0	0	1	0	numu	QE	CC	1952.7	455.8	0.564	0.40		0.7047	13074.1	1	1000007	1	0	0	0	4	3
711	79	44	0	0	8	5	5	same	2	0	0	148.7	0	0	-188.57	93.79	157.65	0	2433.4	1.3659	-1.7029	4	0	1	0	0	0	1	0	numu	DIS	CC	4373.4	2546.4	1.486	0.26		1.6225	91382.8	0	8	1	0	1	1	64	62
711	79	45	0	0	1000011	9	9	same	1	0	1	48.0	0	0	148.65	45.48	68.72	0	754.0	1.3444	-15.0000	4	0	1	0	0	0	1	0	numu	RES	CC	814.3	633.2	1.294	0.56		1.4340	17573.3	1	1000011	1	0	0	0	11	10
