idx	ev	subrun	wall_s	maxrss_kb	rc	node_exec_s
0	6501	130	11	1682868	0	nan
1	6505	130	11	1588432	0	nan
2	6512	130	13	1525368	0	nan
3	6520	130	15	1549284	0	nan
4	6528	130	11	1679564	0	nan
5	6529	130	11	1597780	0	nan
6	6532	130	18	2016032	0	nan
7	6536	130	11	1632020	0	nan
8	6545	130	14	1710360	0	nan
9	6550	130	10	1469112	0	nan
10	6570	131	21	1946668	0	nan
11	6588	131	10	1496684	0	nan
12	6604	132	26	2173712	0	nan
13	6606	132	12	1763920	0	nan
14	6612	132	14	1904532	0	nan
15	6642	132	17	1981064	0	nan
16	6650	132	13	1813952	0	nan
17	6711	134	10	1521432	0	nan
18	6748	134	13	1566304	0	nan
19	6775	135	11	1553652	0	nan
20	6786	135	17	1871176	0	nan
21	6804	136	12	1609792	0	nan
22	6805	136	12	1736060	0	nan
23	6806	136	12	1836536	0	nan
24	6821	136	12	1577604	0	nan
25	6822	136	16	1941132	0	nan
26	6837	136	13	1878868	0	nan
27	6844	136	13	1813708	0	nan
28	6852	137	13	1626512	0	nan
29	6867	137	12	1613208	0	nan
30	6874	137	21	2084504	0	nan
31	6878	137	16	1751876	0	nan
32	6887	137	11	1546344	0	nan
33	6888	137	21	2004476	0	nan
34	6898	137	11	1544836	0	nan
