run	subrun	event	row	nu_index	gid	cluster_id	sel_cluster_id	cid_relation	n_act	sel_demoted	sel_fc	sel_length_cm	bundle_has_vetoed	n_vetoed	nu_x	nu_y	nu_z	vertex_default	reco_Enu	numu_score	nue_score	neutrino_type	nt_cosmic	nt_numucc	nt_nc	nt_nue	cosmict_flag	n_truth	t_idx	t_flav	t_mode	t_ccnc	t_Etot	t_Edep	t_T	t_dist_cm	mc_reco_Enu
712	23	7	0	0	1000003	19	19	same	1	0	1	316.5	0	0	52.66	60.87	32.87	0	1287.6	1.4812	-8.2925	8	0	0	1	0	0	1	1	numu	QE	CC	1243.8	1142.7	0.215	122.34	1287.6
712	23	16	0	0	1000012	17	17	same	1	0	0	129.1	0	0	-4.97	57.27	373.09	0	618.6	4.0429	-15.0000	4	0	1	0	0	0	2	1	numu	QE	CC	2253.6	393.2	1.419	0.67	618.6
712	23	19	0	0	6	8	8	same	1	0	0	137.4	0	0	-156.11	73.52	397.74	0	304.3	-0.7438	-14.2644	4	0	1	0	0	0	1	1	numu	QE	CC	1219.8	478.5	1.286	3.68	304.3
712	23	22	0	0	1000005	20	20	same	11	0	1	31.9	1	1	74.19	-76.15	222.85	0	413.8	-1.1525	-15.0000	8	0	0	1	0	0	2	2	numu	DIS	NC	903.7	428.7	0.844	4.00	413.8
712	23	29	0	0	1000003	11	11	same	1	0	1	256.2	0	0	101.12	-82.54	105.08	0	741.8	4.0788	-15.0000	4	0	1	0	0	0	3	3	numu	MEC	CC	881.7	688.2	0.118	4.12	741.8
712	23	40	0	0	15	24	24	same	8	0	1	17.8	0	0	-6.63	-155.78	5.93	0	241.2	-1.6996	-15.0000	10	1	0	1	0	1	3	2	numu	RES	NC	1844.5	186.3	1.346	68.46	241.2
712	24	11	0	0	2	24	24	same	3	0	1	7.6	0	0	-161.81	34.30	53.64	0	104.4	-1.8863	-15.0000	8	0	0	1	0	0	1	1	numu	RES	NC	1148.0	442.3	0.327	0.86	104.4
712	24	14	0	0	0	6	6	same	1	0	0	143.1	0	0	-163.52	-108.61	365.57	0	632.8	2.5124	-13.3823	4	0	1	0	0	0	1	1	numu	RES	CC	1263.9	510.5	0.489	0.25	632.8
712	24	29	0	0	1	9	9	same	2	0	0	211.5	0	0	-193.32	-110.04	304.89	0	1118.8	3.9411	-15.0000	4	0	1	0	0	0	1	1	numu	RES	CC	2367.4	1087.9	0.732	0.16	1118.8
712	24	30	0	0	1000003	87	29	not_in_act	5	0	1	133.9	0	0	14.77	81.39	199.86	0	525.9	-0.7333	-15.0000	8	0	0	1	0	0	1	1	numu	RES	CC	1179.9	918.2	1.031	3.54	525.9
712	24	32	0	0	1000003	17	17	same	14	0	1	12.7	0	0	20.05	79.67	33.73	0	239.1	-1.0125	-1.0558	8	0	0	1	0	0	2	2	numu	RES	CC	802.5	373.7	0.176	3.88	239.1
712	25	5	0	0	2	5	5	same	1	0	1	27.2	0	0	-129.62	165.58	44.46	0	303.8	-2.1574	-15.0000	8	0	0	1	0	0	1	1	numu	RES	NC	755.4	426.1	0.895	0.43	303.8
712	25	10	0	0	3	8	8	same	1	0	1	17.9	0	0	-185.57	-61.03	338.11	0	158.9	-1.3514	-15.0000	8	0	0	1	0	0	1	1	numu	QE	NC	339.4	235.8	0.66	1.47	158.9
712	25	11	0	0	1000007	22	22	same	1	0	1	18.1	0	0	126.06	-158.15	193.67	0	169.9	-2.9228	-15.0000	8	0	0	1	0	0	2	2	numu	RES	NC	803.3	256.7	0.598	1.92	169.9
712	25	15	0	0	3	25	5	not_in_act	2	0	0	38.2	1	1	-177.78	-64.12	410.87	0	22.1	-1.9297	-15.0000	8	0	0	1	0	0	2	2	numu	QE	CC	938.5	462.5	0.34	680.27	22.1
712	25	23	0	0	3	57	3	not_in_act	1	0	1	20.4	0	0	-109.91	-70.52	292.62	0	421.7	-0.5649	-15.0000	8	0	0	1	0	0	2	2	nue	RES	NC	984.5	416.8	0.902	0.52	421.7
712	25	27	0	0	1000001	7	7	same	1	0	0	248.0	0	0	133.95	89.93	3.57	0	797.7	-0.4364	-15.0000	4	0	1	0	0	0	2	2	numu	QE	CC	844.1	702.1	0.326	0.89	797.7
712	25	44	0	0	1000005	16	16	same	2	0	0	50.6	1	1	101.32	-2.65	6.74	0	395.1	-3.3901	-15.0000	10	1	0	1	0	1	2	2	numu	QE	CC	873.5	319.1	1.099	50.83	395.1
712	25	47	0	0	7	21	21	same	5	0	1	66.6	0	0	-52.58	10.19	66.46	0	575.1	0.2063	-15.0000	8	0	0	1	0	0	4	3	numu	RES	NC	1014.8	624.7	1.31	1.50	575.1
712	25	48	0	0	1000003	7	7	same	1	0	1	40.6	0	0	177.47	-171.06	282.84	0	455.1	-0.2360	-9.6279	8	0	0	1	0	0	1	1	numu	DIS	NC	1592.4	501.8	0.449	9.73	455.1
712	27	4	0	0	1000004	9	9	same	1	0	0	40.4	0	0	65.55	-131.54	483.17	0	599.5	1.8233	8.8578	40	0	0	1	1	0	1	1	numu	DIS	CC	3269.4	665.0	1.232	2.53	599.5
712	27	5	0	0	1000000	15	15	same	2	0	0	207.9	0	0	165.74	-58.07	293.37	0	786.5	4.2443	-15.0000	4	0	1	0	0	0	1	1	numu	RES	CC	1491.3	724.1	1.017	0.59	786.5
712	27	11	0	0	4	8	8	same	2	0	0	120.5	0	0	-66.39	199.93	20.39	0	402.2	-2.7943	-15.0000	6	1	1	0	0	1	2	1	numu	QE	CC	599.4	305.2	0.744	29.86	402.2
712	27	24	0	0	1	18	18	same	2	0	0	63.7	0	0	-144.08	-42.30	59.71	0	976.4	-0.1166	2.7625	4	0	1	0	0	0	1	1	numu	RES	CC	1342.9	934.8	0.707	1.76	976.4
712	27	36	0	0	2	6	6	same	3	0	1	199.8	0	0	-177.18	12.65	99.55	0	820.3	2.2176	-15.0000	4	0	1	0	0	0	1	1	numu	RES	CC	942.9	641.9	0.251	1.44	820.3
712	27	37	0	0	7	6	6	same	1	0	1	6.3	0	0	-189.29	-102.36	181.47	0	98.9	-1.2281	-15.0000	8	0	0	1	0	0	1	1	numu	RES	NC	617.7	188.5	1.186	38.11	98.9
712	27	42	0	0	4	4	4	same	1	0	0	93.6	0	0	-168.96	149.34	235.38	0	539.0	2.7755	-15.0000	4	0	1	0	0	0	1	1	numu	QE	CC	1057.0	400.1	0.218	0.22	539.0
712	27	44	0	0	1000007	7	7	same	1	0	1	17.0	0	0	87.04	-111.10	435.43	0	450.8	-0.5319	-15.0000	8	0	0	1	0	0	2	1	numu	RES	NC	1156.3	388.0	1.532	13.74	450.8
712	27	46	0	0	4	19	19	same	4	0	0	317.3	0	0	43.42	56.49	203.80	0	938.1	4.2789	-15.0000	4	0	1	0	0	0	2	2	numu	QE	CC	1389.1	843.5	1.183	0.69	938.1
712	29	2	0	0	1000002	10	10	same	1	0	0	266.5	0	0	172.30	-54.81	307.53	0	919.3	-2.2576	-15.0000	6	1	1	0	0	1	2	2	numu	MEC	CC	755.9	40.1	0.386	466.52	919.3
712	29	8	0	0	10	6	6	same	3	0	1	3.5	0	0	-63.86	101.72	483.15	0	8.3	-2.2017	-15.0000	8	0	0	1	0	0	2	2	numu	COH	NC	985.9	0.0	0.761	168.19	8.3
712	29	9	0	0	4	10	10	same	33	0	0	174.5	0	0	-175.13	-199.22	388.95	0	1468.4	-1.7843	-15.0000	6	1	1	0	0	1	1	1	numu	RES	CC	968.6	772.5	0.659	182.07	1468.4
712	29	12	0	0	1000000	10	10	same	2	0	1	249.0	0	0	-57.12	-92.96	326.95	0	699.8	2.9652	-15.0000	4	0	1	0	0	0	2	1	numu	QE	CC	987.1	622.2	1.492	0.79	699.8
712	29	17	0	0	1000010	11	11	same	1	0	0	71.8	0	0	76.47	-195.84	93.24	0	315.3	0.6035	-15.0000	4	0	1	0	0	0	2	1	numu	QE	CC	403.2	262.4	0.594	0.71	315.3
712	29	21	0	0	1000009	58	15	not_in_act	1	0	0	3.3	0	0	62.74	60.84	389.13	0	23.8	-3.0346	-15.0000	8	0	0	1	0	0	3	3	numu	RES	NC	1037.6	331.4	1.588	44.70	23.8
712	29	24	0	0	6	15	15	same	5	0	1	33.6	0	0	-53.77	-190.54	343.50	0	935.5	-0.4820	-15.0000	4	0	1	0	0	0	2	2	numu	DIS	NC	1541.5	547.6	0.166	29.73	935.5
712	29	30	0	0	1000001	6	6	same	1	0	0	227.0	0	0	153.65	150.45	329.26	0	1262.5	2.2074	-15.0000	6	1	1	0	0	1	1	1	numu	DIS	CC	3667.4	1016.5	1.415	17.45	1262.5
712	29	37	0	0	2	7	7	same	1	0	1	60.4	0	0	-67.28	-50.11	421.80	0	345.4	-1.7795	-15.0000	8	0	0	1	0	0	1	1	numu	QE	NC	749.5	349.2	1.513	0.90	345.4
712	29	39	0	0	3	6	6	same	1	0	1	202.3	0	0	-83.36	59.71	290.25	0	923.9	3.9219	-15.0000	4	0	1	0	0	0	2	2	numu	QE	CC	1067.0	870.4	0.904	0.23	923.9
712	29	42	0	0	6	55	21	not_in_act	2	0	0	252.2	0	0	79.88	-174.98	398.11	0	984.0	0.4406	-15.0000	8	0	0	1	0	0	1	1	numu	DIS	CC	3188.0	1036.6	0.885	90.88	984.0
712	29	43	0	0	1000004	7	7	same	1	0	1	4.0	0	0	29.53	-91.34	180.64	0	55.8	-1.3334	-15.0000	8	0	0	1	0	0	3	1	numu	QE	NC	1211.1	54.0	1.219	1.40	55.8
712	29	44	0	0	13	31	12	not_in_act	1	0	0	3.0	0	0	-153.47	-158.64	348.45	0	114.8	-1.8722	-15.0000	8	0	0	1	0	0	1	1	numu	QE	CC	770.2	29.2	0.391	87.71	114.8
712	29	46	0	0	1000008	20	20	same	2	0	0	46.2	1	1	87.27	0.47	27.70	0	713.4	-0.9001	-15.0000	8	0	0	1	0	0	2	1	numu	MEC	NC	888.2	355.2	1.179	60.00	713.4
712	29	50	0	0	1000003	12	12	same	12	0	0	144.2	0	0	134.13	95.47	264.21	0	460.0	3.2852	-15.0000	4	0	1	0	0	0	2	1	numu	QE	CC	778.3	363.9	0.544	0.91	460.0
712	30	1	0	0	10	6	6	same	1	0	0	167.4	0	0	-118.69	156.06	177.90	0	556.7	2.3256	-15.0000	4	0	1	0	0	0	1	1	numu	QE	CC	582.6	495.1	1.504	1.26	556.7
712	30	19	0	0	13	54	23	not_in_act	2	0	0	73.6	0	0	-115.09	-190.15	403.78	0	480.3	-1.7002	-15.0000	8	0	0	1	0	0	2	2	numu	QE	CC	915.9	277.2	0.15	1.81	480.3
712	30	26	0	0	0	9	9	same	2	0	0	190.7	0	0	-201.38	9.85	208.04	0	580.0	-3.4270	-15.0000	6	1	1	0	0	1	1	1	numu	QE	CC	995.2	500.9	0.727	49.48	580.0
712	30	28	0	0	1000002	16	16	same	2	0	0	129.4	0	0	188.29	55.82	383.61	0	645.9	3.4679	-15.0000	4	0	1	0	0	0	3	1	numu	MEC	CC	823.3	500.0	0.41	0.79	645.9
712	30	35	0	0	1000005	16	16	same	1	0	1	51.1	0	0	24.46	78.94	12.96	0	447.8	-1.2551	-15.0000	8	0	0	1	0	0	3	2	numu	RES	CC	618.6	469.1	1.141	3.60	447.8
712	30	38	0	0	6	22	22	same	11	0	0	88.9	0	0	-55.88	-144.28	465.96	0	853.6	1.3319	-15.0000	4	0	1	0	0	0	2	2	numu	RES	CC	1112.8	653.7	0.152	1.34	853.6
712	30	45	0	0	1000005	9	9	same	1	0	0	0.7	0	0	0.00	0.00	0.00	1	0.0	-1.9417	-15.0000	0	0	0	0	0	0	3	-1				-1	-1	-1	-1	0.0
712	31	1	0	0	1	13	13	same	3	0	1	51.0	0	0	-136.58	6.56	411.48	0	337.2	-1.9544	-15.0000	8	0	0	1	0	0	2	2	numu	RES	NC	947.8	728.8	1.191	46.27	337.2
712	31	22	0	0	2	5	5	same	1	0	1	205.9	0	0	-55.62	-2.92	291.64	0	976.5	3.8078	-6.8965	4	0	1	0	0	0	1	1	numu	RES	CC	1207.2	1053.3	0.959	0.54	976.5
712	31	27	0	0	1000007	56	13	not_in_act	1	0	1	252.6	0	0	19.69	6.25	259.02	0	672.6	-1.0526	-15.0000	8	0	0	1	0	0	2	1	numu	QE	CC	903.9	785.3	0.067	2.93	672.6
712	31	40	0	0	5	21	21	same	13	1	1	38.0	1	1	30.79	13.48	88.11	0	364.6	-0.6004	-15.0000	8	0	0	1	0	0	2	1	numu	QE	NC	1197.5	60.9	1.125	105.51	364.6
712	31	47	0	0	1000001	15	15	same	2	0	0	256.1	0	0	186.39	-37.02	252.30	0	749.7	2.4504	-15.0000	4	0	1	0	0	0	2	2	numu	QE	CC	1799.1	616.2	0.655	3.32	749.7
712	32	4	0	0	6	11	11	same	5	0	1	31.1	1	2	-69.51	121.55	353.66	0	366.9	-0.5583	-15.0000	4	0	1	0	0	0	1	1	numu	QE	NC	598.9	281.9	0.884	0.70	366.9
712	32	17	0	0	10	5	5	same	1	0	1	1.5	0	0	-134.58	13.86	11.14	0	108.9	-2.5978	-15.0000	8	0	0	1	0	0	2	2	numu	QE	CC	523.3	13.1	0.553	106.97	108.9
712	32	19	0	0	13	26	26	same	3	0	1	255.3	0	0	48.08	81.22	187.09	0	884.4	4.2124	-15.0000	4	0	1	0	0	0	1	1	numu	QE	CC	1029.7	890.7	1.071	0.82	884.4
712	32	30	0	0	1000004	25	25	same	10	0	0	167.6	0	0	103.19	184.76	11.95	0	825.4	3.7058	-11.0427	4	0	1	0	0	0	3	1	numu	RES	CC	1909.3	955.3	1.463	0.61	825.4
712	33	10	0	0	1000002	19	19	same	2	0	0	28.6	0	0	190.01	153.64	357.56	0	305.2	1.8981	-15.0000	4	0	1	0	0	0	2	2	numu	QE	CC	712.2	170.1	1.286	0.26	305.2
712	33	30	0	0	8	76	5	not_in_act	1	0	0	18.4	0	0	-123.11	16.34	9.20	0	378.6	-1.6038	-15.0000	8	0	0	1	0	0	2	1	numu	RES	NC	991.9	397.9	0.665	29.93	378.6
712	33	36	0	0	1000008	52	18	not_in_act	5	0	0	2.7	0	0	87.44	-118.61	260.70	0	29.8	-2.9640	-15.0000	8	0	0	1	0	0	1	1	numu	QE	NC	1070.4	104.4	0.182	19.21	29.8
712	33	44	0	0	1000006	8	8	same	1	0	0	84.6	0	0	151.06	-164.87	308.74	0	790.1	2.5865	-15.0000	4	0	1	0	0	0	2	1	numu	RES	CC	678.8	421.6	0.942	3.92	790.1
712	34	6	0	0	4	11	11	same	4	0	1	46.1	0	0	-71.10	89.04	373.44	0	661.6	-0.0997	-15.0000	4	0	1	0	0	0	1	1	numu	RES	CC	916.4	727.1	0.945	46.39	661.6
712	34	7	0	0	1000002	6	6	same	1	0	1	1.8	0	0	157.76	51.33	480.69	0	108.3	-1.8639	-15.0000	8	0	0	1	0	0	1	1	numu	MEC	CC	1084.9	20.7	1.571	72.48	108.3
712	34	10	0	0	1000008	21	21	same	2	0	1	195.7	0	0	38.85	-15.36	138.89	0	847.4	4.5821	-15.0000	4	0	1	0	0	0	1	1	numu	MEC	CC	863.6	739.9	1.504	0.65	847.4
712	34	16	0	0	6	5	5	same	1	0	1	150.0	0	0	-58.63	50.20	225.04	0	751.9	3.4557	-15.0000	4	0	1	0	0	0	2	1	numu	RES	CC	1225.6	908.0	1.298	2.41	751.9
712	34	19	0	0	13	9	9	same	1	0	1	114.2	0	0	-19.23	145.08	180.46	0	543.0	2.9293	-15.0000	4	0	1	0	0	0	2	2	numu	RES	CC	765.6	590.5	1.487	1.57	543.0
712	34	20	0	0	7	26	26	same	3	1	0	226.4	1	1	-51.83	102.89	34.96	0	1081.5	1.8307	-15.0000	4	0	1	0	0	0	1	1	numu	RES	CC	2031.5	971.0	1.007	2.46	1081.5
712	34	22	0	0	1000007	14	14	same	2	0	0	85.6	0	0	5.77	-182.59	2.48	0	394.6	-1.7105	-15.0000	4	0	1	0	0	0	1	1	numu	QE	CC	923.0	272.3	1.543	334.77	394.6
712	34	40	0	0	1000001	15	15	same	2	0	0	94.4	0	0	176.23	-100.15	355.93	0	450.1	3.8727	-15.0000	4	0	1	0	0	0	1	1	numu	QE	CC	1622.4	309.0	0.696	0.21	450.1
712	34	47	0	0	1000000	113	16	not_in_act	2	0	0	88.9	0	0	155.92	17.22	120.15	0	699.8	0.4568	-15.0000	8	0	0	1	0	0	2	2	numu	QE	CC	1498.8	755.0	0.288	0.84	699.8
712	34	47	1	1	9	20	20	same	3	0	0	85.5	0	0	-37.97	-174.30	473.58	0	553.4	2.0404	-15.0000	4	0	1	0	0	0	2	1	numu	QE	CC	1051.3	355.7	1.306	0.85	699.8
712	35	4	0	0	7	20	20	same	3	0	1	75.2	0	0	-55.85	91.37	81.93	0	338.6	2.7579	-15.0000	4	0	1	0	0	0	1	1	numu	QE	CC	463.8	362.8	1.313	2.98	338.6
712	35	22	0	0	1000002	7	7	same	3	0	1	23.2	0	0	85.51	124.60	337.88	0	283.2	-0.9451	-15.0000	8	0	0	1	0	0	1	1	numu	MEC	NC	614.9	369.2	0.999	1.06	283.2
712	35	31	0	0	7	28	5	not_in_act	1	0	0	1.7	0	0	-133.17	-199.25	241.75	0	110.0	-1.7082	-15.0000	10	1	0	1	0	1	1	1	numu	DIS	CC	3866.7	32.7	1.332	307.93	110.0
712	35	33	0	0	2	8	8	same	1	0	1	151.6	0	0	-53.70	-14.19	308.86	0	707.9	5.5012	-15.0000	4	0	1	0	0	0	1	1	numu	QE	CC	923.0	728.4	0.998	0.67	707.9
712	36	16	0	0	8	5	5	same	1	0	1	15.7	0	0	-164.42	179.84	362.01	0	202.7	-0.7295	-15.0000	6	1	1	0	0	1	1	1	numu	RES	NC	700.7	110.5	1.436	1.27	202.7
712	36	22	0	0	1000008	12	12	same	1	0	0	47.0	0	0	162.50	159.95	54.36	0	249.3	-0.7592	-15.0000	6	1	1	0	0	1	2	2	numu	QE	CC	485.1	147.3	0.498	1.52	249.3
712	36	33	0	0	4	22	22	same	2	0	1	20.6	0	0	-37.68	38.87	153.27	0	294.6	-0.7377	-15.0000	8	0	0	1	0	0	2	2	numu	MEC	NC	2101.2	369.0	1.051	0.39	294.6
712	36	42	0	0	3	4	4	same	1	0	0	188.0	0	0	-102.39	-164.97	104.02	0	814.3	3.0159	-15.0000	4	0	1	0	0	0	2	1	numu	QE	CC	821.6	719.5	0.859	5.76	814.3
712	37	37	0	0	1000002	17	17	same	2	0	1	491.6	0	0	125.64	64.67	15.45	0	1422.4	5.6326	-15.0000	4	0	1	0	0	0	1	1	numu	QE	CC	1386.4	1283.4	0.856	0.89	1422.4
712	39	7	0	0	5	7	7	same	1	0	0	198.0	0	0	-19.03	-88.20	306.80	0	724.7	4.5447	-15.0000	4	0	1	0	0	0	2	2	numu	QE	CC	1099.0	628.1	0.392	0.67	724.7
712	39	12	0	0	5	25	22	in_act_not_selected	3	0	0	2.1	0	0	21.03	162.95	10.13	0	114.9	-2.1065	-15.0000	8	0	0	1	0	0	2	1	numu	RES	NC	1104.7	108.6	0.401	58.17	114.9
712	39	19	0	0	6	5	5	same	1	0	0	301.5	0	0	-170.04	110.12	325.45	0	867.1	3.0878	-15.0000	6	1	1	0	0	1	3	2	numu	MEC	NC	1028.4	59.6	0.49	117.78	867.1
712	39	42	0	0	5	4	4	same	2	0	0	50.8	0	0	-197.30	155.93	353.18	0	873.7	-0.1450	2.3374	40	0	0	1	1	0	1	1	numu	MEC	NC	2027.0	794.1	0.393	32.72	873.7
712	39	44	0	0	6	14	14	same	8	0	0	88.9	0	0	-25.70	6.02	464.66	0	570.6	2.4353	-15.0000	4	0	1	0	0	0	4	2	numu	MEC	CC	622.8	511.4	0.908	2.34	570.6
712	39	46	0	0	1000008	6	6	same	1	0	1	2.7	0	0	177.73	-185.27	72.15	0	49.6	-1.6303	-15.0000	8	0	0	1	0	0	1	1	numu	MEC	NC	422.7	54.2	0.746	432.64	49.6
712	39	49	0	0	0	13	2	not_in_act	2	0	0	129.0	0	0	-131.59	20.29	140.57	0	402.2	-0.4896	-15.0000	8	0	0	1	0	0	2	1	numu	QE	CC	804.6	425.4	1.277	0.50	402.2
712	39	50	0	0	1000008	18	18	same	1	0	0	277.8	0	0	-39.88	1.74	254.02	0	919.2	5.1127	-15.0000	4	0	1	0	0	0	1	1	numu	QE	CC	1143.9	754.7	1.186	0.41	919.2
712	40	4	0	0	0	5	5	same	2	0	0	36.6	0	0	-196.59	-129.64	187.75	0	414.5	1.0356	-15.0000	8	0	0	1	0	0	1	1	numu	MEC	CC	2384.7	373.2	0.729	0.62	414.5
712	40	5	0	0	1000000	77	29	not_in_act	3	0	1	106.0	1	1	189.29	15.97	122.50	0	664.5	-0.3504	-15.0000	8	0	0	1	0	0	2	2	numu	DIS	CC	1726.0	1449.0	0.403	51.27	664.5
712	40	18	0	0	1000006	27	27	same	1	0	0	333.1	0	0	69.13	21.54	180.02	0	948.3	3.9874	-15.0000	4	0	1	0	0	0	1	1	numu	QE	CC	1386.9	849.0	1.145	2.59	948.3
712	40	21	0	0	1000002	9	9	same	1	0	0	442.9	0	0	154.02	-135.95	86.69	0	1420.5	6.6413	-15.0000	4	0	1	0	0	0	3	1	numu	QE	CC	2137.7	1239.0	1.369	0.18	1420.5
712	40	42	0	0	1	16	16	same	12	0	1	59.0	0	0	-131.21	153.83	40.38	0	723.2	1.9099	-15.0000	4	0	1	0	0	0	2	1	numu	MEC	CC	547.8	442.2	0.63	0.35	723.2
712	40	44	0	0	6	6	6	same	1	0	1	10.9	0	0	-170.18	76.62	274.74	0	159.7	-2.0964	-15.0000	10	1	0	1	0	1	2	2	numu	RES	CC	1212.0	98.4	0.446	57.31	159.7
712	40	49	0	0	3	14	14	same	2	0	1	99.7	1	1	-158.94	67.94	358.05	0	503.7	-0.5685	-15.0000	8	0	0	1	0	0	2	2	numu	DIS	NC	1606.6	632.3	0.659	1.16	503.7
712	41	6	0	0	9	17	17	same	1	0	1	410.9	0	0	-109.23	31.02	30.15	0	1289.7	4.5661	-15.0000	4	0	1	0	0	0	1	1	numu	QE	CC	1454.9	1125.5	0.08	1.09	1289.7
712	41	21	0	0	1000005	7	7	same	1	0	0	59.4	0	0	106.97	-190.99	445.92	0	284.0	0.0764	-15.0000	4	0	1	0	0	0	4	3	numu	QE	CC	345.6	210.1	1.25	1.14	284.0
712	41	24	0	0	0	21	21	same	11	1	1	18.0	1	1	0.81	68.40	212.48	0	150.9	-2.0265	-4.2470	8	0	0	1	0	0	2	2	numu	RES	CC	1842.5	1182.4	0.162	91.06	150.9
712	41	24	1	1	1000007	12	12	same	1	0	0	1.0	0	0	0.00	0.00	0.00	1	0.0	-1.9417	-15.0000	0	0	0	0	0	0	2	-1				-1	-1	-1	-1	150.9
712	41	25	0	0	6	4	4	same	1	0	1	32.0	0	0	-78.75	156.84	202.97	0	704.1	1.5254	-15.0000	4	0	1	0	0	0	2	2	numu	DIS	CC	1261.3	913.9	1.072	1.27	704.1
712	41	37	0	0	1000002	9	9	same	1	0	0	36.3	0	0	189.84	174.42	283.53	0	314.5	-0.5239	-15.0000	8	0	0	1	0	0	2	2	numu	MEC	CC	585.3	325.6	0.637	0.29	314.5
712	41	49	0	0	7	98	30	not_in_act	3	0	0	107.2	0	0	-40.50	-149.24	235.50	0	773.4	-0.1314	-15.0000	8	0	0	1	0	0	2	2	numu	RES	CC	1169.8	828.5	0.618	1.26	773.4
712	42	1	0	0	3	13	13	same	2	0	1	106.5	0	0	-0.84	-72.40	224.55	0	821.1	1.7052	-15.0000	4	0	1	0	0	0	1	1	numu	DIS	NC	1502.0	1001.0	0.994	15.86	821.1
712	42	6	0	0	6	19	19	same	2	0	0	10.3	0	0	-123.18	173.95	445.60	0	213.3	-0.9902	-15.0000	8	0	0	1	0	0	1	1	numu	RES	CC	1302.0	265.8	1.121	356.74	213.3
712	42	15	0	0	1000021	7	7	same	1	0	0	1.5	0	0	0.00	0.00	0.00	1	0.0	-1.9417	-15.0000	0	0	0	0	0	0	2	-1				-1	-1	-1	-1	0.0
712	42	23	0	0	9	2	2	same	1	0	1	2.0	0	0	-94.26	-152.45	189.61	0	9.9	-3.3295	-15.0000	8	0	0	1	0	0	1	1	numu	RES	CC	1503.7	180.3	1.558	917.64	9.9
712	42	24	0	0	4	4	4	same	1	0	1	196.3	0	0	-94.14	-11.47	225.77	0	903.1	4.6277	-15.0000	4	0	1	0	0	0	1	1	numu	MEC	CC	982.6	789.2	0.9	0.57	903.1
712	42	32	0	0	2	2	2	same	1	0	1	145.5	0	0	-107.06	48.08	70.69	0	473.0	2.3995	-15.0000	4	0	1	0	0	0	2	1	numu	QE	CC	518.1	418.6	0.499	1.46	473.0
712	42	50	0	0	1000006	15	15	same	3	0	0	146.5	0	0	26.90	199.53	83.68	0	505.6	-3.9577	-15.0000	6	1	1	0	0	1	2	1	numu	QE	NC	954.6	0.0	0.427	570.98	505.6
712	43	6	0	0	2	9	9	same	1	0	0	108.1	0	0	-182.75	-138.63	400.07	0	388.1	2.9054	-15.0000	4	0	1	0	0	0	1	1	numu	QE	CC	691.2	292.5	0.472	0.26	388.1
712	43	14	0	0	1	4	4	same	1	0	0	193.3	0	0	-136.76	161.72	315.76	0	1120.8	4.2340	-15.0000	4	0	1	0	0	0	4	1	numu	RES	CC	1708.3	862.8	0.242	0.61	1120.8
712	43	19	0	0	0	20	20	same	23	1	1	58.9	1	1	-71.33	-96.99	271.49	0	752.9	0.1042	12.3361	40	0	0	1	1	0	2	1	nue	QE	CC	962.1	957.5	0.24	1.76	752.9
712	43	25	0	0	1000005	7	7	same	1	0	1	235.2	0	0	111.61	-138.46	160.65	0	735.5	1.3623	-15.0000	6	1	1	0	0	1	3	2	numu	QE	CC	740.6	616.3	0.215	0.65	735.5
712	43	28	0	0	9	6	6	same	1	0	0	19.2	0	0	-121.16	184.93	159.47	0	176.9	-1.4726	-15.0000	6	1	1	0	0	1	1	1	numu	QE	CC	405.8	114.4	0.671	2.57	176.9
712	43	31	0	0	1000004	15	15	same	1	0	1	241.9	0	0	56.56	118.16	184.76	0	932.0	3.8717	-15.0000	4	0	1	0	0	0	1	1	numu	MEC	CC	951.2	779.9	1.391	1.13	932.0
712	43	32	0	0	1000010	11	11	same	10	0	1	32.4	0	0	11.30	-52.76	31.60	0	261.2	-0.1812	-15.0000	4	0	1	0	0	0	2	2	numu	RES	NC	894.3	306.9	1.195	2.54	261.2
712	43	45	0	0	5	5	5	same	1	0	1	196.4	0	0	-112.78	-178.86	244.05	0	575.4	3.0548	-15.0000	4	0	1	0	0	0	2	2	numu	MEC	CC	662.1	551.3	1.526	0.45	575.4
712	43	50	0	0	1000005	14	14	same	1	0	1	52.8	0	0	88.26	-110.19	36.10	0	667.8	1.2342	-15.0000	4	0	1	0	0	0	1	1	numu	RES	CC	631.4	364.4	0.553	1.12	667.8
712	44	14	0	0	1000006	9	9	same	1	0	1	4.0	0	0	196.22	-194.17	178.85	0	15.0	-1.5263	-15.0000	8	0	0	1	0	0	2	2	numu	DIS	CC	3385.2	79.2	0.424	93.10	15.0
712	44	17	0	0	1000000	23	23	same	6	0	0	289.3	0	0	132.22	37.69	119.10	0	1024.8	3.6362	-15.0000	4	0	1	0	0	0	1	1	numu	DIS	CC	2148.1	1043.0	0.803	1.79	1024.8
712	44	20	0	0	1	2	2	same	1	0	1	113.6	0	0	-124.71	-69.20	130.16	0	834.9	3.4141	-15.0000	4	0	1	0	0	0	1	1	numu	MEC	CC	1074.2	797.5	0.654	0.70	834.9
712	44	31	0	0	0	8	8	same	2	0	0	302.3	0	0	-73.14	41.13	230.95	0	829.7	4.4092	-15.0000	4	0	1	0	0	0	1	1	numu	QE	CC	1496.7	1080.3	0.124	6.66	829.7
