idx	ev	subrun	wall_s	maxrss_kb	rc	node_exec_s
0	6501	130	10	1966160	0	nan
1	6505	130	11	1870412	0	nan
2	6512	130	12	1786872	0	nan
3	6520	130	15	1847072	0	nan
4	6528	130	11	1957548	0	nan
5	6529	130	11	1884528	0	nan
6	6532	130	17	2209028	0	nan
7	6536	130	11	1897656	0	nan
8	6545	130	14	1954588	0	nan
9	6550	130	10	1730668	0	nan
10	6570	131	20	2165220	0	nan
11	6588	131	9	1776148	0	nan
12	6604	132	24	2306804	0	nan
13	6606	132	12	2051180	0	nan
14	6612	132	13	2155984	0	nan
15	6642	132	17	2189588	0	nan
16	6650	132	12	2101792	0	nan
17	6711	134	10	1839916	0	nan
18	6748	134	13	1846652	0	nan
19	6775	135	11	1828360	0	nan
20	6786	135	16	2080932	0	nan
21	6804	136	12	1896476	0	nan
22	6805	136	12	2022768	0	nan
23	6806	136	12	2092036	0	nan
24	6821	136	12	1856260	0	nan
25	6822	136	15	2245500	0	nan
26	6837	136	13	2151040	0	nan
27	6844	136	13	2085332	0	nan
28	6852	137	13	1921896	0	nan
29	6867	137	12	1850936	0	nan
30	6874	137	21	2238948	0	nan
31	6878	137	16	2017180	0	nan
32	6887	137	11	1853740	0	nan
33	6888	137	21	2125668	0	nan
34	6898	137	11	1825816	0	nan
