idx	ev	subrun	wall_s	maxrss_kb	rc	node_exec_s
0	6501	130	11	1960368	0	nan
1	6505	130	12	1859780	0	nan
2	6512	130	13	1783484	0	nan
3	6520	130	17	1838076	0	nan
4	6528	130	12	1955948	0	nan
5	6529	130	12	1873824	0	nan
6	6532	130	19	2203588	0	nan
7	6536	130	13	1898608	0	nan
8	6545	130	16	1958024	0	nan
9	6550	130	11	1736612	0	nan
10	6570	131	22	2164940	0	nan
11	6588	131	10	1782788	0	nan
12	6604	132	28	2312980	0	nan
13	6606	132	14	2057852	0	nan
14	6612	132	15	2158552	0	nan
15	6642	132	19	2192412	0	nan
16	6650	132	14	2094872	0	nan
17	6711	134	11	1835496	0	nan
18	6748	134	14	1842908	0	nan
19	6775	135	12	1826212	0	nan
20	6786	135	19	2072716	0	nan
21	6804	136	14	1894892	0	nan
22	6805	136	13	2015880	0	nan
23	6806	136	13	2090552	0	nan
24	6821	136	14	1856364	0	nan
25	6822	136	18	2244860	0	nan
26	6837	136	14	2145708	0	nan
27	6844	136	15	2079348	0	nan
28	6852	137	15	1918784	0	nan
29	6867	137	13	1845176	0	nan
30	6874	137	24	2240836	0	nan
31	6878	137	18	2009524	0	nan
32	6887	137	12	1832300	0	nan
33	6888	137	23	2123636	0	nan
34	6898	137	12	1821836	0	nan
