run	subrun	event	dir	has	main_cid	n_union	rows	len_cm	uncov	uncov_union	P1	P1_2	ridge_med	P2	P3	holes	P4	img_pts	qneg	wig1	R2D_U	R2Dpm1_U	med_d_U	noslice_U	dead_U	nlive_U	R2D_V	R2Dpm1_V	med_d_V	noslice_V	dead_V	nlive_V	R2D_W	R2Dpm1_W	med_d_W	noslice_W	dead_W	nlive_W
719	45	10	work-r3cv-d116csp3bw/f000/pr_evt10	1	23	16	828	1855.7	0.27671	0.37657	0.044686	0.014493	0.18048	0.039855	0	0	0.53876	6244	0.014493	0.091787	0.041312	0.036452	0.25334	0	0.0060386	823	0.0072639	0.0048426	0.24975	0	0.0024155	826	0.0084643	0.0036276	0.24039	0	0.0012077	827
719	45	12	work-r3cv-d116csp3bw/f000/pr_evt12	0																																		
719	45	17	work-r3cv-d116csp3bw/f000/pr_evt17	1	20	6	420	1780.9	0.12574	0.43478	0.0095238	0.0095238	0.075408	0.021429	1.123	2	0.99375	2305	0.019048	0.038095	0.0071429	0.0071429	0.2473	0.0095238	0	420	0.0047619	0.002381	0.25273	0.0095238	0	420	0.013089	0.0052356	0.24878	0.010471	0.090476	382
719	45	19	work-r3cv-d116csp3bw/f000/pr_evt19	1	32	20	438	1315.3	0.27628	0.20525	0.0091324	0	0.17538	0.0045662	0	0	0.92472	2497	0.011416	0.13927	0.0022831	0.0022831	0.25907	0	0	438	0.0022831	0.0022831	0.25308	0	0	438	0.0022936	0.0022936	0.23488	0	0.0045662	436
719	45	22	work-r3cv-d116csp3bw/f000/pr_evt22	1	196	22	306	1471.2	0.72897	0.59423	0.052288	0	0.22847	0.078431	4.0782	6	0.94962	1493	0.15359	0.27451	0.04902	0.022876	0.26852	0	0	306	0.052288	0.029412	0.2459	0	0	306	0.056106	0.033003	0.28269	0	0.0098039	303
719	45	25	work-r3cv-d116csp3bw/f000/pr_evt25	1	9	2	42	69.615	0.017556	0.21432	0	0	0.089489	0	0	0	1	203	0	0.071429	0	0	0.26986	0	0	42	0	0	0.23864	0	0	42	0	0	0.25129	0	0	42
719	45	3	work-r3cv-d116csp3bw/f000/pr_evt3	0																																		
719	45	30	work-r3cv-d116csp3bw/f000/pr_evt30	1	12	4	21	143.07	0.036939	0.088644	0	0	0.078989	0	6.9898	1	1	77	0.19048	0.19048	0	0	0.19628	0	0	21	0	0	0.25691	0	0	21	0	0	0.20765	0	0	21
719	45	32	work-r3cv-d116csp3bw/f000/pr_evt32	1	5	15	140	666.95	0.055265	0.10381	0	0	0.087762	0.014286	1.4994	1	1	528	0.057143	0.20714	0	0	0.2082	0	0	140	0.014286	0.014286	0.30079	0	0	140	0	0	0.13178	0	0	140
719	45	33	work-r3cv-d116csp3bw/f000/pr_evt33	0																																		
719	45	34	work-r3cv-d116csp3bw/f000/pr_evt34	0																																		
719	45	35	work-r3cv-d116csp3bw/f000/pr_evt35	0																																		
719	45	37	work-r3cv-d116csp3bw/f000/pr_evt37	0																																		
719	45	40	work-r3cv-d116csp3bw/f000/pr_evt40	0																																		
719	45	41	work-r3cv-d116csp3bw/f000/pr_evt41	1	9	2	8	31.315	0.13165	0.10056	0	0	0.18849	0	0	0	1	24	0	0	0	0	0.21284	0	0	8	0	0	0.20553	0	0	8	0	0	0.055017	0	0	8
