run	subrun	event	dir	has	main_cid	n_union	rows	len_cm	uncov	uncov_union	P1	P1_2	ridge_med	P2	P3	holes	P4	img_pts	qneg	wig1	R2D_U	R2Dpm1_U	med_d_U	noslice_U	dead_U	nlive_U	R2D_V	R2Dpm1_V	med_d_V	noslice_V	dead_V	nlive_V	R2D_W	R2Dpm1_W	med_d_W	noslice_W	dead_W	nlive_W
296	86	10992	work-r3nue-d116p3bw/f000/pr_evt10992	1	14	45	480	3617.2	0.27049	0.31303	0.027083	0.00625	0.13801	0.045833	0.27646	1	0.82662	2430	0.054167	0.22083	0.010417	0.00625	0.2529	0.0020833	0	480	0.039301	0.034934	0.23593	0	0.045833	458	0.025105	0.020921	0.21901	0	0.0041667	478
296	86	1150	work-r3nue-d116p3bw/f000/pr_evt1150	1	9	8	98	286.68	0.12276	0.15044	0.010204	0	0.16822	0.010204	0	0	0.98531	462	0.010204	0.20408	0	0	0.20187	0	0	98	0.010204	0.010204	0.31228	0	0	98	0	0	0.20444	0	0	98
296	86	1154	work-r3nue-d116p3bw/f000/pr_evt1154	1	12	37	959	3288.5	0.30241	0.2594	0.1074	0	0.34547	0.017727	2.4327	8	0.74352	9390	0.055266	0.27946	0.013556	0.008342	0.24559	0	0	959	0.025105	0.01046	0.26533	0	0.0031283	956	0.016824	0.0042061	0.24219	0	0.008342	951
296	86	2935	work-r3nue-d116p3bw/f000/pr_evt2935	1	3	46	1074	4290.9	0.30259	0.45664	0.12477	0.0046555	0.45989	0.042831	4.1949	18	0.33398	17645	0.13873	0.26816	0.02514	0.010242	0.27167	0	0	1074	0.044653	0.028202	0.28248	0	0.20764	851	0.038462	0.015009	0.24434	0	0.0074488	1066
296	86	7158	work-r3nue-d116p3bw/f000/pr_evt7158	1	18	27	1105	3583.3	0.44834	0.27734	0.022624	0	0.12497	0.0081448	0.27907	1	0.92299	6931	0.0072398	0.097738	0.0054545	0.0027273	0.25416	0	0.0045249	1100	0.012891	0.0073665	0.24779	0	0.017195	1086	0.00090992	0	0.25381	0	0.0054299	1099
296	86	9621	work-r3nue-d116p3bw/f000/pr_evt9621	1	14	14	299	892.48	0.19483	0.20082	0.076923	0	0.26935	0.040134	1.1205	1	0.89965	2151	0.023411	0.25084	0.033445	0.026756	0.2733	0	0	299	0.033445	0.026756	0.23644	0	0	299	0.010067	0.0067114	0.24552	0	0.0033445	298
300	20	10603	work-r3nue-d116p3bw/f001/pr_evt10603	1	13	14	627	2049.8	0.20063	0.27796	0.047847	0	0.19025	0.0079745	0.97569	2	0.79907	5287	0.022329	0.11005	0.012759	0.0047847	0.26896	0	0	627	0.015949	0.0031898	0.239	0	0	627	0.0015974	0	0.23564	0	0.0015949	626
300	20	11199	work-r3nue-d116p3bw/f001/pr_evt11199	1	51	35	386	1749.1	0.18871	0.22048	0.054404	0	0.21972	0.041451	1.7151	3	0.94161	2284	0.044041	0.29275	0.013158	0.0078947	0.23477	0	0.015544	380	0.044041	0.041451	0.27732	0	0	386	0.0078534	0.0026178	0.23119	0	0.010363	382
300	20	11515	work-r3nue-d116p3bw/f001/pr_evt11515	1	6	64	870	3908.1	0.24912	0.46538	0.090805	0.0057471	0.34983	0.027586	1.5353	6	0.51989	10244	0.081609	0.32874	0.024138	0.013793	0.26106	0	0	870	0.02069	0.012644	0.26332	0	0	870	0.017606	0.0070423	0.25017	0	0.02069	852
300	20	4427	work-r3nue-d116p3bw/f001/pr_evt4427	1	6	25	360	1430.9	0.28202	0.33129	0.047222	0	0.30344	0.030556	2.7955	4	0.75229	3324	0.094444	0.26944	0.027778	0.022222	0.22686	0	0	360	0.011111	0.0083333	0.27381	0	0	360	0.0027855	0	0.18643	0	0.0027778	359
300	20	4754	work-r3nue-d116p3bw/f001/pr_evt4754	1	20	45	692	3815.7	0.25874	0.37864	0.1026	0.0028902	0.3393	0.040462	1.8345	7	0.73044	6401	0.065029	0.24855	0.021676	0.017341	0.24323	0	0	692	0.035088	0.023392	0.27582	0	0.011561	684	0.018841	0.0057971	0.22912	0	0.0028902	690
300	20	6354	work-r3nue-d116p3bw/f001/pr_evt6354	1	19	26	366	1966.8	0.37448	0.30699	0.032787	0	0.27034	0.038251	1.5253	3	0.77429	2351	0.071038	0.2459	0.019337	0.01105	0.23955	0.0055249	0.010929	362	0.02459	0.021858	0.26322	0.0081967	0	366	0	0	0.23989	0	0	366
300	20	7096	work-r3nue-d116p3bw/f001/pr_evt7096	1	18	17	262	2413.4	0.23291	0.158	0.076336	0	0.2587	0.0038168	1.2431	3	0.8541	1722	0.083969	0.24809	0.022901	0.0038168	0.28075	0	0	262	0.019084	0	0.24293	0	0	262	0.01145	0	0.24257	0	0	262
300	20	7361	work-r3nue-d116p3bw/f001/pr_evt7361	1	6	29	398	1538.8	0.19928	0.42594	0.055276	0	0.25812	0.050251	1.2997	2	0.87286	2701	0.047739	0.29146	0.045226	0.032663	0.2273	0.0025126	0	398	0.025126	0.015075	0.25723	0.0025126	0	398	0.017812	0.0050891	0.1933	0.0025445	0.012563	393
300	20	807	work-r3nue-d116p3bw/f001/pr_evt807	1	3	84	1293	5087.3	0.2352	0.48703	0.090487	0.0023202	0.40711	0.059551	3.9314	20	0.5339	14316	0.12374	0.25677	0.027842	0.013148	0.25604	0	0	1293	0.048704	0.03535	0.25389	0	0.015468	1273	0.028884	0.014052	0.23877	0	0.0092807	1281
300	20	9269	work-r3nue-d116p3bw/f001/pr_evt9269	1	9	43	479	2602.3	0.17576	0.24275	0.018789	0	0.19564	0.014614	1.5371	4	0.96828	2315	0.066806	0.25678	0.014614	0.0083507	0.23332	0	0	479	0.012526	0.006263	0.25854	0.0020877	0	479	0.010438	0.0041754	0.18689	0	0	479
295	70	10348	work-r3nue-d116p3bw/f002/pr_evt10348	1	14	11	65	604.38	0.17825	0.27082	0	0	0.23689	0.046154	0	0	0.92711	315	0.015385	0.35385	0.030769	0.030769	0.37326	0	0	65	0.030769	0.030769	0.22946	0	0	65	0	0	0.15757	0	0	65
295	70	10608	work-r3nue-d116p3bw/f002/pr_evt10608	1	7	7	267	601.89	0.24543	0.40185	0.078652	0	0.26395	0.014981	0	0	0.98131	1647	0.011236	0.21348	0.011236	0.0074906	0.25656	0	0	267	0.0074906	0.0037453	0.26832	0	0	267	0.011278	0.0037594	0.22377	0	0.0037453	266
295	70	10953	work-r3nue-d116p3bw/f002/pr_evt10953	1	3	13	319	1164	0.28304	0.48658	0.11285	0	0.41455	0.10345	3.4363	4	0.75126	2813	0.0721	0.26646	0.059561	0.047022	0.28208	0.0031348	0	319	0.067524	0.041801	0.28973	0.0032154	0.025078	311	0.049669	0.016556	0.26663	0.0033113	0.053292	302
295	70	12474	work-r3nue-d116p3bw/f002/pr_evt12474	1	6	9	283	816.9	0.2715	0.38212	0.070671	0	0.30428	0.053004	2.4483	2	0.97802	1563	0.077739	0.26148	0.021201	0.014134	0.24557	0.0035336	0	283	0.04947	0.035336	0.27971	0.0070671	0	283	0.010601	0	0.19603	0.0035336	0	283
295	70	1855	work-r3nue-d116p3bw/f002/pr_evt1855	1	17	10	211	546.68	0.12541	0.51135	0.047393	0	0.19704	0.0094787	3.6584	2	0.94993	1357	0.075829	0.16588	0.0047393	0.0047393	0.28505	0	0	211	0.0094787	0.0047393	0.23613	0	0	211	0.018957	0	0.21833	0	0	211
295	70	2925	work-r3nue-d116p3bw/f002/pr_evt2925	1	11	48	1165	6228.3	0.26091	0.36489	0.1176	0.024893	0.45798	0.041202	2.7295	17	0.21314	25781	0.11502	0.2103	0.029185	0.020601	0.25431	0	0	1165	0.038627	0.023176	0.25577	0	0	1165	0.0060189	0	0.25019	0	0.0017167	1163
295	70	4226	work-r3nue-d116p3bw/f002/pr_evt4226	1	6	31	658	3535.1	0.29239	0.31188	0.056231	0	0.27059	0.045593	1.1315	4	0.91325	4442	0.06231	0.22948	0.033435	0.024316	0.26551	0	0	658	0.033435	0.025836	0.28468	0	0	658	0.015244	0.0091463	0.24308	0	0.0030395	656
295	70	5418	work-r3nue-d116p3bw/f002/pr_evt5418	1	18	39	575	2891.5	0.16055	0.32797	0.062609	0	0.35507	0.038261	0.69168	2	0.85035	4408	0.052174	0.32	0.034783	0.026087	0.26048	0.0017391	0	575	0.033043	0.017391	0.27748	0.0017391	0	575	0.019164	0.0087108	0.23707	0.0017422	0.0017391	574
293	43	10202	work-r3nue-d116p3bw/f003/pr_evt10202	1	88	50	1169	4105.6	0.47235	0.32315	0.086399	0	0.3457	0.035928	0.73072	3	0.76065	10259	0.043627	0.21728	0.015437	0.0068611	0.2443	0	0.0025663	1166	0.035928	0.022241	0.27036	0	0	1169	0.019692	0.0077055	0.2592	0	0.00085543	1168
293	43	4013	work-r3nue-d116p3bw/f003/pr_evt4013	1	32	22	422	1703.9	0.22943	0.43899	0.092417	0	0.35771	0.033175	1.7607	3	0.93966	2465	0.07109	0.2891	0.035545	0.023697	0.26771	0.0094787	0	422	0.028436	0.007109	0.27418	0	0	422	0.007109	0.0023697	0.23532	0	0	422
293	43	5521	work-r3nue-d116p3bw/f003/pr_evt5521	1	21	43	802	3879.4	0.29448	0.45352	0.071072	0	0.32943	0.027431	2.0622	8	0.8274	5970	0.074813	0.27182	0.021197	0.0087282	0.2494	0	0	802	0.03657	0.021438	0.27599	0	0.011222	793	0.015019	0.0050063	0.23139	0	0.0037406	799
293	43	6406	work-r3nue-d116p3bw/f003/pr_evt6406	1	21	19	430	2505.1	0.15631	0.22321	0.02093	0	0.20967	0.0046512	0.39918	1	0.61523	3559	0.048837	0.23256	0.0023256	0	0.24009	0.0023256	0	430	0.018605	0.0046512	0.25161	0.0023256	0	430	0.002331	0	0.21777	0.002331	0.0023256	429
293	43	6940	work-r3nue-d116p3bw/f003/pr_evt6940	0																																		
293	43	8667	work-r3nue-d116p3bw/f003/pr_evt8667	1	7	35	1182	4945.3	0.27648	0.43782	0.16667	0.016074	0.52556	0.039763	5.662	28	0.34065	25391	0.13198	0.26058	0.032872	0.0095156	0.25414	0	0.021997	1156	0.048346	0.021204	0.27458	0	0.0025381	1179	0.021295	0.0093697	0.24509	0	0.0067682	1174
293	43	9787	work-r3nue-d116p3bw/f003/pr_evt9787	0																																		
299	79	10050	work-r3nue-d116p3bw/f004/pr_evt10050	1	22	58	498	3524.8	0.22795	0.30571	0.042169	0.002008	0.24713	0.042169	1.4185	5	0.91662	2586	0.096386	0.30321	0.03012	0.012048	0.27526	0	0	498	0.044177	0.024096	0.26802	0.002008	0	498	0.01006	0.0080483	0.19542	0	0.002008	497
299	79	10170	work-r3nue-d116p3bw/f004/pr_evt10170	1	108	53	1111	4209.8	0.41059	0.46548	0.064806	0.00090009	0.40869	0.059406	4.0382	17	0.45319	14742	0.13681	0.23492	0.054905	0.024302	0.27548	0	0	1111	0.053153	0.025225	0.27085	0	0.00090009	1110	0.038147	0.022707	0.25395	0	0.0090009	1101
299	79	11098	work-r3nue-d116p3bw/f004/pr_evt11098	1	16	17	249	1488.5	0.17007	0.2196	0.12048	0.0080321	0.27305	0.032129	0	0	0.82875	2027	0.040161	0.29719	0.02834	0.020243	0.25749	0	0.0080321	247	0.024096	0.012048	0.26701	0	0	249	0.0083682	0.0041841	0.26449	0	0.040161	239
299	79	11396	work-r3nue-d116p3bw/f004/pr_evt11396	1	3	24	382	1792.6	0.25781	0.20779	0.12827	0	0.38483	0.020942	1.1157	2	0.87189	2584	0.049738	0.32199	0.036649	0.018325	0.27245	0	0	382	0.0026178	0	0.27056	0	0	382	0.015831	0.005277	0.22607	0	0.0078534	379
299	79	3117	work-r3nue-d116p3bw/f004/pr_evt3117	1	8	40	879	3083.1	0.26852	0.43742	0.18544	0.011377	0.52645	0.05347	1.6217	5	0.66981	12005	0.047782	0.24801	0.052265	0.03252	0.27977	0	0.020478	861	0.045191	0.030127	0.24973	0	0.018203	863	0.010309	0.002291	0.23903	0	0.0068259	873
299	79	35	work-r3nue-d116p3bw/f004/pr_evt35	0																																		
299	79	3677	work-r3nue-d116p3bw/f004/pr_evt3677	1	6	35	555	2231.3	0.27535	0.31051	0.14414	0.0054054	0.41756	0.057658	2.689	6	0.71067	5512	0.086486	0.37297	0.049451	0.02381	0.27592	0.0018315	0.016216	546	0.059459	0.036036	0.28604	0.0018018	0	555	0.014599	0.0054745	0.23075	0.0018248	0.012613	548
299	79	4148	work-r3nue-d116p3bw/f004/pr_evt4148	1	17	49	706	4139.4	0.35287	0.3404	0.050992	0.0028329	0.27237	0.070822	1.4495	6	0.81646	5249	0.050992	0.24221	0.021246	0.016997	0.24846	0.014164	0	706	0.049575	0.041076	0.2797	0.011331	0	706	0.01844	0.014184	0.22571	0.011348	0.0014164	705
299	79	434	work-r3nue-d116p3bw/f004/pr_evt434	1	3	37	323	2283.5	0.37516	0.20335	0.092879	0	0.18911	0.018576	0.87584	2	0.8202	1875	0.086687	0.24768	0.012384	0.006192	0.21819	0.006192	0	323	0.021944	0.0094044	0.2817	0.0062696	0.012384	319	0.0094044	0.0031348	0.21864	0.0062696	0.012384	319
299	79	8387	work-r3nue-d116p3bw/f004/pr_evt8387	1	23	14	324	1006.6	0.23398	0.32085	0.0092593	0	0.21609	0.0092593	0.99342	1	0.71957	2104	0.046296	0.21605	0.0061728	0.0030864	0.24946	0	0	324	0.021605	0.0092593	0.23537	0	0	324	0.0062305	0.0031153	0.23344	0	0.0092593	321
299	79	8781	work-r3nue-d116p3bw/f004/pr_evt8781	1	35	14	177	772.42	0.15768	0.28483	0.096045	0.0056497	0.24582	0.028249	3.8839	3	0.8995	1127	0.090395	0.28249	0.016949	0	0.27011	0	0	177	0.039548	0.022599	0.23062	0	0	177	0.022989	0.017241	0.22168	0	0.016949	174
299	79	8931	work-r3nue-d116p3bw/f004/pr_evt8931	1	19	52	749	3784.4	0.25484	0.40993	0.14553	0.0040053	0.42621	0.078772	2.9066	11	0.50396	8157	0.12951	0.27236	0.046729	0.034713	0.25494	0	0	749	0.05741	0.038718	0.2493	0	0	749	0.025367	0.012016	0.2557	0	0	749
298	31	12070	work-r3nue-d116p3bw/f005/pr_evt12070	1	5	56	1225	4832.1	0.36356	0.45731	0.12816	0.0040816	0.4521	0.049796	2.8973	14	0.46844	17313	0.10449	0.28	0.025306	0.011429	0.2654	0.00081633	0	1225	0.056757	0.035135	0.28275	0	0.093878	1110	0.025348	0.011447	0.25403	0	0.0016327	1223
298	31	12307	work-r3nue-d116p3bw/f005/pr_evt12307	1	4	11	286	1008.8	0.2887	0.41561	0.097902	0	0.40543	0.027972	2.9738	3	0.35435	4755	0.059441	0.19231	0.027972	0.020979	0.21511	0	0	286	0.022388	0.0074627	0.27718	0	0.062937	268	0.013986	0.0034965	0.23162	0	0	286
298	31	4501	work-r3nue-d116p3bw/f005/pr_evt4501	1	10	29	930	3307.5	0.25622	0.3096	0.12473	0.016129	0.45713	0.055914	6.3492	21	0.49753	14234	0.17634	0.25054	0.030108	0.023656	0.24791	0.0043011	0	930	0.045259	0.021552	0.2642	0.0043103	0.0021505	928	0.032258	0.011828	0.25062	0.0043011	0	930
298	31	4862	work-r3nue-d116p3bw/f005/pr_evt4862	1	10	22	275	1221.4	0.22766	0.30568	0.025455	0	0.18768	0.036364	2.4561	3	0.90489	1671	0.065455	0.18545	0.0072727	0.0072727	0.2684	0	0	275	0.010909	0.0072727	0.24422	0.0036364	0	275	0.032847	0.029197	0.2401	0	0.0036364	274
298	31	5572	work-r3nue-d116p3bw/f005/pr_evt5572	1	8	7	478	1662.4	0.24274	0.38886	0.075314	0.0083682	0.18198	0.012552	3.0077	5	0.50234	5167	0.075314	0.09205	0.0041841	0.0020921	0.27084	0.0083682	0	478	0.0020921	0.0020921	0.24965	0.0083682	0	478	0	0	0.24151	0.0083682	0	478
298	31	7849	work-r3nue-d116p3bw/f005/pr_evt7849	1	13	42	248	3599.9	0.0748	0.085304	0.016129	0	0.1463	0.012097	1.3889	5	0.99924	893	0.12903	0.35081	0.0080645	0	0.25658	0	0	248	0.016129	0.0080645	0.25811	0	0	248	0.0040323	0.0040323	0.18543	0	0	248
298	31	8903	work-r3nue-d116p3bw/f005/pr_evt8903	1	20	10	71	312.5	0.18842	0.38605	0.028169	0	0.24554	0.028169	0	0	0.92291	477	0	0.25352	0	0	0.29226	0	0	71	0.028169	0.028169	0.32509	0	0	71	0	0	0.22604	0	0.028169	69
297	58	10377	work-r3nue-d116p3bw/f006/pr_evt10377	1	7	18	376	1581.3	0.27492	0.50243	0.093085	0.0053191	0.39181	0.066489	1.8972	3	0.8681	2242	0.069149	0.28723	0.055851	0.026596	0.27757	0	0	376	0.069519	0.040107	0.28031	0	0.0053191	374	0.022161	0.01108	0.25678	0	0.039894	361
297	58	11099	work-r3nue-d116p3bw/f006/pr_evt11099	1	15	63	1418	6147	0.31549	0.49386	0.096615	0.0070522	0.38169	0.049365	2.2775	14	0.61602	16376	0.074048	0.27221	0.020451	0.015515	0.26557	0.006347	0	1418	0.038348	0.026549	0.24756	0.0066372	0.043724	1356	0.017655	0.0070621	0.22866	0.0063559	0.0014104	1416
