run	subrun	event	dir	has	main_cid	n_union	rows	len_cm	uncov	uncov_union	P1	P1_2	ridge_med	P2	P3	holes	P4	img_pts	qneg	wig1	R2D_U	R2Dpm1_U	med_d_U	noslice_U	dead_U	nlive_U	R2D_V	R2Dpm1_V	med_d_V	noslice_V	dead_V	nlive_V	R2D_W	R2Dpm1_W	med_d_W	noslice_W	dead_W	nlive_W
296	86	10992	work-r3nue-d116csp3bw/f000/pr_evt10992	1	14	45	464	3552.6	0.2642	0.31328	0.032328	0.0021552	0.1259	0.034483	1.1259	4	0.75925	2430	0.049569	0.20043	0.019397	0.0086207	0.25146	0	0	464	0.024831	0.020316	0.24208	0	0.045259	443	0.015152	0.008658	0.22295	0	0.0043103	462
296	86	1150	work-r3nue-d116csp3bw/f000/pr_evt1150	1	9	8	107	305.88	0.070685	0.13828	0.0093458	0	0.16298	0	0	0	1	462	0.0093458	0.19626	0	0	0.25816	0	0	107	0	0	0.26076	0	0	107	0	0	0.20842	0	0	107
296	86	1154	work-r3nue-d116csp3bw/f000/pr_evt1154	1	12	37	988	3270.9	0.28811	0.24618	0.10324	0.0010121	0.39691	0.017206	2.7515	9	0.74202	9390	0.060729	0.24393	0.010121	0.0050607	0.23683	0	0	988	0.017241	0.01217	0.28047	0	0.0020243	986	0.0081384	0.0020346	0.24337	0	0.0050607	983
296	86	2935	work-r3nue-d116csp3bw/f000/pr_evt2935	1	3	45	1146	3849.5	0.36015	0.43587	0.15183	0.010471	0.52322	0.035777	6.7541	26	0.3993	17613	0.16056	0.24084	0.015707	0.0034904	0.26429	0.0017452	0	1146	0.043933	0.026151	0.27865	0.0020921	0.16579	956	0.028269	0.011484	0.23502	0.0017668	0.012216	1132
296	86	7158	work-r3nue-d116csp3bw/f000/pr_evt7158	1	18	26	1063	3321.3	0.45507	0.29924	0.022578	0	0.1119	0.0094073	0.90326	3	0.90011	6906	0.022578	0.093133	0.0056657	0.0018886	0.24105	0	0.0037629	1059	0.011505	0.0067114	0.25054	0	0.018815	1043	0.0037879	0.0018939	0.24602	0	0.0065851	1056
296	86	9621	work-r3nue-d116csp3bw/f000/pr_evt9621	1	40	15	322	798.65	0.42637	0.24007	0.11491	0	0.29962	0.015528	0	0	0.92087	2163	0.0093168	0.2205	0.015528	0.0062112	0.23512	0	0	322	0.012422	0.0031056	0.2518	0	0	322	0.018692	0.0093458	0.24137	0	0.0031056	321
300	20	10603	work-r3nue-d116csp3bw/f001/pr_evt10603	1	13	15	628	2091.3	0.19529	0.25714	0.065287	0	0.20671	0.0095541	0.47818	1	0.77483	5301	0.022293	0.14968	0.0095541	0.0079618	0.23573	0	0	628	0.0095541	0.0031847	0.25005	0	0	628	0.0015924	0.0015924	0.2461	0	0	628
300	20	11199	work-r3nue-d116csp3bw/f001/pr_evt11199	1	15	35	398	1737	0.21657	0.22741	0.047739	0	0.22054	0.025126	1.7271	3	0.94695	2284	0.047739	0.26884	0.0075567	0.0050378	0.24539	0	0.0025126	397	0.032663	0.022613	0.26834	0	0	398	0.0025381	0.0025381	0.21754	0	0.01005	394
300	20	11515	work-r3nue-d116csp3bw/f001/pr_evt11515	1	6	62	1020	4251.9	0.22881	0.44337	0.16667	0.015686	0.39471	0.048039	2.5871	11	0.59889	10168	0.089216	0.32745	0.030392	0.02451	0.26471	0	0	1020	0.029412	0.016667	0.27677	0	0	1020	0.024048	0.012024	0.22302	0	0.021569	998
300	20	4427	work-r3nue-d116csp3bw/f001/pr_evt4427	1	6	25	445	1590.6	0.24898	0.3239	0.11236	0	0.32753	0.026966	3.7722	6	0.78877	3324	0.096629	0.33933	0.029213	0.020225	0.24279	0	0	445	0.013483	0.0044944	0.279	0	0	445	0.011261	0.0045045	0.19807	0	0.0022472	444
300	20	4754	work-r3nue-d116csp3bw/f001/pr_evt4754	1	20	45	706	3899.3	0.27222	0.36709	0.082153	0.0028329	0.28618	0.036827	2.0517	8	0.72557	6401	0.080737	0.25496	0.024079	0.014164	0.25757	0	0	706	0.022956	0.017217	0.27032	0.0014347	0.012748	697	0.024286	0.0085714	0.24813	0	0.0084986	700
300	20	6354	work-r3nue-d116csp3bw/f001/pr_evt6354	1	19	26	402	2030.5	0.27932	0.28523	0.029851	0	0.26769	0.037313	1.9699	4	0.8441	2351	0.077114	0.21393	0.010101	0.0050505	0.26279	0.0050505	0.014925	396	0.032338	0.022388	0.28087	0.0074627	0	402	0.0049751	0.0049751	0.22987	0	0	402
300	20	7096	work-r3nue-d116csp3bw/f001/pr_evt7096	1	18	17	290	2410.2	0.33865	0.15704	0.072414	0.0034483	0.26936	0.031034	2.4894	6	0.85328	1722	0.18966	0.21724	0.027586	0.02069	0.27089	0	0	290	0.034483	0.010345	0.25282	0	0	290	0.02069	0.0068966	0.24636	0	0	290
300	20	7361	work-r3nue-d116csp3bw/f001/pr_evt7361	1	6	29	400	1522.2	0.20776	0.43876	0.07	0	0.30698	0.0175	1.3139	2	0.85405	2701	0.06	0.29	0.02	0.01	0.22393	0.0025	0	400	0.0175	0.005	0.26201	0.0025	0	400	0.010101	0	0.20445	0.0025253	0.01	396
300	20	807	work-r3nue-d116csp3bw/f001/pr_evt807	1	3	82	1329	5756.7	0.29153	0.48294	0.13695	0.0037622	0.42466	0.048157	2.9531	17	0.50023	14271	0.10008	0.27916	0.023326	0.013544	0.25329	0	0	1329	0.049392	0.029635	0.27701	0	0.0097818	1316	0.02361	0.0068545	0.24024	0	0.012039	1313
300	20	9269	work-r3nue-d116csp3bw/f001/pr_evt9269	1	9	43	486	2578.1	0.15668	0.23269	0.016461	0	0.18225	0.0061728	0	0	0.9791	2315	0.018519	0.27984	0.0061728	0.0020576	0.26751	0	0	486	0.0082305	0.0041152	0.25483	0.0020576	0	486	0.0061856	0.0020619	0.21133	0	0.0020576	485
295	70	10348	work-r3nue-d116csp3bw/f002/pr_evt10348	1	14	10	75	622.97	0.17506	0.21107	0.10667	0	0.30355	0.026667	0	0	0.93436	297	0.053333	0.32	0.026667	0.026667	0.24973	0	0	75	0.066667	0.026667	0.23442	0	0	75	0	0	0.22619	0	0	75
295	70	10608	work-r3nue-d116csp3bw/f002/pr_evt10608	1	7	7	252	614	0.24188	0.39645	0.047619	0	0.22177	0.0079365	0	0	0.95949	1647	0.0079365	0.19444	0.0079365	0.0079365	0.27785	0	0	252	0	0	0.26838	0	0	252	0.0039841	0	0.23918	0	0.0039683	251
295	70	10953	work-r3nue-d116csp3bw/f002/pr_evt10953	1	3	13	375	1228.6	0.24061	0.49669	0.104	0	0.46554	0.056	2.4418	3	0.8138	2813	0.098667	0.23733	0.037333	0.037333	0.24221	0	0	375	0.032698	0.019074	0.27541	0	0.021333	367	0.014124	0	0.26131	0	0.056	354
295	70	12474	work-r3nue-d116csp3bw/f002/pr_evt12474	1	6	9	257	878.96	0.2924	0.37999	0.046693	0	0.24497	0.031128	1.1377	1	0.91463	1563	0.050584	0.2179	0.019455	0.015564	0.26866	0	0	257	0.019455	0.0038911	0.27238	0.0038911	0	257	0.019455	0.015564	0.17318	0	0	257
295	70	1855	work-r3nue-d116csp3bw/f002/pr_evt1855	1	17	10	205	578.99	0.12607	0.47233	0.029268	0	0.20194	0.034146	1.7272	1	0.95249	1357	0.043902	0.14634	0.019512	0.014634	0.26532	0	0	205	0.034146	0.029268	0.28109	0	0	205	0.0097561	0.004878	0.2186	0	0	205
295	70	2925	work-r3nue-d116csp3bw/f002/pr_evt2925	1	11	49	1157	6536.1	0.2687	0.36915	0.093345	0.0025929	0.42404	0.026793	2.295	15	0.21312	25806	0.092481	0.25238	0.020743	0.013829	0.24684	0	0	1157	0.019015	0.010372	0.2641	0	0	1157	0.014706	0.0043253	0.25657	0	0.0008643	1156
