run	subrun	event	dir	has	main_cid	n_union	rows	len_cm	uncov	uncov_union	P1	P1_2	ridge_med	P2	P3	holes	P4	img_pts	qneg	wig1	R2D_U	R2Dpm1_U	med_d_U	noslice_U	dead_U	nlive_U	R2D_V	R2Dpm1_V	med_d_V	noslice_V	dead_V	nlive_V	R2D_W	R2Dpm1_W	med_d_W	noslice_W	dead_W	nlive_W
293	6	1427	work-r3nue-d115pr/f211/pr_evt1427	1	16	11	305	1272.1	0.16386	0.40766	0.059016	0	0.20443	0.0098361	1.5722	2	0.92585	1798	0.052459	0.18689	0.0032787	0	0.23819	0	0	305	0.013699	0.0034247	0.28862	0.010274	0.042623	292	0.0068259	0.003413	0.2272	0	0.039344	293
293	6	3014	work-r3nue-d115pr/f211/pr_evt3014	1	19	10	226	727.26	0.12168	0.16797	0.057522	0	0.22226	0.030973	2.7501	2	0.98938	1121	0.09292	0.18142	0.048673	0.017699	0.26936	0.0044248	0	226	0.0088496	0.0088496	0.27271	0.0088496	0	226	0.048673	0.017699	0.24692	0.0088496	0	226
293	6	3526	work-r3nue-d115pr/f211/pr_evt3526	1	3	45	740	3190.6	0.41132	0.30226	0.13243	0	0.39852	0.028378	4.0744	13	0.6792	6855	0.12703	0.30135	0.027027	0.013514	0.25305	0	0	740	0.023689	0.010152	0.26889	0	0.20135	591	0.02861	0.006812	0.23033	0	0.0081081	734
293	6	3620	work-r3nue-d115pr/f211/pr_evt3620	1	8	30	372	1447.4	0.34529	0.31044	0.091398	0.0026882	0.42419	0.040323	4.1454	6	0.69853	3296	0.13978	0.26075	0.02957	0.013441	0.25529	0	0	372	0.024194	0.016129	0.25479	0	0	372	0.03523	0.01355	0.28851	0	0.0080645	369
293	6	5558	work-r3nue-d115pr/f211/pr_evt5558	0																																		
293	6	647	work-r3nue-d115pr/f211/pr_evt647	1	8	54	1090	6418.2	0.29599	0.48843	0.11009	0.0082569	0.42049	0.073394	2.1813	14	0.36355	15994	0.10459	0.26422	0.025352	0.013146	0.24532	0	0.022936	1065	0.065741	0.040741	0.27181	0	0.0091743	1080	0.053506	0.031365	0.25424	0	0.0055046	1084
293	6	6518	work-r3nue-d115pr/f211/pr_evt6518	1	20	3	126	951.47	0.13425	0.044749	0.02381	0	0.15865	0.071429	0	0	0.99941	537	0.031746	0.13492	0	0	0.2158	0	0	126	0.079365	0.047619	0.30258	0.039683	0	126	0	0	0.23875	0	0.047619	120
293	6	6538	work-r3nue-d115pr/f211/pr_evt6538	0																																		
293	6	689	work-r3nue-d115pr/f211/pr_evt689	1	6	26	474	2883.9	0.16651	0.13733	0.040084	0	0.21135	0.010549	1.387	4	0.91083	2524	0.07384	0.22785	0.010549	0.0042194	0.23831	0	0	474	0.014768	0.0042194	0.28854	0	0	474	0.0063694	0.0042463	0.22202	0	0.0063291	471
293	6	8488	work-r3nue-d115pr/f211/pr_evt8488	1	7	14	569	1513.7	0.32054	0.47938	0.1406	0.012302	0.459	0.042179	5.2849	8	0.3578	12114	0.13005	0.18629	0.051601	0.02847	0.27278	0	0.012302	562	0.051867	0.018672	0.28176	0	0.1529	482	0.017668	0.0017668	0.24391	0	0.0052724	566
297	6	10010	work-r3nue-d115pr/f212/pr_evt10010	1	7	7	385	1576.2	0.056483	0.22561	0.0051948	0	0.1385	0.0025974	0	0	0.95203	2486	0.0051948	0.080519	0.0025974	0.0025974	0.24927	0	0	385	0.0025974	0.0025974	0.24973	0	0	385	0.0025974	0.0025974	0.24072	0	0	385
