evt	sample	lockbox	d_base	d_new	cls_base	cls_new	route_base	route_new	rows_same	trans
401780	mcp1k	0	63.449	63.449	candidate-missing	candidate-missing	dl-rerank-accept	dl-rerank-accept	1	still-wrong
402330	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
402880	mcp1k	0	5.177	5.177	net-wrong	net-wrong	dl-rerank-reject	dl-rerank-reject	1	still-wrong
404244	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
404684	mcp1k	0	55.047	55.047	net-wrong	net-wrong	dl-rerank-reject	dl-rerank-reject	1	still-wrong
405234	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
405432	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
405674	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
405740	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
406752	mcp1k	0	6.709	6.709	candidate-missing	candidate-missing	dl-rerank-reject	dl-rerank-reject	1	still-wrong
407148	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
407280	mcp1k	0	0.000	2.977	correct	candidate-missing	dl-rerank-accept	dl-rerank-accept	1	regressed
407918	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
408534	mcp1k	0	132.072	132.072	net-wrong	net-wrong	dl-rerank-reject	dl-rerank-reject	1	still-wrong
409634	mcp1k	0	1.368	1.368	net-wrong	net-wrong	dl-rerank-reject	dl-rerank-reject	1	still-wrong
409920	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
409942	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
409964	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
410008	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
411460	mcp1k	0	2.941	2.941	selection-wrong	selection-wrong	dl-rerank-reject	dl-rerank-reject	1	still-wrong
412208	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
48367	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
486247	mcp1k	0	14.379	14.379	net-wrong	net-wrong	dl-rerank-reject	dl-rerank-reject	1	still-wrong
486687	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
487303	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
487853	mcp1k	0	5.192	5.192	candidate-missing	candidate-missing	dl-rerank-reject	dl-rerank-reject	1	still-wrong
488139	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
488755	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
48895	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
489327	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
489503	mcp1k	0	126.780	126.780	candidate-missing	candidate-missing	dl-rerank-accept	dl-rerank-accept	1	still-wrong
490361	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
490581	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
490779	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
490977	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
491483	mcp1k	0	4.517	4.517	net-wrong	net-wrong	dl-rerank-reject	dl-rerank-reject	1	still-wrong
492649	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
492803	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
492913	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
493243	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
49951	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
50303	mcp1k	0	22.469	22.469	net-wrong	net-wrong	dl-rerank-reject	dl-rerank-reject	1	still-wrong
50831	mcp1k	0	6.843	6.843	candidate-missing	candidate-missing	dl-rerank-reject	dl-rerank-reject	1	still-wrong
51051	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
51513	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
52657	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
52723	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
53361	mcp1k	0	3.251	3.251	selection-wrong	selection-wrong	dl-rerank-reject	dl-rerank-reject	1	still-wrong
53427	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
54175	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
54341	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
54351	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
55539	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
55595	mcp1k	0	3.854	3.854	selection-wrong	selection-wrong	dl-rerank-reject	dl-rerank-reject	1	still-wrong
55627	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
55715	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
56211	mcp1k	0	6.222	6.222	selection-wrong	selection-wrong	dl-rerank-reject	dl-rerank-reject	1	still-wrong
56243	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
56463	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
57441	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
57485	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
57575	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
57661	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
57883	mcp1k	0	1.465	1.465	candidate-missing	candidate-missing	dl-rerank-accept	dl-rerank-accept	1	still-wrong
57903	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
58321	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
58345	mcp1k	0	46.426	46.426	net-wrong	net-wrong	dl-rerank-reject	dl-rerank-reject	1	still-wrong
58607	mcp1k	0	3.424	3.424	net-wrong	net-wrong	dl-rerank-reject	dl-rerank-reject	1	still-wrong
58653	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
58717	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
59003	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
59025	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
59085	mcp1k	0	4.176	4.176	selection-wrong	selection-wrong	dl-rerank-reject	dl-rerank-reject	1	still-wrong
59093	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
59179	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
59247	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
59261	mcp1k	0	83.343	83.343	selection-wrong	selection-wrong	dl-rerank-reject	dl-rerank-reject	1	still-wrong
59335	mcp1k	0	66.005	66.005	net-wrong	net-wrong	dl-rerank-reject	dl-rerank-reject	1	still-wrong
59371	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
59553	mcp1k	0	7.930	7.930	net-wrong	net-wrong	dl-rerank-reject	dl-rerank-reject	1	still-wrong
59685	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
59929	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
60017	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
60669	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
60933	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
61351	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
61417	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
61461	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
61843	mcp1k	0	13.397	13.397	net-wrong	net-wrong	dl-rerank-reject	dl-rerank-reject	1	still-wrong
62149	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
62281	mcp1k	0	27.960	27.960	net-wrong	net-wrong	dl-rerank-accept	dl-rerank-accept	1	still-wrong
62459	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
62495	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
62613	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
62721	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
63163	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
63359	mcp1k	0	3.287	3.287	net-wrong	net-wrong	dl-rerank-reject	dl-rerank-reject	1	still-wrong
63427	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
63551	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
63559	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
63603	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
63669	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
64409	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
64503	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
64591	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
64717	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
64921	mcp1k	0	0.000	6.754	correct	selection-wrong	dl-rerank-accept	dl-rerank-reject	1	regressed
64959	mcp1k	0	44.919	44.919	selection-wrong	selection-wrong	dl-rerank-reject	dl-rerank-reject	1	still-wrong
65025	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
65053	mcp1k	0	10.819	10.819	net-wrong	net-wrong	dl-rerank-reject	dl-rerank-reject	1	still-wrong
65267	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
65289	mcp1k	0	0.000	141.999	correct	selection-wrong	dl-rerank-accept	dl-rerank-reject	1	regressed
65295	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
66118	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
66272	mcp1k	0	2.192	2.192	selection-wrong	selection-wrong	dl-rerank-reject	dl-rerank-reject	1	still-wrong
66646	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
66712	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
67394	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
67746	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
68648	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
68714	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
68978	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
71046	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
71178	mcp1k	0	23.012	23.012	candidate-missing	candidate-missing	dl-rerank-reject	dl-rerank-reject	1	still-wrong
71222	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
71266	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
71640	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
72256	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
73004	mcp1k	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
