evt	sample	lockbox	d_base	d_new	cls_base	cls_new	route_base	route_new	rows_same	trans
159569	nuecc	0	0.000	10.227	correct	candidate-missing	dl-rerank-accept	dl-rerank-reject	1	regressed
163771	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
164475	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
166006	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
166050	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
168209	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
168448	nuecc	0	0.000	25.732	correct	selection-wrong	dl-rerank-accept	dl-rerank-reject	1	regressed
169067	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
169658	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
169793	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
170076	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
170098	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
170365	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
170761	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
171352	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
171572	nuecc	0	0.000	19.841	correct	selection-wrong	dl-rerank-accept	dl-rerank-reject	1	regressed
171866	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
172344	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
172617	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
172762	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
172850	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
173049	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
173108	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
173340	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
173912	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
174352	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
174661	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
174771	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
175094	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
175117	nuecc	0	0.579	0.579	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
175814	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
175952	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
176810	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
176948	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
177149	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
177521	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
177536	nuecc	0	0.000	105.684	correct	selection-wrong	dl-rerank-accept	dl-rerank-reject	1	regressed
177961	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
178388	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
178570	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
178885	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
179054	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
179611	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
179752	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
179765	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
179897	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
180544	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
236610	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
237446	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
240372	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
241626	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
242000	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
242550	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
242726	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
242814	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
243628	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
275231	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
277123	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
279977	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
280351	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
281985	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
282749	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
283299	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
283568	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
283591	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
284206	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
285350	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
285680	nuecc	0	0.000	8.308	correct	selection-wrong	dl-rerank-accept	dl-rerank-reject	1	regressed
286489	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
287770	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
288012	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
289246	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
289464	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
290542	nuecc	0	0.000	0.000	correct	correct	dl-veto-protected	dl-rerank-reject	1	still-correct
290588	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
292370	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
292524	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
292568	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
292722	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
292788	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
292810	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
293734	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
294174	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
315955	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
316811	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
319871	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
320485	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
321015	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
321629	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
321741	nuecc	0	0.217	0.357	correct	correct	dl-rerank-accept	dl-rerank-reject	1	still-correct
321895	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
322135	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
322181	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
322269	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
322861	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
323125	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
347384	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
348594	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
348682	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
349056	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
351564	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
352202	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
352796	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
355238	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
389225	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
390216	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
390391	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
390743	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
390942	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
391415	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
391513	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
391899	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
392009	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
392327	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
392527	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
392649	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
392988	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
393089	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
393485	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
393538	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
393758	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
393935	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
395012	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
395033	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
395089	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
395209	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
395298	nuecc	0	0.000	5.789	correct	candidate-missing	dl-rerank-accept	dl-rerank-reject	1	regressed
395443	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
395573	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
395870	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
396805	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
396927	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
396971	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
397103	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
397190	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
397401	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
397599	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
397630	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
398181	nuecc	0	0.000	111.582	correct	selection-wrong	dl-rerank-accept	dl-rerank-reject	1	regressed
398313	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
399061	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
399303	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
400029	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
400117	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
400251	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
402077	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
402209	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
403397	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
404189	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
405201	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
406147	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
408326	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
408678	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
409140	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
409906	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
410680	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
410698	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
412396	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
414200	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
417496	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
47058	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
47278	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
474370	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
47784	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
478088	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
478220	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
478374	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
478594	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
478638	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
47916	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
480728	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
480970	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
48488	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
48774	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
494297	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
495199	nuecc	0	0.000	122.234	correct	selection-wrong	dl-rerank-accept	dl-rerank-reject	1	regressed
497553	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
498851	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
499115	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
500149	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
50182	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
502525	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
502921	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
51219	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
51890	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
51964	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
52759	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
53130	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
53793	nuecc	0	0.000	165.143	correct	candidate-missing	dl-rerank-accept	dl-rerank-reject	1	regressed
54508	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
55278	nuecc	0	0.000	4.559	correct	selection-wrong	dl-rerank-accept	dl-rerank-reject	1	regressed
55322	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
55542	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
56939	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
57577	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
57742	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
58072	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
58325	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
58919	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
65948	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
66278	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
66366	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
66652	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
66900	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
67026	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
67868	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
67898	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
67928	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
68280	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
68308	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
69006	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
69144	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
69152	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
69254	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
69306	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
69666	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
69936	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
70178	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
70186	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
70692	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
70912	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
71748	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
72055	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
72170	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
72174	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
72742	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
72759	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
72840	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
72940	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
73336	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
73412	nuecc	0	0.000	0.000	correct	correct	dl-veto-protected	dl-veto-protected	1	still-correct
73698	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
73727	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
74326	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
74336	nuecc	0	0.000	46.524	correct	selection-wrong	dl-rerank-accept	dl-rerank-reject	1	regressed
74380	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
75040	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
75135	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
75377	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
75700	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
75862	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
76038	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
76059	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
76250	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
76280	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
76888	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
76998	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
77328	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
77846	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
77878	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
77978	nuecc	0	0.000	30.833	correct	selection-wrong	dl-rerank-accept	dl-rerank-reject	1	regressed
78242	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
79491	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
81420	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
90179	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
91235	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
91367	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
91697	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
91917	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
92134	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
92225	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
93105	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
93545	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
93677	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
93696	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
94092	nuecc	0	0.000	0.000	correct	correct	dl-rerank-reject	dl-rerank-reject	1	still-correct
94224	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
94293	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
94392	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
94942	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
95074	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
95405	nuecc	0	0.000	0.000	correct	correct	dl-rerank-accept	dl-rerank-accept	1	still-correct
